cynoglossus_semilaevis ENSCSEG00000014187
papio_anubis ENSPANG00000009795
macaca_nemestrina ENSMNEG00000039963
colobus_angolensis_palliatus ENSCANG00000031214
rhinopithecus_roxellana ENSRROG00000033132
pan_troglodytes ENSPTRG00000044243
pan_paniscus ENSPPAG00000037440
gorilla_gorilla ENSGGOG00000024714
aotus_nancymaae ENSANAG00000014514
macaca_mulatta ENSMMUG00000042204
nomascus_leucogenys ENSNLEG00000012800
rhinopithecus_bieti ENSRBIG00000032424
piliocolobus_tephrosceles ENSPTEG00000005383
cebus_capucinus ENSCCAG00000027923
aotus_nancymaae ENSANAG00000032603
carlito_syrichta ENSTSYG00000028395
prolemur_simus ENSPSMG00000024357
prolemur_simus ENSPSMG00000017964
propithecus_coquereli ENSPCOG00000023441
microcebus_murinus ENSMICG00000016211
otolemur_garnettii ENSOGAG00000024998
otolemur_garnettii ENSOGAG00000032500
sus_scrofa ENSSSCG00000004278
pteropus_vampyrus ENSPVAG00000014702
myotis_lucifugus ENSMLUG00000012718
equus_caballus ENSECAG00000011541
ictidomys_tridecemlineatus ENSSTOG00000025862
ictidomys_tridecemlineatus ENSSTOG00000023745
spermophilus_dauricus ENSSDAG00000008792
urocitellus_parryii ENSUPAG00010007882
marmota_marmota_marmota ENSMMMG00000020873
octodon_degus ENSODEG00000009999
chinchilla_lanigera ENSCLAG00000013924
cavia_porcellus ENSCPOG00000023583
cavia_aperea ENSCAPG00000017099
heterocephalus_glaber_female ENSHGLG00000017972
heterocephalus_glaber_male ENSHGLG00100017579
fukomys_damarensis ENSFDAG00000018364
mus_musculus ENSMUSG00000005161
mus_spicilegus ENSMSIG00000013681
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031320
rattus_norvegicus ENSRNOG00000003520
nannospalax_galili ENSNGAG00000022496
cricetulus_griseus_crigri-picr ENSCGRG00015017993
cricetulus_griseus_chok1gshd ENSCGRG00001001765
cricetulus_griseus_crigri ENSCGRG00000017730
mesocricetus_auratus ENSMAUG00000005262
peromyscus_maniculatus_bairdii ENSPEMG00000000538
microtus_ochrogaster ENSMOCG00000020752
microtus_ochrogaster ENSMOCG00000002833
jaculus_jaculus ENSJJAG00000016489
jaculus_jaculus ENSJJAG00000002823
castor_canadensis ENSCCNG00000017771
ochotona_princeps ENSOPRG00000004798
procavia_capensis ENSPCAG00000015277
meriones_unguiculatus ENSMUGG00000013865
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032439
tupaia_belangeri ENSTBEG00000012672
vicugna_pacos ENSVPAG00000003260
tursiops_truncatus ENSTTRG00000003591
canis_lupus_dingo ENSCAFG00020005178
dasypus_novemcinctus ENSDNOG00000047352
loxodonta_africana ENSLAFG00000008526
chelonoidis_abingdonii ENSCABG00000010112
xenopus_tropicalis ENSXETG00000004763
notechis_scutatus ENSNSUG00000010430
notechis_scutatus ENSNSUG00000002652
anolis_carolinensis ENSACAG00000003382
salvator_merianae ENSSMRG00000004309
pogona_vitticeps ENSPVIG00000013178
latimeria_chalumnae ENSLACG00000000460
mus_pahari MGP_PahariEiJ_G0022925
eptatretus_burgeri ENSEBUG00000008657
