sorex_araneus ENSSARG00000000068
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019166
mus_pahari MGP_PahariEiJ_G0030183
rattus_norvegicus ENSRNOG00000010645
meriones_unguiculatus ENSMUGG00000023753
meriones_unguiculatus ENSMUGG00000017491
microtus_ochrogaster ENSMOCG00000022866
peromyscus_maniculatus_bairdii ENSPEMG00000001219
cricetulus_griseus_crigri ENSCGRG00000016019
cricetulus_griseus_chok1gshd ENSCGRG00001022933
cricetulus_griseus_crigri-picr ENSCGRG00015000135
mesocricetus_auratus ENSMAUG00000010860
nannospalax_galili ENSNGAG00000020150
jaculus_jaculus ENSJJAG00000011463
castor_canadensis ENSCCNG00000004102
carlito_syrichta ENSTSYG00000009020
dasypus_novemcinctus ENSDNOG00000036172
choloepus_hoffmanni ENSCHOG00000002074
oryctolagus_cuniculus ENSOCUG00000002924
ochotona_princeps ENSOPRG00000013903
heterocephalus_glaber_female ENSHGLG00000019099
heterocephalus_glaber_male ENSHGLG00100001430
fukomys_damarensis ENSFDAG00000012517
chinchilla_lanigera ENSCLAG00000009650
cavia_porcellus ENSCPOG00000038163
cavia_aperea ENSCAPG00000010126
octodon_degus ENSODEG00000008942
octodon_degus ENSODEG00000020146
phascolarctos_cinereus ENSPCIG00000029784
phascolarctos_cinereus ENSPCIG00000012388
notamacropus_eugenii ENSMEUG00000000946
sarcophilus_harrisii ENSSHAG00000004257
monodelphis_domestica ENSMODG00000011734
ornithorhynchus_anatinus ENSOANG00000001898
serinus_canaria ENSSCAG00000002431
junco_hyemalis ENSJHYG00000016175
zonotrichia_albicollis ENSZALG00000004144
ficedula_albicollis ENSFALG00000003771
lonchura_striata_domestica ENSLSDG00000008842
taeniopygia_guttata ENSTGUG00000013077
cyanistes_caeruleus ENSCCEG00000003451
parus_major ENSPMJG00000011811
lepidothrix_coronata ENSLCOG00000011696
manacus_vitellinus ENSMVIG00005011031
calidris_pugnax ENSCPUG00000000179
calidris_pygmaea ENSCPGG00000001778
melopsittacus_undulatus ENSMUNG00000004326
anser_brachyrhynchus ENSABRG00000012894
anas_platyrhynchos_platyrhynchos ENSAPLG00000006188
gallus_gallus ENSGALG00000012173
meleagris_gallopavo ENSMGAG00000013646
coturnix_japonica ENSCJPG00005006236
numida_meleagris ENSNMEG00000017131
apteryx_rowi ENSARWG00000008037
apteryx_owenii ENSAOWG00000006211
apteryx_haastii ENSAHAG00000003780
dromaius_novaehollandiae ENSDNVG00000008692
nothoprocta_perdicaria ENSNPEG00000014894
chrysemys_picta_bellii ENSCPBG00000020527
gopherus_agassizii ENSGAGG00000012387
chelonoidis_abingdonii ENSCABG00000018457
chrysemys_picta_bellii ENSCPBG00000020077
pelodiscus_sinensis ENSPSIG00000011319
crocodylus_porosus ENSCPRG00005016912
notechis_scutatus ENSNSUG00000019295
pogona_vitticeps ENSPVIG00000008910
salvator_merianae ENSSMRG00000009558
anolis_carolinensis ENSACAG00000016274
sphenodon_punctatus ENSSPUG00000004690
xenopus_tropicalis ENSXETG00000015772
latimeria_chalumnae ENSLACG00000019042
paramormyrops_kingsleyae ENSPKIG00000013923
scleropages_formosus ENSSFOG00015004715
paramormyrops_kingsleyae ENSPKIG00000001252
lepisosteus_oculatus ENSLOCG00000011769
kryptolebias_marmoratus ENSKMAG00000018424
scophthalmus_maximus ENSSMAG00000002149
scleropages_formosus ENSSFOG00015008391
paramormyrops_kingsleyae ENSPKIG00000002138
xiphophorus_couchianus ENSXCOG00000015347
xiphophorus_maculatus ENSXMAG00000012856
gambusia_affinis ENSGAFG00000018249
poecilia_formosa ENSPFOG00000017116
poecilia_latipinna ENSPLAG00000005572
poecilia_mexicana ENSPMEG00000016394
poecilia_reticulata ENSPREG00000018054
cyprinodon_variegatus ENSCVAG00000017094
fundulus_heteroclitus ENSFHEG00000003903
kryptolebias_marmoratus ENSKMAG00000016970
oryzias_latipes ENSORLG00020003353
oryzias_latipes_asm223469v1 ENSORLG00015023070
oryzias_latipes ENSORLG00000009189
oryzias_melastigma ENSOMEG00000000627
amphiprion_ocellaris ENSAOCG00000015018
amphiprion_percula ENSAPEG00000009372
acanthochromis_polyacanthus ENSAPOG00000017325
stegastes_partitus ENSSPAG00000002885
pundamilia_nyererei ENSPNYG00000021170
maylandia_zebra ENSMZEG00005010412
haplochromis_burtoni ENSHBUG00000014087
astatotilapia_calliptera ENSACLG00000027133
neolamprologus_brichardi ENSNBRG00000000716
oreochromis_niloticus ENSONIG00000019580
amphilophus_citrinellus ENSACIG00000011857
seriola_dumerili ENSSDUG00000006160
seriola_lalandi_dorsalis ENSSLDG00000004083
scophthalmus_maximus ENSSMAG00000010983
mastacembelus_armatus ENSMAMG00000000195
monopterus_albus ENSMALG00000021356
anabas_testudineus ENSATEG00000000220
takifugu_rubripes ENSTRUG00000023625
tetraodon_nigroviridis ENSTNIG00000019342
mola_mola ENSMMOG00000009805
hippocampus_comes ENSHCOG00000016314
periophthalmus_magnuspinnatus ENSPMGG00000008857
gasterosteus_aculeatus ENSGACG00000011778
gadus_morhua ENSGMOG00000000894
cynoglossus_semilaevis ENSCSEG00000008064
esox_lucius ENSELUG00000020355
astyanax_mexicanus ENSAMXG00000041645
pygocentrus_nattereri ENSPNAG00000021385
ictalurus_punctatus ENSIPUG00000003379
danio_rerio ENSDARG00000077850
lepisosteus_oculatus ENSLOCG00000011781
latimeria_chalumnae ENSLACG00000019044
