erinaceus_europaeus ENSEEUG00000013276
calidris_pygmaea ENSCPGG00000002764
melopsittacus_undulatus ENSMUNG00000016483
manacus_vitellinus ENSMVIG00005017064
crocodylus_porosus ENSCPRG00005008255
chelonoidis_abingdonii ENSCABG00000020041
gopherus_agassizii ENSGAGG00000000591
chrysemys_picta_bellii ENSCPBG00000018334
pelodiscus_sinensis ENSPSIG00000009192
ornithorhynchus_anatinus ENSOANG00000008894
phascolarctos_cinereus ENSPCIG00000004129
notamacropus_eugenii ENSMEUG00000006220
monodelphis_domestica ENSMODG00000016323
monodelphis_domestica ENSMODG00000016324
monodelphis_domestica ENSMODG00000018630
monodelphis_domestica ENSMODG00000016334
monodelphis_domestica ENSMODG00000016325
sarcophilus_harrisii ENSSHAG00000008937
homo_sapiens ENSG00000248710
sphenodon_punctatus ENSSPUG00000018733
ornithorhynchus_anatinus ENSOANG00000031522
gasterosteus_aculeatus ENSGACG00000010115
gadus_morhua ENSGMOG00000009718
lepisosteus_oculatus ENSLOCG00000003624
heterocephalus_glaber_male ENSHGLG00100005237
ailuropoda_melanoleuca ENSAMEG00000003169
ornithorhynchus_anatinus ENSOANG00000029179
sphenodon_punctatus ENSSPUG00000018727
acanthochromis_polyacanthus ENSAPOG00000021129
acanthochromis_polyacanthus ENSAPOG00000024174
sphenodon_punctatus ENSSPUG00000018738
ornithorhynchus_anatinus ENSOANG00000028682
microcebus_murinus ENSMICG00000048378
cebus_capucinus ENSCCAG00000027393
amphilophus_citrinellus ENSACIG00000015864
chrysemys_picta_bellii ENSCPBG00000005362
