clupea_harengus ENSCHAG00000027590
cricetulus_griseus ENSCGRG00015017941
mesocricetus_auratus ENSMAUG00000011062
microtus_ochrogaster ENSMOCG00000014908
peromyscus_maniculatus ENSPEMG00000016008
nannospalax_galili ENSNGAG00000019058
jaculus_jaculus ENSJJAG00000012088
castor_canadensis ENSCCNG00000000960
dipodomys_ordii ENSDORG00000009278
tupaia_belangeri ENSTBEG00000010249
pteropus_vampyrus ENSPVAG00000010760
myotis_lucifugus ENSMLUG00000027031
equus_asinus ENSEASG00005011964
equus_caballus ENSECAG00000012455
bos_indicus ENSBIXG00000023416
bos_indicus ENSBIXG00005027787
bos_taurus ENSBTAG00000002709
bos_mutus ENSBMUG00000024943
bison_bison ENSBBBG00000005772
ovis_aries ENSOARG00000019177
capra_hircus ENSCHIG00000021279
tursiops_truncatus ENSTTRG00000008627
ursus_americanus ENSUAMG00000024398
ursus_maritimus ENSUMAG00000022829
ailuropoda_melanoleuca ENSAMEG00000016245
neovison_vison ENSNVIG00000000528
canis_lupus ENSCAFG00020002795
canis_lupus ENSCAFG00000012071
vulpes_vulpes ENSVVUG00000029162
panthera_pardus ENSPPRG00000022679
panthera_tigris ENSPTIG00000009784
felis_catus ENSFCAG00000005588
erinaceus_europaeus ENSEEUG00000011404
dasypus_novemcinctus ENSDNOG00000000373
choloepus_hoffmanni ENSCHOG00000005162
loxodonta_africana ENSLAFG00000015869
procavia_capensis ENSPCAG00000015852
oryctolagus_cuniculus ENSOCUG00000002895
vombatus_ursinus ENSVURG00010022734
phascolarctos_cinereus ENSPCIG00000010714
notamacropus_eugenii ENSMEUG00000010866
sarcophilus_harrisii ENSSHAG00000003190
monodelphis_domestica ENSMODG00000003296
apteryx_owenii ENSAOWG00000009834
ailuropoda_melanoleuca ENSAMEG00000001692
xenopus_tropicalis ENSXETG00000012958
latimeria_chalumnae ENSLACG00000000343
petromyzon_marinus ENSPMAG00000003893
eptatretus_burgeri ENSEBUG00000014989
eptatretus_burgeri ENSEBUG00000011167
lepisosteus_oculatus ENSLOCG00000001034
ciona_intestinalis ENSCING00000007089
ciona_savignyi ENSCSAVG00000002585
