octodon_degus ENSODEG00000007203
cebus_capucinus ENSCCAG00000036637
callithrix_jacchus ENSCJAG00000011141
saimiri_boliviensis_boliviensis ENSSBOG00000027343
aotus_nancymaae ENSANAG00000036468
carlito_syrichta ENSTSYG00000006927
propithecus_coquereli ENSPCOG00000018263
microcebus_murinus ENSMICG00000017661
prolemur_simus ENSPSMG00000023877
otolemur_garnettii ENSOGAG00000030620
pteropus_vampyrus ENSPVAG00000007591
myotis_lucifugus ENSMLUG00000006737
bos_mutus ENSBMUG00000017939
bison_bison_bison ENSBBBG00000002802
bos_taurus ENSBTAG00000004376
ovis_aries ENSOARG00000009379
capra_hircus ENSCHIG00000026935
tursiops_truncatus ENSTTRG00000007150
sus_scrofa ENSSSCG00000000393
vicugna_pacos ENSVPAG00000007309
ursus_americanus ENSUAMG00000026522
ursus_maritimus ENSUMAG00000017020
ailuropoda_melanoleuca ENSAMEG00000003824
mustela_putorius_furo ENSMPUG00000001383
neovison_vison ENSNVIG00000000092
canis_lupus_familiaris ENSCAFG00000000119
canis_lupus_dingo ENSCAFG00020024865
vulpes_vulpes ENSVVUG00000021878
panthera_pardus ENSPPRG00000021586
panthera_tigris_altaica ENSPTIG00000012494
felis_catus ENSFCAG00000012021
equus_caballus ENSECAG00000019814
equus_asinus_asinus ENSEASG00005005235
erinaceus_europaeus ENSEEUG00000000901
procavia_capensis ENSPCAG00000011047
loxodonta_africana ENSLAFG00000014873
echinops_telfairi ENSETEG00000012041
dasypus_novemcinctus ENSDNOG00000010940
choloepus_hoffmanni ENSCHOG00000012938
oryctolagus_cuniculus ENSOCUG00000007227
ochotona_princeps ENSOPRG00000001468
sorex_araneus ENSSARG00000013350
phascolarctos_cinereus ENSPCIG00000024643
notamacropus_eugenii ENSMEUG00000010125
sarcophilus_harrisii ENSSHAG00000000122
ornithorhynchus_anatinus ENSOANG00000005151
calidris_pygmaea ENSCPGG00000007751
anser_brachyrhynchus ENSABRG00000012941
anas_platyrhynchos_platyrhynchos ENSAPLG00000005195
gallus_gallus ENSGALG00000031512
meleagris_gallopavo ENSMGAG00000001439
coturnix_japonica ENSCJPG00005004634
numida_meleagris ENSNMEG00000014953
lonchura_striata_domestica ENSLSDG00000014894
taeniopygia_guttata ENSTGUG00000014514
serinus_canaria ENSSCAG00000006984
ficedula_albicollis ENSFALG00000000464
zonotrichia_albicollis ENSZALG00000003183
junco_hyemalis ENSJHYG00000006202
parus_major ENSPMJG00000015612
cyanistes_caeruleus ENSCCEG00000022133
lepidothrix_coronata ENSLCOG00000011416
manacus_vitellinus ENSMVIG00005007678
calidris_pugnax ENSCPUG00000004918
apteryx_owenii ENSAOWG00000012000
apteryx_rowi ENSARWG00000001148
apteryx_haastii ENSAHAG00000001383
dromaius_novaehollandiae ENSDNVG00000012242
nothoprocta_perdicaria ENSNPEG00000009356
crocodylus_porosus ENSCPRG00005005971
gopherus_agassizii ENSGAGG00000007868
chelonoidis_abingdonii ENSCABG00000005914
chrysemys_picta_bellii ENSCPBG00000014029
pelodiscus_sinensis ENSPSIG00000003267
pogona_vitticeps ENSPVIG00000014977
anolis_carolinensis ENSACAG00000007067
notechis_scutatus ENSNSUG00000002331
salvator_merianae ENSSMRG00000012163
sphenodon_punctatus ENSSPUG00000004270
xenopus_tropicalis ENSXETG00000009434
latimeria_chalumnae ENSLACG00000018694
scophthalmus_maximus ENSSMAG00000020901
cynoglossus_semilaevis ENSCSEG00000021529
gasterosteus_aculeatus ENSGACG00000010722
labrus_bergylta ENSLBEG00000015763
mola_mola ENSMMOG00000009313
monopterus_albus ENSMALG00000013377
mastacembelus_armatus ENSMAMG00000001624
anabas_testudineus ENSATEG00000024030
seriola_dumerili ENSSDUG00000001840
seriola_lalandi_dorsalis ENSSLDG00000013866
cyprinodon_variegatus ENSCVAG00000010197
fundulus_heteroclitus ENSFHEG00000000157
xiphophorus_maculatus ENSXMAG00000011661
xiphophorus_couchianus ENSXCOG00000014391
gambusia_affinis ENSGAFG00000000284
poecilia_formosa ENSPFOG00000008392
poecilia_latipinna ENSPLAG00000009198
poecilia_mexicana ENSPMEG00000001484
poecilia_reticulata ENSPREG00000000900
kryptolebias_marmoratus ENSKMAG00000006192
oryzias_latipes ENSORLG00000015195
oryzias_latipes ENSORLG00020000277
oryzias_latipes_asm223469v1 ENSORLG00015005193
oryzias_melastigma ENSOMEG00000022087
maylandia_zebra ENSMZEG00005026462
astatotilapia_calliptera ENSACLG00000023674
haplochromis_burtoni ENSHBUG00000005234
pundamilia_nyererei ENSPNYG00000002629
neolamprologus_brichardi ENSNBRG00000006585
oreochromis_niloticus ENSONIG00000016732
amphilophus_citrinellus ENSACIG00000013079
amphilophus_citrinellus ENSACIG00000012858
amphilophus_citrinellus ENSACIG00000013046
maylandia_zebra ENSMZEG00005027796
maylandia_zebra ENSMZEG00005028405
maylandia_zebra ENSMZEG00005026472
maylandia_zebra ENSMZEG00005028402
maylandia_zebra ENSMZEG00005026465
astatotilapia_calliptera ENSACLG00000023821
neolamprologus_brichardi ENSNBRG00000006871
amphiprion_percula ENSAPEG00000022760
amphiprion_ocellaris ENSAOCG00000022334
acanthochromis_polyacanthus ENSAPOG00000022955
stegastes_partitus ENSSPAG00000019970
takifugu_rubripes ENSTRUG00000014260
tetraodon_nigroviridis ENSTNIG00000012537
hippocampus_comes ENSHCOG00000007920
periophthalmus_magnuspinnatus ENSPMGG00000023186
gadus_morhua ENSGMOG00000007249
esox_lucius ENSELUG00000024604
pygocentrus_nattereri ENSPNAG00000027140
astyanax_mexicanus ENSAMXG00000005418
ictalurus_punctatus ENSIPUG00000011065
danio_rerio ENSDARG00000074675
paramormyrops_kingsleyae ENSPKIG00000003973
scleropages_formosus ENSSFOG00015017740
lepisosteus_oculatus ENSLOCG00000004333
petromyzon_marinus ENSPMAG00000004731
eptatretus_burgeri ENSEBUG00000002773
ciona_intestinalis ENSCING00000018506
ciona_intestinalis ENSCING00000000413
ciona_savignyi ENSCSAVG00000003833
drosophila_melanogaster FBgn0033352
caenorhabditis_elegans_strain_n2 WBGene00017951
saccharomyces_cerevisiae YGL094C
