denticeps_clupeoides ENSDCDG00000005697
lepisosteus_oculatus ENSLOCG00000000849
erpetoichthys_calabaricus ENSECRG00000003113
erpetoichthys_calabaricus ENSECRG00000014627
anolis_carolinensis ENSACAG00000002701
pogona_vitticeps ENSPVIG00000005996
notechis_scutatus ENSNSUG00000017590
salvator_merianae ENSSMRG00000010118
sphenodon_punctatus ENSSPUG00000008184
gopherus_agassizii ENSGAGG00000012003
chelonoidis_abingdonii ENSCABG00000000739
chrysemys_picta ENSCPBG00000023529
pelodiscus_sinensis ENSPSIG00000004359
notechis_scutatus ENSNSUG00000017589
phascolarctos_cinereus ENSPCIG00000015551
vombatus_ursinus ENSVURG00010006118
notamacropus_eugenii ENSMEUG00000016040
sarcophilus_harrisii ENSSHAG00000002162
monodelphis_domestica ENSMODG00000008485
echinops_telfairi ENSETEG00000017679
sorex_araneus ENSSARG00000012515
procavia_capensis ENSPCAG00000008053
loxodonta_africana ENSLAFG00000018322
choloepus_hoffmanni ENSCHOG00000002530
mustela_putorius ENSMPUG00000013363
neovison_vison ENSNVIG00000020674
ursus_maritimus ENSUMAG00000000372
vulpes_vulpes ENSVVUG00000029799
canis_lupus ENSCAFG00000015073
ursus_americanus ENSUAMG00000006713
panthera_tigris ENSPTIG00000009817
panthera_pardus ENSPPRG00000012865
felis_catus ENSFCAG00000031360
erinaceus_europaeus ENSEEUG00000012373
capra_hircus ENSCHIG00000022420
ovis_aries ENSOARG00000002871
bos_indicus ENSBIXG00005012347
bos_indicus ENSBIXG00000007365
bos_mutus ENSBMUG00000015801
bos_taurus ENSBTAG00000003330
bison_bison ENSBBBG00000021605
sus_scrofa ENSSSCG00000013054
equus_asinus ENSEASG00005020084
equus_caballus ENSECAG00000019843
myotis_lucifugus ENSMLUG00000013662
pan_paniscus ENSPPAG00000000239
pan_troglodytes ENSPTRG00000003807
homo_sapiens ENSG00000184743
gorilla_gorilla ENSGGOG00000009860
pongo_abelii ENSPPYG00000003129
nomascus_leucogenys ENSNLEG00000004565
nomascus_leucogenys ENSNLEG00000000214
colobus_angolensis ENSCANG00000006711
piliocolobus_tephrosceles ENSPTEG00000016321
rhinopithecus_bieti ENSRBIG00000028494
rhinopithecus_roxellana ENSRROG00000036759
macaca_mulatta ENSMMUG00000005776
macaca_fascicularis ENSMFAG00000035680
macaca_nemestrina ENSMNEG00000034634
papio_anubis ENSPANG00000025889
theropithecus_gelada ENSTGEG00000014641
cercocebus_atys ENSCATG00000034537
mandrillus_leucophaeus ENSMLEG00000040413
chlorocebus_sabaeus ENSCSAG00000006859
cebus_capucinus ENSCCAG00000028804
callithrix_jacchus ENSCJAG00000018444
saimiri_boliviensis ENSSBOG00000000876
aotus_nancymaae ENSANAG00000023785
carlito_syrichta ENSTSYG00000009318
prolemur_simus ENSPSMG00000000970
microcebus_murinus ENSMICG00000015189
otolemur_garnettii ENSOGAG00000003756
tupaia_belangeri ENSTBEG00000004942
castor_canadensis ENSCCNG00000026210
dipodomys_ordii ENSDORG00000010381
spermophilus_dauricus ENSSDAG00000010183
marmota_marmota ENSMMMG00000006763
urocitellus_parryii ENSUPAG00010008777
ictidomys_tridecemlineatus ENSSTOG00000000194
cricetulus_griseus ENSCGRG00001018013
cricetulus_griseus ENSCGRG00000001990
mesocricetus_auratus ENSMAUG00000014736
microtus_ochrogaster ENSMOCG00000014305
peromyscus_maniculatus ENSPEMG00000017714
mus_spretus MGP_SPRETEiJ_G0023550
mus_musculus ENSMUSG00000024759
mus_spicilegus ENSMSIG00000020181
mus_caroli MGP_CAROLIEiJ_G0022640
mus_pahari MGP_PahariEiJ_G0014134
rattus_norvegicus ENSRNOG00000021203
meriones_unguiculatus ENSMUGG00000005815
nannospalax_galili ENSNGAG00000009468
jaculus_jaculus ENSJJAG00000006253
jaculus_jaculus ENSJJAG00000016342
chinchilla_lanigera ENSCLAG00000016950
octodon_degus ENSODEG00000017260
heterocephalus_glaber ENSHGLG00000010138
heterocephalus_glaber ENSHGLG00100013740
fukomys_damarensis ENSFDAG00000005384
cavia_aperea ENSCAPG00000007171
cavia_porcellus ENSCPOG00000003766
oryctolagus_cuniculus ENSOCUG00000001691
tursiops_truncatus ENSTTRG00000013361
vicugna_pacos ENSVPAG00000011834
pteropus_vampyrus ENSPVAG00000015779
ailuropoda_melanoleuca ENSAMEG00000018141
ursus_americanus ENSUAMG00000002959
canis_lupus ENSCAFG00020013890
propithecus_coquereli ENSPCOG00000024845
cricetulus_griseus ENSCGRG00015008716
ochotona_princeps ENSOPRG00000004314
dasypus_novemcinctus ENSDNOG00000038821
ornithorhynchus_anatinus ENSOANG00000014023
ornithorhynchus_anatinus ENSOANG00000030754
xenopus_tropicalis ENSXETG00000015642
latimeria_chalumnae ENSLACG00000003585
callorhinchus_milii ENSCMIG00000001624
ciona_intestinalis ENSCING00000007678
caenorhabditis_elegans WBGene00021868
