manacus_vitellinus ENSMVIG00005018504
ailuropoda_melanoleuca ENSAMEG00000005488
ursus_maritimus ENSUMAG00000020940
mustela_putorius ENSMPUG00000005877
neovison_vison ENSNVIG00000011813
canis_lupus ENSCAFG00000003106
canis_lupus ENSCAFG00020026924
vulpes_vulpes ENSVVUG00000012144
panthera_tigris ENSPTIG00000005411
panthera_pardus ENSPPRG00000024840
felis_catus ENSFCAG00000026831
equus_caballus ENSECAG00000009318
equus_asinus ENSEASG00005007241
bos_indicus ENSBIXG00000002252
bos_taurus ENSBTAG00000044173
bos_indicus ENSBIXG00005000484
bos_mutus ENSBMUG00000001885
bison_bison ENSBBBG00000016143
capra_hircus ENSCHIG00000013762
ovis_aries ENSOARG00000020108
tursiops_truncatus ENSTTRG00000005269
sus_scrofa ENSSSCG00000008372
vicugna_pacos ENSVPAG00000012472
erinaceus_europaeus ENSEEUG00000005651
sorex_araneus ENSSARG00000005211
pteropus_vampyrus ENSPVAG00000005184
myotis_lucifugus ENSMLUG00000002314
procavia_capensis ENSPCAG00000000205
echinops_telfairi ENSETEG00000000431
choloepus_hoffmanni ENSCHOG00000009281
dasypus_novemcinctus ENSDNOG00000004996
vombatus_ursinus ENSVURG00010013361
phascolarctos_cinereus ENSPCIG00000005257
notamacropus_eugenii ENSMEUG00000015823
sarcophilus_harrisii ENSSHAG00000011490
monodelphis_domestica ENSMODG00000002986
ornithorhynchus_anatinus ENSOANG00000012423
xenopus_tropicalis ENSXETG00000016765
latimeria_chalumnae ENSLACG00000017240
denticeps_clupeoides ENSDCDG00000015700
clupea_harengus ENSCHAG00000001812
electrophorus_electricus ENSEEEG00000005099
ictalurus_punctatus ENSIPUG00000013044
pygocentrus_nattereri ENSPNAG00000025894
astyanax_mexicanus ENSAMXG00005010963
danio_rerio ENSDARG00000043643
hucho_hucho ENSHHUG00000011297
oryzias_latipes ENSORLG00000002562
oryzias_latipes ENSORLG00015003946
oryzias_latipes ENSORLG00020017895
oryzias_melastigma ENSOMEG00000022982
gouania_willdenowi ENSGWIG00000023708
maylandia_zebra ENSMZEG00005027328
astatotilapia_calliptera ENSACLG00000026697
haplochromis_burtoni ENSHBUG00000018080
pundamilia_nyererei ENSPNYG00000008205
neolamprologus_brichardi ENSNBRG00000010267
oreochromis_niloticus ENSONIG00000001281
amphilophus_citrinellus ENSACIG00000013008
parambassis_ranga ENSPRNG00000010965
seriola_dumerili ENSSDUG00000020579
seriola_lalandi ENSSLDG00000008033
lates_calcarifer ENSLCAG00010013383
larimichthys_crocea ENSLCRG00005020360
cynoglossus_semilaevis ENSCSEG00000000951
tetraodon_nigroviridis ENSTNIG00000009841
tetraodon_nigroviridis ENSTNIG00000009842
takifugu_rubripes ENSTRUG00000011025
mola_mola ENSMMOG00000006912
labrus_bergylta ENSLBEG00000006024
cottoperca_gobio ENSCGOG00000018066
monopterus_albus ENSMALG00000021559
mastacembelus_armatus ENSMAMG00000022226
anabas_testudineus ENSATEG00000013475
betta_splendens ENSBSLG00000019193
fundulus_heteroclitus ENSFHEG00000000256
cyprinodon_variegatus ENSCVAG00000000800
poecilia_mexicana ENSPMEG00000007330
poecilia_latipinna ENSPLAG00000019645
poecilia_formosa ENSPFOG00000002281
poecilia_reticulata ENSPREG00000021321
xiphophorus_maculatus ENSXMAG00000005611
gambusia_affinis ENSGAFG00000012408
kryptolebias_marmoratus ENSKMAG00000015630
amphiprion_ocellaris ENSAOCG00000005762
amphiprion_percula ENSAPEG00000023607
acanthochromis_polyacanthus ENSAPOG00000005245
stegastes_partitus ENSSPAG00000009007
scophthalmus_maximus ENSSMAG00000006498
periophthalmus_magnuspinnatus ENSPMGG00000019465
hippocampus_comes ENSHCOG00000014911
hucho_hucho ENSHHUG00000004248
hucho_hucho ENSHHUG00000010650
esox_lucius ENSELUG00000014117
astyanax_mexicanus ENSAMXG00000029465
paramormyrops_kingsleyae ENSPKIG00000004032
scleropages_formosus ENSSFOG00015011508
gasterosteus_aculeatus ENSGACG00000011978
lepisosteus_oculatus ENSLOCG00000016075
erpetoichthys_calabaricus ENSECRG00000019606
callorhinchus_milii ENSCMIG00000002230
gadus_morhua ENSGMOG00000011839
amphilophus_citrinellus ENSACIG00000020997
oreochromis_niloticus ENSONIG00000008565
danio_rerio ENSDARG00000079895
latimeria_chalumnae ENSLACG00000006608
petromyzon_marinus ENSPMAG00000008052
eptatretus_burgeri ENSEBUG00000007435
