denticeps_clupeoides ENSDCDG00000026264
otolemur_garnettii ENSOGAG00000012900
castor_canadensis ENSCCNG00000008199
myotis_lucifugus ENSMLUG00000010393
sorex_araneus ENSSARG00000008744
erinaceus_europaeus ENSEEUG00000008126
tupaia_belangeri ENSTBEG00000010477
dasypus_novemcinctus ENSDNOG00000040708
oryctolagus_cuniculus ENSOCUG00000025012
ochotona_princeps ENSOPRG00000003615
marmota_marmota ENSMMMG00000023851
spermophilus_dauricus ENSSDAG00000006146
ictidomys_tridecemlineatus ENSSTOG00000022941
urocitellus_parryii ENSUPAG00010018481
pan_paniscus ENSPPAG00000027975
pan_troglodytes ENSPTRG00000013153
homo_sapiens ENSG00000101280
gorilla_gorilla ENSGGOG00000016849
pongo_abelii ENSPPYG00000010861
nomascus_leucogenys ENSNLEG00000009408
rhinopithecus_roxellana ENSRROG00000041422
rhinopithecus_bieti ENSRBIG00000023163
colobus_angolensis ENSCANG00000037167
piliocolobus_tephrosceles ENSPTEG00000034143
macaca_fascicularis ENSMFAG00000041964
macaca_nemestrina ENSMNEG00000039341
macaca_mulatta ENSMMUG00000000270
papio_anubis ENSPANG00000008286
theropithecus_gelada ENSTGEG00000009854
mandrillus_leucophaeus ENSMLEG00000035127
cercocebus_atys ENSCATG00000041642
chlorocebus_sabaeus ENSCSAG00000010512
aotus_nancymaae ENSANAG00000033122
saimiri_boliviensis ENSSBOG00000014462
cebus_capucinus ENSCCAG00000037693
callithrix_jacchus ENSCJAG00000020879
carlito_syrichta ENSTSYG00000033474
fukomys_damarensis ENSFDAG00000017334
fukomys_damarensis ENSFDAG00000012000
cavia_porcellus ENSCPOG00000009830
octodon_degus ENSODEG00000000239
loxodonta_africana ENSLAFG00000006765
procavia_capensis ENSPCAG00000010946
echinops_telfairi ENSETEG00000018379
mus_spretus MGP_SPRETEiJ_G0025363
mus_musculus ENSMUSG00000027460
mus_caroli MGP_CAROLIEiJ_G0024442
mus_pahari MGP_PahariEiJ_G0025885
rattus_norvegicus ENSRNOG00000005008
meriones_unguiculatus ENSMUGG00000021439
cricetulus_griseus ENSCGRG00001018370
cricetulus_griseus ENSCGRG00000003019
cricetulus_griseus ENSCGRG00015004233
mesocricetus_auratus ENSMAUG00000012987
peromyscus_maniculatus ENSPEMG00000001150
microtus_ochrogaster ENSMOCG00000014882
nannospalax_galili ENSNGAG00000014925
jaculus_jaculus ENSJJAG00000005709
dipodomys_ordii ENSDORG00000008301
chelonoidis_abingdonii ENSCABG00000016947
gopherus_agassizii ENSGAGG00000020764
chrysemys_picta ENSCPBG00000027622
pelodiscus_sinensis ENSPSIG00000016733
dromaius_novaehollandiae ENSDNVG00000003904
nothoprocta_perdicaria ENSNPEG00000008042
apteryx_owenii ENSAOWG00000002331
apteryx_haastii ENSAHAG00000010082
apteryx_rowi ENSARWG00000009766
anser_brachyrhynchus ENSABRG00000004313
anas_platyrhynchos ENSAPLG00000022246
gallus_gallus ENSGALG00000040755
meleagris_gallopavo ENSMGAG00000007968
coturnix_japonica ENSCJPG00005005834
numida_meleagris ENSNMEG00000016158
calidris_pygmaea ENSCPGG00000018620
calidris_pugnax ENSCPUG00000006308
serinus_canaria ENSSCAG00000014376
lonchura_striata ENSLSDG00000006636
junco_hyemalis ENSJHYG00000013701
zonotrichia_albicollis ENSZALG00000003686
cyanistes_caeruleus ENSCCEG00000004203
parus_major ENSPMJG00000006997
cyanistes_caeruleus ENSCCEG00000004841
ficedula_albicollis ENSFALG00000005733
taeniopygia_guttata ENSTGUG00000006818
manacus_vitellinus ENSMVIG00005005711
lepidothrix_coronata ENSLCOG00000014022
crocodylus_porosus ENSCPRG00005007624
anolis_carolinensis ENSACAG00000010893
pogona_vitticeps ENSPVIG00000016077
notechis_scutatus ENSNSUG00000004253
salvator_merianae ENSSMRG00000019495
sphenodon_punctatus ENSSPUG00000018655
choloepus_hoffmanni ENSCHOG00000003094
eptatretus_burgeri ENSEBUG00000013779
eptatretus_burgeri ENSEBUG00000008535
