fundulus_heteroclitus ENSFHEG00000020967
dipodomys_ordii ENSDORG00000006093
mus_musculus ENSMUSG00000039031
mus_spicilegus ENSMSIG00000016199
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016009
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015200
mus_pahari MGP_PahariEiJ_G0023822
rattus_norvegicus ENSRNOG00000011245
meriones_unguiculatus ENSMUGG00000014505
peromyscus_maniculatus_bairdii ENSPEMG00000022815
microtus_ochrogaster ENSMOCG00000019427
cricetulus_griseus_chok1gshd ENSCGRG00001003271
cricetulus_griseus_crigri-picr ENSCGRG00015025895
cricetulus_griseus_crigri ENSCGRG00000001397
mesocricetus_auratus ENSMAUG00000021177
nannospalax_galili ENSNGAG00000019066
jaculus_jaculus ENSJJAG00000021567
chinchilla_lanigera ENSCLAG00000014991
octodon_degus ENSODEG00000007583
cavia_porcellus ENSCPOG00000003798
cavia_aperea ENSCAPG00000013352
heterocephalus_glaber_female ENSHGLG00000019278
heterocephalus_glaber_male ENSHGLG00100008920
fukomys_damarensis ENSFDAG00000010406
urocitellus_parryii ENSUPAG00010019852
spermophilus_dauricus ENSSDAG00000020294
spermophilus_dauricus ENSSDAG00000001282
ictidomys_tridecemlineatus ENSSTOG00000008818
marmota_marmota_marmota ENSMMMG00000017013
oryctolagus_cuniculus ENSOCUG00000009450
ochotona_princeps ENSOPRG00000000233
bos_mutus ENSBMUG00000004791
bos_mutus ENSBMUG00000000871
bos_taurus ENSBTAG00000015381
bison_bison_bison ENSBBBG00000000466
capra_hircus ENSCHIG00000027143
ovis_aries ENSOARG00000013732
tursiops_truncatus ENSTTRG00000012388
sus_scrofa ENSSSCG00000004205
vicugna_pacos ENSVPAG00000001223
equus_asinus_asinus ENSEASG00005009683
equus_caballus ENSECAG00000024764
ursus_americanus ENSUAMG00000020775
ursus_maritimus ENSUMAG00000000393
ailuropoda_melanoleuca ENSAMEG00000009101
neovison_vison ENSNVIG00000000222
mustela_putorius_furo ENSMPUG00000014631
canis_lupus_familiaris ENSCAFG00000001114
canis_lupus_dingo ENSCAFG00020022566
vulpes_vulpes ENSVVUG00000001358
panthera_tigris_altaica ENSPTIG00000016574
panthera_pardus ENSPPRG00000003631
felis_catus ENSFCAG00000005958
myotis_lucifugus ENSMLUG00000010054
myotis_lucifugus ENSMLUG00000022401
pteropus_vampyrus ENSPVAG00000002138
erinaceus_europaeus ENSEEUG00000003521
sorex_araneus ENSSARG00000001185
choloepus_hoffmanni ENSCHOG00000009273
dasypus_novemcinctus ENSDNOG00000019673
phascolarctos_cinereus ENSPCIG00000005065
notamacropus_eugenii ENSMEUG00000009931
monodelphis_domestica ENSMODG00000017629
sarcophilus_harrisii ENSSHAG00000016757
ornithorhynchus_anatinus ENSOANG00000006818
ornithorhynchus_anatinus ENSOANG00000011678
xenopus_tropicalis ENSXETG00000014909
latimeria_chalumnae ENSLACG00000000382
petromyzon_marinus ENSPMAG00000004635
eptatretus_burgeri ENSEBUG00000004235
eptatretus_burgeri ENSEBUG00000015203
