notechis_scutatus ENSNSUG00000006925
poecilia_reticulata ENSPREG00000000450
gambusia_affinis ENSGAFG00000011244
cyprinodon_variegatus ENSCVAG00000019480
mola_mola ENSMMOG00000007737
gasterosteus_aculeatus ENSGACG00000018330
labrus_bergylta ENSLBEG00000008729
amphiprion_percula ENSAPEG00000021263
acanthochromis_polyacanthus ENSAPOG00000010714
stegastes_partitus ENSSPAG00000018330
periophthalmus_magnuspinnatus ENSPMGG00000016315
hippocampus_comes ENSHCOG00000015439
gadus_morhua ENSGMOG00000019514
esox_lucius ENSELUG00000019136
scleropages_formosus ENSSFOG00015015460
astyanax_mexicanus ENSAMXG00000042336
pygocentrus_nattereri ENSPNAG00000005630
paramormyrops_kingsleyae ENSPKIG00000014808
paramormyrops_kingsleyae ENSPKIG00000007860
ictalurus_punctatus ENSIPUG00000008012
danio_rerio ENSDARG00000075846
scleropages_formosus ENSSFOG00015005014
lepisosteus_oculatus ENSLOCG00000012753
petromyzon_marinus ENSPMAG00000000261
eptatretus_burgeri ENSEBUG00000015787
