manacus_vitellinus ENSMVIG00005014176
castor_canadensis ENSCCNG00000015345
monodelphis_domestica ENSMODG00000044623
pelodiscus_sinensis ENSPSIG00000015199
latimeria_chalumnae ENSLACG00000000944
sphenodon_punctatus ENSSPUG00000000106
xenopus_tropicalis ENSXETG00000006197
astyanax_mexicanus ENSAMXG00000043398
astyanax_mexicanus ENSAMXG00005011454
pygocentrus_nattereri ENSPNAG00000017414
ictalurus_punctatus ENSIPUG00000007100
electrophorus_electricus ENSEEEG00000001428
danio_rerio ENSDARG00000001930
denticeps_clupeoides ENSDCDG00000035686
tetraodon_nigroviridis ENSTNIG00000004563
takifugu_rubripes ENSTRUG00000003735
gouania_willdenowi ENSGWIG00000018280
periophthalmus_magnuspinnatus ENSPMGG00000003929
amphilophus_citrinellus ENSACIG00000009569
oreochromis_niloticus ENSONIG00000008235
cyprinodon_variegatus ENSCVAG00000016060
mola_mola ENSMMOG00000015948
poecilia_latipinna ENSPLAG00000008411
poecilia_formosa ENSPFOG00000009668
poecilia_mexicana ENSPMEG00000023869
poecilia_reticulata ENSPREG00000011196
gambusia_affinis ENSGAFG00000004710
xiphophorus_couchianus ENSXCOG00000015800
xiphophorus_maculatus ENSXMAG00000023286
fundulus_heteroclitus ENSFHEG00000006527
kryptolebias_marmoratus ENSKMAG00000017222
oryzias_latipes ENSORLG00000018526
oryzias_latipes ENSORLG00015009565
oryzias_latipes ENSORLG00020012655
oryzias_melastigma ENSOMEG00000019521
amphiprion_ocellaris ENSAOCG00000018689
amphiprion_percula ENSAPEG00000004899
acanthochromis_polyacanthus ENSAPOG00000001546
astatotilapia_calliptera ENSACLG00000014951
maylandia_zebra ENSMZEG00005020694
pundamilia_nyererei ENSPNYG00000001030
haplochromis_burtoni ENSHBUG00000000322
neolamprologus_brichardi ENSNBRG00000008874
labrus_bergylta ENSLBEG00000016636
monopterus_albus ENSMALG00000016962
mastacembelus_armatus ENSMAMG00000008988
cynoglossus_semilaevis ENSCSEG00000015599
stegastes_partitus ENSSPAG00000017346
parambassis_ranga ENSPRNG00000024640
betta_splendens ENSBSLG00000023568
anabas_testudineus ENSATEG00000021306
scophthalmus_maximus ENSSMAG00000010151
gasterosteus_aculeatus ENSGACG00000012722
larimichthys_crocea ENSLCRG00005011997
seriola_dumerili ENSSDUG00000004040
seriola_lalandi ENSSLDG00000008828
lates_calcarifer ENSLCAG00010026543
hippocampus_comes ENSHCOG00000015329
gadus_morhua ENSGMOG00000004337
hucho_hucho ENSHHUG00000027466
hucho_hucho ENSHHUG00000002049
esox_lucius ENSELUG00000012872
scleropages_formosus ENSSFOG00015016949
scleropages_formosus ENSSFOG00015013554
paramormyrops_kingsleyae ENSPKIG00000025208
lepisosteus_oculatus ENSLOCG00000003383
erpetoichthys_calabaricus ENSECRG00000005980
callorhinchus_milii ENSCMIG00000010033
