caenorhabditis_elegans WBGene00015703
mus_spretus MGP_SPRETEiJ_G0025391
mus_pahari MGP_PahariEiJ_G0025913
vombatus_ursinus ENSVURG00010015051
phascolarctos_cinereus ENSPCIG00000031529
notamacropus_eugenii ENSMEUG00000014328
monodelphis_domestica ENSMODG00000010354
ornithorhynchus_anatinus ENSOANG00000002577
anolis_carolinensis ENSACAG00000010791
pogona_vitticeps ENSPVIG00000023428
notechis_scutatus ENSNSUG00000009993
salvator_merianae ENSSMRG00000017740
salvator_merianae ENSSMRG00000021210
sphenodon_punctatus ENSSPUG00000012942
lonchura_striata ENSLSDG00000005029
taeniopygia_guttata ENSTGUG00000003338
serinus_canaria ENSSCAG00000016939
junco_hyemalis ENSJHYG00000014598
zonotrichia_albicollis ENSZALG00000018242
ficedula_albicollis ENSFALG00000001531
parus_major ENSPMJG00000011385
cyanistes_caeruleus ENSCCEG00000020819
lepidothrix_coronata ENSLCOG00000000007
manacus_vitellinus ENSMVIG00005005893
melopsittacus_undulatus ENSMUNG00000013830
calidris_pygmaea ENSCPGG00000010757
calidris_pugnax ENSCPUG00000001913
anser_brachyrhynchus ENSABRG00000006464
anas_platyrhynchos ENSAPLG00000009809
apteryx_owenii ENSAOWG00000008545
apteryx_rowi ENSARWG00000010226
apteryx_haastii ENSAHAG00000012235
dromaius_novaehollandiae ENSDNVG00000010092
nothoprocta_perdicaria ENSNPEG00000006531
meleagris_gallopavo ENSMGAG00000007561
coturnix_japonica ENSCJPG00005018792
gallus_gallus ENSGALG00000008517
numida_meleagris ENSNMEG00000000723
crocodylus_porosus ENSCPRG00005005801
chelonoidis_abingdonii ENSCABG00000017521
gopherus_agassizii ENSGAGG00000009284
chrysemys_picta ENSCPBG00000012825
pelodiscus_sinensis ENSPSIG00000016796
xenopus_tropicalis ENSXETG00000021379
eptatretus_burgeri ENSEBUG00000012532
ciona_savignyi ENSCSAVG00000005603
ciona_intestinalis ENSCING00000011506
saccharomyces_cerevisiae YER007C-A
