xiphophorus_couchianus ENSXCOG00000012610
prolemur_simus ENSPSMG00000024967
otolemur_garnettii ENSOGAG00000013790
erinaceus_europaeus ENSEEUG00000002339
sus_scrofa ENSSSCG00000031616
loxodonta_africana ENSLAFG00000008834
procavia_capensis ENSPCAG00000007461
dasypus_novemcinctus ENSDNOG00000008748
ochotona_princeps ENSOPRG00000002338
oryctolagus_cuniculus ENSOCUG00000023019
sorex_araneus ENSSARG00000011566
phascolarctos_cinereus ENSPCIG00000022951
notamacropus_eugenii ENSMEUG00000012081
monodelphis_domestica ENSMODG00000021545
sarcophilus_harrisii ENSSHAG00000004326
xenopus_tropicalis ENSXETG00000018237
latimeria_chalumnae ENSLACG00000013070
petromyzon_marinus ENSPMAG00000008546
