bos_mutus ENSBMUG00000018003
oryzias_latipes_asm223469v1 ENSORLG00015021767
oryzias_latipes ENSORLG00020005624
oryzias_melastigma ENSOMEG00000007188
astatotilapia_calliptera ENSACLG00000016096
haplochromis_burtoni ENSHBUG00000020545
maylandia_zebra ENSMZEG00005008038
pundamilia_nyererei ENSPNYG00000020707
neolamprologus_brichardi ENSNBRG00000019586
oreochromis_niloticus ENSONIG00000019798
amphiprion_ocellaris ENSAOCG00000018941
acanthochromis_polyacanthus ENSAPOG00000023153
stegastes_partitus ENSSPAG00000014327
amphilophus_citrinellus ENSACIG00000003729
amphiprion_percula ENSAPEG00000002294
scophthalmus_maximus ENSSMAG00000008970
mastacembelus_armatus ENSMAMG00000006159
monopterus_albus ENSMALG00000018305
labrus_bergylta ENSLBEG00000024335
takifugu_rubripes ENSTRUG00000022671
tetraodon_nigroviridis ENSTNIG00000012903
gasterosteus_aculeatus ENSGACG00000009221
cynoglossus_semilaevis ENSCSEG00000000880
hippocampus_comes ENSHCOG00000002366
periophthalmus_magnuspinnatus ENSPMGG00000008733
gadus_morhua ENSGMOG00000008313
esox_lucius ENSELUG00000018663
pygocentrus_nattereri ENSPNAG00000010501
ictalurus_punctatus ENSIPUG00000002403
danio_rerio ENSDARG00000045160
scleropages_formosus ENSSFOG00015021524
lepisosteus_oculatus ENSLOCG00000008938
latimeria_chalumnae ENSLACG00000011474
eptatretus_burgeri ENSEBUG00000002556
