neovison_vison ENSNVIG00000000769
chrysemys_picta_bellii ENSCPBG00000002365
crocodylus_porosus ENSCPRG00005003677
chelonoidis_abingdonii ENSCABG00000007364
latimeria_chalumnae ENSLACG00000010061
labrus_bergylta ENSLBEG00000002331
gasterosteus_aculeatus ENSGACG00000014168
cynoglossus_semilaevis ENSCSEG00000021142
amphiprion_ocellaris ENSAOCG00000000538
amphiprion_percula ENSAPEG00000020044
acanthochromis_polyacanthus ENSAPOG00000015267
stegastes_partitus ENSSPAG00000023032
maylandia_zebra ENSMZEG00005012170
haplochromis_burtoni ENSHBUG00000002997
pundamilia_nyererei ENSPNYG00000018286
astatotilapia_calliptera ENSACLG00000019986
neolamprologus_brichardi ENSNBRG00000017852
oreochromis_niloticus ENSONIG00000015549
amphilophus_citrinellus ENSACIG00000006143
monopterus_albus ENSMALG00000011117
mastacembelus_armatus ENSMAMG00000013870
anabas_testudineus ENSATEG00000007401
xiphophorus_couchianus ENSXCOG00000007842
anabas_testudineus ENSATEG00000007375
seriola_dumerili ENSSDUG00000012134
seriola_lalandi_dorsalis ENSSLDG00000001479
scophthalmus_maximus ENSSMAG00000014263
fundulus_heteroclitus ENSFHEG00000017448
cyprinodon_variegatus ENSCVAG00000006098
poecilia_formosa ENSPFOG00000016608
poecilia_latipinna ENSPLAG00000018240
poecilia_mexicana ENSPMEG00000011318
poecilia_reticulata ENSPREG00000021956
gambusia_affinis ENSGAFG00000015160
kryptolebias_marmoratus ENSKMAG00000020266
oryzias_latipes_asm223469v1 ENSORLG00015002273
oryzias_latipes ENSORLG00020007698
oryzias_latipes ENSORLG00000028592
oryzias_melastigma ENSOMEG00000013046
tetraodon_nigroviridis ENSTNIG00000007938
tetraodon_nigroviridis ENSTNIG00000007942
takifugu_rubripes ENSTRUG00000005200
mola_mola ENSMMOG00000013322
periophthalmus_magnuspinnatus ENSPMGG00000019936
hippocampus_comes ENSHCOG00000016684
gadus_morhua ENSGMOG00000014739
esox_lucius ENSELUG00000004588
pygocentrus_nattereri ENSPNAG00000021625
pygocentrus_nattereri ENSPNAG00000021589
astyanax_mexicanus ENSAMXG00000030937
astyanax_mexicanus ENSAMXG00000038938
astyanax_mexicanus ENSAMXG00000035255
danio_rerio ENSDARG00000054300
scleropages_formosus ENSSFOG00015011365
paramormyrops_kingsleyae ENSPKIG00000009350
lepisosteus_oculatus ENSLOCG00000000458
petromyzon_marinus ENSPMAG00000007387
petromyzon_marinus ENSPMAG00000002935
eptatretus_burgeri ENSEBUG00000011675
eptatretus_burgeri ENSEBUG00000008226
eptatretus_burgeri ENSEBUG00000008361
ciona_intestinalis ENSCING00000023337
ciona_intestinalis ENSCING00000004356
ciona_intestinalis ENSCING00000015530
ciona_savignyi ENSCSAVG00000005383
ciona_savignyi ENSCSAVG00000005384
caenorhabditis_elegans_strain_n2 WBGene00000973
caenorhabditis_elegans_strain_n2 WBGene00019109
