coturnix_japonica ENSCJPG00005019218
poecilia_formosa ENSPFOG00000015078
poecilia_latipinna ENSPLAG00000012346
poecilia_reticulata ENSPREG00000013841
cyprinodon_variegatus ENSCVAG00000004849
fundulus_heteroclitus ENSFHEG00000020193
kryptolebias_marmoratus ENSKMAG00000019372
oryzias_latipes ENSORLG00000017570
oryzias_latipes ENSORLG00020018839
oryzias_latipes_asm223469v1 ENSORLG00015017345
oryzias_melastigma ENSOMEG00000023065
amphiprion_percula ENSAPEG00000023134
amphiprion_ocellaris ENSAOCG00000023923
acanthochromis_polyacanthus ENSAPOG00000019958
stegastes_partitus ENSSPAG00000007672
maylandia_zebra ENSMZEG00005012465
astatotilapia_calliptera ENSACLG00000006192
haplochromis_burtoni ENSHBUG00000022518
pundamilia_nyererei ENSPNYG00000002938
neolamprologus_brichardi ENSNBRG00000022029
oreochromis_niloticus ENSONIG00000000787
amphilophus_citrinellus ENSACIG00000002141
takifugu_rubripes ENSTRUG00000012918
tetraodon_nigroviridis ENSTNIG00000010970
hippocampus_comes ENSHCOG00000002517
periophthalmus_magnuspinnatus ENSPMGG00000000157
gadus_morhua ENSGMOG00000008824
esox_lucius ENSELUG00000009185
pygocentrus_nattereri ENSPNAG00000010122
astyanax_mexicanus ENSAMXG00000025716
ictalurus_punctatus ENSIPUG00000018826
danio_rerio ENSDARG00000061963
lepisosteus_oculatus ENSLOCG00000017704
