anabas_testudineus ENSATEG00000021215
dasypus_novemcinctus ENSDNOG00000010602
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024054
mus_spicilegus ENSMSIG00000010502
mus_musculus ENSMUSG00000026650
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023136
mus_pahari MGP_PahariEiJ_G0019196
rattus_norvegicus ENSRNOG00000016283
meriones_unguiculatus ENSMUGG00000024864
cricetulus_griseus_crigri ENSCGRG00000011037
cricetulus_griseus_crigri-picr ENSCGRG00015021511
cricetulus_griseus_chok1gshd ENSCGRG00001009415
peromyscus_maniculatus_bairdii ENSPEMG00000027268
microtus_ochrogaster ENSMOCG00000009538
jaculus_jaculus ENSJJAG00000007890
cebus_capucinus ENSCCAG00000032491
saimiri_boliviensis_boliviensis ENSSBOG00000024964
callithrix_jacchus ENSCJAG00000046800
aotus_nancymaae ENSANAG00000030719
otolemur_garnettii ENSOGAG00000033381
equus_asinus_asinus ENSEASG00005019780
equus_caballus ENSECAG00000038073
ursus_maritimus ENSUMAG00000012377
ursus_americanus ENSUAMG00000002599
ailuropoda_melanoleuca ENSAMEG00000003108
ursus_americanus ENSUAMG00000018818
ursus_maritimus ENSUMAG00000006863
mustela_putorius_furo ENSMPUG00000000910
neovison_vison ENSNVIG00000024829
canis_lupus_dingo ENSCAFG00020007991
canis_lupus_familiaris ENSCAFG00000030738
vulpes_vulpes ENSVVUG00000005284
pteropus_vampyrus ENSPVAG00000013934
heterocephalus_glaber_female ENSHGLG00000012508
heterocephalus_glaber_male ENSHGLG00100014791
fukomys_damarensis ENSFDAG00000016325
cavia_aperea ENSCAPG00000013462
cavia_porcellus ENSCPOG00000033793
chinchilla_lanigera ENSCLAG00000011794
nannospalax_galili ENSNGAG00000011462
carlito_syrichta ENSTSYG00000007763
choloepus_hoffmanni ENSCHOG00000005269
loxodonta_africana ENSLAFG00000022841
procavia_capensis ENSPCAG00000005271
echinops_telfairi ENSETEG00000006866
tupaia_belangeri ENSTBEG00000010275
notamacropus_eugenii ENSMEUG00000016264
phascolarctos_cinereus ENSPCIG00000024390
sarcophilus_harrisii ENSSHAG00000018517
monodelphis_domestica ENSMODG00000016936
ornithorhynchus_anatinus ENSOANG00000015393
xenopus_tropicalis ENSXETG00000005411
latimeria_chalumnae ENSLACG00000000061
chrysemys_picta_bellii ENSCPBG00000024522
petromyzon_marinus ENSPMAG00000003682
ciona_savignyi ENSCSAVG00000003914
ciona_intestinalis ENSCING00000001344
