propithecus_coquereli ENSPCOG00000018485
peromyscus_maniculatus_bairdii ENSPEMG00000006460
microtus_ochrogaster ENSMOCG00000008309
mesocricetus_auratus ENSMAUG00000002085
jaculus_jaculus ENSJJAG00000011039
marmota_marmota_marmota ENSMMMG00000004837
ictidomys_tridecemlineatus ENSSTOG00000007408
urocitellus_parryii ENSUPAG00010012492
colobus_angolensis_palliatus ENSCANG00000029492
otolemur_garnettii ENSOGAG00000011483
bos_mutus ENSBMUG00000017738
bos_taurus ENSBTAG00000037461
bison_bison_bison ENSBBBG00000005906
capra_hircus ENSCHIG00000010722
sus_scrofa ENSSSCG00000024907
myotis_lucifugus ENSMLUG00000012240
equus_caballus ENSECAG00000000154
equus_asinus_asinus ENSEASG00005001454
oryctolagus_cuniculus ENSOCUG00000013947
prolemur_simus ENSPSMG00000001318
chlorocebus_sabaeus ENSCSAG00000018529
theropithecus_gelada ENSTGEG00000008470
macaca_fascicularis ENSMFAG00000015193
macaca_mulatta ENSMMUG00000048091
macaca_nemestrina ENSMNEG00000020123
papio_anubis ENSPANG00000011284
cercocebus_atys ENSCATG00000022631
piliocolobus_tephrosceles ENSPTEG00000012081
pan_troglodytes ENSPTRG00000029035
pan_paniscus ENSPPAG00000004996
gorilla_gorilla ENSGGOG00000011289
homo_sapiens ENSG00000205138
nomascus_leucogenys ENSNLEG00000018880
callithrix_jacchus ENSCJAG00000045513
castor_canadensis ENSCCNG00000009065
dipodomys_ordii ENSDORG00000001597
procavia_capensis ENSPCAG00000011690
loxodonta_africana ENSLAFG00000002203
dasypus_novemcinctus ENSDNOG00000005213
paramormyrops_kingsleyae ENSPKIG00000010494
scleropages_formosus ENSSFOG00015020630
astyanax_mexicanus ENSAMXG00000042039
pygocentrus_nattereri ENSPNAG00000007743
ictalurus_punctatus ENSIPUG00000000370
danio_rerio ENSDARG00000101110
anabas_testudineus ENSATEG00000016513
mastacembelus_armatus ENSMAMG00000008144
astatotilapia_calliptera ENSACLG00000018597
maylandia_zebra ENSMZEG00005020259
amphilophus_citrinellus ENSACIG00000022172
poecilia_mexicana ENSPMEG00000016175
xiphophorus_maculatus ENSXMAG00000018189
scophthalmus_maximus ENSSMAG00000010387
oryzias_latipes ENSORLG00020010955
oryzias_latipes ENSORLG00000025221
oryzias_melastigma ENSOMEG00000001415
fundulus_heteroclitus ENSFHEG00000011134
seriola_dumerili ENSSDUG00000016386
amphiprion_percula ENSAPEG00000003024
acanthochromis_polyacanthus ENSAPOG00000014867
cynoglossus_semilaevis ENSCSEG00000018226
labrus_bergylta ENSLBEG00000021374
hippocampus_comes ENSHCOG00000005832
periophthalmus_magnuspinnatus ENSPMGG00000011668
esox_lucius ENSELUG00000004858
danio_rerio ENSDARG00000078352
gadus_morhua ENSGMOG00000018662
scleropages_formosus ENSSFOG00015001136
lepisosteus_oculatus ENSLOCG00000011663
eptatretus_burgeri ENSEBUG00000013251
