equus_caballus ENSECAG00000036553
stegastes_partitus ENSSPAG00000005262
hippocampus_comes ENSHCOG00000007892
periophthalmus_magnuspinnatus ENSPMGG00000000248
fundulus_heteroclitus ENSFHEG00000016630
cyprinodon_variegatus ENSCVAG00000021605
poecilia_formosa ENSPFOG00000020606
poecilia_latipinna ENSPLAG00000004946
poecilia_mexicana ENSPMEG00000005804
poecilia_reticulata ENSPREG00000016325
xiphophorus_couchianus ENSXCOG00000018856
xiphophorus_maculatus ENSXMAG00000006310
kryptolebias_marmoratus ENSKMAG00000022215
oryzias_latipes ENSORLG00000017639
oryzias_latipes_asm223469v1 ENSORLG00015016447
oryzias_latipes ENSORLG00020018165
oryzias_melastigma ENSOMEG00000022173
takifugu_rubripes ENSTRUG00000002345
tetraodon_nigroviridis ENSTNIG00000019132
cynoglossus_semilaevis ENSCSEG00000003350
monopterus_albus ENSMALG00000020830
mastacembelus_armatus ENSMAMG00000000691
seriola_dumerili ENSSDUG00000007522
seriola_lalandi_dorsalis ENSSLDG00000020328
oreochromis_niloticus ENSONIG00000005558
haplochromis_burtoni ENSHBUG00000010621
neolamprologus_brichardi ENSNBRG00000003232
acanthochromis_polyacanthus ENSAPOG00000000343
mola_mola ENSMMOG00000015313
labrus_bergylta ENSLBEG00000017322
hippocampus_comes ENSHCOG00000010657
periophthalmus_magnuspinnatus ENSPMGG00000002357
esox_lucius ENSELUG00000012869
esox_lucius ENSELUG00000001479
astyanax_mexicanus ENSAMXG00000026012
astyanax_mexicanus ENSAMXG00000029295
pygocentrus_nattereri ENSPNAG00000016053
ictalurus_punctatus ENSIPUG00000011165
ictalurus_punctatus ENSIPUG00000011142
ictalurus_punctatus ENSIPUG00000011171
lepisosteus_oculatus ENSLOCG00000018000
