junco_hyemalis ENSJHYG00000017191
mastacembelus_armatus ENSMAMG00000023175
monopterus_albus ENSMALG00000012449
anabas_testudineus ENSATEG00000018585
amphiprion_percula ENSAPEG00000008305
amphiprion_ocellaris ENSAOCG00000016432
acanthochromis_polyacanthus ENSAPOG00000014217
stegastes_partitus ENSSPAG00000021797
maylandia_zebra ENSMZEG00005008339
pundamilia_nyererei ENSPNYG00000005239
astatotilapia_calliptera ENSACLG00000000156
haplochromis_burtoni ENSHBUG00000001654
neolamprologus_brichardi ENSNBRG00000019988
oreochromis_niloticus ENSONIG00000008715
amphilophus_citrinellus ENSACIG00000002491
xiphophorus_maculatus ENSXMAG00000017324
xiphophorus_couchianus ENSXCOG00000020840
gambusia_affinis ENSGAFG00000001255
poecilia_formosa ENSPFOG00000005633
poecilia_latipinna ENSPLAG00000010095
poecilia_reticulata ENSPREG00000009700
cyprinodon_variegatus ENSCVAG00000002759
kryptolebias_marmoratus ENSKMAG00000005969
oryzias_latipes ENSORLG00000003194
oryzias_latipes ENSORLG00020018103
oryzias_latipes_asm223469v1 ENSORLG00015011351
oryzias_melastigma ENSOMEG00000009983
periophthalmus_magnuspinnatus ENSPMGG00000010776
gadus_morhua ENSGMOG00000009121
esox_lucius ENSELUG00000009675
pygocentrus_nattereri ENSPNAG00000018037
astyanax_mexicanus ENSAMXG00000014651
ictalurus_punctatus ENSIPUG00000014644
scleropages_formosus ENSSFOG00015005220
paramormyrops_kingsleyae ENSPKIG00000023096
scleropages_formosus ENSSFOG00015001573
paramormyrops_kingsleyae ENSPKIG00000002721
lepisosteus_oculatus ENSLOCG00000001507
latimeria_chalumnae ENSLACG00000014555
eptatretus_burgeri ENSEBUG00000000669
