manacus_vitellinus ENSMVIG00005000677
xenopus_tropicalis ENSXETG00000014072
latimeria_chalumnae ENSLACG00000014426
scleropages_formosus ENSSFOG00015002830
paramormyrops_kingsleyae ENSPKIG00000021441
scleropages_formosus ENSSFOG00015011727
hippocampus_comes ENSHCOG00000003896
periophthalmus_magnuspinnatus ENSPMGG00000022940
monopterus_albus ENSMALG00000001995
mastacembelus_armatus ENSMAMG00000018781
anabas_testudineus ENSATEG00000005299
scophthalmus_maximus ENSSMAG00000004629
cynoglossus_semilaevis ENSCSEG00000005226
seriola_dumerili ENSSDUG00000010539
seriola_lalandi_dorsalis ENSSLDG00000023049
amphiprion_ocellaris ENSAOCG00000009683
amphiprion_percula ENSAPEG00000002750
acanthochromis_polyacanthus ENSAPOG00000003971
stegastes_partitus ENSSPAG00000008620
astatotilapia_calliptera ENSACLG00000025607
maylandia_zebra ENSMZEG00005021478
haplochromis_burtoni ENSHBUG00000010745
pundamilia_nyererei ENSPNYG00000010626
neolamprologus_brichardi ENSNBRG00000019511
oreochromis_niloticus ENSONIG00000006861
amphilophus_citrinellus ENSACIG00000020177
xiphophorus_maculatus ENSXMAG00000001540
gambusia_affinis ENSGAFG00000021159
xiphophorus_couchianus ENSXCOG00000018566
poecilia_mexicana ENSPMEG00000012645
poecilia_formosa ENSPFOG00000014591
poecilia_latipinna ENSPLAG00000018227
poecilia_reticulata ENSPREG00000004574
fundulus_heteroclitus ENSFHEG00000009755
cyprinodon_variegatus ENSCVAG00000009748
kryptolebias_marmoratus ENSKMAG00000005107
oryzias_latipes ENSORLG00020014906
oryzias_latipes_asm223469v1 ENSORLG00015017843
oryzias_latipes ENSORLG00000010657
oryzias_melastigma ENSOMEG00000015047
takifugu_rubripes ENSTRUG00000014016
tetraodon_nigroviridis ENSTNIG00000003535
mola_mola ENSMMOG00000019730
labrus_bergylta ENSLBEG00000020808
labrus_bergylta ENSLBEG00000016579
gasterosteus_aculeatus ENSGACG00000002051
esox_lucius ENSELUG00000010469
pygocentrus_nattereri ENSPNAG00000024765
astyanax_mexicanus ENSAMXG00000014947
ictalurus_punctatus ENSIPUG00000005687
danio_rerio ENSDARG00000103056
esox_lucius ENSELUG00000007006
lepisosteus_oculatus ENSLOCG00000006512
eptatretus_burgeri ENSEBUG00000009159
