lonchura_striata_domestica ENSLSDG00000000588
takifugu_rubripes ENSTRUG00000009132
tetraodon_nigroviridis ENSTNIG00000008208
mola_mola ENSMMOG00000017966
kryptolebias_marmoratus ENSKMAG00000001880
amphiprion_ocellaris ENSAOCG00000011050
amphiprion_percula ENSAPEG00000021928
acanthochromis_polyacanthus ENSAPOG00000017685
stegastes_partitus ENSSPAG00000020106
pundamilia_nyererei ENSPNYG00000003531
haplochromis_burtoni ENSHBUG00000016553
astatotilapia_calliptera ENSACLG00000025578
astatotilapia_calliptera ENSACLG00000026045
maylandia_zebra ENSMZEG00005012473
neolamprologus_brichardi ENSNBRG00000006785
oreochromis_niloticus ENSONIG00000000161
amphilophus_citrinellus ENSACIG00000003320
fundulus_heteroclitus ENSFHEG00000010343
cyprinodon_variegatus ENSCVAG00000021687
gambusia_affinis ENSGAFG00000019802
xiphophorus_maculatus ENSXMAG00000003411
poecilia_formosa ENSPFOG00000013812
poecilia_mexicana ENSPMEG00000019767
poecilia_latipinna ENSPLAG00000013620
poecilia_reticulata ENSPREG00000016354
oryzias_latipes_asm223469v1 ENSORLG00015011912
oryzias_latipes ENSORLG00020022480
oryzias_latipes ENSORLG00000003196
oryzias_melastigma ENSOMEG00000007200
mastacembelus_armatus ENSMAMG00000003558
monopterus_albus ENSMALG00000007788
anabas_testudineus ENSATEG00000024780
seriola_dumerili ENSSDUG00000008355
seriola_lalandi_dorsalis ENSSLDG00000009543
scophthalmus_maximus ENSSMAG00000009991
gasterosteus_aculeatus ENSGACG00000004743
labrus_bergylta ENSLBEG00000001655
hippocampus_comes ENSHCOG00000014116
gadus_morhua ENSGMOG00000005565
esox_lucius ENSELUG00000005641
pygocentrus_nattereri ENSPNAG00000015175
astyanax_mexicanus ENSAMXG00000016393
ictalurus_punctatus ENSIPUG00000022573
danio_rerio ENSDARG00000079946
scleropages_formosus ENSSFOG00015005755
paramormyrops_kingsleyae ENSPKIG00000018220
danio_rerio ENSDARG00000063319
petromyzon_marinus ENSPMAG00000000820
eptatretus_burgeri ENSEBUG00000003377
anas_platyrhynchos_platyrhynchos ENSAPLG00000014831
eptatretus_burgeri ENSEBUG00000012470
saccharomyces_cerevisiae YGR175C
