amphiprion_ocellaris ENSAOCG00000006058
lepidothrix_coronata ENSLCOG00000014265
manacus_vitellinus ENSMVIG00005009967
melopsittacus_undulatus ENSMUNG00000009639
anser_brachyrhynchus ENSABRG00000022342
anas_platyrhynchos_platyrhynchos ENSAPLG00000005294
meleagris_gallopavo ENSMGAG00000016884
meleagris_gallopavo ENSMGAG00000008024
gallus_gallus ENSGALG00000001157
coturnix_japonica ENSCJPG00005010867
numida_meleagris ENSNMEG00000013138
apteryx_owenii ENSAOWG00000002796
apteryx_haastii ENSAHAG00000013064
apteryx_rowi ENSARWG00000005588
dromaius_novaehollandiae ENSDNVG00000013431
nothoprocta_perdicaria ENSNPEG00000012967
crocodylus_porosus ENSCPRG00005010705
gopherus_agassizii ENSGAGG00000009238
chelonoidis_abingdonii ENSCABG00000001004
chrysemys_picta_bellii ENSCPBG00000009676
pelodiscus_sinensis ENSPSIG00000004571
sphenodon_punctatus ENSSPUG00000001269
apteryx_haastii ENSAHAG00000013072
castor_canadensis ENSCCNG00000026115
phascolarctos_cinereus ENSPCIG00000035239
notamacropus_eugenii ENSMEUG00000013838
monodelphis_domestica ENSMODG00000019737
sarcophilus_harrisii ENSSHAG00000011838
ovis_aries ENSOARG00000013754
ovis_aries ENSOARG00000013769
capra_hircus ENSCHIG00000018070
bos_mutus ENSBMUG00000020652
bos_taurus ENSBTAG00000003610
bison_bison_bison ENSBBBG00000003787
tursiops_truncatus ENSTTRG00000011581
sus_scrofa ENSSSCG00000005585
vicugna_pacos ENSVPAG00000008527
equus_caballus ENSECAG00000022391
equus_asinus_asinus ENSEASG00005020820
ursus_americanus ENSUAMG00000017889
ailuropoda_melanoleuca ENSAMEG00000011077
mustela_putorius_furo ENSMPUG00000014047
neovison_vison ENSNVIG00000004449
canis_lupus_familiaris ENSCAFG00000020227
canis_lupus_dingo ENSCAFG00020015553
vulpes_vulpes ENSVVUG00000009688
panthera_pardus ENSPPRG00000024434
panthera_tigris_altaica ENSPTIG00000017243
felis_catus ENSFCAG00000005043
pteropus_vampyrus ENSPVAG00000017623
myotis_lucifugus ENSMLUG00000016076
ursus_maritimus ENSUMAG00000003051
ursus_maritimus ENSUMAG00000003058
nannospalax_galili ENSNGAG00000011495
nannospalax_galili ENSNGAG00000003822
mus_spicilegus ENSMSIG00000000638
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024443
mus_musculus ENSMUSG00000035392
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023523
mus_pahari MGP_PahariEiJ_G0024976
rattus_norvegicus ENSRNOG00000010526
meriones_unguiculatus ENSMUGG00000022824
microtus_ochrogaster ENSMOCG00000005120
microtus_ochrogaster ENSMOCG00000020847
mesocricetus_auratus ENSMAUG00000016980
mesocricetus_auratus ENSMAUG00000015217
cricetulus_griseus_crigri ENSCGRG00000009278
cricetulus_griseus_crigri-picr ENSCGRG00015024598
cricetulus_griseus_chok1gshd ENSCGRG00001003432
peromyscus_maniculatus_bairdii ENSPEMG00000001409
jaculus_jaculus ENSJJAG00000018640
dipodomys_ordii ENSDORG00000002817
heterocephalus_glaber_female ENSHGLG00000014439
heterocephalus_glaber_male ENSHGLG00100012066
fukomys_damarensis ENSFDAG00000017142
chinchilla_lanigera ENSCLAG00000010455
octodon_degus ENSODEG00000004310
cavia_porcellus ENSCPOG00000014548
cavia_aperea ENSCAPG00000013484
ictidomys_tridecemlineatus ENSSTOG00000023765
urocitellus_parryii ENSUPAG00010013123
spermophilus_dauricus ENSSDAG00000013637
marmota_marmota_marmota ENSMMMG00000018266
oryctolagus_cuniculus ENSOCUG00000005351
ochotona_princeps ENSOPRG00000008524
tupaia_belangeri ENSTBEG00000011158
pan_paniscus ENSPPAG00000038800
pan_troglodytes ENSPTRG00000021349
homo_sapiens ENSG00000119522
gorilla_gorilla ENSGGOG00000016611
pongo_abelii ENSPPYG00000019592
nomascus_leucogenys ENSNLEG00000017247
papio_anubis ENSPANG00000025853
theropithecus_gelada ENSTGEG00000024878
mandrillus_leucophaeus ENSMLEG00000043396
cercocebus_atys ENSCATG00000034371
macaca_fascicularis ENSMFAG00000031585
macaca_mulatta ENSMMUG00000006348
macaca_nemestrina ENSMNEG00000035856
chlorocebus_sabaeus ENSCSAG00000013513
rhinopithecus_roxellana ENSRROG00000007367
rhinopithecus_bieti ENSRBIG00000022086
rhinopithecus_roxellana ENSRROG00000034356
piliocolobus_tephrosceles ENSPTEG00000016990
colobus_angolensis_palliatus ENSCANG00000042624
saimiri_boliviensis_boliviensis ENSSBOG00000033627
callithrix_jacchus ENSCJAG00000006461
cebus_capucinus ENSCCAG00000020125
aotus_nancymaae ENSANAG00000034989
carlito_syrichta ENSTSYG00000004782
propithecus_coquereli ENSPCOG00000025342
microcebus_murinus ENSMICG00000000554
prolemur_simus ENSPSMG00000022823
otolemur_garnettii ENSOGAG00000013851
choloepus_hoffmanni ENSCHOG00000002921
dasypus_novemcinctus ENSDNOG00000034926
carlito_syrichta ENSTSYG00000030573
loxodonta_africana ENSLAFG00000011628
procavia_capensis ENSPCAG00000015424
echinops_telfairi ENSETEG00000002523
erinaceus_europaeus ENSEEUG00000000685
ornithorhynchus_anatinus ENSOANG00000002013
ornithorhynchus_anatinus ENSOANG00000003098
xenopus_tropicalis ENSXETG00000023548
xenopus_tropicalis ENSXETG00000020779
latimeria_chalumnae ENSLACG00000018855
