esox_lucius ENSELUG00000003381
chinchilla_lanigera ENSCLAG00000008186
cavia_porcellus ENSCPOG00000040645
castor_canadensis ENSCCNG00000019546
oryctolagus_cuniculus ENSOCUG00000037470
tupaia_belangeri ENSTBEG00000014465
ovis_aries ENSOARG00000016457
capra_hircus ENSCHIG00000022542
bos_indicus ENSBIXG00005021438
bos_indicus ENSBIXG00000027415
bos_taurus ENSBTAG00000048280
bos_mutus ENSBMUG00000007954
bison_bison ENSBBBG00000016141
sus_scrofa ENSSSCG00000032910
sorex_araneus ENSSARG00000014340
mus_musculus ENSMUSG00000063320
mus_spicilegus ENSMSIG00000002249
mus_pahari MGP_PahariEiJ_G0031423
meriones_unguiculatus ENSMUGG00000025605
cricetulus_griseus ENSCGRG00015013430
cricetulus_griseus ENSCGRG00000007476
cricetulus_griseus ENSCGRG00001021751
mesocricetus_auratus ENSMAUG00000000988
peromyscus_maniculatus ENSPEMG00000026334
microtus_ochrogaster ENSMOCG00000014043
rattus_norvegicus ENSRNOG00000026982
cricetulus_griseus ENSCGRG00000012463
cricetulus_griseus ENSCGRG00001008617
cricetulus_griseus ENSCGRG00015015422
mus_caroli MGP_CAROLIEiJ_G0015661
nannospalax_galili ENSNGAG00000013621
jaculus_jaculus ENSJJAG00000000049
dipodomys_ordii ENSDORG00000024851
canis_lupus ENSCAFG00020025608
canis_lupus ENSCAFG00000030535
vulpes_vulpes ENSVVUG00000017559
neovison_vison ENSNVIG00000010617
ursus_americanus ENSUAMG00000009379
ursus_maritimus ENSUMAG00000018904
ailuropoda_melanoleuca ENSAMEG00000006605
panthera_tigris ENSPTIG00000016617
panthera_pardus ENSPPRG00000013349
felis_catus ENSFCAG00000014078
equus_asinus ENSEASG00005020811
equus_caballus ENSECAG00000001215
pteropus_vampyrus ENSPVAG00000007279
myotis_lucifugus ENSMLUG00000004829
propithecus_coquereli ENSPCOG00000016206
microcebus_murinus ENSMICG00000032809
prolemur_simus ENSPSMG00000012018
otolemur_garnettii ENSOGAG00000017013
piliocolobus_tephrosceles ENSPTEG00000014193
colobus_angolensis ENSCANG00000027704
rhinopithecus_bieti ENSRBIG00000031549
rhinopithecus_roxellana ENSRROG00000031417
macaca_fascicularis ENSMFAG00000042784
macaca_mulatta ENSMMUG00000031591
macaca_nemestrina ENSMNEG00000029279
mandrillus_leucophaeus ENSMLEG00000013592
papio_anubis ENSPANG00000005559
theropithecus_gelada ENSTGEG00000009418
cercocebus_atys ENSCATG00000039977
chlorocebus_sabaeus ENSCSAG00000003056
cebus_capucinus ENSCCAG00000024147
callithrix_jacchus ENSCJAG00000059826
pan_troglodytes ENSPTRG00000029559
pan_paniscus ENSPPAG00000041703
gorilla_gorilla ENSGGOG00000016103
homo_sapiens ENSG00000204954
pongo_abelii ENSPPYG00000004889
nomascus_leucogenys ENSNLEG00000006530
saimiri_boliviensis ENSSBOG00000032576
saimiri_boliviensis ENSSBOG00000027795
cebus_capucinus ENSCCAG00000035579
callithrix_jacchus ENSCJAG00000039743
aotus_nancymaae ENSANAG00000017797
urocitellus_parryii ENSUPAG00010002519
urocitellus_parryii ENSUPAG00010019807
ictidomys_tridecemlineatus ENSSTOG00000005332
spermophilus_dauricus ENSSDAG00000022184
marmota_marmota ENSMMMG00000017405
carlito_syrichta ENSTSYG00000013825
loxodonta_africana ENSLAFG00000005347
procavia_capensis ENSPCAG00000001056
dasypus_novemcinctus ENSDNOG00000045478
vombatus_ursinus ENSVURG00010005582
phascolarctos_cinereus ENSPCIG00000013204
notamacropus_eugenii ENSMEUG00000014244
monodelphis_domestica ENSMODG00000024970
sarcophilus_harrisii ENSSHAG00000000313
xenopus_tropicalis ENSXETG00000009414
latimeria_chalumnae ENSLACG00000022441
erpetoichthys_calabaricus ENSECRG00000010999
callorhinchus_milii ENSCMIG00000009452
eptatretus_burgeri ENSEBUG00000015776
petromyzon_marinus ENSPMAG00000001120
