cynoglossus_semilaevis ENSCSEG00000002080
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032212
mus_pahari MGP_PahariEiJ_G0015080
rattus_norvegicus ENSRNOG00000012500
meriones_unguiculatus ENSMUGG00000007214
cricetulus_griseus_crigri ENSCGRG00000000153
cricetulus_griseus_chok1gshd ENSCGRG00001007099
cricetulus_griseus_crigri-picr ENSCGRG00015026593
microtus_ochrogaster ENSMOCG00000009915
peromyscus_maniculatus_bairdii ENSPEMG00000017492
nannospalax_galili ENSNGAG00000010526
jaculus_jaculus ENSJJAG00000014261
dipodomys_ordii ENSDORG00000014459
chinchilla_lanigera ENSCLAG00000013463
cavia_porcellus ENSCPOG00000000865
heterocephalus_glaber_female ENSHGLG00000013439
heterocephalus_glaber_male ENSHGLG00100003298
spermophilus_dauricus ENSSDAG00000011248
ictidomys_tridecemlineatus ENSSTOG00000005213
urocitellus_parryii ENSUPAG00010008664
marmota_marmota_marmota ENSMMMG00000000319
oryctolagus_cuniculus ENSOCUG00000003843
ochotona_princeps ENSOPRG00000004266
propithecus_coquereli ENSPCOG00000020289
microcebus_murinus ENSMICG00000035071
prolemur_simus ENSPSMG00000011533
pan_paniscus ENSPPAG00000035222
pan_troglodytes ENSPTRG00000004256
gorilla_gorilla ENSGGOG00000000271
gorilla_gorilla ENSGGOG00000043387
homo_sapiens ENSG00000178105
pongo_abelii ENSPPYG00000003849
nomascus_leucogenys ENSNLEG00000007242
piliocolobus_tephrosceles ENSPTEG00000029028
colobus_angolensis_palliatus ENSCANG00000027716
rhinopithecus_roxellana ENSRROG00000031744
rhinopithecus_bieti ENSRBIG00000040612
theropithecus_gelada ENSTGEG00000016477
papio_anubis ENSPANG00000015325
macaca_mulatta ENSMMUG00000014415
macaca_fascicularis ENSMFAG00000045808
macaca_nemestrina ENSMNEG00000033513
cercocebus_atys ENSCATG00000028487
mandrillus_leucophaeus ENSMLEG00000044081
chlorocebus_sabaeus ENSCSAG00000002948
pan_paniscus ENSPPAG00000032506
pan_troglodytes ENSPTRG00000047351
gorilla_gorilla ENSGGOG00000043095
macaca_fascicularis ENSMFAG00000042969
macaca_mulatta ENSMMUG00000016025
macaca_nemestrina ENSMNEG00000039588
cercocebus_atys ENSCATG00000040297
mandrillus_leucophaeus ENSMLEG00000035477
papio_anubis ENSPANG00000029813
colobus_angolensis_palliatus ENSCANG00000038108
rhinopithecus_bieti ENSRBIG00000038689
piliocolobus_tephrosceles ENSPTEG00000005157
cebus_capucinus ENSCCAG00000024209
saimiri_boliviensis_boliviensis ENSSBOG00000022735
callithrix_jacchus ENSCJAG00000010281
aotus_nancymaae ENSANAG00000020864
carlito_syrichta ENSTSYG00000003184
otolemur_garnettii ENSOGAG00000010962
tupaia_belangeri ENSTBEG00000006321
ailuropoda_melanoleuca ENSAMEG00000009232
ursus_maritimus ENSUMAG00000007300
ursus_americanus ENSUAMG00000014176
mustela_putorius_furo ENSMPUG00000005921
neovison_vison ENSNVIG00000024516
canis_lupus_familiaris ENSCAFG00000014324
canis_lupus_dingo ENSCAFG00020007058
vulpes_vulpes ENSVVUG00000015484
panthera_pardus ENSPPRG00000005990
panthera_tigris_altaica ENSPTIG00000010152
felis_catus ENSFCAG00000007246
sorex_araneus ENSSARG00000004103
erinaceus_europaeus ENSEEUG00000011164
capra_hircus ENSCHIG00000015147
ovis_aries ENSOARG00000012714
bos_mutus ENSBMUG00000002387
bos_taurus ENSBTAG00000002382
bison_bison_bison ENSBBBG00000024390
tursiops_truncatus ENSTTRG00000006068
vicugna_pacos ENSVPAG00000010185
pteropus_vampyrus ENSPVAG00000007371
myotis_lucifugus ENSMLUG00000001645
equus_asinus_asinus ENSEASG00005010110
equus_caballus ENSECAG00000010355
loxodonta_africana ENSLAFG00000005951
procavia_capensis ENSPCAG00000012949
echinops_telfairi ENSETEG00000005526
choloepus_hoffmanni ENSCHOG00000001537
dasypus_novemcinctus ENSDNOG00000012542
ornithorhynchus_anatinus ENSOANG00000006243
chelonoidis_abingdonii ENSCABG00000002399
gopherus_agassizii ENSGAGG00000023967
chrysemys_picta_bellii ENSCPBG00000021681
pelodiscus_sinensis ENSPSIG00000014874
anser_brachyrhynchus ENSABRG00000016531
anas_platyrhynchos_platyrhynchos ENSAPLG00000011942
meleagris_gallopavo ENSMGAG00000015145
coturnix_japonica ENSCJPG00005001781
numida_meleagris ENSNMEG00000019568
lonchura_striata_domestica ENSLSDG00000017470
taeniopygia_guttata ENSTGUG00000012605
serinus_canaria ENSSCAG00000004532
junco_hyemalis ENSJHYG00000005061
zonotrichia_albicollis ENSZALG00000011985
parus_major ENSPMJG00000017661
cyanistes_caeruleus ENSCCEG00000023877
ficedula_albicollis ENSFALG00000000449
lepidothrix_coronata ENSLCOG00000006005
manacus_vitellinus ENSMVIG00005013162
calidris_pugnax ENSCPUG00000014777
calidris_pygmaea ENSCPGG00000002302
apteryx_owenii ENSAOWG00000005308
apteryx_haastii ENSAHAG00000012342
apteryx_rowi ENSARWG00000016973
dromaius_novaehollandiae ENSDNVG00000010902
nothoprocta_perdicaria ENSNPEG00000006859
sphenodon_punctatus ENSSPUG00000017612
anolis_carolinensis ENSACAG00000005173
pogona_vitticeps ENSPVIG00000014689
notechis_scutatus ENSNSUG00000016552
salvator_merianae ENSSMRG00000010887
xenopus_tropicalis ENSXETG00000014458
latimeria_chalumnae ENSLACG00000009473
eptatretus_burgeri ENSEBUG00000007794
ciona_intestinalis ENSCING00000021618
ciona_savignyi ENSCSAVG00000003023
drosophila_melanogaster FBgn0030855
caenorhabditis_elegans_strain_n2 WBGene00021277
ictalurus_punctatus ENSIPUG00000012876
saccharomyces_cerevisiae YJL033W
