oryctolagus_cuniculus ENSOCUG00000000998
capra_hircus ENSCHIG00000006945
ovis_aries ENSOARG00000010667
capra_hircus ENSCHIG00000003536
tursiops_truncatus ENSTTRG00000014995
sus_scrofa ENSSSCG00000000373
myotis_lucifugus ENSMLUG00000004713
pteropus_vampyrus ENSPVAG00000007555
equus_asinus_asinus ENSEASG00005002820
vicugna_pacos ENSVPAG00000009521
equus_caballus ENSECAG00000021177
mustela_putorius_furo ENSMPUG00000000944
dasypus_novemcinctus ENSDNOG00000043354
loxodonta_africana ENSLAFG00000016537
procavia_capensis ENSPCAG00000010422
echinops_telfairi ENSETEG00000010599
echinops_telfairi ENSETEG00000013078
notamacropus_eugenii ENSMEUG00000005552
phascolarctos_cinereus ENSPCIG00000024655
sarcophilus_harrisii ENSSHAG00000007936
xenopus_tropicalis ENSXETG00000009444
chrysemys_picta_bellii ENSCPBG00000012709
gopherus_agassizii ENSGAGG00000004006
lepidothrix_coronata ENSLCOG00000007753
gallus_gallus ENSGALG00000032699
apteryx_rowi ENSARWG00000005469
notechis_scutatus ENSNSUG00000008434
anolis_carolinensis ENSACAG00000005404
salvator_merianae ENSSMRG00000004980
sphenodon_punctatus ENSSPUG00000014900
chelonoidis_abingdonii ENSCABG00000006959
pelodiscus_sinensis ENSPSIG00000003036
calidris_pygmaea ENSCPGG00000005888
calidris_pugnax ENSCPUG00000013913
melopsittacus_undulatus ENSMUNG00000001730
meleagris_gallopavo ENSMGAG00000016781
coturnix_japonica ENSCJPG00005001785
numida_meleagris ENSNMEG00000014942
lonchura_striata_domestica ENSLSDG00000003529
cyanistes_caeruleus ENSCCEG00000001024
apteryx_haastii ENSAHAG00000015290
apteryx_owenii ENSAOWG00000006710
calidris_pugnax ENSCPUG00000013912
pogona_vitticeps ENSPVIG00000017580
latimeria_chalumnae ENSLACG00000018959
takifugu_rubripes ENSTRUG00000018471
tetraodon_nigroviridis ENSTNIG00000018250
cynoglossus_semilaevis ENSCSEG00000004193
xiphophorus_maculatus ENSXMAG00000003326
xiphophorus_couchianus ENSXCOG00000018556
gambusia_affinis ENSGAFG00000003331
poecilia_formosa ENSPFOG00000008012
poecilia_latipinna ENSPLAG00000019066
poecilia_mexicana ENSPMEG00000011308
poecilia_reticulata ENSPREG00000014294
fundulus_heteroclitus ENSFHEG00000007869
cyprinodon_variegatus ENSCVAG00000001860
oryzias_latipes ENSORLG00000014972
oryzias_latipes_asm223469v1 ENSORLG00015013446
oryzias_latipes ENSORLG00020017972
oryzias_melastigma ENSOMEG00000022633
amphiprion_percula ENSAPEG00000009199
amphiprion_ocellaris ENSAOCG00000017626
acanthochromis_polyacanthus ENSAPOG00000007495
stegastes_partitus ENSSPAG00000002409
maylandia_zebra ENSMZEG00005022380
pundamilia_nyererei ENSPNYG00000019961
astatotilapia_calliptera ENSACLG00000003885
haplochromis_burtoni ENSHBUG00000004649
neolamprologus_brichardi ENSNBRG00000010772
oreochromis_niloticus ENSONIG00000019208
amphilophus_citrinellus ENSACIG00000002696
kryptolebias_marmoratus ENSKMAG00000016443
gasterosteus_aculeatus ENSGACG00000000539
labrus_bergylta ENSLBEG00000016093
mola_mola ENSMMOG00000000318
monopterus_albus ENSMALG00000017524
mastacembelus_armatus ENSMAMG00000005644
anabas_testudineus ENSATEG00000024533
seriola_lalandi_dorsalis ENSSLDG00000004589
seriola_dumerili ENSSDUG00000004135
scophthalmus_maximus ENSSMAG00000004227
periophthalmus_magnuspinnatus ENSPMGG00000020139
hippocampus_comes ENSHCOG00000019256
gadus_morhua ENSGMOG00000001579
pygocentrus_nattereri ENSPNAG00000008407
astyanax_mexicanus ENSAMXG00000030741
ictalurus_punctatus ENSIPUG00000012551
danio_rerio ENSDARG00000026577
esox_lucius ENSELUG00000020932
scleropages_formosus ENSSFOG00015017338
paramormyrops_kingsleyae ENSPKIG00000004872
paramormyrops_kingsleyae ENSPKIG00000000772
serinus_canaria ENSSCAG00000000541
nothoprocta_perdicaria ENSNPEG00000009038
lepisosteus_oculatus ENSLOCG00000004109
petromyzon_marinus ENSPMAG00000003902
petromyzon_marinus ENSPMAG00000003251
eptatretus_burgeri ENSEBUG00000007048
