pelodiscus_sinensis ENSPSIG00000007434
cebus_capucinus ENSCCAG00000022695
cebus_capucinus ENSCCAG00000026941
saimiri_boliviensis ENSSBOG00000019400
callithrix_jacchus ENSCJAG00000039652
aotus_nancymaae ENSANAG00000021180
aotus_nancymaae ENSANAG00000028031
callithrix_jacchus ENSCJAG00000040131
aotus_nancymaae ENSANAG00000021479
aotus_nancymaae ENSANAG00000026873
cebus_capucinus ENSCCAG00000037963
homo_sapiens ENSG00000206503
pan_troglodytes ENSPTRG00000017912
pongo_abelii ENSPPYG00000017232
pongo_abelii ENSPPYG00000025931
pongo_abelii ENSPPYG00000016402
pan_troglodytes ENSPTRG00000039521
rhinopithecus_roxellana ENSRROG00000036427
rhinopithecus_bieti ENSRBIG00000027463
colobus_angolensis ENSCANG00000043607
oryctolagus_cuniculus ENSOCUG00000010984
macaca_mulatta ENSMMUG00000039741
macaca_nemestrina ENSMNEG00000003137
theropithecus_gelada ENSTGEG00000029326
mandrillus_leucophaeus ENSMLEG00000024640
macaca_fascicularis ENSMFAG00000041963
macaca_nemestrina ENSMNEG00000040812
cercocebus_atys ENSCATG00000025033
theropithecus_gelada ENSTGEG00000029359
macaca_mulatta ENSMMUG00000044709
rhinopithecus_roxellana ENSRROG00000003090
macaca_mulatta ENSMMUG00000044002
macaca_mulatta ENSMMUG00000042067
macaca_nemestrina ENSMNEG00000039553
macaca_fascicularis ENSMFAG00000000984
macaca_nemestrina ENSMNEG00000040273
macaca_mulatta ENSMMUG00000019888
macaca_fascicularis ENSMFAG00000000580
macaca_nemestrina ENSMNEG00000034835
theropithecus_gelada ENSTGEG00000005036
papio_anubis ENSPANG00000032510
chlorocebus_sabaeus ENSCSAG00000018298
papio_anubis ENSPANG00000007406
chlorocebus_sabaeus ENSCSAG00000008095
cercocebus_atys ENSCATG00000037329
rhinopithecus_bieti ENSRBIG00000042912
piliocolobus_tephrosceles ENSPTEG00000012473
macaca_fascicularis ENSMFAG00000032513
papio_anubis ENSPANG00000034965
macaca_fascicularis ENSMFAG00000040054
macaca_mulatta ENSMMUG00000029875
papio_anubis ENSPANG00000033994
theropithecus_gelada ENSTGEG00000029145
chlorocebus_sabaeus ENSCSAG00000008089
papio_anubis ENSPANG00000034280
macaca_mulatta ENSMMUG00000044326
macaca_fascicularis ENSMFAG00000038879
macaca_mulatta ENSMMUG00000049007
rhinopithecus_roxellana ENSRROG00000032300
rhinopithecus_bieti ENSRBIG00000018203
colobus_angolensis ENSCANG00000031132
piliocolobus_tephrosceles ENSPTEG00000035323
chlorocebus_sabaeus ENSCSAG00000008482
cercocebus_atys ENSCATG00000030075
rhinopithecus_roxellana ENSRROG00000013350
rhinopithecus_roxellana ENSRROG00000010104
colobus_angolensis ENSCANG00000033976
piliocolobus_tephrosceles ENSPTEG00000003874
cercocebus_atys ENSCATG00000039633
macaca_mulatta ENSMMUG00000039687
papio_anubis ENSPANG00000036005
cercocebus_atys ENSCATG00000029630
macaca_nemestrina ENSMNEG00000043296
cercocebus_atys ENSCATG00000028439
macaca_mulatta ENSMMUG00000029841
macaca_fascicularis ENSMFAG00000001369
macaca_mulatta ENSMMUG00000048806
papio_anubis ENSPANG00000035427
macaca_nemestrina ENSMNEG00000028282
cercocebus_atys ENSCATG00000030350
macaca_fascicularis ENSMFAG00000037375
macaca_nemestrina ENSMNEG00000041591
macaca_fascicularis ENSMFAG00000003690
cercocebus_atys ENSCATG00000011704
chlorocebus_sabaeus ENSCSAG00000008426
theropithecus_gelada ENSTGEG00000005329
rhinopithecus_bieti ENSRBIG00000031140
macaca_nemestrina ENSMNEG00000043001
macaca_mulatta ENSMMUG00000047461
chlorocebus_sabaeus ENSCSAG00000008434
macaca_fascicularis ENSMFAG00000045172
macaca_mulatta ENSMMUG00000045600
theropithecus_gelada ENSTGEG00000016346
chlorocebus_sabaeus ENSCSAG00000018299
cercocebus_atys ENSCATG00000035331
papio_anubis ENSPANG00000023606
papio_anubis ENSPANG00000030071
macaca_mulatta ENSMMUG00000041144
papio_anubis ENSPANG00000036111
rhinopithecus_bieti ENSRBIG00000018607
theropithecus_gelada ENSTGEG00000005473
theropithecus_gelada ENSTGEG00000005402
piliocolobus_tephrosceles ENSPTEG00000035417
macaca_nemestrina ENSMNEG00000039432
piliocolobus_tephrosceles ENSPTEG00000012676
papio_anubis ENSPANG00000035284
piliocolobus_tephrosceles ENSPTEG00000008365
piliocolobus_tephrosceles ENSPTEG00000020385
rhinopithecus_roxellana ENSRROG00000031916
macaca_nemestrina ENSMNEG00000000076
theropithecus_gelada ENSTGEG00000016322
macaca_mulatta ENSMMUG00000043614
chlorocebus_sabaeus ENSCSAG00000008447
cercocebus_atys ENSCATG00000013945
macaca_fascicularis ENSMFAG00000045054
macaca_nemestrina ENSMNEG00000033279
mandrillus_leucophaeus ENSMLEG00000041129
theropithecus_gelada ENSTGEG00000029361
cercocebus_atys ENSCATG00000031274
papio_anubis ENSPANG00000032171
chlorocebus_sabaeus ENSCSAG00000008475
colobus_angolensis ENSCANG00000030036
rhinopithecus_roxellana ENSRROG00000024659
cebus_capucinus ENSCCAG00000023079
macaca_fascicularis ENSMFAG00000031967
papio_anubis ENSPANG00000033980
macaca_nemestrina ENSMNEG00000035541
macaca_fascicularis ENSMFAG00000013071
papio_anubis ENSPANG00000031191
mandrillus_leucophaeus ENSMLEG00000032723
cercocebus_atys ENSCATG00000035834
piliocolobus_tephrosceles ENSPTEG00000009665
piliocolobus_tephrosceles ENSPTEG00000003217
rhinopithecus_roxellana ENSRROG00000006085
papio_anubis ENSPANG00000035471
macaca_fascicularis ENSMFAG00000042094
cebus_capucinus ENSCCAG00000019819
saimiri_boliviensis ENSSBOG00000029031
saimiri_boliviensis ENSSBOG00000024016
cercocebus_atys ENSCATG00000013650
cercocebus_atys ENSCATG00000024616
rhinopithecus_roxellana ENSRROG00000043186
rhinopithecus_roxellana ENSRROG00000029746
nomascus_leucogenys ENSNLEG00000028885
aotus_nancymaae ENSANAG00000001909
cebus_capucinus ENSCCAG00000029802
callithrix_jacchus ENSCJAG00000046258
mandrillus_leucophaeus ENSMLEG00000039700
piliocolobus_tephrosceles ENSPTEG00000038765
piliocolobus_tephrosceles ENSPTEG00000002874
theropithecus_gelada ENSTGEG00000013638
theropithecus_gelada ENSTGEG00000015269
papio_anubis ENSPANG00000034531
rhinopithecus_roxellana ENSRROG00000011233
colobus_angolensis ENSCANG00000033174
macaca_fascicularis ENSMFAG00000037649
macaca_mulatta ENSMMUG00000041909
cercocebus_atys ENSCATG00000009551
theropithecus_gelada ENSTGEG00000029358
papio_anubis ENSPANG00000032309
macaca_nemestrina ENSMNEG00000044496
cercocebus_atys ENSCATG00000008665
theropithecus_gelada ENSTGEG00000017071
papio_anubis ENSPANG00000029409
macaca_mulatta ENSMMUG00000041305
macaca_fascicularis ENSMFAG00000044769
theropithecus_gelada ENSTGEG00000012401
macaca_fascicularis ENSMFAG00000035601
cercocebus_atys ENSCATG00000038275
piliocolobus_tephrosceles ENSPTEG00000000696
aotus_nancymaae ENSANAG00000024049
cercocebus_atys ENSCATG00000032584
cebus_capucinus ENSCCAG00000024249
callithrix_jacchus ENSCJAG00000043681
callithrix_jacchus ENSCJAG00000017426
callithrix_jacchus ENSCJAG00000047963
saimiri_boliviensis ENSSBOG00000036107
saimiri_boliviensis ENSSBOG00000022370
aotus_nancymaae ENSANAG00000026162
saimiri_boliviensis ENSSBOG00000022174
aotus_nancymaae ENSANAG00000021996
aotus_nancymaae ENSANAG00000034419
callithrix_jacchus ENSCJAG00000035381
theropithecus_gelada ENSTGEG00000005128
cebus_capucinus ENSCCAG00000037512
saimiri_boliviensis ENSSBOG00000030843
callithrix_jacchus ENSCJAG00000043365
aotus_nancymaae ENSANAG00000030339
aotus_nancymaae ENSANAG00000026893
pan_paniscus ENSPPAG00000033792
pan_troglodytes ENSPTRG00000046552
gorilla_gorilla ENSGGOG00000038876
pongo_abelii ENSPPYG00000017256
nomascus_leucogenys ENSNLEG00000004728
papio_anubis ENSPANG00000004307
theropithecus_gelada ENSTGEG00000005222
mandrillus_leucophaeus ENSMLEG00000037451
mandrillus_leucophaeus ENSMLEG00000041868
macaca_nemestrina ENSMNEG00000044363
rhinopithecus_roxellana ENSRROG00000022057
piliocolobus_tephrosceles ENSPTEG00000006074
pongo_abelii ENSPPYG00000017213
pongo_abelii ENSPPYG00000017214
pan_paniscus ENSPPAG00000006130
homo_sapiens ENSG00000204525
pan_troglodytes ENSPTRG00000041261
nomascus_leucogenys ENSNLEG00000026781
homo_sapiens ENSG00000234745
gorilla_gorilla ENSGGOG00000006624
pongo_abelii ENSPPYG00000017252
nomascus_leucogenys ENSNLEG00000005839
pan_troglodytes ENSPTRG00000017906
pan_paniscus ENSPPAG00000033438
gorilla_gorilla ENSGGOG00000005772
pan_paniscus ENSPPAG00000029716
aotus_nancymaae ENSANAG00000022542
aotus_nancymaae ENSANAG00000037021
panthera_pardus ENSPPRG00000008066
theropithecus_gelada ENSTGEG00000029360
theropithecus_gelada ENSTGEG00000018267
theropithecus_gelada ENSTGEG00000005098
piliocolobus_tephrosceles ENSPTEG00000028037
piliocolobus_tephrosceles ENSPTEG00000006586
rhinopithecus_bieti ENSRBIG00000035657
rhinopithecus_roxellana ENSRROG00000028536
cercocebus_atys ENSCATG00000030601
macaca_nemestrina ENSMNEG00000028255
theropithecus_gelada ENSTGEG00000015392
saimiri_boliviensis ENSSBOG00000015677
piliocolobus_tephrosceles ENSPTEG00000012326
aotus_nancymaae ENSANAG00000034939
felis_catus ENSFCAG00000045048
ursus_americanus ENSUAMG00000027936
pteropus_vampyrus ENSPVAG00000006502
sorex_araneus ENSSARG00000008863
equus_asinus ENSEASG00005012960
rhinopithecus_bieti ENSRBIG00000038175
colobus_angolensis ENSCANG00000021679
cercocebus_atys ENSCATG00000034036
macaca_fascicularis ENSMFAG00000046125
theropithecus_gelada ENSTGEG00000011292
theropithecus_gelada ENSTGEG00000010397
meriones_unguiculatus ENSMUGG00000013675
piliocolobus_tephrosceles ENSPTEG00000000098
dasypus_novemcinctus ENSDNOG00000031994
dasypus_novemcinctus ENSDNOG00000025634
mus_spicilegus ENSMSIG00000004006
mus_spicilegus ENSMSIG00000001370
mus_spicilegus ENSMSIG00000004405
mus_musculus ENSMUSG00000055413
panthera_tigris ENSPTIG00000017800
felis_catus ENSFCAG00000044461
capra_hircus ENSCHIG00000010149
mustela_putorius ENSMPUG00000002106
neovison_vison ENSNVIG00000017960
vulpes_vulpes ENSVVUG00000019402
ursus_maritimus ENSUMAG00000020037
panthera_pardus ENSPPRG00000022769
pongo_abelii ENSPPYG00000017194
cricetulus_griseus ENSCGRG00015020668
jaculus_jaculus ENSJJAG00000000533
tupaia_belangeri ENSTBEG00000012885
sorex_araneus ENSSARG00000002447
neovison_vison ENSNVIG00000016749
myotis_lucifugus ENSMLUG00000002407
sorex_araneus ENSSARG00000010312
marmota_marmota ENSMMMG00000024215
castor_canadensis ENSCCNG00000003071
mus_pahari MGP_PahariEiJ_G0020545
heterocephalus_glaber ENSHGLG00100017456
macaca_mulatta ENSMMUG00000039127
macaca_nemestrina ENSMNEG00000038096
mandrillus_leucophaeus ENSMLEG00000032324
papio_anubis ENSPANG00000033122
chlorocebus_sabaeus ENSCSAG00000008166
myotis_lucifugus ENSMLUG00000023140
sorex_araneus ENSSARG00000001301
sus_scrofa ENSSSCG00000030767
procavia_capensis ENSPCAG00000007397
cebus_capucinus ENSCCAG00000024137
callithrix_jacchus ENSCJAG00000019566
aotus_nancymaae ENSANAG00000026542
aotus_nancymaae ENSANAG00000029494
callithrix_jacchus ENSCJAG00000048240
cebus_capucinus ENSCCAG00000021361
aotus_nancymaae ENSANAG00000020962
cebus_capucinus ENSCCAG00000029403
saimiri_boliviensis ENSSBOG00000021922
callithrix_jacchus ENSCJAG00000009297
rhinopithecus_bieti ENSRBIG00000018682
rhinopithecus_roxellana ENSRROG00000031660
dipodomys_ordii ENSDORG00000019730
dipodomys_ordii ENSDORG00000019756
loxodonta_africana ENSLAFG00000029650
loxodonta_africana ENSLAFG00000028488
loxodonta_africana ENSLAFG00000028315
procavia_capensis ENSPCAG00000013145
procavia_capensis ENSPCAG00000000503
procavia_capensis ENSPCAG00000004279
procavia_capensis ENSPCAG00000003121
procavia_capensis ENSPCAG00000016659
procavia_capensis ENSPCAG00000007670
notamacropus_eugenii ENSMEUG00000010584
notamacropus_eugenii ENSMEUG00000003085
meleagris_gallopavo ENSMGAG00000016965
anolis_carolinensis ENSACAG00000026915
echinops_telfairi ENSETEG00000013857
echinops_telfairi ENSETEG00000008779
echinops_telfairi ENSETEG00000004354
echinops_telfairi ENSETEG00000016867
echinops_telfairi ENSETEG00000000106
tupaia_belangeri ENSTBEG00000009835
canis_lupus ENSCAFG00000000500
canis_lupus ENSCAFG00020020192
vulpes_vulpes ENSVVUG00000015225
vulpes_vulpes ENSVVUG00000011336
equus_caballus ENSECAG00000017324
ictidomys_tridecemlineatus ENSSTOG00000030785
ictidomys_tridecemlineatus ENSSTOG00000027163
spermophilus_dauricus ENSSDAG00000021238
marmota_marmota ENSMMMG00000006898
spermophilus_dauricus ENSSDAG00000014506
ictidomys_tridecemlineatus ENSSTOG00000029000
castor_canadensis ENSCCNG00000003256
oryctolagus_cuniculus ENSOCUG00000013304
ochotona_princeps ENSOPRG00000011879
choloepus_hoffmanni ENSCHOG00000007721
choloepus_hoffmanni ENSCHOG00000007171
dasypus_novemcinctus ENSDNOG00000043137
dasypus_novemcinctus ENSDNOG00000034149
dasypus_novemcinctus ENSDNOG00000000479
dasypus_novemcinctus ENSDNOG00000047497
dasypus_novemcinctus ENSDNOG00000005334
dasypus_novemcinctus ENSDNOG00000043578
dasypus_novemcinctus ENSDNOG00000048302
dasypus_novemcinctus ENSDNOG00000013339
dasypus_novemcinctus ENSDNOG00000032499
dasypus_novemcinctus ENSDNOG00000039152
dasypus_novemcinctus ENSDNOG00000039820
dasypus_novemcinctus ENSDNOG00000031455
dasypus_novemcinctus ENSDNOG00000036087
dasypus_novemcinctus ENSDNOG00000046118
dasypus_novemcinctus ENSDNOG00000019999
dasypus_novemcinctus ENSDNOG00000037240
dasypus_novemcinctus ENSDNOG00000039358
dasypus_novemcinctus ENSDNOG00000048662
dasypus_novemcinctus ENSDNOG00000049205
dasypus_novemcinctus ENSDNOG00000038773
dasypus_novemcinctus ENSDNOG00000041544
dasypus_novemcinctus ENSDNOG00000033401
dasypus_novemcinctus ENSDNOG00000041179
dasypus_novemcinctus ENSDNOG00000039972
dasypus_novemcinctus ENSDNOG00000033283
dasypus_novemcinctus ENSDNOG00000043018
dasypus_novemcinctus ENSDNOG00000045645
dasypus_novemcinctus ENSDNOG00000032318
dasypus_novemcinctus ENSDNOG00000049312
dasypus_novemcinctus ENSDNOG00000034286
dasypus_novemcinctus ENSDNOG00000047919
dasypus_novemcinctus ENSDNOG00000043978
dasypus_novemcinctus ENSDNOG00000048867
dasypus_novemcinctus ENSDNOG00000031511
dasypus_novemcinctus ENSDNOG00000005865
dasypus_novemcinctus ENSDNOG00000049331
dasypus_novemcinctus ENSDNOG00000043828
dasypus_novemcinctus ENSDNOG00000043469
dasypus_novemcinctus ENSDNOG00000034350
dasypus_novemcinctus ENSDNOG00000037955
dasypus_novemcinctus ENSDNOG00000046555
dasypus_novemcinctus ENSDNOG00000049540
dasypus_novemcinctus ENSDNOG00000043904
dasypus_novemcinctus ENSDNOG00000035861
dasypus_novemcinctus ENSDNOG00000040882
dasypus_novemcinctus ENSDNOG00000045484
dasypus_novemcinctus ENSDNOG00000035952
dasypus_novemcinctus ENSDNOG00000042297
dasypus_novemcinctus ENSDNOG00000000538
dasypus_novemcinctus ENSDNOG00000047239
dasypus_novemcinctus ENSDNOG00000045592
dasypus_novemcinctus ENSDNOG00000031117
dasypus_novemcinctus ENSDNOG00000030850
dasypus_novemcinctus ENSDNOG00000049654
dasypus_novemcinctus ENSDNOG00000035833
dasypus_novemcinctus ENSDNOG00000039296
dasypus_novemcinctus ENSDNOG00000038368
dasypus_novemcinctus ENSDNOG00000043462
dasypus_novemcinctus ENSDNOG00000040576
dasypus_novemcinctus ENSDNOG00000035973
dasypus_novemcinctus ENSDNOG00000034884
dasypus_novemcinctus ENSDNOG00000034434
equus_caballus ENSECAG00000035314
equus_asinus ENSEASG00005001585
ursus_americanus ENSUAMG00000027935
ailuropoda_melanoleuca ENSAMEG00000009534
ursus_maritimus ENSUMAG00000015234
neovison_vison ENSNVIG00000016633
panthera_pardus ENSPPRG00000024554
panthera_pardus ENSPPRG00000023506
panthera_tigris ENSPTIG00000017754
felis_catus ENSFCAG00000018696
ailuropoda_melanoleuca ENSAMEG00000015368
ursus_maritimus ENSUMAG00000009866
neovison_vison ENSNVIG00000013651
mustela_putorius ENSMPUG00000013989
panthera_tigris ENSPTIG00000005942
panthera_pardus ENSPPRG00000005130
felis_catus ENSFCAG00000044738
panthera_pardus ENSPPRG00000007074
panthera_tigris ENSPTIG00000006000
felis_catus ENSFCAG00000000629
panthera_pardus ENSPPRG00000007369
panthera_tigris ENSPTIG00000007763
panthera_pardus ENSPPRG00000004260
felis_catus ENSFCAG00000027242
panthera_pardus ENSPPRG00000012417
panthera_tigris ENSPTIG00000006016
panthera_pardus ENSPPRG00000012796
felis_catus ENSFCAG00000044472
panthera_pardus ENSPPRG00000024280
panthera_tigris ENSPTIG00000021572
felis_catus ENSFCAG00000000877
panthera_pardus ENSPPRG00000022076
panthera_pardus ENSPPRG00000020216
panthera_tigris ENSPTIG00000009724
felis_catus ENSFCAG00000015379
panthera_pardus ENSPPRG00000023936
panthera_tigris ENSPTIG00000005961
canis_lupus ENSCAFG00000000492
canis_lupus ENSCAFG00020020487
canis_lupus ENSCAFG00000000487
canis_lupus ENSCAFG00020020179
canis_lupus ENSCAFG00000032222
canis_lupus ENSCAFG00020020180
vulpes_vulpes ENSVVUG00000015147
vulpes_vulpes ENSVVUG00000026795
canis_lupus ENSCAFG00020013564
vulpes_vulpes ENSVVUG00000015149
mustela_putorius ENSMPUG00000002088
neovison_vison ENSNVIG00000017011
neovison_vison ENSNVIG00000019346
neovison_vison ENSNVIG00000016824
ursus_americanus ENSUAMG00000007951
ursus_americanus ENSUAMG00000027320
ursus_americanus ENSUAMG00000000952
ursus_americanus ENSUAMG00000005492
ursus_americanus ENSUAMG00000004851
ursus_maritimus ENSUMAG00000024811
ailuropoda_melanoleuca ENSAMEG00000001714
sorex_araneus ENSSARG00000004071
sorex_araneus ENSSARG00000007111
sorex_araneus ENSSARG00000006517
sorex_araneus ENSSARG00000001968
sorex_araneus ENSSARG00000006250
sorex_araneus ENSSARG00000010832
sorex_araneus ENSSARG00000003548
sorex_araneus ENSSARG00000004795
sorex_araneus ENSSARG00000005118
sorex_araneus ENSSARG00000007501
sorex_araneus ENSSARG00000013442
sorex_araneus ENSSARG00000010437
sorex_araneus ENSSARG00000007807
sorex_araneus ENSSARG00000003836
sorex_araneus ENSSARG00000012929
sorex_araneus ENSSARG00000006159
sorex_araneus ENSSARG00000005923
sorex_araneus ENSSARG00000008938
sorex_araneus ENSSARG00000010524
sorex_araneus ENSSARG00000001674
sorex_araneus ENSSARG00000008789
sorex_araneus ENSSARG00000001689
sorex_araneus ENSSARG00000013330
sorex_araneus ENSSARG00000003634
sorex_araneus ENSSARG00000003149
sorex_araneus ENSSARG00000010309
sorex_araneus ENSSARG00000009602
sorex_araneus ENSSARG00000002356
sorex_araneus ENSSARG00000013782
sorex_araneus ENSSARG00000000521
sorex_araneus ENSSARG00000010981
sorex_araneus ENSSARG00000006588
sorex_araneus ENSSARG00000009451
sorex_araneus ENSSARG00000000681
equus_caballus ENSECAG00000040461
equus_asinus ENSEASG00005010392
equus_caballus ENSECAG00000033152
equus_asinus ENSEASG00005015473
equus_caballus ENSECAG00000033828
equus_caballus ENSECAG00000037904
equus_caballus ENSECAG00000019318
equus_caballus ENSECAG00000034339
equus_caballus ENSECAG00000020991
equus_caballus ENSECAG00000034395
equus_caballus ENSECAG00000035575
equus_caballus ENSECAG00000032745
equus_caballus ENSECAG00000030648
equus_caballus ENSECAG00000032985
equus_caballus ENSECAG00000019474
equus_caballus ENSECAG00000038391
equus_asinus ENSEASG00005010400
equus_caballus ENSECAG00000011673
equus_asinus ENSEASG00005022546
equus_caballus ENSECAG00000037715
equus_asinus ENSEASG00005015476
equus_caballus ENSECAG00000037985
equus_caballus ENSECAG00000037934
equus_asinus ENSEASG00005007758
equus_caballus ENSECAG00000010913
equus_asinus ENSEASG00005001418
equus_caballus ENSECAG00000036905
equus_caballus ENSECAG00000038583
equus_asinus ENSEASG00005001713
sus_scrofa ENSSSCG00000001396
gallus_gallus ENSGALG00000047627
otolemur_garnettii ENSOGAG00000004146
otolemur_garnettii ENSOGAG00000033597
otolemur_garnettii ENSOGAG00000016630
otolemur_garnettii ENSOGAG00000028468
otolemur_garnettii ENSOGAG00000026635
otolemur_garnettii ENSOGAG00000017077
otolemur_garnettii ENSOGAG00000027064
otolemur_garnettii ENSOGAG00000011712
otolemur_garnettii ENSOGAG00000034304
otolemur_garnettii ENSOGAG00000006768
otolemur_garnettii ENSOGAG00000031855
otolemur_garnettii ENSOGAG00000034852
propithecus_coquereli ENSPCOG00000018346
propithecus_coquereli ENSPCOG00000006645
propithecus_coquereli ENSPCOG00000019061
propithecus_coquereli ENSPCOG00000024034
propithecus_coquereli ENSPCOG00000005053
propithecus_coquereli ENSPCOG00000027344
prolemur_simus ENSPSMG00000001852
prolemur_simus ENSPSMG00000002901
microcebus_murinus ENSMICG00000043829
microcebus_murinus ENSMICG00000045393
microcebus_murinus ENSMICG00000037817
microcebus_murinus ENSMICG00000047281
microcebus_murinus ENSMICG00000044726
callithrix_jacchus ENSCJAG00000047727
procavia_capensis ENSPCAG00000000517
cavia_porcellus ENSCPOG00000007659
cavia_porcellus ENSCPOG00000038111
cavia_porcellus ENSCPOG00000002330
cavia_porcellus ENSCPOG00000001300
cavia_aperea ENSCAPG00000006312
cavia_porcellus ENSCPOG00000002689
octodon_degus ENSODEG00000017811
octodon_degus ENSODEG00000017821
octodon_degus ENSODEG00000017846
octodon_degus ENSODEG00000017898
octodon_degus ENSODEG00000017830
octodon_degus ENSODEG00000000499
chinchilla_lanigera ENSCLAG00000000475
fukomys_damarensis ENSFDAG00000010062
fukomys_damarensis ENSFDAG00000012388
heterocephalus_glaber ENSHGLG00000019467
fukomys_damarensis ENSFDAG00000011515
cavia_porcellus ENSCPOG00000030673
chinchilla_lanigera ENSCLAG00000011335
dipodomys_ordii ENSDORG00000015458
dipodomys_ordii ENSDORG00000006035
oryctolagus_cuniculus ENSOCUG00000010972
oryctolagus_cuniculus ENSOCUG00000011016
oryctolagus_cuniculus ENSOCUG00000008993
ochotona_princeps ENSOPRG00000012763
ochotona_princeps ENSOPRG00000005336
ochotona_princeps ENSOPRG00000018198
ochotona_princeps ENSOPRG00000001599
ochotona_princeps ENSOPRG00000016548
ochotona_princeps ENSOPRG00000016915
ochotona_princeps ENSOPRG00000004578
ochotona_princeps ENSOPRG00000005149
ochotona_princeps ENSOPRG00000016540
ochotona_princeps ENSOPRG00000004593
ochotona_princeps ENSOPRG00000012289
ochotona_princeps ENSOPRG00000002684
ochotona_princeps ENSOPRG00000003389
erinaceus_europaeus ENSEEUG00000010328
erinaceus_europaeus ENSEEUG00000003387
erinaceus_europaeus ENSEEUG00000000430
erinaceus_europaeus ENSEEUG00000001728
pteropus_vampyrus ENSPVAG00000012917
sorex_araneus ENSSARG00000009991
pteropus_vampyrus ENSPVAG00000011645
echinops_telfairi ENSETEG00000002049
pongo_abelii ENSPPYG00000016427
loxodonta_africana ENSLAFG00000028657
loxodonta_africana ENSLAFG00000028821
loxodonta_africana ENSLAFG00000027473
loxodonta_africana ENSLAFG00000028462
loxodonta_africana ENSLAFG00000031929
loxodonta_africana ENSLAFG00000028740
loxodonta_africana ENSLAFG00000027580
loxodonta_africana ENSLAFG00000032604
loxodonta_africana ENSLAFG00000029735
loxodonta_africana ENSLAFG00000022788
loxodonta_africana ENSLAFG00000028669
procavia_capensis ENSPCAG00000015381
procavia_capensis ENSPCAG00000005660
procavia_capensis ENSPCAG00000000079
procavia_capensis ENSPCAG00000010994
procavia_capensis ENSPCAG00000013557
procavia_capensis ENSPCAG00000004794
ursus_americanus ENSUAMG00000027329
ailuropoda_melanoleuca ENSAMEG00000019473
myotis_lucifugus ENSMLUG00000006006
myotis_lucifugus ENSMLUG00000000604
myotis_lucifugus ENSMLUG00000027394
myotis_lucifugus ENSMLUG00000023754
myotis_lucifugus ENSMLUG00000024243
myotis_lucifugus ENSMLUG00000000040
myotis_lucifugus ENSMLUG00000024844
myotis_lucifugus ENSMLUG00000025372
myotis_lucifugus ENSMLUG00000028263
myotis_lucifugus ENSMLUG00000028336
