anabas_testudineus ENSATEG00000018986
panthera_tigris_altaica ENSPTIG00000021802
felis_catus ENSFCAG00000024723
sorex_araneus ENSSARG00000012894
erinaceus_europaeus ENSEEUG00000011109
bos_mutus ENSBMUG00000003385
bos_taurus ENSBTAG00000048849
bison_bison_bison ENSBBBG00000003049
capra_hircus ENSCHIG00000009675
ovis_aries ENSOARG00000006782
capra_hircus ENSCHIG00000025439
capra_hircus ENSCHIG00000000289
ovis_aries ENSOARG00000011561
capra_hircus ENSCHIG00000015604
bos_taurus ENSBTAG00000025297
bos_taurus ENSBTAG00000052733
bos_mutus ENSBMUG00000001360
bison_bison_bison ENSBBBG00000004040
sus_scrofa ENSSSCG00000025854
capra_hircus ENSCHIG00000023976
bos_taurus ENSBTAG00000054211
sus_scrofa ENSSSCG00000036559
tursiops_truncatus ENSTTRG00000011397
vicugna_pacos ENSVPAG00000004564
loxodonta_africana ENSLAFG00000004024
procavia_capensis ENSPCAG00000003235
echinops_telfairi ENSETEG00000005810
dasypus_novemcinctus ENSDNOG00000032943
pan_paniscus ENSPPAG00000033466
pan_troglodytes ENSPTRG00000022307
homo_sapiens ENSG00000169446
gorilla_gorilla ENSGGOG00000013054
pongo_abelii ENSPPYG00000020757
nomascus_leucogenys ENSNLEG00000002320
macaca_nemestrina ENSMNEG00000033481
macaca_fascicularis ENSMFAG00000000269
papio_anubis ENSPANG00000010947
cercocebus_atys ENSCATG00000040138
mandrillus_leucophaeus ENSMLEG00000033392
rhinopithecus_roxellana ENSRROG00000043616
colobus_angolensis_palliatus ENSCANG00000006158
theropithecus_gelada ENSTGEG00000002271
saimiri_boliviensis_boliviensis ENSSBOG00000021097
cebus_capucinus ENSCCAG00000019684
callithrix_jacchus ENSCJAG00000047748
aotus_nancymaae ENSANAG00000024724
aotus_nancymaae ENSANAG00000019684
carlito_syrichta ENSTSYG00000000021
prolemur_simus ENSPSMG00000003649
prolemur_simus ENSPSMG00000010512
microcebus_murinus ENSMICG00000013462
microcebus_murinus ENSMICG00000012897
microcebus_murinus ENSMICG00000047091
propithecus_coquereli ENSPCOG00000014953
heterocephalus_glaber_female ENSHGLG00000013914
heterocephalus_glaber_female ENSHGLG00000019275
heterocephalus_glaber_male ENSHGLG00100010210
fukomys_damarensis ENSFDAG00000019293
chinchilla_lanigera ENSCLAG00000002109
octodon_degus ENSODEG00000002258
cavia_porcellus ENSCPOG00000031995
cavia_aperea ENSCAPG00000008290
urocitellus_parryii ENSUPAG00010013422
spermophilus_dauricus ENSSDAG00000007022
ictidomys_tridecemlineatus ENSSTOG00000004796
marmota_marmota_marmota ENSMMMG00000013293
octodon_degus ENSODEG00000018548
octodon_degus ENSODEG00000019210
cavia_porcellus ENSCPOG00000009759
heterocephalus_glaber_male ENSHGLG00100019537
dipodomys_ordii ENSDORG00000024422
castor_canadensis ENSCCNG00000005766
mus_spicilegus ENSMSIG00000030183
mus_musculus ENSMUSG00000061273
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034243
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033088
mus_pahari MGP_PahariEiJ_G0031630
rattus_norvegicus ENSRNOG00000000881
meriones_unguiculatus ENSMUGG00000011612
cricetulus_griseus_crigri ENSCGRG00000002195
cricetulus_griseus_chok1gshd ENSCGRG00001000604
cricetulus_griseus_crigri-picr ENSCGRG00015009585
mesocricetus_auratus ENSMAUG00000016024
peromyscus_maniculatus_bairdii ENSPEMG00000029255
microtus_ochrogaster ENSMOCG00000006713
cricetulus_griseus_crigri ENSCGRG00000005959
cricetulus_griseus_crigri-picr ENSCGRG00015014644
cricetulus_griseus_chok1gshd ENSCGRG00001009799
peromyscus_maniculatus_bairdii ENSPEMG00000030147
mus_spicilegus ENSMSIG00000017400
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017332
mus_musculus ENSMUSG00000048497
mus_pahari MGP_PahariEiJ_G0017625
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016496
meriones_unguiculatus ENSMUGG00000017337
nannospalax_galili ENSNGAG00000015880
nannospalax_galili ENSNGAG00000011029
jaculus_jaculus ENSJJAG00000004002
jaculus_jaculus ENSJJAG00000015646
oryctolagus_cuniculus ENSOCUG00000029505
tupaia_belangeri ENSTBEG00000011209
piliocolobus_tephrosceles ENSPTEG00000012790
anser_brachyrhynchus ENSABRG00000012305
rhinopithecus_bieti ENSRBIG00000012081
capra_hircus ENSCHIG00000008327
otolemur_garnettii ENSOGAG00000001097
monodelphis_domestica ENSMODG00000028393
xenopus_tropicalis ENSXETG00000024459
latimeria_chalumnae ENSLACG00000016898
petromyzon_marinus ENSPMAG00000006610
