ENSGALP00000005290	ENSGALG00000003348	Gallus_gallus
ENSONIP00000022395	ENSONIG00000017764	Oreochromis_niloticus
ENSACIP00000011342	ENSACIG00000008824	Amphilophus_citrinellus
ENSORLP00020025825	ENSORLG00020007992	Oryzias_latipes_ASM223471v1
ENSORLP00000028205	ENSORLG00000028107	Oryzias_latipes_ASM223467v1
ENSORLP00015024576	ENSORLG00015005183	Oryzias_latipes_ASM223469v1
ENSOMEP00000008148	ENSOMEG00000009291	Oryzias_melastigma
ENSKMAP00000025571	ENSKMAG00000018950	Kryptolebias_marmoratus
ENSTRUP00000055466	ENSTRUG00000020919	Takifugu_rubripes
ENSTNIP00000011849	ENSTNIG00000008995	Tetraodon_nigroviridis
ENSLCRP00005048043	ENSLCRG00005018170	Larimichthys_crocea
ENSHCOP00000003281	ENSHCOG00000004587	Hippocampus_comes
ENSPFOP00000004677	ENSPFOG00000004798	Poecilia_formosa
ENSPLAP00000025003	ENSPLAG00000011657	Poecilia_latipinna
ENSPMEP00000025188	ENSPMEG00000007993	Poecilia_mexicana
ENSPREP00000008183	ENSPREG00000005596	Poecilia_reticulata
ENSXCOP00000012059	ENSXCOG00000009127	Xiphophorus_couchianus
ENSXMAP00000026859	ENSXMAG00000025104	Xiphophorus_maculatus
ENSGAFP00000009165	ENSGAFG00000006218	Gambusia_affinis
ENSFHEP00000007517	ENSFHEG00000008663	Fundulus_heteroclitus
ENSCVAP00000011850	ENSCVAG00000000358	Cyprinodon_variegatus
ENSCSEP00000024743	ENSCSEG00000015798	Cynoglossus_semilaevis
ENSGMOP00000007179	ENSGMOG00000006755	Gadus_morhua
ENSHHUP00000017304	ENSHHUG00000010784	Hucho_hucho
ENSLOCP00000014640	ENSLOCG00000011907	Lepisosteus_oculatus
ENSECRP00000028793	ENSECRG00000019460	Erpetoichthys_calabaricus
ENSCMIP00000048303	ENSCMIG00000019751	Callorhinchus_milii
