ENSCMIP00000035933	ENSCMIG00000015200	Callorhinchus_milii
ENSSPAP00000022027	ENSSPAG00000016642	Stegastes_partitus
ENSPRNP00000054994	ENSPRNG00000025812	Parambassis_ranga
ENSCSEP00000032428	ENSCSEG00000020809	Cynoglossus_semilaevis
ENSHCOP00000003962	ENSHCOG00000000846	Hippocampus_comes
ENSPMGP00000009192	ENSPMGG00000007606	Periophthalmus_magnuspinnatus
ENSGMOP00000001835	ENSGMOG00000001738	Gadus_morhua
ENSHHUP00000044399	ENSHHUG00000027181	Hucho_hucho
ENSHHUP00000041612	ENSHHUG00000025705	Hucho_hucho
ENSELUP00000013315	ENSELUG00000013461	Esox_lucius
ENSLOCP00000020239	ENSLOCG00000016385	Lepisosteus_oculatus
ENSCJPP00005015724	ENSCJPG00005012985	Coturnix_japonica
ENSMGAP00000014946	ENSMGAG00000014128	Meleagris_gallopavo
ENSNMEP00000007461	ENSNMEG00000007486	Numida_meleagris
ENSABRP00000003650	ENSABRG00000003417	Anser_brachyrhynchus
ENSAPLP00000027987	ENSAPLG00000022514	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000019024	ENSCPUG00000013103	Calidris_pugnax
ENSCPUP00000019020	ENSCPUG00000013102	Calidris_pugnax
ENSCPGP00000010085	ENSCPGG00000007169	Calidris_pygmaea
ENSMUNP00000013430	ENSMUNG00000010479	Melopsittacus_undulatus
ENSJHYP00000010483	ENSJHYG00000008227	Junco_hyemalis
ENSFALP00000002427	ENSFALG00000002333	Ficedula_albicollis
ENSAHAP00000012663	ENSAHAG00000009128	Apteryx_haastii
ENSARWP00000021942	ENSARWG00000014938	Apteryx_rowi
ENSAOWP00000006392	ENSAOWG00000004375	Apteryx_owenii
ENSDNVP00000015564	ENSDNVG00000010945	Dromaius_novaehollandiae
ENSCPRP00005004213	ENSCPRG00005003101	Crocodylus_porosus
ENSCABP00000028669	ENSCABG00000021074	Chelonoidis_abingdonii
ENSGAGP00000000382	ENSGAGG00000000327	Gopherus_agassizii
ENSCPBP00000014274	ENSCPBG00000010634	Chrysemys_picta_bellii
ENSPVIP00000007737	ENSPVIG00000006308	Pogona_vitticeps
ENSACAP00000011041	ENSACAG00000011220	Anolis_carolinensis
ENSNSUP00000006714	ENSNSUG00000005316	Notechis_scutatus
ENSSMRP00000016769	ENSSMRG00000013072	Salvator_merianae
ENSCHIP00000023812	ENSCHIG00000021255	Capra_hircus
ENSOARP00000020400	ENSOARG00000018995	Ovis_aries
ENSBIXP00005025747	ENSBIXG00005007597	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000038112	ENSBIXG00000004209	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000010577	ENSBMUG00000008165	Bos_mutus
ENSBTAP00000024978	ENSBTAG00000018761	Bos_taurus
ENSBBBP00000022879	ENSBBBG00000017080	Bison_bison_bison
ENSTTRP00000009746	ENSTTRG00000010274	Tursiops_truncatus
ENSSSCP00000009127	ENSSSCG00000008562	Sus_scrofa_strain_reference
ENSPVAP00000008463	ENSPVAG00000008970	Pteropus_vampyrus
ENSEASP00005018314	ENSEASG00005012632	Equus_asinus_asinus
ENSECAP00000054372	ENSECAG00000017703	Equus_caballus
ENSUMAP00000030630	ENSUMAG00000022128	Ursus_maritimus
ENSUAMP00000008028	ENSUAMG00000006875	Ursus_americanus
ENSAMEP00000002247	ENSAMEG00000002126	Ailuropoda_melanoleuca
ENSNVIP00000005203	ENSNVIG00000004139	Neovison_vison
ENSMPUP00000008116	ENSMPUG00000008176	Mustela_putorius_furo
ENSCAFP00020031790	ENSCAFG00020024784	Canis_lupus_dingo
ENSCAFP00000055730	ENSCAFG00000030769	Canis_lupus_familiaris
ENSVVUP00000021791	ENSVVUG00000016012	Vulpes_vulpes
ENSPTIP00000019641	ENSPTIG00000017375	Panthera_tigris_altaica
ENSPPRP00000004501	ENSPPRG00000000570	Panthera_pardus
ENSFCAP00000025408	ENSFCAG00000026864	Felis_catus
ENSMLUP00000001194	ENSMLUG00000001308	Myotis_lucifugus
ENSCCAP00000005491	ENSCCAG00000020489	Cebus_capucinus_imitator
ENSSBOP00000024267	ENSSBOG00000028622	Saimiri_boliviensis_boliviensis
ENSCJAP00000002444	ENSCJAG00000001376	Callithrix_jacchus
ENSANAP00000034082	ENSANAG00000034692	Aotus_nancymaae
ENSPTRP00000020175	ENSPTRG00000033946	Pan_troglodytes
ENSPPAP00000006591	ENSPPAG00000025353	Pan_paniscus
ENSP00000345528	ENSG00000213699	Homo_sapiens
ENSGGOP00000040759	ENSGGOG00000039816	Gorilla_gorilla
ENSPPYP00000014041	ENSPPYG00000012573	Pongo_abelii
ENSNLEP00000047208	ENSNLEG00000027135	Nomascus_leucogenys
ENSRBIP00000030464	ENSRBIG00000039090	Rhinopithecus_bieti
ENSRROP00000017086	ENSRROG00000032660	Rhinopithecus_roxellana
ENSCANP00000013545	ENSCANG00000030181	Colobus_angolensis_palliatus
ENSPTEP00000001993	ENSPTEG00000002285	Piliocolobus_tephrosceles
ENSMNEP00000029913	ENSMNEG00000038432	Macaca_nemestrina
ENSMMUP00000048484	ENSMMUG00000040310	Macaca_mulatta
ENSMFAP00000013669	ENSMFAG00000029510	Macaca_fascicularis
ENSPANP00000026665	ENSPANG00000030429	Papio_anubis
ENSTGEP00000027740	ENSTGEG00000022375	Theropithecus_gelada
ENSMLEP00000040471	ENSMLEG00000044250	Mandrillus_leucophaeus
ENSCATP00000044970	ENSCATG00000044941	Cercocebus_atys
ENSCSAP00000005536	ENSCSAG00000009283	Chlorocebus_sabaeus
ENSTSYP00000018803	ENSTSYG00000034640	Carlito_syrichta
ENSPCOP00000017039	ENSPCOG00000020315	Propithecus_coquereli
ENSPSMP00000005715	ENSPSMG00000004346	Prolemur_simus
ENSMICP00000006243	ENSMICG00000006854	Microcebus_murinus
ENSOGAP00000006093	ENSOGAG00000006810	Otolemur_garnettii
ENSTBEP00000011500	ENSTBEG00000013291	Tupaia_belangeri
ENSDORP00000020081	ENSDORG00000026032	Dipodomys_ordii
ENSCCNP00000019085	ENSCCNG00000019216	Castor_canadensis
ENSUPAP00010009138	ENSUPAG00010007387	Urocitellus_parryii
ENSSDAP00000026065	ENSSDAG00000023651	Spermophilus_dauricus
ENSSTOP00000005211	ENSSTOG00000005833	Ictidomys_tridecemlineatus
ENSMMMP00000024170	ENSMMMG00000021156	Marmota_marmota_marmota
ENSCGRP00001027193	ENSCGRG00001024274	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015035282	ENSCGRG00015026487	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000009053	ENSCGRG00000006612	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020662	ENSMAUG00000018629	Mesocricetus_auratus
ENSMOCP00000014326	ENSMOCG00000013863	Microtus_ochrogaster
ENSPEMP00000007514	ENSPEMG00000009443	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0069799	MGP_SPRETEiJ_G0028057	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000058680	ENSMUSG00000029175	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000015717	ENSMSIG00000013482	Mus_spicilegus
MGP_CAROLIEiJ_P0067168	MGP_CAROLIEiJ_G0027061	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0081851	MGP_PahariEiJ_G0029320	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012558	ENSRNOG00000009459	Rattus_norvegicus
ENSMUGP00000032576	ENSMUGG00000027047	Meriones_unguiculatus
ENSNGAP00000018691	ENSNGAG00000018757	Nannospalax_galili
ENSJJAP00000007502	ENSJJAG00000011894	Jaculus_jaculus
ENSCLAP00000012102	ENSCLAG00000008346	Chinchilla_lanigera
ENSODEP00000009455	ENSODEG00000007078	Octodon_degus
ENSCPOP00000019433	ENSCPOG00000024555	Cavia_porcellus
ENSCAPP00000002572	ENSCAPG00000005548	Cavia_aperea
ENSHGLP00100023464	ENSHGLG00100017240	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000007340	ENSHGLG00000005351	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000022273	ENSFDAG00000007096	Fukomys_damarensis
ENSOCUP00000021868	ENSOCUG00000022141	Oryctolagus_cuniculus
ENSOPRP00000008483	ENSOPRG00000009279	Ochotona_princeps
ENSLAFP00000005766	ENSLAFG00000006862	Loxodonta_africana
ENSPCAP00000006504	ENSPCAG00000006965	Procavia_capensis
ENSETEP00000013589	ENSETEG00000016743	Echinops_telfairi
ENSDNOP00000020180	ENSDNOG00000047798	Dasypus_novemcinctus
ENSEEUP00000003667	ENSEEUG00000004044	Erinaceus_europaeus
ENSVURP00010027391	ENSVURG00010020968	Vombatus_ursinus
ENSPCIP00000045972	ENSPCIG00000012050	Phascolarctos_cinereus
ENSMEUP00000012167	ENSMEUG00000013343	Notamacropus_eugenii
ENSSHAP00000011551	ENSSHAG00000009927	Sarcophilus_harrisii
ENSMODP00000043758	ENSMODG00000046989	Monodelphis_domestica
ENSOANP00000005684	ENSOANG00000003585	Ornithorhynchus_anatinus
ENSECRP00000007053	ENSECRG00000004715	Erpetoichthys_calabaricus
ENSCSAVP00000005648	ENSCSAVG00000003365	Ciona_savignyi
ENSCINP00000018042	ENSCING00000008864	Ciona_intestinalis
C29H12.2.2	WBGene00016235	Caenorhabditis_elegans_strain_N2
FBpp0312478	FBgn0260744	Drosophila_melanogaster
