ENSECRP00000007606	ENSECRG00000005066	Erpetoichthys_calabaricus
ENSSHAP00000012099	ENSSHAG00000010371	Sarcophilus_harrisii
ENSMODP00000047987	ENSMODG00000043175	Monodelphis_domestica
ENSMLUP00000017641	ENSMLUG00000022542	Myotis_lucifugus
ENSPVAP00000006044	ENSPVAG00000006397	Pteropus_vampyrus
ENSEEUP00000012264	ENSEEUG00000013472	Erinaceus_europaeus
ENSEASP00005024106	ENSEASG00005016361	Equus_asinus_asinus
ENSECAP00000008638	ENSECAG00000010773	Equus_caballus
ENSPTRP00000093690	ENSPTRG00000051855	Pan_troglodytes
ENSPPAP00000042315	ENSPPAG00000043737	Pan_paniscus
ENSP00000325546	ENSG00000181690	Homo_sapiens
ENSGGOP00000025526	ENSGGOG00000026661	Gorilla_gorilla
ENSPPYP00000020860	ENSPPYG00000018602	Pongo_abelii
ENSNLEP00000035990	ENSNLEG00000031521	Nomascus_leucogenys
ENSRROP00000015108	ENSRROG00000031737	Rhinopithecus_roxellana
ENSRBIP00000036827	ENSRBIG00000042006	Rhinopithecus_bieti
ENSPTEP00000012386	ENSPTEG00000013899	Piliocolobus_tephrosceles
ENSCANP00000034968	ENSCANG00000041178	Colobus_angolensis_palliatus
ENSMNEP00000027320	ENSMNEG00000037064	Macaca_nemestrina
ENSMFAP00000015304	ENSMFAG00000030888	Macaca_fascicularis
ENSMMUP00000073223	ENSMMUG00000061268	Macaca_mulatta
ENSMLEP00000003322	ENSMLEG00000014288	Mandrillus_leucophaeus
ENSCATP00000017777	ENSCATG00000032765	Cercocebus_atys
ENSCSAP00000010698	ENSCSAG00000014574	Chlorocebus_sabaeus
ENSTGEP00000021366	ENSTGEG00000017235	Theropithecus_gelada
ENSPANP00000011385	ENSPANG00000009705	Papio_anubis
ENSCCAP00000040463	ENSCCAG00000038024	Cebus_capucinus_imitator
ENSSBOP00000034057	ENSSBOG00000033202	Saimiri_boliviensis_boliviensis
ENSCJAP00000030594	ENSCJAG00000016621	Callithrix_jacchus
ENSANAP00000010865	ENSANAG00000023401	Aotus_nancymaae
ENSTSYP00000012326	ENSTSYG00000013443	Carlito_syrichta
ENSPCOP00000001121	ENSPCOG00000003553	Propithecus_coquereli
ENSMICP00000048829	ENSMICG00000047968	Microcebus_murinus
ENSPSMP00000005515	ENSPSMG00000004215	Prolemur_simus
ENSOGAP00000022403	ENSOGAG00000025403	Otolemur_garnettii
ENSTBEP00000011677	ENSTBEG00000013496	Tupaia_belangeri
ENSHGLP00100017796	ENSHGLG00100013123	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002207	ENSHGLG00000001672	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006118	ENSFDAG00000014958	Fukomys_damarensis
ENSCAPP00000001741	ENSCAPG00000003661	Cavia_aperea
ENSCPOP00000028344	ENSCPOG00000039131	Cavia_porcellus
ENSCLAP00000020205	ENSCLAG00000013839	Chinchilla_lanigera
ENSCGRP00001005414	ENSCGRG00001007120	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015030538	ENSCGRG00015023008	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000012783	ENSCGRG00000009301	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012465	ENSMAUG00000012787	Mesocricetus_auratus
ENSPEMP00000032685	ENSPEMG00000027390	Peromyscus_maniculatus_bairdii
ENSMOCP00000016914	ENSMOCG00000015674	Microtus_ochrogaster
ENSMSIP00000028453	ENSMSIG00000023923	Mus_spicilegus
ENSMUSP00000003369	ENSMUSG00000003282	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0063730	MGP_SPRETEiJ_G0026731	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0061305	MGP_CAROLIEiJ_G0025783	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0056976	MGP_PahariEiJ_G0023906	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011721	ENSRNOG00000008846	Rattus_norvegicus
ENSMUGP00000008281	ENSMUGG00000007502	Meriones_unguiculatus
ENSNGAP00000012757	ENSNGAG00000014522	Nannospalax_galili
ENSJJAP00000004214	ENSJJAG00000008706	Jaculus_jaculus
ENSCCNP00000002898	ENSCCNG00000003149	Castor_canadensis
ENSDORP00000010828	ENSDORG00000011524	Dipodomys_ordii
ENSSTOP00000024959	ENSSTOG00000002716	Ictidomys_tridecemlineatus
ENSUPAP00010006370	ENSUPAG00010005119	Urocitellus_parryii
ENSSDAP00000002779	ENSSDAG00000002681	Spermophilus_dauricus
ENSMMMP00000001492	ENSMMMG00000001377	Marmota_marmota_marmota
ENSOCUP00000005193	ENSOCUG00000006001	Oryctolagus_cuniculus
ENSOPRP00000009818	ENSOPRG00000010758	Ochotona_princeps
ENSDNOP00000034984	ENSDNOG00000041438	Dasypus_novemcinctus
ENSCHOP00000009049	ENSCHOG00000010218	Choloepus_hoffmanni
ENSUMAP00000013241	ENSUMAG00000009787	Ursus_maritimus
ENSUAMP00000034602	ENSUAMG00000026302	Ursus_americanus
ENSAMEP00000006411	ENSAMEG00000006089	Ailuropoda_melanoleuca
ENSNVIP00000017935	ENSNVIG00000014028	Neovison_vison
ENSMPUP00000010370	ENSMPUG00000010446	Mustela_putorius_furo
ENSCAFP00000010477	ENSCAFG00000007051	Canis_lupus_familiaris
ENSCAFP00020019533	ENSCAFG00020015525	Canis_lupus_dingo
ENSVVUP00000024361	ENSVVUG00000017846	Vulpes_vulpes
ENSPPRP00000006659	ENSPPRG00000002026	Panthera_pardus
ENSPTIP00000005649	ENSPTIG00000007814	Panthera_tigris_altaica
ENSFCAP00000044789	ENSFCAG00000014980	Felis_catus
ENSVPAP00000009991	ENSVPAG00000010729	Vicugna_pacos
ENSTTRP00000015974	ENSTTRG00000016849	Tursiops_truncatus
ENSCHIP00000000765	ENSCHIG00000000623	Capra_hircus
ENSOARP00000016038	ENSOARG00000014951	Ovis_aries
ENSBIXP00000034464	ENSBIXG00000017463	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005019974	ENSBIXG00005023155	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000005251	ENSBTAG00000004022	Bos_taurus
ENSBMUP00000015354	ENSBMUG00000011659	Bos_mutus
ENSBBBP00000009334	ENSBBBG00000017437	Bison_bison_bison
ENSSSCP00000006660	ENSSSCG00000006247	Sus_scrofa_strain_reference
ENSODEP00000003765	ENSODEG00000002880	Octodon_degus
ENSSARP00000009152	ENSSARG00000010124	Sorex_araneus
ENSLAFP00000011396	ENSLAFG00000013617	Loxodonta_africana
ENSPCAP00000013134	ENSPCAG00000014102	Procavia_capensis
ENSETEP00000013379	ENSETEG00000016492	Echinops_telfairi
ENSOANP00000008745	ENSOANG00000005503	Ornithorhynchus_anatinus
ENSXETP00000040698	ENSXETG00000017868	Xenopus_tropicalis
ENSLACP00000002874	ENSLACG00000002568	Latimeria_chalumnae
ENSSFOP00015023052	ENSSFOG00015014834	Scleropages_formosus
ENSPKIP00000029097	ENSPKIG00000010471	Paramormyrops_kingsleyae
ENSLCRP00005004693	ENSLCRG00005002403	Larimichthys_crocea
ENSMMOP00000007411	ENSMMOG00000005772	Mola_mola
ENSLBEP00000033887	ENSLBEG00000025522	Labrus_bergylta
ENSCGOP00000054109	ENSCGOG00000023711	Cottoperca_gobio
ENSATEP00000026687	ENSATEG00000018479	Anabas_testudineus
ENSBSLP00000000649	ENSBSLG00000000544	Betta_splendens
ENSMALP00000022948	ENSMALG00000016017	Monopterus_albus
ENSSLDP00000016077	ENSSLDG00000012765	Seriola_lalandi_dorsalis
ENSSMAP00000008025	ENSSMAG00000004948	Scophthalmus_maximus
ENSLCAP00010040805	ENSLCAG00010019100	Lates_calcarifer
ENSMAMP00000032123	ENSMAMG00000021608	Mastacembelus_armatus
ENSCSEP00000014816	ENSCSEG00000009528	Cynoglossus_semilaevis
ENSMZEP00005019682	ENSMZEG00005014774	Maylandia_zebra
ENSHBUP00000006893	ENSHBUG00000008348	Haplochromis_burtoni
ENSACLP00000008565	ENSACLG00000005828	Astatotilapia_calliptera
ENSPNYP00000012202	ENSPNYG00000009268	Pundamilia_nyererei
ENSNBRP00000020003	ENSNBRG00000015413	Neolamprologus_brichardi
ENSONIP00000012131	ENSONIG00000009655	Oreochromis_niloticus
ENSACIP00000029082	ENSACIG00000022515	Amphilophus_citrinellus
ENSXMAP00000017861	ENSXMAG00000017832	Xiphophorus_maculatus
ENSXCOP00000000577	ENSXCOG00000000503	Xiphophorus_couchianus
ENSGAFP00000001882	ENSGAFG00000001309	Gambusia_affinis
ENSPLAP00000014140	ENSPLAG00000017753	Poecilia_latipinna
ENSPFOP00000009405	ENSPFOG00000009456	Poecilia_formosa
ENSPMEP00000025030	ENSPMEG00000007759	Poecilia_mexicana
ENSPREP00000008274	ENSPREG00000005658	Poecilia_reticulata
ENSFHEP00000034597	ENSFHEG00000022389	Fundulus_heteroclitus
ENSCVAP00000011766	ENSCVAG00000014090	Cyprinodon_variegatus
ENSKMAP00000000314	ENSKMAG00000000294	Kryptolebias_marmoratus
ENSAOCP00000026837	ENSAOCG00000015326	Amphiprion_ocellaris
ENSAPEP00000015007	ENSAPEG00000010672	Amphiprion_percula
ENSAPOP00000024999	ENSAPOG00000007819	Acanthochromis_polyacanthus
ENSSPAP00000027756	ENSSPAG00000020935	Stegastes_partitus
ENSPRNP00000037163	ENSPRNG00000018536	Parambassis_ranga
ENSMZEP00005004930	ENSMZEG00005003814	Maylandia_zebra
ENSGWIP00000044002	ENSGWIG00000021918	Gouania_willdenowi
ENSSDUP00000031587	ENSSDUG00000022694	Seriola_dumerili
ENSTNIP00000007225	ENSTNIG00000004576	Tetraodon_nigroviridis
ENSTRUP00000005887	ENSTRUG00000002534	Takifugu_rubripes
ENSORLP00000024190	ENSORLG00000019433	Oryzias_latipes_ASM223467v1
ENSORLP00015010629	ENSORLG00015011439	Oryzias_latipes_ASM223469v1
ENSOMEP00000027494	ENSOMEG00000009957	Oryzias_melastigma
ENSHCOP00000004102	ENSHCOG00000000577	Hippocampus_comes
ENSPMGP00000017695	ENSPMGG00000014475	Periophthalmus_magnuspinnatus
ENSHHUP00000006167	ENSHHUG00000003810	Hucho_hucho
ENSELUP00000040912	ENSELUG00000021546	Esox_lucius
ENSCHAP00000026347	ENSCHAG00000012829	Clupea_harengus
ENSCHAP00000027240	ENSCHAG00000013211	Clupea_harengus
ENSDCDP00000011134	ENSDCDG00000005529	Denticeps_clupeoides
ENSAMXP00005041559	ENSAMXG00005019456	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000049847	ENSAMXG00000041048	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000015009	ENSPNAG00000020980	Pygocentrus_nattereri
ENSIPUP00000024372	ENSIPUG00000016450	Ictalurus_punctatus
ENSDARP00000068130	ENSDARG00000051926	Danio_rerio
ENSGAGP00000033714	ENSGAGG00000023999	Gopherus_agassizii
ENSCABP00000026817	ENSCABG00000019698	Chelonoidis_abingdonii
ENSCPBP00000024072	ENSCPBG00000017151	Chrysemys_picta_bellii
ENSPSIP00000014998	ENSPSIG00000013431	Pelodiscus_sinensis
ENSDNVP00000011691	ENSDNVG00000008241	Dromaius_novaehollandiae
ENSNPEP00000011998	ENSNPEG00000008984	Nothoprocta_perdicaria
ENSZALP00000010943	ENSZALG00000009243	Zonotrichia_albicollis
ENSJHYP00000021419	ENSJHYG00000016221	Junco_hyemalis
ENSCMIP00000038709	ENSCMIG00000016242	Callorhinchus_milii
ENSCMIP00000040270	ENSCMIG00000016811	Callorhinchus_milii
