ENSSLDP00000017469	ENSSLDG00000013793	Seriola_lalandi_dorsalis
ENSABRP00000008837	ENSABRG00000007947	Anser_brachyrhynchus
ENSDNVP00000007035	ENSDNVG00000005025	Dromaius_novaehollandiae
ENSNPEP00000017015	ENSNPEG00000012682	Nothoprocta_perdicaria
ENSARWP00000004228	ENSARWG00000003107	Apteryx_rowi
ENSCCEP00000023650	ENSCCEG00000021125	Cyanistes_caeruleus
ENSSPUP00000012373	ENSSPUG00000009514	Sphenodon_punctatus
ENSPVIP00000023483	ENSPVIG00000017743	Pogona_vitticeps
ENSDORP00000016651	ENSDORG00000029635	Dipodomys_ordii
ENSCCNP00000007906	ENSCCNG00000008414	Castor_canadensis
ENSHGLP00000027839	ENSHGLG00000019914	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100027653	ENSHGLG00100020776	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100026083	ENSHGLG00100019136	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021900	ENSHGLG00000015625	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011389	ENSFDAG00000018948	Fukomys_damarensis
ENSHGLP00100028029	ENSHGLG00100021244	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028526	ENSHGLG00000020819	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018662	ENSHGLG00100013762	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000011782	ENSFDAG00000019249	Fukomys_damarensis
ENSODEP00000025371	ENSODEG00000018610	Octodon_degus
ENSODEP00000014246	ENSODEG00000010537	Octodon_degus
ENSODEP00000006829	ENSODEG00000005101	Octodon_degus
ENSODEP00000026960	ENSODEG00000020463	Octodon_degus
ENSCPOP00000030357	ENSCPOG00000035198	Cavia_porcellus
ENSCAPP00000012082	ENSCAPG00000013018	Cavia_aperea
ENSCAPP00000012227	ENSCAPG00000013143	Cavia_aperea
ENSCPOP00000024364	ENSCPOG00000030634	Cavia_porcellus
ENSCLAP00000011205	ENSCLAG00000007742	Chinchilla_lanigera
ENSJJAP00000004581	ENSJJAG00000009562	Jaculus_jaculus
ENSJJAP00000001425	ENSJJAG00000001577	Jaculus_jaculus
ENSCGRP00001001104	ENSCGRG00001000847	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015004511	ENSCGRG00015003560	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020038	ENSCGRG00000014594	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002075	ENSMAUG00000001605	Mesocricetus_auratus
ENSPEMP00000035319	ENSPEMG00000027961	Peromyscus_maniculatus_bairdii
ENSMOCP00000019075	ENSMOCG00000017172	Microtus_ochrogaster
MGP_CAROLIEiJ_P0087027	MGP_CAROLIEiJ_G0031900	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000116929	ENSMUSG00000010607	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000029103	ENSMSIG00000024448	Mus_spicilegus
MGP_SPRETEiJ_P0090582	MGP_SPRETEiJ_G0033023	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0022677	MGP_PahariEiJ_G0014766	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000022960	ENSMUGG00000019228	Meriones_unguiculatus
ENSRNOP00000069790	ENSRNOG00000052134	Rattus_norvegicus
ENSNGAP00000018065	ENSNGAG00000018305	Nannospalax_galili
ENSOCUP00000030649	ENSOCUG00000037410	Oryctolagus_cuniculus
ENSOCUP00000035737	ENSOCUG00000033519	Oryctolagus_cuniculus
ENSMLUP00000019696	ENSMLUG00000022615	Myotis_lucifugus
ENSMLUP00000019222	ENSMLUG00000023671	Myotis_lucifugus
ENSNVIP00000005888	ENSNVIG00000004740	Neovison_vison
ENSPPRP00000028545	ENSPPRG00000020697	Panthera_pardus
ENSPTIP00000000630	ENSPTIG00000001673	Panthera_tigris_altaica
ENSFCAP00000022294	ENSFCAG00000023946	Felis_catus
ENSFCAP00000027174	ENSFCAG00000036958	Felis_catus
ENSUMAP00000005617	ENSUMAG00000004428	Ursus_maritimus
ENSOARP00000015428	ENSOARG00000014379	Ovis_aries
ENSCHIP00000004236	ENSCHIG00000008447	Capra_hircus
ENSOARP00000000447	ENSOARG00000000447	Ovis_aries
ENSCHIP00000030338	ENSCHIG00000025134	Capra_hircus
ENSBBBP00000001733	ENSBBBG00000010830	Bison_bison_bison
ENSEASP00005018285	ENSEASG00005012615	Equus_asinus_asinus
ENSECAP00000031843	ENSECAG00000037615	Equus_caballus
ENSTSYP00000019833	ENSTSYG00000034728	Carlito_syrichta
ENSSBOP00000007727	ENSSBOG00000020796	Saimiri_boliviensis_boliviensis
ENSOGAP00000022340	ENSOGAG00000025258	Otolemur_garnettii
ENSMICP00000045740	ENSMICG00000043956	Microcebus_murinus
ENSPSMP00000002866	ENSPSMG00000002305	Prolemur_simus
ENSMICP00000040717	ENSMICG00000045204	Microcebus_murinus
ENSPSMP00000014420	ENSPSMG00000010341	Prolemur_simus
ENSP00000432688	ENSG00000255072	Homo_sapiens
ENSPTRP00000059954	ENSPTRG00000040928	Pan_troglodytes
ENSNLEP00000022457	ENSNLEG00000018565	Nomascus_leucogenys
ENSRBIP00000006463	ENSRBIG00000026609	Rhinopithecus_bieti
ENSPANP00000017486	ENSPANG00000005476	Papio_anubis
ENSANAP00000001048	ENSANAG00000009282	Aotus_nancymaae
ENSSDAP00000024649	ENSSDAG00000022428	Spermophilus_dauricus
ENSSDAP00000015634	ENSSDAG00000014120	Spermophilus_dauricus
ENSUPAP00010002710	ENSUPAG00010002270	Urocitellus_parryii
ENSDNOP00000024014	ENSDNOG00000040933	Dasypus_novemcinctus
ENSPCIP00000017980	ENSPCIG00000031683	Phascolarctos_cinereus
ENSPCIP00000015925	ENSPCIG00000037070	Phascolarctos_cinereus
ENSVURP00010002706	ENSVURG00010002222	Vombatus_ursinus
ENSPCIP00000029709	ENSPCIG00000022118	Phascolarctos_cinereus
ENSMODP00000045630	ENSMODG00000047305	Monodelphis_domestica
ENSMODP00000044367	ENSMODG00000047592	Monodelphis_domestica
ENSXETP00000004889	ENSXETG00000003509	Xenopus_tropicalis
ENSCMIP00000004915	ENSCMIG00000002920	Callorhinchus_milii
