ENSCABP00000009832	ENSCABG00000007380	Chelonoidis_abingdonii	ENSCABT00000010776
ENSGAGP00000028772	ENSGAGG00000020852	Gopherus_agassizii	ENSGAGT00000032687
ENSCPBP00000025543	ENSCPBG00000018159	Chrysemys_picta_bellii
ENSCCNP00000022378	ENSCCNG00000022029	Castor_canadensis
ENSDORP00000026214	ENSDORG00000028740	Dipodomys_ordii
ENSCPOP00000025294	ENSCPOG00000037749	Cavia_porcellus
ENSCLAP00000001117	ENSCLAG00000000857	Chinchilla_lanigera
ENSHGLP00100020597	ENSHGLG00100015179	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000005778	ENSHGLG00000004225	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018561	ENSFDAG00000009734	Fukomys_damarensis
ENSODEP00000015216	ENSODEG00000011237	Octodon_degus
ENSSTOP00000021290	ENSSTOG00000027739	Ictidomys_tridecemlineatus
ENSSDAP00000008515	ENSSDAG00000007766	Spermophilus_dauricus
ENSUPAP00010003778	ENSUPAG00010003086	Urocitellus_parryii
ENSMMMP00000026680	ENSMMMG00000023349	Marmota_marmota_marmota
ENSMICP00000045173	ENSMICG00000003505	Microcebus_murinus
ENSPCOP00000030977	ENSPCOG00000028241	Propithecus_coquereli
ENSOGAP00000007141	ENSOGAG00000007977	Otolemur_garnettii
ENSNGAP00000017273	ENSNGAG00000017751	Nannospalax_galili
ENSNGAP00000015473	ENSNGAG00000016487	Nannospalax_galili
ENSNGAP00000019925	ENSNGAG00000019586	Nannospalax_galili
ENSCGRP00001009755	ENSCGRG00001011800	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002852	ENSCGRG00000002087	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015038255	ENSCGRG00015028587	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022128	ENSMAUG00000019659	Mesocricetus_auratus
ENSMOCP00000020784	ENSMOCG00000018356	Microtus_ochrogaster
ENSPEMP00000034142	ENSPEMG00000025018	Peromyscus_maniculatus_bairdii
ENSMUGP00000016737	ENSMUGG00000014325	Meriones_unguiculatus
MGP_SPRETEiJ_P0041690	MGP_SPRETEiJ_G0021188	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0039853	MGP_CAROLIEiJ_G0020295	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000025096	ENSMSIG00000021203	Mus_spicilegus
ENSMSIP00000019418	ENSMSIG00000016530	Mus_spicilegus
ENSMUSP00000000356	ENSMUSG00000000346	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0043203	MGP_PahariEiJ_G0020296	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000006239	ENSRNOG00000004628	Rattus_norvegicus
ENSJJAP00000018428	ENSJJAG00000019705	Jaculus_jaculus
ENSOCUP00000013182	ENSOCUG00000015348	Oryctolagus_cuniculus
ENSTSYP00000025856	ENSTSYG00000005505	Carlito_syrichta
ENSTSYP00000008891	ENSTSYG00000009700	Carlito_syrichta
ENSPTRP00000008454	ENSPTRG00000004952	Pan_troglodytes
ENSPPAP00000036805	ENSPPAG00000041139	Pan_paniscus
ENSGGOP00000019346	ENSGGOG00000026861	Gorilla_gorilla
ENSPPYP00000005163	ENSPPYG00000004524	Pongo_abelii
ENSNLEP00000026537	ENSNLEG00000031850	Nomascus_leucogenys
ENSPTEP00000031801	ENSPTEG00000030675	Piliocolobus_tephrosceles
ENSPTEP00000001381	ENSPTEG00000001497	Piliocolobus_tephrosceles
ENSRROP00000025997	ENSRROG00000036730	Rhinopithecus_roxellana
ENSRBIP00000041699	ENSRBIG00000044166	Rhinopithecus_bieti
ENSCANP00000006879	ENSCANG00000022744	Colobus_angolensis_palliatus
ENSMMUP00000045990	ENSMMUG00000001884	Macaca_mulatta
ENSMNEP00000020531	ENSMNEG00000034058	Macaca_nemestrina
ENSCATP00000003431	ENSCATG00000013180	Cercocebus_atys
ENSMLEP00000028150	ENSMLEG00000038258	Mandrillus_leucophaeus
ENSCSAP00000002209	ENSCSAG00000005901	Chlorocebus_sabaeus
ENSPANP00000023274	ENSPANG00000034814	Papio_anubis
ENSCATP00000019326	ENSCATG00000033452	Cercocebus_atys
ENSMFAP00000016247	ENSMFAG00000031319	Macaca_fascicularis
ENSMNEP00000009301	ENSMNEG00000029108	Macaca_nemestrina
ENSMLEP00000013021	ENSMLEG00000030683	Mandrillus_leucophaeus
ENSTGEP00000036697	ENSTGEG00000029194	Theropithecus_gelada
ENSRBIP00000030834	ENSRBIG00000039264	Rhinopithecus_bieti
ENSRROP00000045338	ENSRROG00000045576	Rhinopithecus_roxellana
ENSCANP00000018885	ENSCANG00000032878	Colobus_angolensis_palliatus
ENSPTRP00000091900	ENSPTRG00000049039	Pan_troglodytes
ENSPPAP00000033383	ENSPPAG00000039551	Pan_paniscus
ENSGGOP00000031736	ENSGGOG00000007480	Gorilla_gorilla
ENSSBOP00000033039	ENSSBOG00000032704	Saimiri_boliviensis_boliviensis
ENSCJAP00000062483	ENSCJAG00000039997	Callithrix_jacchus
ENSCCAP00000027260	ENSCCAG00000031449	Cebus_capucinus_imitator
ENSSBOP00000028160	ENSSBOG00000030482	Saimiri_boliviensis_boliviensis
ENSANAP00000011198	ENSANAG00000023562	Aotus_nancymaae
ENSSBOP00000005345	ENSSBOG00000019508	Saimiri_boliviensis_boliviensis
ENSCCAP00000033451	ENSCCAG00000034722	Cebus_capucinus_imitator
ENSSBOP00000025748	ENSSBOG00000029344	Saimiri_boliviensis_boliviensis
ENSCCAP00000037857	ENSCCAG00000036777	Cebus_capucinus_imitator
ENSCCAP00000000559	ENSCCAG00000003240	Cebus_capucinus_imitator
ENSSBOP00000019818	ENSSBOG00000026506	Saimiri_boliviensis_boliviensis
ENSCJAP00000066014	ENSCJAG00000055962	Callithrix_jacchus
ENSANAP00000018705	ENSANAG00000027175	Aotus_nancymaae
ENSOCUP00000032048	ENSOCUG00000030963	Oryctolagus_cuniculus
ENSUPAP00010007065	ENSUPAG00010005703	Urocitellus_parryii
ENSANAP00000008941	ENSANAG00000022498	Aotus_nancymaae
ENSTBEP00000011450	ENSTBEG00000013232	Tupaia_belangeri
ENSMLUP00000016814	ENSMLUG00000030547	Myotis_lucifugus
ENSMLUP00000009082	ENSMLUG00000009959	Myotis_lucifugus
ENSLAFP00000008360	ENSLAFG00000009982	Loxodonta_africana
ENSETEP00000001530	ENSETEG00000001886	Echinops_telfairi
ENSDNOP00000018033	ENSDNOG00000040311	Dasypus_novemcinctus
ENSCHOP00000000262	ENSCHOG00000000298	Choloepus_hoffmanni
ENSPCAP00000011412	ENSPCAG00000012282	Procavia_capensis
ENSEEUP00000007791	ENSEEUG00000008563	Erinaceus_europaeus
ENSPANP00000003460	ENSPANG00000017307	Papio_anubis
ENSTGEP00000005416	ENSTGEG00000004489	Theropithecus_gelada
ENSMFAP00000009016	ENSMFAG00000001009	Macaca_fascicularis
ENSP00000448051	ENSG00000183283	Homo_sapiens
ENSANAP00000029324	ENSANAG00000032411	Aotus_nancymaae
ENSPSMP00000009515	ENSPSMG00000006946	Prolemur_simus
ENSPPRP00000006418	ENSPPRG00000001865	Panthera_pardus
ENSPTIP00000022585	ENSPTIG00000019325	Panthera_tigris_altaica
ENSFCAP00000039709	ENSFCAG00000037900	Felis_catus
ENSAMEP00000002176	ENSAMEG00000002070	Ailuropoda_melanoleuca
ENSBBBP00000013764	ENSBBBG00000021506	Bison_bison_bison
ENSVURP00010009638	ENSVURG00010007459	Vombatus_ursinus
ENSPCIP00000021242	ENSPCIG00000016116	Phascolarctos_cinereus
ENSUMAP00000011422	ENSUMAG00000008583	Ursus_maritimus
ENSECAP00000031192	ENSECAG00000007313	Equus_caballus
ENSMEUP00000011797	ENSMEUG00000012943	Notamacropus_eugenii
ENSSHAP00000005907	ENSSHAG00000005151	Sarcophilus_harrisii
ENSXETP00000045126	ENSXETG00000018483	Xenopus_tropicalis
ENSLACP00000015199	ENSLACG00000013381	Latimeria_chalumnae
ENSAMXP00000051279	ENSAMXG00000030046	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005008895	ENSAMXG00005005085	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000016007	ENSPNAG00000022108	Pygocentrus_nattereri
ENSIPUP00000027704	ENSIPUG00000018760	Ictalurus_punctatus
ENSEEEP00000052098	ENSEEEG00000024437	Electrophorus_electricus
ENSDARP00000004236	ENSDARG00000007867	Danio_rerio
ENSDCDP00000032349	ENSDCDG00000022266	Denticeps_clupeoides
ENSAPEP00000032956	ENSAPEG00000023410	Amphiprion_percula
ENSAOCP00000030656	ENSAOCG00000021758	Amphiprion_ocellaris
ENSAPOP00000030040	ENSAPOG00000016349	Acanthochromis_polyacanthus
ENSSPAP00000025662	ENSSPAG00000019387	Stegastes_partitus
ENSACLP00000034030	ENSACLG00000023044	Astatotilapia_calliptera
ENSMZEP00005035468	ENSMZEG00005026503	Maylandia_zebra
ENSPNYP00000004401	ENSPNYG00000003401	Pundamilia_nyererei
ENSHBUP00000024350	ENSHBUG00000005704	Haplochromis_burtoni
ENSNBRP00000007051	ENSNBRG00000005522	Neolamprologus_brichardi
ENSONIP00000021023	ENSONIG00000016687	Oreochromis_niloticus
ENSACIP00000017831	ENSACIG00000013895	Amphilophus_citrinellus
ENSMAMP00000003591	ENSMAMG00000002447	Mastacembelus_armatus
ENSLBEP00000017624	ENSLBEG00000013608	Labrus_bergylta
ENSLBEP00000006747	ENSLBEG00000005210	Labrus_bergylta
ENSLCRP00005017019	ENSLCRG00005007060	Larimichthys_crocea
ENSMMOP00000022733	ENSMMOG00000017292	Mola_mola
ENSCGOP00000034344	ENSCGOG00000015932	Cottoperca_gobio
ENSGACP00000014449	ENSGACG00000010906	Gasterosteus_aculeatus
ENSATEP00000035115	ENSATEG00000024131	Anabas_testudineus
ENSBSLP00000026474	ENSBSLG00000013165	Betta_splendens
ENSPRNP00000036172	ENSPRNG00000018088	Parambassis_ranga
ENSSLDP00000018663	ENSSLDG00000014670	Seriola_lalandi_dorsalis
ENSSDUP00000003418	ENSSDUG00000002608	Seriola_dumerili
ENSCSEP00000023808	ENSCSEG00000015182	Cynoglossus_semilaevis
ENSLCAP00010049632	ENSLCAG00010023107	Lates_calcarifer
ENSCVAP00000025026	ENSCVAG00000009485	Cyprinodon_variegatus
ENSCVAP00000028056	ENSCVAG00000014855	Cyprinodon_variegatus
ENSFHEP00000005677	ENSFHEG00000006647	Fundulus_heteroclitus
ENSPLAP00000005084	ENSPLAG00000006909	Poecilia_latipinna
ENSPFOP00000011524	ENSPFOG00000011537	Poecilia_formosa
ENSPMEP00000032672	ENSPMEG00000020706	Poecilia_mexicana
ENSPREP00000033270	ENSPREG00000022545	Poecilia_reticulata
ENSXCOP00000019106	ENSXCOG00000014358	Xiphophorus_couchianus
ENSXMAP00000030718	ENSXMAG00000005189	Xiphophorus_maculatus
ENSGAFP00000030711	ENSGAFG00000020698	Gambusia_affinis
ENSKMAP00000007308	ENSKMAG00000005498	Kryptolebias_marmoratus
ENSORLP00015024082	ENSORLG00015004444	Oryzias_latipes_ASM223469v1
ENSORLP00000019474	ENSORLG00000015553	Oryzias_latipes_ASM223467v1
ENSORLP00020009484	ENSORLG00020010385	Oryzias_latipes_ASM223471v1
ENSOMEP00000034521	ENSOMEG00000000937	Oryzias_melastigma
ENSHCOP00000022054	ENSHCOG00000009369	Hippocampus_comes
ENSTRUP00000038398	ENSTRUG00000015026	Takifugu_rubripes
ENSMALP00000018088	ENSMALG00000012620	Monopterus_albus
ENSSMAP00000034029	ENSSMAG00000020808	Scophthalmus_maximus
ENSGWIP00000037803	ENSGWIG00000019420	Gouania_willdenowi
ENSPMGP00000028976	ENSPMGG00000023319	Periophthalmus_magnuspinnatus
ENSGMOP00000007993	ENSGMOG00000007477	Gadus_morhua
ENSHHUP00000030156	ENSHHUG00000019205	Hucho_hucho
ENSHHUP00000047570	ENSHHUG00000028907	Hucho_hucho
ENSELUP00000002211	ENSELUG00000003574	Esox_lucius
ENSSFOP00015028267	ENSSFOG00015018156	Scleropages_formosus
ENSPKIP00000017367	ENSPKIG00000003308	Paramormyrops_kingsleyae
ENSPKIP00000035859	ENSPKIG00000014645	Paramormyrops_kingsleyae
ENSLOCP00000005745	ENSLOCG00000004791	Lepisosteus_oculatus
ENSECRP00000008042	ENSECRG00000005367	Erpetoichthys_calabaricus
ENSCMIP00000011824	ENSCMIG00000006109	Callorhinchus_milii
ENSEBUP00000012782	ENSEBUG00000008111	Eptatretus_burgeri
ENSCSAVP00000012792	ENSCSAVG00000007517	Ciona_savignyi
ENSCINP00000031678	ENSCING00000020878	Ciona_intestinalis
FBpp0110136	FBgn0083961	Drosophila_melanogaster
