ENSTRUP00000007364	ENSTRUG00000024348	Takifugu_rubripes
ENSPMEP00000026796	ENSPMEG00000010712	Poecilia_mexicana
ENSMODP00000028287	ENSMODG00000004151	Monodelphis_domestica
ENSSLDP00000023939	ENSSLDG00000018672	Seriola_lalandi_dorsalis
ENSFALP00000003622	ENSFALG00000003470	Ficedula_albicollis
ENSTSYP00000012591	ENSTSYG00000013726	Carlito_syrichta
ENSSFOP00015024963	ENSSFOG00015016029	Scleropages_formosus
ENSHBUP00000012645	ENSHBUG00000014360	Haplochromis_burtoni
YNL119W_mRNA	YNL119W	Saccharomyces_cerevisiae_strain_S288C
ENSGAGP00000033008	ENSGAGG00000023576	Gopherus_agassizii
ENSCJPP00005018418	ENSCJPG00005014999	Coturnix_japonica
ENSHGLP00000022418	ENSHGLG00000015988	Heterocephalus_glaber_HetGla_female_1.0
ENSORLP00000036300	ENSORLG00000027844	Oryzias_latipes_ASM223467v1
ENSLCAP00010028117	ENSLCAG00010013230	Lates_calcarifer
ENSABRP00000025722	ENSABRG00000021547	Anser_brachyrhynchus
ENSBIXP00000008454	ENSBIXG00000014296	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMLUP00000008169	ENSMLUG00000008946	Myotis_lucifugus
ENSPPRP00000017151	ENSPPRG00000009232	Panthera_pardus
ENSSMRP00000008517	ENSSMRG00000006821	Salvator_merianae
ENSMSIP00000018088	ENSMSIG00000015427	Mus_spicilegus
ENSMLEP00000028636	ENSMLEG00000038526	Mandrillus_leucophaeus
ENSHHUP00000045791	ENSHHUG00000027903	Hucho_hucho
ENSMMMP00000011889	ENSMMMG00000010375	Marmota_marmota_marmota
ENSSSCP00000050378	ENSSSCG00000033920	Sus_scrofa_strain_reference
ENSMAMP00000013668	ENSMAMG00000009262	Mastacembelus_armatus
ENSPCAP00000004501	ENSPCAG00000004729	Procavia_capensis
ENSACLP00000007227	ENSACLG00000004899	Astatotilapia_calliptera
ENSMPUP00000008004	ENSMPUG00000008062	Mustela_putorius_furo
ENSECAP00000013909	ENSECAG00000016209	Equus_caballus
ENSCGOP00000027447	ENSCGOG00000012712	Cottoperca_gobio
ENSLCOP00000017467	ENSLCOG00000012361	Lepidothrix_coronata
ENSMFAP00000015487	ENSMFAG00000030941	Macaca_fascicularis
ENSAMXP00000011296	ENSAMXG00000010985	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000011296
ENSGAFP00000017154	ENSGAFG00000011584	Gambusia_affinis
ENSPPAP00000007888	ENSPPAG00000027154	Pan_paniscus
ENSOGAP00000000376	ENSOGAG00000000420	Otolemur_garnettii
ENSCAPP00000017379	ENSCAPG00000017053	Cavia_aperea
ENSPEMP00000017759	ENSPEMG00000016552	Peromyscus_maniculatus_bairdii
ENSDARP00000068045	ENSDARG00000051851	Danio_rerio
ENSAHAP00000016840	ENSAHAG00000011994	Apteryx_haastii
ENSPSMP00000013381	ENSPSMG00000009614	Prolemur_simus
ENSCPOP00000007884	ENSCPOG00000008782	Cavia_porcellus
ENSZALP00000000987	ENSZALG00000001217	Zonotrichia_albicollis
FBpp0303745	FBgn0032793	Drosophila_melanogaster	FBtr0331327
ENSSDUP00000021067	ENSSDUG00000015327	Seriola_dumerili
ENSHHUP00000008056	ENSHHUG00000004804	Hucho_hucho
ENSNGAP00000025403	ENSNGAG00000023366	Nannospalax_galili
ENSSMAP00000031232	ENSSMAG00000019141	Scophthalmus_maximus
ENSUAMP00000025777	ENSUAMG00000020028	Ursus_americanus
ENSCSEP00000026420	ENSCSEG00000016884	Cynoglossus_semilaevis
ENSLAFP00000004289	ENSLAFG00000005123	Loxodonta_africana
ENSSPUP00000009377	ENSSPUG00000007293	Sphenodon_punctatus
ENSMOCP00000005302	ENSMOCG00000004755	Microtus_ochrogaster
ENSNVIP00000011192	ENSNVIG00000008858	Neovison_vison
ENSTNIP00000008155	ENSTNIG00000005463	Tetraodon_nigroviridis
ENSTTRP00000005933	ENSTTRG00000006269	Tursiops_truncatus
ENSDCDP00000041988	ENSDCDG00000027142	Denticeps_clupeoides	ENSDCDT00000053019
ENSCGRP00000024976	ENSCGRG00000018087	Cricetulus_griseus_CriGri_1.0
ENSEEUP00000000321	ENSEEUG00000000366	Erinaceus_europaeus
ENSIPUP00000035236	ENSIPUG00000023630	Ictalurus_punctatus
ENSPKIP00000024817	ENSPKIG00000007920	Paramormyrops_kingsleyae
ENSPVIP00000015720	ENSPVIG00000012117	Pogona_vitticeps
ENSMUNP00000000658	ENSMUNG00000000621	Melopsittacus_undulatus
ENSVVUP00000004287	ENSVVUG00000003254	Vulpes_vulpes
ENSGGOP00000012269	ENSGGOG00000012573	Gorilla_gorilla
ENSLCRP00005047890	ENSLCRG00005018133	Larimichthys_crocea
ENSXETP00000031452	ENSXETG00000011663	Xenopus_tropicalis	ENSXETT00000021276
ENSACAP00000006628	ENSACAG00000006759	Anolis_carolinensis
ENSNBRP00000025295	ENSNBRG00000019315	Neolamprologus_brichardi
ENSJJAP00000024132	ENSJJAG00000023678	Jaculus_jaculus
ENSSTOP00000003572	ENSSTOG00000003978	Ictidomys_tridecemlineatus
ENSCCEP00000017195	ENSCCEG00000015969	Cyanistes_caeruleus
ENSDNOP00000018522	ENSDNOG00000037625	Dasypus_novemcinctus
ENSFDAP00000015723	ENSFDAG00000003801	Fukomys_damarensis
ENSAOWP00000018047	ENSAOWG00000012328	Apteryx_owenii
ENSMAUP00000022691	ENSMAUG00000020048	Mesocricetus_auratus
ENSECRP00000017388	ENSECRG00000011586	Erpetoichthys_calabaricus
ENSCMIP00000035036	ENSCMIG00000014853	Callorhinchus_milii
ENSMGAP00000007942	ENSMGAG00000007782	Meleagris_gallopavo
ENSUMAP00000010998	ENSUMAG00000008282	Ursus_maritimus
ENSNLEP00000033493	ENSNLEG00000000604	Nomascus_leucogenys
ENSCLAP00000000020	ENSCLAG00000000045	Chinchilla_lanigera
ENSPRNP00000023352	ENSPRNG00000011928	Parambassis_ranga
ENSUPAP00010019602	ENSUPAG00010015526	Urocitellus_parryii
ENSMNEP00000035610	ENSMNEG00000040954	Macaca_nemestrina
ENSXMAP00000014755	ENSXMAG00000014730	Xiphophorus_maculatus
ENSPVAP00000016384	ENSPVAG00000017361	Pteropus_vampyrus
ENSLACP00000003044	ENSLACG00000002723	Latimeria_chalumnae	ENSLACT00000003071
ENSSBOP00000011785	ENSSBOG00000022690	Saimiri_boliviensis_boliviensis
ENSCSAVP00000011161	ENSCSAVG00000006523	Ciona_savignyi
F29F11.3.1	WBGene00009256	Caenorhabditis_elegans_strain_N2	F29F11.3.1
ENSSCAP00000009248	ENSSCAG00000007061	Serinus_canaria
ENSSPAP00000005291	ENSSPAG00000004107	Stegastes_partitus
ENSGALP00000069599	ENSGALG00000046674	Gallus_gallus
ENSOANP00000014857	ENSOANG00000009341	Ornithorhynchus_anatinus
ENSGMOP00000005596	ENSGMOG00000005269	Gadus_morhua
ENSPTEP00000040710	ENSPTEG00000037446	Piliocolobus_tephrosceles
ENSANAP00000039765	ENSANAG00000037259	Aotus_nancymaae
ENSEBUP00000008551	ENSEBUG00000005513	Eptatretus_burgeri
ENSPVIP00000005136	ENSPVIG00000004177	Pogona_vitticeps
ENSCGRP00001019241	ENSCGRG00001018738	Cricetulus_griseus_CHOK1GS_HDv1
ENSCAFP00000029443	ENSCAFG00000019873	Canis_lupus_familiaris
ENSRROP00000033517	ENSRROG00000040333	Rhinopithecus_roxellana
ENSBMUP00000017680	ENSBMUG00000013372	Bos_mutus
ENSPFOP00000015689	ENSPFOG00000015597	Poecilia_formosa
ENSMZEP00005037847	ENSMZEG00005028237	Maylandia_zebra
ENSFCAP00000056938	ENSFCAG00000005923	Felis_catus
ENSCHIP00000013435	ENSCHIG00000014854	Capra_hircus
ENSVURP00010027218	ENSVURG00010020832	Vombatus_ursinus
ENSPFOP00000030260	ENSPFOG00000022948	Poecilia_formosa
ENSGWIP00000014579	ENSGWIG00000008213	Gouania_willdenowi
ENSPCOP00000002081	ENSPCOG00000006406	Propithecus_coquereli
ENSOARP00000014045	ENSOARG00000013112	Ovis_aries
ENSLSDP00000007645	ENSLSDG00000005744	Lonchura_striata_domestica
ENSRBIP00000043664	ENSRBIG00000044987	Rhinopithecus_bieti
ENSMUSP00000112113	ENSMUSG00000049482	Mus_musculus_strain_reference_(CL57BL6)
ENSMMUP00000077869	ENSMMUG00000007251	Macaca_mulatta
ENSMMOP00000010342	ENSMMOG00000007978	Mola_mola
ENSLBEP00000019846	ENSLBEG00000015265	Labrus_bergylta
ENSGACP00000003323	ENSGACG00000002530	Gasterosteus_aculeatus
ENSPMJP00000018460	ENSPMJG00000013847	Parus_major
ENSCPUP00000013706	ENSCPUG00000009715	Calidris_pugnax
ENSTGEP00000025566	ENSTGEG00000020594	Theropithecus_gelada
ENSAPOP00000020470	ENSAPOG00000024041	Acanthochromis_polyacanthus
ENSSDAP00000006899	ENSSDAG00000006327	Spermophilus_dauricus
ENSSHAP00000008503	ENSSHAG00000007366	Sarcophilus_harrisii
ENSFHEP00000028835	ENSFHEG00000013194	Fundulus_heteroclitus
ENSCSAP00000015018	ENSCSAG00000003023	Chlorocebus_sabaeus
ENSCVAP00000031814	ENSCVAG00000021371	Cyprinodon_variegatus
ENSDORP00000026436	ENSDORG00000026184	Dipodomys_ordii
ENSNSUP00000012058	ENSNSUG00000009038	Notechis_scutatus
ENSONIP00000011525	ENSONIG00000009166	Oreochromis_niloticus
ENSPLAP00000016523	ENSPLAG00000020692	Poecilia_latipinna
ENSHCOP00000007167	ENSHCOG00000009126	Hippocampus_comes
ENSCABP00000004648	ENSCABG00000003501	Chelonoidis_abingdonii
ENSCATP00000018465	ENSCATG00000033042	Cercocebus_atys
ENSCPRP00005009824	ENSCPRG00005007019	Crocodylus_porosus
ENSPANP00000038294	ENSPANG00000008403	Papio_anubis
ENSP00000456908	ENSG00000174177	Homo_sapiens
MGP_CAROLIEiJ_P0086365	MGP_CAROLIEiJ_G0031664	Mus_caroli_strain_CAROLI_EIJ
ENSPCIP00000009080	ENSPCIG00000007465	Phascolarctos_cinereus
ENSELUP00000038769	ENSELUG00000018711	Esox_lucius
ENSCSAVP00000011166	ENSCSAVG00000006526	Ciona_savignyi
ENSEEEP00000041613	ENSEEEG00000019678	Electrophorus_electricus
ENSETEP00000007863	ENSETEG00000009674	Echinops_telfairi
ENSAOCP00000007398	ENSAOCG00000011153	Amphiprion_ocellaris
ENSMALP00000014307	ENSMALG00000010056	Monopterus_albus
ENSCCAP00000026260	ENSCCAG00000030905	Cebus_capucinus_imitator
ENSAMEP00000019193	ENSAMEG00000018152	Ailuropoda_melanoleuca
ENSCINP00000013006	ENSCING00000006318	Ciona_intestinalis
ENSEASP00005000697	ENSEASG00005000626	Equus_asinus_asinus
ENSCLAP00000001172	ENSCLAG00000000894	Chinchilla_lanigera
