ENSPMAP00000009462	ENSPMAG00000008577	Petromyzon_marinus	ENSPMAT00000009502
ENSEBUP00000006511	ENSEBUG00000004284	Eptatretus_burgeri	ENSEBUT00000006967
ENSPMAP00000003468	ENSPMAG00000003174	Petromyzon_marinus	ENSPMAT00000003483
ENSCMIP00000004028	ENSCMIG00000002411	Callorhinchus_milii
ENSBIXP00005017084	ENSBIXG00005007344	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000062215	ENSBTAG00000021808	Bos_taurus
ENSBMUP00000030715	ENSBMUG00000022951	Bos_mutus
ENSBBBP00000027664	ENSBBBG00000024120	Bison_bison_bison
ENSSSCP00000033312	ENSSSCG00000032967	Sus_scrofa_strain_reference
ENSSARP00000004087	ENSSARG00000004502	Sorex_araneus
ENSUAMP00000035707	ENSUAMG00000027084	Ursus_americanus
ENSUMAP00000008552	ENSUMAG00000006493	Ursus_maritimus
ENSAMEP00000007579	ENSAMEG00000007171	Ailuropoda_melanoleuca
ENSMPUP00000014636	ENSMPUG00000014745	Mustela_putorius_furo
ENSNVIP00000009383	ENSNVIG00000007329	Neovison_vison
ENSCAFP00020016666	ENSCAFG00020013365	Canis_lupus_dingo
ENSCAFP00000013049	ENSCAFG00000008857	Canis_lupus_familiaris
ENSVVUP00000026745	ENSVVUG00000019645	Vulpes_vulpes
ENSPTIP00000015767	ENSPTIG00000014703	Panthera_tigris_altaica
ENSPPRP00000029514	ENSPPRG00000022329	Panthera_pardus
ENSFCAP00000040461	ENSFCAG00000000080	Felis_catus
ENSMLUP00000010026	ENSMLUG00000010986	Myotis_lucifugus
ENSPVAP00000009250	ENSPVAG00000009816	Pteropus_vampyrus
ENSEEUP00000011078	ENSEEUG00000012142	Erinaceus_europaeus
ENSEASP00005000454	ENSEASG00005000426	Equus_asinus_asinus
ENSECAP00000010205	ENSECAG00000012018	Equus_caballus
ENSCHOP00000006265	ENSCHOG00000007069	Choloepus_hoffmanni
ENSDNOP00000023799	ENSDNOG00000043665	Dasypus_novemcinctus
ENSOCUP00000006399	ENSOCUG00000007401	Oryctolagus_cuniculus
ENSOPRP00000006554	ENSOPRG00000007154	Ochotona_princeps
ENSETEP00000012824	ENSETEG00000015811	Echinops_telfairi
ENSVURP00010008134	ENSVURG00010006214	Vombatus_ursinus
ENSPCIP00000052306	ENSPCIG00000027695	Phascolarctos_cinereus
ENSMEUP00000008636	ENSMEUG00000009459	Notamacropus_eugenii
ENSSHAP00000007499	ENSSHAG00000006517	Sarcophilus_harrisii
ENSMODP00000012462	ENSMODG00000009950	Monodelphis_domestica
ENSOANP00000020312	ENSOANG00000012839	Ornithorhynchus_anatinus
ENSXETP00000003115	ENSXETG00000003654	Xenopus_tropicalis
ENSLACP00000019376	ENSLACG00000017043	Latimeria_chalumnae
ENSPKIP00000008791	ENSPKIG00000024143	Paramormyrops_kingsleyae
ENSSFOP00015020554	ENSSFOG00015013226	Scleropages_formosus
ENSAMXP00005038059	ENSAMXG00005017815	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018109	ENSAMXG00000017573	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031647	ENSPNAG00000019154	Pygocentrus_nattereri
ENSEEEP00000052261	ENSEEEG00000024507	Electrophorus_electricus
ENSDARP00000081714	ENSDARG00000001881	Danio_rerio
ENSDCDP00000048873	ENSDCDG00000030140	Denticeps_clupeoides
ENSCHAP00000008308	ENSCHAG00000004439	Clupea_harengus
ENSCSEP00000032675	ENSCSEG00000020971	Cynoglossus_semilaevis
ENSSMAP00000000880	ENSSMAG00000000545	Scophthalmus_maximus
ENSGWIP00000022456	ENSGWIG00000009146	Gouania_willdenowi
ENSTNIP00000004572	ENSTNIG00000002136	Tetraodon_nigroviridis
ENSTNIP00000007946	ENSTNIG00000005267	Tetraodon_nigroviridis
ENSTRUP00000001187	ENSTRUG00000000500	Takifugu_rubripes
ENSMMOP00000016249	ENSMMOG00000012404	Mola_mola
ENSBSLP00000029328	ENSBSLG00000013440	Betta_splendens
ENSGACP00000003982	ENSGACG00000003036	Gasterosteus_aculeatus
ENSXMAP00000032815	ENSXMAG00000017350	Xiphophorus_maculatus
ENSXCOP00000016838	ENSXCOG00000011685	Xiphophorus_couchianus
ENSGAFP00000018263	ENSGAFG00000012358	Gambusia_affinis
ENSPFOP00000012366	ENSPFOG00000012306	Poecilia_formosa
ENSPLAP00000003499	ENSPLAG00000005006	Poecilia_latipinna
ENSPREP00000010329	ENSPREG00000007039	Poecilia_reticulata
ENSPMEP00000022661	ENSPMEG00000003801	Poecilia_mexicana
ENSFHEP00000014813	ENSFHEG00000017360	Fundulus_heteroclitus
ENSCVAP00000028500	ENSCVAG00000015659	Cyprinodon_variegatus
ENSKMAP00000016067	ENSKMAG00000011986	Kryptolebias_marmoratus
ENSORLP00015029252	ENSORLG00015012315	Oryzias_latipes_ASM223469v1
ENSORLP00000043181	ENSORLG00000012349	Oryzias_latipes_ASM223467v1
ENSORLP00020032136	ENSORLG00020017529	Oryzias_latipes_ASM223471v1
ENSOMEP00000025243	ENSOMEG00000006382	Oryzias_melastigma
ENSAOCP00000007727	ENSAOCG00000011603	Amphiprion_ocellaris
ENSAPEP00000023799	ENSAPEG00000016908	Amphiprion_percula
ENSAPOP00000022475	ENSAPOG00000003741	Acanthochromis_polyacanthus
ENSSPAP00000021859	ENSSPAG00000016503	Stegastes_partitus
ENSMZEP00005034894	ENSMZEG00005026094	Maylandia_zebra
ENSHBUP00000028169	ENSHBUG00000011861	Haplochromis_burtoni
ENSPNYP00000027913	ENSPNYG00000021002	Pundamilia_nyererei
ENSNBRP00000030180	ENSNBRG00000022952	Neolamprologus_brichardi
ENSONIP00000021495	ENSONIG00000017045	Oreochromis_niloticus
ENSACIP00000000025	ENSACIG00000000023	Amphilophus_citrinellus
ENSMALP00000032481	ENSMALG00000022373	Monopterus_albus
ENSATEP00000024327	ENSATEG00000016851	Anabas_testudineus
ENSPRNP00000021934	ENSPRNG00000011296	Parambassis_ranga
ENSSDUP00000031167	ENSSDUG00000021854	Seriola_dumerili
ENSSLDP00000013103	ENSSLDG00000010401	Seriola_lalandi_dorsalis
ENSLCAP00010042050	ENSLCAG00010019670	Lates_calcarifer
ENSCGOP00000017326	ENSCGOG00000006066	Cottoperca_gobio
ENSLCRP00005021881	ENSLCRG00005007064	Larimichthys_crocea
ENSMAMP00000035963	ENSMAMG00000024145	Mastacembelus_armatus
ENSLBEP00000025609	ENSLBEG00000019521	Labrus_bergylta
ENSHCOP00000015692	ENSHCOG00000019374	Hippocampus_comes
ENSPMGP00000012142	ENSPMGG00000004494	Periophthalmus_magnuspinnatus
ENSGMOP00000010265	ENSGMOG00000009603	Gadus_morhua
ENSHHUP00000053045	ENSHHUG00000031799	Hucho_hucho
ENSELUP00000015292	ENSELUG00000015287	Esox_lucius
ENSSFOP00015004911	ENSSFOG00015002480	Scleropages_formosus
ENSLOCP00000009001	ENSLOCG00000007413	Lepisosteus_oculatus
ENSPMGP00000029082	ENSPMGG00000023409	Periophthalmus_magnuspinnatus
ENSHHUP00000019445	ENSHHUG00000012160	Hucho_hucho
ENSAMXP00000048180	ENSAMXG00000004503	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005048113	ENSAMXG00005021745	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019085	ENSPNAG00000025621	Pygocentrus_nattereri
ENSIPUP00000008977	ENSIPUG00000005603	Ictalurus_punctatus
ENSEEEP00000016557	ENSEEEG00000008005	Electrophorus_electricus
ENSDARP00000100850	ENSDARG00000076030	Danio_rerio
ENSCHAP00000053249	ENSCHAG00000024204	Clupea_harengus
ENSGWIP00000043318	ENSGWIG00000021542	Gouania_willdenowi
ENSHCOP00000020464	ENSHCOG00000006730	Hippocampus_comes
ENSCSEP00000001879	ENSCSEG00000001270	Cynoglossus_semilaevis
ENSTNIP00000018152	ENSTNIG00000015098	Tetraodon_nigroviridis
ENSGACP00000011323	ENSGACG00000008568	Gasterosteus_aculeatus
ENSCGOP00000035632	ENSCGOG00000016326	Cottoperca_gobio
ENSLCRP00005019699	ENSLCRG00005007983	Larimichthys_crocea
ENSMMOP00000006524	ENSMMOG00000005100	Mola_mola
ENSAPEP00000031063	ENSAPEG00000021951	Amphiprion_percula
ENSAOCP00000005305	ENSAOCG00000008945	Amphiprion_ocellaris
ENSAPOP00000024222	ENSAPOG00000006785	Acanthochromis_polyacanthus
ENSSPAP00000026350	ENSSPAG00000019859	Stegastes_partitus
ENSPRNP00000047106	ENSPRNG00000022123	Parambassis_ranga
ENSFHEP00000020954	ENSFHEG00000022939	Fundulus_heteroclitus
ENSCVAP00000022397	ENSCVAG00000005144	Cyprinodon_variegatus
ENSXMAP00000025589	ENSXMAG00000029132	Xiphophorus_maculatus
ENSXMAP00000010678	ENSXMAG00000010645	Xiphophorus_maculatus
ENSXCOP00000008617	ENSXCOG00000006566	Xiphophorus_couchianus
ENSPFOP00000029890	ENSPFOG00000023304	Poecilia_formosa
ENSPMEP00000026662	ENSPMEG00000010519	Poecilia_mexicana
ENSPREP00000032714	ENSPREG00000022183	Poecilia_reticulata
ENSPREP00000032722	ENSPREG00000022186	Poecilia_reticulata
ENSPLAP00000027693	ENSPLAG00000016471	Poecilia_latipinna
ENSPLAP00000013045	ENSPLAG00000016491	Poecilia_latipinna
ENSGAFP00000012153	ENSGAFG00000005901	Gambusia_affinis
ENSKMAP00000008192	ENSKMAG00000006152	Kryptolebias_marmoratus
ENSORLP00020026795	ENSORLG00020009539	Oryzias_latipes_ASM223471v1
ENSORLP00015022410	ENSORLG00015001823	Oryzias_latipes_ASM223469v1
ENSORLP00000038691	ENSORLG00000006945	Oryzias_latipes_ASM223467v1
ENSOMEP00000033278	ENSOMEG00000019194	Oryzias_melastigma
ENSACLP00000004953	ENSACLG00000003302	Astatotilapia_calliptera
ENSHBUP00000021215	ENSHBUG00000023538	Haplochromis_burtoni
ENSONIP00000015040	ENSONIG00000011945	Oreochromis_niloticus
ENSNBRP00000018876	ENSNBRG00000014539	Neolamprologus_brichardi
ENSACIP00000000500	ENSACIG00000000277	Amphilophus_citrinellus
ENSLCAP00010039284	ENSLCAG00010018362	Lates_calcarifer
ENSSMAP00000001772	ENSSMAG00000001088	Scophthalmus_maximus
ENSSLDP00000009699	ENSSLDG00000006055	Seriola_lalandi_dorsalis
ENSSDUP00000015491	ENSSDUG00000011285	Seriola_dumerili
ENSMALP00000025694	ENSMALG00000017488	Monopterus_albus
ENSMAMP00000006041	ENSMAMG00000004086	Mastacembelus_armatus
ENSATEP00000030672	ENSATEG00000021180	Anabas_testudineus
ENSMZEP00005036518	ENSMZEG00005027254	Maylandia_zebra
ENSPNYP00000028707	ENSPNYG00000021623	Pundamilia_nyererei
ENSLBEP00000017384	ENSLBEG00000013400	Labrus_bergylta
ENSTRUP00000039927	ENSTRUG00000015617	Takifugu_rubripes
ENSPMGP00000029083	ENSPMGG00000023413	Periophthalmus_magnuspinnatus
ENSHHUP00000075049	ENSHHUG00000043979	Hucho_hucho
ENSPNAP00000035556	ENSPNAG00000025634	Pygocentrus_nattereri
ENSGMOP00000008868	ENSGMOG00000008288	Gadus_morhua
ENSHHUP00000011698	ENSHHUG00000007135	Hucho_hucho
ENSHHUP00000020747	ENSHHUG00000012994	Hucho_hucho
ENSHHUP00000077949	ENSHHUG00000045498	Hucho_hucho
ENSELUP00000009932	ENSELUG00000010451	Esox_lucius
ENSSPAP00000010065	ENSSPAG00000007678	Stegastes_partitus
ENSSMRP00000008795	ENSSMRG00000007036	Salvator_merianae
ENSDCDP00000017440	ENSDCDG00000009942	Denticeps_clupeoides
ENSECRP00000017187	ENSECRG00000011404	Erpetoichthys_calabaricus
ENSECRP00000028725	ENSECRG00000017459	Erpetoichthys_calabaricus
ENSBSLP00000055816	ENSBSLG00000026022	Betta_splendens
ENSGACP00000001586	ENSGACG00000001218	Gasterosteus_aculeatus
ENSCGOP00000015865	ENSCGOG00000004634	Cottoperca_gobio
ENSLBEP00000021527	ENSLBEG00000016524	Labrus_bergylta
ENSTRUP00000037153	ENSTRUG00000014531	Takifugu_rubripes
ENSTNIP00000018770	ENSTNIG00000015695	Tetraodon_nigroviridis
ENSMMOP00000025829	ENSMMOG00000019589	Mola_mola
ENSLCRP00005047967	ENSLCRG00005017846	Larimichthys_crocea
ENSSDUP00000016774	ENSSDUG00000012235	Seriola_dumerili
ENSSLDP00000015326	ENSSLDG00000012176	Seriola_lalandi_dorsalis
ENSLCAP00010028162	ENSLCAG00010012825	Lates_calcarifer
ENSMAMP00000029494	ENSMAMG00000019860	Mastacembelus_armatus
ENSMALP00000003345	ENSMALG00000002445	Monopterus_albus
ENSATEP00000005056	ENSATEG00000003524	Anabas_testudineus
ENSFHEP00000030743	ENSFHEG00000016221	Fundulus_heteroclitus
ENSCVAP00000031552	ENSCVAG00000020888	Cyprinodon_variegatus
ENSXMAP00000041842	ENSXMAG00000007962	Xiphophorus_maculatus
ENSXMAP00000026658	ENSXMAG00000024250	Xiphophorus_maculatus
ENSXCOP00000011919	ENSXCOG00000009021	Xiphophorus_couchianus
ENSGAFP00000005170	ENSGAFG00000003505	Gambusia_affinis
ENSPFOP00000017231	ENSPFOG00000017124	Poecilia_formosa
ENSPMEP00000033574	ENSPMEG00000022214	Poecilia_mexicana
ENSPLAP00000013098	ENSPLAG00000016556	Poecilia_latipinna
ENSPREP00000003969	ENSPREG00000002834	Poecilia_reticulata
ENSKMAP00000007681	ENSKMAG00000005774	Kryptolebias_marmoratus
ENSORLP00020031959	ENSORLG00020017287	Oryzias_latipes_ASM223471v1
ENSORLP00015018885	ENSORLG00015019966	Oryzias_latipes_ASM223469v1
ENSORLP00000038647	ENSORLG00000024066	Oryzias_latipes_ASM223467v1
ENSOMEP00000015591	ENSOMEG00000000427	Oryzias_melastigma
ENSGWIP00000007993	ENSGWIG00000004654	Gouania_willdenowi
ENSAOCP00000025881	ENSAOCG00000013774	Amphiprion_ocellaris
ENSAPEP00000001284	ENSAPEG00000000953	Amphiprion_percula
ENSAPOP00000011943	ENSAPOG00000014606	Acanthochromis_polyacanthus
ENSSPAP00000020885	ENSSPAG00000015726	Stegastes_partitus
ENSMZEP00005025243	ENSMZEG00005018844	Maylandia_zebra
ENSACLP00000029506	ENSACLG00000019964	Astatotilapia_calliptera
ENSHBUP00000010100	ENSHBUG00000011640	Haplochromis_burtoni
ENSNBRP00000000692	ENSNBRG00000000606	Neolamprologus_brichardi
ENSPNYP00000015777	ENSPNYG00000011945	Pundamilia_nyererei
ENSONIP00000021470	ENSONIG00000017022	Oreochromis_niloticus
ENSACIP00000004054	ENSACIG00000003200	Amphilophus_citrinellus
ENSPRNP00000021693	ENSPRNG00000008154	Parambassis_ranga
ENSSMAP00000010515	ENSSMAG00000006462	Scophthalmus_maximus
ENSCSEP00000005342	ENSCSEG00000003446	Cynoglossus_semilaevis
ENSPMGP00000006029	ENSPMGG00000005066	Periophthalmus_magnuspinnatus
ENSHCOP00000013438	ENSHCOG00000016598	Hippocampus_comes
ENSGMOP00000013904	ENSGMOG00000013002	Gadus_morhua
ENSHHUP00000011065	ENSHHUG00000005828	Hucho_hucho
ENSHHUP00000087984	ENSHHUG00000050777	Hucho_hucho
ENSELUP00000030010	ENSELUG00000007099	Esox_lucius
ENSAMXP00005056789	ENSAMXG00005025121	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000047542	ENSAMXG00000031115	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000036277	ENSPNAG00000026955	Pygocentrus_nattereri
ENSIPUP00000001771	ENSIPUG00000001244	Ictalurus_punctatus
ENSEEEP00000024076	ENSEEEG00000011181	Electrophorus_electricus
ENSDARP00000022331	ENSDARG00000009738	Danio_rerio
ENSCHAP00000012838	ENSCHAG00000006488	Clupea_harengus
ENSDCDP00000051423	ENSDCDG00000029114	Denticeps_clupeoides
ENSAMXP00005013674	ENSAMXG00005007019	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051312	ENSAMXG00000034338	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000014581	ENSPNAG00000020505	Pygocentrus_nattereri
ENSIPUP00000018740	ENSIPUG00000012735	Ictalurus_punctatus
ENSEEEP00000041187	ENSEEEG00000019174	Electrophorus_electricus
ENSDARP00000083997	ENSDARG00000062174	Danio_rerio
ENSCGOP00000015467	ENSCGOG00000007095	Cottoperca_gobio
ENSGACP00000019536	ENSGACG00000014790	Gasterosteus_aculeatus
ENSTRUP00000016304	ENSTRUG00000006633	Takifugu_rubripes
ENSTNIP00000017481	ENSTNIG00000014461	Tetraodon_nigroviridis
ENSMMOP00000005877	ENSMMOG00000004613	Mola_mola
ENSLCRP00005064247	ENSLCRG00005023338	Larimichthys_crocea
ENSLBEP00000011095	ENSLBEG00000008540	Labrus_bergylta
ENSLCAP00010043297	ENSLCAG00010019817	Lates_calcarifer
ENSSMAP00000020859	ENSSMAG00000012768	Scophthalmus_maximus
ENSSLDP00000003131	ENSSLDG00000002452	Seriola_lalandi_dorsalis
ENSSDUP00000033165	ENSSDUG00000023823	Seriola_dumerili
ENSMALP00000024993	ENSMALG00000017389	Monopterus_albus
ENSMAMP00000031992	ENSMAMG00000021521	Mastacembelus_armatus
ENSBSLP00000025967	ENSBSLG00000012240	Betta_splendens
ENSATEP00000028581	ENSATEG00000019703	Anabas_testudineus
ENSPFOP00000005941	ENSPFOG00000005922	Poecilia_formosa
ENSPMEP00000019317	ENSPMEG00000022341	Poecilia_mexicana
ENSPLAP00000017439	ENSPLAG00000021862	Poecilia_latipinna
ENSPREP00000017660	ENSPREG00000011944	Poecilia_reticulata
ENSXMAP00000004276	ENSXMAG00000004242	Xiphophorus_maculatus
ENSXCOP00000027189	ENSXCOG00000020303	Xiphophorus_couchianus
ENSGAFP00000005749	ENSGAFG00000003887	Gambusia_affinis
ENSCVAP00000006565	ENSCVAG00000008167	Cyprinodon_variegatus
ENSFHEP00000021151	ENSFHEG00000023188	Fundulus_heteroclitus
ENSKMAP00000016662	ENSKMAG00000012423	Kryptolebias_marmoratus
ENSACLP00000002806	ENSACLG00000001924	Astatotilapia_calliptera
ENSMZEP00005023363	ENSMZEG00005017483	Maylandia_zebra
ENSHBUP00000014092	ENSHBUG00000015918	Haplochromis_burtoni
ENSPNYP00000007443	ENSPNYG00000005681	Pundamilia_nyererei
ENSNBRP00000026884	ENSNBRG00000020516	Neolamprologus_brichardi
ENSONIP00000019102	ENSONIG00000015177	Oreochromis_niloticus
ENSACIP00000015048	ENSACIG00000011680	Amphilophus_citrinellus
ENSAPEP00000026073	ENSAPEG00000018520	Amphiprion_percula
ENSAOCP00000029023	ENSAOCG00000019044	Amphiprion_ocellaris
ENSSPAP00000015893	ENSSPAG00000011963	Stegastes_partitus
ENSAPOP00000022922	ENSAPOG00000004443	Acanthochromis_polyacanthus
ENSPRNP00000025705	ENSPRNG00000009470	Parambassis_ranga
ENSHCOP00000006687	ENSHCOG00000008545	Hippocampus_comes
ENSPMGP00000024489	ENSPMGG00000019813	Periophthalmus_magnuspinnatus
ENSORLP00000008195	ENSORLG00000006530	Oryzias_latipes_ASM223467v1
ENSORLP00000026874	ENSORLG00000029925	Oryzias_latipes_ASM223467v1
ENSORLP00020007775	ENSORLG00020008736	Oryzias_latipes_ASM223471v1
ENSORLP00015028923	ENSORLG00015011833	Oryzias_latipes_ASM223469v1
ENSOMEP00000006023	ENSOMEG00000007060	Oryzias_melastigma
ENSGWIP00000019697	ENSGWIG00000010496	Gouania_willdenowi
ENSGMOP00000017084	ENSGMOG00000015927	Gadus_morhua
ENSHHUP00000081997	ENSHHUG00000047624	Hucho_hucho
ENSHHUP00000000447	ENSHHUG00000000315	Hucho_hucho
ENSELUP00000000693	ENSELUG00000002249	Esox_lucius
ENSSFOP00015033217	ENSSFOG00015021193	Scleropages_formosus
ENSSFOP00015008530	ENSSFOG00015005549	Scleropages_formosus
ENSPKIP00000002946	ENSPKIG00000020644	Paramormyrops_kingsleyae
ENSLOCP00000003025	ENSLOCG00000002565	Lepisosteus_oculatus
ENSECRP00000025743	ENSECRG00000017312	Erpetoichthys_calabaricus
ENSMUNP00000015359	ENSMUNG00000011871	Melopsittacus_undulatus
ENSAPLP00000023858	ENSAPLG00000009361	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000028148	ENSAHAG00000019567	Apteryx_haastii
ENSARWP00000015104	ENSARWG00000010446	Apteryx_rowi
ENSAOWP00000014351	ENSAOWG00000009798	Apteryx_owenii
ENSDNVP00000023804	ENSDNVG00000016546	Dromaius_novaehollandiae
ENSCPGP00000020340	ENSCPGG00000014240	Calidris_pygmaea
ENSCPUP00000016508	ENSCPUG00000011415	Calidris_pugnax
ENSSCAP00000006274	ENSSCAG00000004889	Serinus_canaria
ENSLSDP00000005626	ENSLSDG00000004362	Lonchura_striata_domestica
