ENSMVIP00005024487	ENSMVIG00005017191	Manacus_vitellinus
ENSPVAP00000013372	ENSPVAG00000014191	Pteropus_vampyrus
ENSUAMP00000019143	ENSUAMG00000015123	Ursus_americanus
ENSMLUP00000019002	ENSMLUG00000023066	Myotis_lucifugus
ENSMUGP00000011576	ENSMUGG00000010139	Meriones_unguiculatus
ENSPSMP00000021921	ENSPSMG00000015511	Prolemur_simus
ENSUMAP00000030908	ENSUMAG00000022332	Ursus_maritimus
ENSCHOP00000011845	ENSCHOG00000013373	Choloepus_hoffmanni
ENSCCNP00000013122	ENSCCNG00000013657	Castor_canadensis
ENSDORP00000002671	ENSDORG00000002844	Dipodomys_ordii
ENSUPAP00010020633	ENSUPAG00010016349	Urocitellus_parryii
ENSSTOP00000018121	ENSSTOG00000025098	Ictidomys_tridecemlineatus
ENSSDAP00000017191	ENSSDAG00000015352	Spermophilus_dauricus
ENSMMMP00000001777	ENSMMMG00000001505	Marmota_marmota_marmota
ENSPEMP00000029573	ENSPEMG00000020063	Peromyscus_maniculatus_bairdii
ENSMOCP00000023677	ENSMOCG00000020322	Microtus_ochrogaster
ENSCGRP00015023214	ENSCGRG00015017610	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017217	ENSCGRG00000012518	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000930	ENSCGRG00001000711	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000023559	ENSMAUG00000020678	Mesocricetus_auratus
MGP_SPRETEiJ_P0023150	MGP_SPRETEiJ_G0015873	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000031275	ENSMSIG00000026194	Mus_spicilegus
ENSMUSP00000016638	ENSMUSG00000016494	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0022072	MGP_CAROLIEiJ_G0015073	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077314	MGP_PahariEiJ_G0028305	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074896	ENSRNOG00000045558	Rattus_norvegicus
ENSMUGP00000024128	ENSMUGG00000020169	Meriones_unguiculatus
ENSNGAP00000016351	ENSNGAG00000017108	Nannospalax_galili
ENSJJAP00000020016	ENSJJAG00000020811	Jaculus_jaculus
ENSCPOP00000013452	ENSCPOG00000014928	Cavia_porcellus
ENSCAPP00000000950	ENSCAPG00000001424	Cavia_aperea
ENSODEP00000008124	ENSODEG00000006059	Octodon_degus
ENSCLAP00000015888	ENSCLAG00000010928	Chinchilla_lanigera
ENSHGLP00100004689	ENSHGLG00100003542	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000005768	ENSHGLG00000004217	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000013424	ENSFDAG00000020775	Fukomys_damarensis
ENSOCUP00000032705	ENSOCUG00000003479	Oryctolagus_cuniculus
ENSOPRP00000012871	ENSOPRG00000014105	Ochotona_princeps
ENSTGEP00000012710	ENSTGEG00000010377	Theropithecus_gelada
ENSCSAP00000011298	ENSCSAG00000015195	Chlorocebus_sabaeus
ENSCATP00000043766	ENSCATG00000044401	Cercocebus_atys
ENSMLEP00000015707	ENSMLEG00000032024	Mandrillus_leucophaeus
ENSPANP00000009878	ENSPANG00000018970	Papio_anubis
ENSMMUP00000019834	ENSMMUG00000015133	Macaca_mulatta
ENSMFAP00000010183	ENSMFAG00000006003	Macaca_fascicularis
ENSMNEP00000035715	ENSMNEG00000041001	Macaca_nemestrina
ENSRBIP00000043137	ENSRBIG00000044759	Rhinopithecus_bieti
ENSRROP00000003117	ENSRROG00000012404	Rhinopithecus_roxellana
ENSCANP00000025498	ENSCANG00000036179	Colobus_angolensis_palliatus
ENSPTEP00000039179	ENSPTEG00000036288	Piliocolobus_tephrosceles
ENSPPAP00000031774	ENSPPAG00000038798	Pan_paniscus
ENSPTRP00000003262	ENSPTRG00000001932	Pan_troglodytes
ENSP00000310036	ENSG00000174059	Homo_sapiens
ENSGGOP00000024581	ENSGGOG00000027227	Gorilla_gorilla
ENSPPYP00000000271	ENSPPYG00000000262	Pongo_abelii
ENSNLEP00000001710	ENSNLEG00000001368	Nomascus_leucogenys
ENSSBOP00000027909	ENSSBOG00000030347	Saimiri_boliviensis_boliviensis
ENSCCAP00000014923	ENSCCAG00000025267	Cebus_capucinus_imitator
ENSCJAP00000006891	ENSCJAG00000003776	Callithrix_jacchus
ENSANAP00000005723	ENSANAG00000020934	Aotus_nancymaae
ENSTSYP00000025042	ENSTSYG00000008167	Carlito_syrichta
ENSPCOP00000031789	ENSPCOG00000028673	Propithecus_coquereli
ENSPSMP00000021932	ENSPSMG00000015515	Prolemur_simus
ENSMICP00000022825	ENSMICG00000007775	Microcebus_murinus
ENSOGAP00000008064	ENSOGAG00000008997	Otolemur_garnettii
ENSTBEP00000008739	ENSTBEG00000010107	Tupaia_belangeri
ENSLAFP00000009792	ENSLAFG00000011720	Loxodonta_africana
ENSETEP00000014989	ENSETEG00000018438	Echinops_telfairi
ENSDNOP00000018323	ENSDNOG00000044682	Dasypus_novemcinctus
ENSOANP00000027993	ENSOANG00000021959	Ornithorhynchus_anatinus
ENSVURP00010015702	ENSVURG00010012018	Vombatus_ursinus
ENSPCIP00000033864	ENSPCIG00000025102	Phascolarctos_cinereus
ENSMODP00000038544	ENSMODG00000025706	Monodelphis_domestica
ENSSHAP00000005865	ENSSHAG00000005117	Sarcophilus_harrisii
ENSXETP00000008122	ENSXETG00000007365	Xenopus_tropicalis
ENSLACP00000021425	ENSLACG00000018825	Latimeria_chalumnae
ENSSFOP00015025933	ENSSFOG00015016676	Scleropages_formosus
ENSPKIP00000030090	ENSPKIG00000011078	Paramormyrops_kingsleyae
ENSORLP00000019824	ENSORLG00000015828	Oryzias_latipes_ASM223467v1
ENSORLP00020026762	ENSORLG00020009381	Oryzias_latipes_ASM223471v1
ENSOMEP00000034118	ENSOMEG00000000663	Oryzias_melastigma
ENSAPEP00000033813	ENSAPEG00000024025	Amphiprion_percula
ENSCSEP00000026551	ENSCSEG00000016965	Cynoglossus_semilaevis
ENSGACP00000014572	ENSGACG00000011016	Gasterosteus_aculeatus
ENSMMOP00000022632	ENSMMOG00000017209	Mola_mola
ENSTNIP00000015436	ENSTNIG00000012466	Tetraodon_nigroviridis
ENSLCRP00005046728	ENSLCRG00005017737	Larimichthys_crocea
ENSACLP00000033233	ENSACLG00000022527	Astatotilapia_calliptera
ENSMZEP00005029822	ENSMZEG00005022246	Maylandia_zebra
ENSPNYP00000005272	ENSPNYG00000004108	Pundamilia_nyererei
ENSHBUP00000024553	ENSHBUG00000006029	Haplochromis_burtoni
ENSNBRP00000005743	ENSNBRG00000004545	Neolamprologus_brichardi
ENSGWIP00000039853	ENSGWIG00000020205	Gouania_willdenowi
ENSATEP00000035221	ENSATEG00000024208	Anabas_testudineus
ENSBSLP00000016157	ENSBSLG00000008539	Betta_splendens
ENSPFOP00000013498	ENSPFOG00000013498	Poecilia_formosa
ENSPMEP00000003978	ENSPMEG00000005161	Poecilia_mexicana
ENSPLAP00000008372	ENSPLAG00000010911	Poecilia_latipinna
ENSPREP00000033129	ENSPREG00000022448	Poecilia_reticulata
ENSXMAP00000040911	ENSXMAG00000024169	Xiphophorus_maculatus
ENSGAFP00000030694	ENSGAFG00000020684	Gambusia_affinis
ENSFHEP00000005969	ENSFHEG00000006951	Fundulus_heteroclitus
ENSCVAP00000012169	ENSCVAG00000014551	Cyprinodon_variegatus
ENSKMAP00000006566	ENSKMAG00000004976	Kryptolebias_marmoratus
ENSAOCP00000030356	ENSAOCG00000001555	Amphiprion_ocellaris
ENSAPOP00000009828	ENSAPOG00000012175	Acanthochromis_polyacanthus
ENSSPAP00000025131	ENSSPAG00000019001	Stegastes_partitus
ENSPRNP00000010711	ENSPRNG00000006127	Parambassis_ranga
ENSSLDP00000019236	ENSSLDG00000015090	Seriola_lalandi_dorsalis
ENSSDUP00000004317	ENSSDUG00000003232	Seriola_dumerili
ENSSMAP00000033965	ENSSMAG00000020768	Scophthalmus_maximus
ENSLCAP00010051666	ENSLCAG00010024064	Lates_calcarifer
ENSCGOP00000045555	ENSCGOG00000020450	Cottoperca_gobio
ENSLBEP00000022688	ENSLBEG00000017404	Labrus_bergylta
ENSMAMP00000004843	ENSMAMG00000003270	Mastacembelus_armatus
ENSHCOP00000025122	ENSHCOG00000015058	Hippocampus_comes
ENSTRUP00000050557	ENSTRUG00000020106	Takifugu_rubripes
ENSPMGP00000013204	ENSPMGG00000010881	Periophthalmus_magnuspinnatus
ENSGMOP00000006075	ENSGMOG00000005723	Gadus_morhua
ENSHHUP00000023065	ENSHHUG00000014449	Hucho_hucho
ENSHHUP00000056382	ENSHHUG00000033663	Hucho_hucho
ENSELUP00000027760	ENSELUG00000004096	Esox_lucius
ENSCHAP00000003822	ENSCHAG00000002471	Clupea_harengus
ENSDCDP00000055445	ENSDCDG00000032786	Denticeps_clupeoides
ENSAMXP00005043200	ENSAMXG00005020128	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000031089	ENSAMXG00000042323	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000015434	ENSPNAG00000021483	Pygocentrus_nattereri
ENSEEEP00000004529	ENSEEEG00000002362	Electrophorus_electricus
ENSIPUP00000027843	ENSIPUG00000018855	Ictalurus_punctatus
ENSDARP00000115242	ENSDARG00000095268	Danio_rerio
ENSAMXP00000040944	ENSAMXG00000043122	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005013492	ENSAMXG00005007227	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025339	ENSPNAG00000006414	Pygocentrus_nattereri
ENSIPUP00000035254	ENSIPUG00000023651	Ictalurus_punctatus
ENSDARP00000138435	ENSDARG00000100446	Danio_rerio
ENSDCDP00000028910	ENSDCDG00000020724	Denticeps_clupeoides
ENSCSEP00000025676	ENSCSEG00000016393	Cynoglossus_semilaevis
ENSCGOP00000004298	ENSCGOG00000002266	Cottoperca_gobio
ENSPRNP00000020917	ENSPRNG00000010867	Parambassis_ranga
ENSGWIP00000045050	ENSGWIG00000022340	Gouania_willdenowi
ENSMZEP00005002276	ENSMZEG00005001814	Maylandia_zebra
ENSPNYP00000005708	ENSPNYG00000004412	Pundamilia_nyererei
ENSACLP00000001943	ENSACLG00000001353	Astatotilapia_calliptera
ENSHBUP00000010421	ENSHBUG00000011963	Haplochromis_burtoni
ENSNBRP00000012931	ENSNBRG00000010073	Neolamprologus_brichardi
ENSACIP00000014750	ENSACIG00000011452	Amphilophus_citrinellus
ENSXMAP00000035465	ENSXMAG00000028632	Xiphophorus_maculatus
ENSXCOP00000021166	ENSXCOG00000015838	Xiphophorus_couchianus
ENSGAFP00000023555	ENSGAFG00000015909	Gambusia_affinis
ENSPFOP00000016092	ENSPFOG00000016041	Poecilia_formosa
ENSPMEP00000002221	ENSPMEG00000003243	Poecilia_mexicana
ENSPLAP00000017606	ENSPLAG00000022053	Poecilia_latipinna
ENSCVAP00000017136	ENSCVAG00000020178	Cyprinodon_variegatus
ENSFHEP00000030745	ENSFHEG00000016226	Fundulus_heteroclitus
ENSKMAP00000022811	ENSKMAG00000016925	Kryptolebias_marmoratus
ENSORLP00020028263	ENSORLG00020011618	Oryzias_latipes_ASM223471v1
ENSORLP00015025710	ENSORLG00015006985	Oryzias_latipes_ASM223469v1
ENSORLP00000009548	ENSORLG00000007619	Oryzias_latipes_ASM223467v1
ENSOMEP00000009821	ENSOMEG00000011060	Oryzias_melastigma
ENSMMOP00000017453	ENSMMOG00000013263	Mola_mola
ENSHCOP00000017735	ENSHCOG00000001761	Hippocampus_comes
ENSLCRP00005061917	ENSLCRG00005022778	Larimichthys_crocea
ENSLBEP00000008911	ENSLBEG00000006915	Labrus_bergylta
ENSSPAP00000000539	ENSSPAG00000000436	Stegastes_partitus
ENSSDUP00000025488	ENSSDUG00000018502	Seriola_dumerili
ENSSLDP00000014643	ENSSLDG00000011699	Seriola_lalandi_dorsalis
ENSMALP00000002437	ENSMALG00000001844	Monopterus_albus
ENSATEP00000036587	ENSATEG00000025144	Anabas_testudineus
ENSMAMP00000005082	ENSMAMG00000003407	Mastacembelus_armatus
ENSAOCP00000001694	ENSAOCG00000004753	Amphiprion_ocellaris
ENSAPEP00000033376	ENSAPEG00000023698	Amphiprion_percula
ENSTRUP00000046484	ENSTRUG00000018169	Takifugu_rubripes
ENSLCAP00010019985	ENSLCAG00010009441	Lates_calcarifer
ENSGMOP00000008309	ENSGMOG00000007773	Gadus_morhua
ENSHHUP00000071530	ENSHHUG00000042027	Hucho_hucho
ENSHHUP00000024982	ENSHHUG00000015736	Hucho_hucho
ENSELUP00000008851	ENSELUG00000009435	Esox_lucius
ENSPKIP00000006027	ENSPKIG00000022478	Paramormyrops_kingsleyae
ENSSFOP00015006952	ENSSFOG00015004607	Scleropages_formosus
ENSLOCP00000013436	ENSLOCG00000010954	Lepisosteus_oculatus
ENSECRP00000021612	ENSECRG00000014571	Erpetoichthys_calabaricus
