ENSMLUP00000016204	ENSMLUG00000017761	Myotis_lucifugus
ENSOGAP00000001704	ENSOGAG00000001911	Otolemur_garnettii
ENSMUSP00000047016	ENSMUSG00000037984	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000024818	ENSMSIG00000020985	Mus_spicilegus
MGP_SPRETEiJ_P0076860	MGP_SPRETEiJ_G0029419	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0073984	MGP_CAROLIEiJ_G0028417	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050076	MGP_PahariEiJ_G0022167	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016182	ENSRNOG00000026055	Rattus_norvegicus
ENSMUGP00000009542	ENSMUGG00000008515	Meriones_unguiculatus
ENSCGRP00015031477	ENSCGRG00015023756	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000026535	ENSCGRG00000019613	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001005869	ENSCGRG00001007780	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006956	ENSMAUG00000008758	Mesocricetus_auratus
ENSMOCP00000011919	ENSMOCG00000012184	Microtus_ochrogaster
ENSPEMP00000035995	ENSPEMG00000027820	Peromyscus_maniculatus_bairdii
ENSNGAP00000002525	ENSNGAG00000002285	Nannospalax_galili
ENSJJAP00000016520	ENSJJAG00000018349	Jaculus_jaculus
ENSCCNP00000017514	ENSCCNG00000017830	Castor_canadensis
ENSCPOP00000005773	ENSCPOG00000006406	Cavia_porcellus
ENSCAPP00000013061	ENSCAPG00000013771	Cavia_aperea
ENSCLAP00000012460	ENSCLAG00000008613	Chinchilla_lanigera
ENSODEP00000015344	ENSODEG00000011322	Octodon_degus
ENSHGLP00000005675	ENSHGLG00000004147	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000466	ENSHGLG00100000392	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000011723	ENSFDAG00000019209	Fukomys_damarensis
ENSSTOP00000022232	ENSSTOG00000002956	Ictidomys_tridecemlineatus
ENSMMMP00000009751	ENSMMMG00000008704	Marmota_marmota_marmota
ENSUPAP00010010832	ENSUPAG00010008757	Urocitellus_parryii
ENSSDAP00000012445	ENSSDAG00000011216	Spermophilus_dauricus
ENSTBEP00000011894	ENSTBEG00000013747	Tupaia_belangeri
ENSDNOP00000016389	ENSDNOG00000014272	Dasypus_novemcinctus
ENSPVAP00000013939	ENSPVAG00000014789	Pteropus_vampyrus
ENSLAFP00000015117	ENSLAFG00000018034	Loxodonta_africana
ENSPCAP00000004912	ENSPCAG00000005309	Procavia_capensis
ENSOPRP00000006007	ENSOPRG00000006565	Ochotona_princeps
ENSDORP00000023749	ENSDORG00000029822	Dipodomys_ordii
ENSSHAP00000011362	ENSSHAG00000009773	Sarcophilus_harrisii
ENSMODP00000032876	ENSMODG00000013299	Monodelphis_domestica
ENSVURP00010006810	ENSVURG00010005282	Vombatus_ursinus
ENSPCIP00000028939	ENSPCIG00000021581	Phascolarctos_cinereus
ENSCABP00000027270	ENSCABG00000020018	Chelonoidis_abingdonii
ENSGAGP00000020708	ENSGAGG00000015247	Gopherus_agassizii
ENSCPBP00000018765	ENSCPBG00000013640	Chrysemys_picta_bellii
ENSPSIP00000000418	ENSPSIG00000000416	Pelodiscus_sinensis
ENSCPRP00005014045	ENSCPRG00005009885	Crocodylus_porosus
ENSSPUP00000020599	ENSSPUG00000015832	Sphenodon_punctatus
ENSCCEP00000018514	ENSCCEG00000016955	Cyanistes_caeruleus
ENSPMJP00000024598	ENSPMJG00000018063	Parus_major
ENSTGUP00000001968	ENSTGUG00000001910	Taeniopygia_guttata
ENSLSDP00000002284	ENSLSDG00000001822	Lonchura_striata_domestica
ENSSCAP00000014682	ENSSCAG00000010784	Serinus_canaria
ENSJHYP00000011328	ENSJHYG00000008867	Junco_hyemalis
ENSZALP00000018270	ENSZALG00000014655	Zonotrichia_albicollis
ENSFALP00000014705	ENSFALG00000014089	Ficedula_albicollis
ENSLCOP00000016274	ENSLCOG00000011604	Lepidothrix_coronata
ENSMVIP00005013307	ENSMVIG00005009627	Manacus_vitellinus
ENSMUNP00000012048	ENSMUNG00000009495	Melopsittacus_undulatus
ENSCPGP00000002292	ENSCPGG00000001709	Calidris_pygmaea
ENSCPUP00000026603	ENSCPUG00000017899	Calidris_pugnax
ENSABRP00000003310	ENSABRG00000003139	Anser_brachyrhynchus
ENSAPLP00000008870	ENSAPLG00000009187	Anas_platyrhynchos_platyrhynchos
ENSGALP00000068487	ENSGALG00000030287	Gallus_gallus
ENSMGAP00000012754	ENSMGAG00000012144	Meleagris_gallopavo
ENSCJPP00005007580	ENSCJPG00005006949	Coturnix_japonica
ENSNMEP00000022840	ENSNMEG00000019505	Numida_meleagris
ENSDNVP00000015774	ENSDNVG00000011105	Dromaius_novaehollandiae
ENSNPEP00000000833	ENSNPEG00000000668	Nothoprocta_perdicaria
ENSAOWP00000018645	ENSAOWG00000012695	Apteryx_owenii
ENSARWP00000019561	ENSARWG00000013396	Apteryx_rowi
ENSAHAP00000008073	ENSAHAG00000005991	Apteryx_haastii
ENSPVIP00000020748	ENSPVIG00000015811	Pogona_vitticeps
ENSACAP00000009487	ENSACAG00000009699	Anolis_carolinensis
ENSNSUP00000020437	ENSNSUG00000014891	Notechis_scutatus
ENSSMRP00000007680	ENSSMRG00000006145	Salvator_merianae
ENSXETP00000040554	ENSXETG00000010433	Xenopus_tropicalis
ENSOANP00000018386	ENSOANG00000011606	Ornithorhynchus_anatinus
ENSLACP00000002506	ENSLACG00000002237	Latimeria_chalumnae
ENSSFOP00015020315	ENSSFOG00015013075	Scleropages_formosus
ENSPKIP00000015421	ENSPKIG00000002159	Paramormyrops_kingsleyae
ENSCHAP00000018596	ENSCHAG00000009634	Clupea_harengus
ENSDCDP00000000308	ENSDCDG00000000193	Denticeps_clupeoides
ENSAMXP00000027205	ENSAMXG00000026500	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005018074	ENSAMXG00005009434	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000006856	ENSPNAG00000002415	Pygocentrus_nattereri
ENSIPUP00000013183	ENSIPUG00000008998	Ictalurus_punctatus
ENSEEEP00000003239	ENSEEEG00000001820	Electrophorus_electricus
ENSDARP00000154261	ENSDARG00000020794	Danio_rerio
ENSAOCP00000011935	ENSAOCG00000016315	Amphiprion_ocellaris
ENSAPEP00000034604	ENSAPEG00000024573	Amphiprion_percula
ENSMMOP00000012879	ENSMMOG00000009904	Mola_mola
ENSCSEP00000020575	ENSCSEG00000013142	Cynoglossus_semilaevis
ENSSLDP00000019658	ENSSLDG00000015424	Seriola_lalandi_dorsalis
ENSATEP00000002523	ENSATEG00000001805	Anabas_testudineus
ENSPRNP00000048844	ENSPRNG00000023349	Parambassis_ranga
ENSSDUP00000020126	ENSSDUG00000014644	Seriola_dumerili
ENSGWIP00000056295	ENSGWIG00000026693	Gouania_willdenowi
ENSPREP00000024276	ENSPREG00000016407	Poecilia_reticulata
ENSPFOP00000005824	ENSPFOG00000005949	Poecilia_formosa
ENSXMAP00000032007	ENSXMAG00000023638	Xiphophorus_maculatus
ENSCVAP00000020293	ENSCVAG00000001543	Cyprinodon_variegatus
ENSKMAP00000002535	ENSKMAG00000001954	Kryptolebias_marmoratus
ENSORLP00020024453	ENSORLG00020005842	Oryzias_latipes_ASM223471v1
ENSORLP00015024838	ENSORLG00015005621	Oryzias_latipes_ASM223469v1
ENSOMEP00000009281	ENSOMEG00000010479	Oryzias_melastigma
ENSLCAP00010046334	ENSLCAG00010021488	Lates_calcarifer
ENSTRUP00000054164	ENSTRUG00000024456	Takifugu_rubripes
ENSTNIP00000021808	ENSTNIG00000018633	Tetraodon_nigroviridis
ENSGACP00000022684	ENSGACG00000017176	Gasterosteus_aculeatus
ENSBSLP00000031711	ENSBSLG00000015629	Betta_splendens
ENSMAMP00000026446	ENSMAMG00000017763	Mastacembelus_armatus
ENSMALP00000029716	ENSMALG00000020566	Monopterus_albus
ENSMZEP00005033725	ENSMZEG00005025218	Maylandia_zebra
ENSACLP00000020603	ENSACLG00000014017	Astatotilapia_calliptera
ENSHBUP00000009675	ENSHBUG00000011214	Haplochromis_burtoni
ENSONIP00000011648	ENSONIG00000009263	Oreochromis_niloticus
ENSLCRP00005021239	ENSLCRG00005008633	Larimichthys_crocea
ENSLBEP00000020956	ENSLBEG00000016118	Labrus_bergylta
ENSSMAP00000027682	ENSSMAG00000016926	Scophthalmus_maximus
ENSPNYP00000021775	ENSPNYG00000016452	Pundamilia_nyererei
ENSMZEP00005032218	ENSMZEG00005023999	Maylandia_zebra
ENSNBRP00000011555	ENSNBRG00000009015	Neolamprologus_brichardi
ENSACIP00000005077	ENSACIG00000004008	Amphilophus_citrinellus
ENSAPOP00000007419	ENSAPOG00000009390	Acanthochromis_polyacanthus
ENSHCOP00000015701	ENSHCOG00000019364	Hippocampus_comes
ENSGMOP00000018555	ENSGMOG00000017265	Gadus_morhua
ENSHHUP00000020639	ENSHHUG00000012906	Hucho_hucho
ENSELUP00000007574	ENSELUG00000008341	Esox_lucius
ENSEEEP00000020225	ENSEEEG00000009875	Electrophorus_electricus
ENSIPUP00000018365	ENSIPUG00000012489	Ictalurus_punctatus
ENSDARP00000096474	ENSDARG00000040008	Danio_rerio
ENSCHAP00000047127	ENSCHAG00000021758	Clupea_harengus
ENSHHUP00000031646	ENSHHUG00000020105	Hucho_hucho
ENSELUP00000026756	ENSELUG00000002726	Esox_lucius
ENSPKIP00000018463	ENSPKIG00000004022	Paramormyrops_kingsleyae
ENSCGOP00000054167	ENSCGOG00000023733	Cottoperca_gobio
ENSBSLP00000000891	ENSBSLG00000000698	Betta_splendens
ENSLCRP00005038877	ENSLCRG00005015075	Larimichthys_crocea
ENSATEP00000025904	ENSATEG00000017969	Anabas_testudineus
ENSLCAP00010020047	ENSLCAG00010009471	Lates_calcarifer
ENSPNYP00000011848	ENSPNYG00000008982	Pundamilia_nyererei
ENSMZEP00005029904	ENSMZEG00005022296	Maylandia_zebra
ENSMZEP00005019479	ENSMZEG00005014628	Maylandia_zebra
ENSHBUP00000031388	ENSHBUG00000017055	Haplochromis_burtoni
ENSONIP00000026575	ENSONIG00000021273	Oreochromis_niloticus
ENSACIP00000029318	ENSACIG00000022701	Amphilophus_citrinellus
ENSGMOP00000010272	ENSGMOG00000009610	Gadus_morhua
ENSAMXP00005052749	ENSAMXG00005023711	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000001304	ENSAMXG00000001281	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000017615	ENSPNAG00000006654	Pygocentrus_nattereri
ENSSFOP00015011211	ENSSFOG00015007225	Scleropages_formosus
ENSLOCP00000015929	ENSLOCG00000012935	Lepisosteus_oculatus
ENSECRP00000007881	ENSECRG00000005258	Erpetoichthys_calabaricus
ENSCMIP00000034322	ENSCMIG00000014568	Callorhinchus_milii
