ENSLAFP00000021422	ENSLAFG00000030837	Loxodonta_africana
ENSMODP00000022453	ENSMODG00000018004	Monodelphis_domestica
MGP_CAROLIEiJ_P0075904	MGP_CAROLIEiJ_G0028825	Mus_caroli_strain_CAROLI_EIJ
ENSCABP00000017027	ENSCABG00000012645	Chelonoidis_abingdonii
ENSCPBP00000019908	ENSCPBG00000014328	Chrysemys_picta_bellii
ENSGAGP00000030139	ENSGAGG00000021744	Gopherus_agassizii
ENSCABP00000016995	ENSCABG00000012606	Chelonoidis_abingdonii
ENSCABP00000017024	ENSCABG00000012644	Chelonoidis_abingdonii
ENSCPBP00000019903	ENSCPBG00000014327	Chrysemys_picta_bellii
ENSGAGP00000008336	ENSGAGG00000006624	Gopherus_agassizii
ENSCPBP00000024380	ENSCPBG00000017398	Chrysemys_picta_bellii
ENSPSIP00000014059	ENSPSIG00000012568	Pelodiscus_sinensis
ENSCABP00000017023	ENSCABG00000012641	Chelonoidis_abingdonii
ENSGAGP00000030142	ENSGAGG00000021745	Gopherus_agassizii
ENSMVIP00005020098	ENSMVIG00005014219	Manacus_vitellinus
ENSLCOP00000005911	ENSLCOG00000004383	Lepidothrix_coronata
ENSTGUP00000013511	ENSTGUG00000013120	Taeniopygia_guttata
ENSLSDP00000000953	ENSLSDG00000000763	Lonchura_striata_domestica
ENSCCEP00000011481	ENSCCEG00000011210	Cyanistes_caeruleus
ENSPMJP00000004101	ENSPMJG00000003543	Parus_major
ENSFALP00000007572	ENSFALG00000007257	Ficedula_albicollis
ENSCPGP00000010964	ENSCPGG00000007811	Calidris_pygmaea
ENSCPUP00000010080	ENSCPUG00000007138	Calidris_pugnax
ENSMUNP00000018815	ENSMUNG00000014405	Melopsittacus_undulatus
ENSDNVP00000002759	ENSDNVG00000001985	Dromaius_novaehollandiae
ENSCPRP00005017897	ENSCPRG00005012472	Crocodylus_porosus
ENSCABP00000017045	ENSCABG00000012648	Chelonoidis_abingdonii
ENSGAGP00000006115	ENSGAGG00000004947	Gopherus_agassizii
ENSCPBP00000019909	ENSCPBG00000014329	Chrysemys_picta_bellii
ENSPSIP00000014322	ENSPSIG00000012791	Pelodiscus_sinensis
ENSCABP00000017055	ENSCABG00000012667	Chelonoidis_abingdonii
ENSGAGP00000015698	ENSGAGG00000011837	Gopherus_agassizii
ENSCPBP00000019922	ENSCPBG00000014335	Chrysemys_picta_bellii
ENSSPUP00000011780	ENSSPUG00000009044	Sphenodon_punctatus
ENSCPUP00000010075	ENSCPUG00000007137	Calidris_pugnax
ENSCPGP00000010972	ENSCPGG00000007814	Calidris_pygmaea
ENSMUNP00000018816	ENSMUNG00000014406	Melopsittacus_undulatus
ENSAPLP00000023995	ENSAPLG00000028436	Anas_platyrhynchos_platyrhynchos
ENSABRP00000015442	ENSABRG00000013575	Anser_brachyrhynchus
ENSMVIP00005020107	ENSMVIG00005014221	Manacus_vitellinus
ENSLCOP00000005908	ENSLCOG00000004382	Lepidothrix_coronata
ENSTGUP00000013509	ENSTGUG00000013118	Taeniopygia_guttata
ENSLSDP00000000974	ENSLSDG00000000774	Lonchura_striata_domestica
ENSSCAP00000021247	ENSSCAG00000015287	Serinus_canaria
ENSZALP00000020027	ENSZALG00000015801	Zonotrichia_albicollis
ENSJHYP00000016156	ENSJHYG00000012357	Junco_hyemalis
ENSPMJP00000004098	ENSPMJG00000003541	Parus_major
ENSCCEP00000011479	ENSCCEG00000011209	Cyanistes_caeruleus
ENSCPRP00005000897	ENSCPRG00005000694	Crocodylus_porosus
ENSCPBP00000019921	ENSCPBG00000014331	Chrysemys_picta_bellii
ENSCABP00000017050	ENSCABG00000012665	Chelonoidis_abingdonii
ENSSMRP00000005650	ENSSMRG00000004560	Salvator_merianae
ENSSMRP00000005670	ENSSMRG00000004573	Salvator_merianae
ENSACAP00000023351	ENSACAG00000028578	Anolis_carolinensis
