ENSCMIP00000001017	ENSCMIG00000000685	Callorhinchus_milii	ENSCMIT00000001070
ENSCMIP00000001027	ENSCMIG00000000691	Callorhinchus_milii	ENSCMIT00000001080
ENSPKIP00000012920	ENSPKIG00000000453	Paramormyrops_kingsleyae
ENSBMUP00000018571	ENSBMUG00000014049	Bos_mutus
ENSCHIP00000030441	ENSCHIG00000025163	Capra_hircus
ENSOARP00000012145	ENSOARG00000011327	Ovis_aries
ENSPVAP00000004674	ENSPVAG00000004940	Pteropus_vampyrus
ENSMLUP00000002033	ENSMLUG00000002229	Myotis_lucifugus
ENSEASP00005020012	ENSEASG00005013819	Equus_asinus_asinus
ENSECAP00000041960	ENSECAG00000022532	Equus_caballus
ENSEEUP00000009620	ENSEEUG00000010519	Erinaceus_europaeus
ENSSARP00000001321	ENSSARG00000001443	Sorex_araneus
ENSPCOP00000015166	ENSPCOG00000019304	Propithecus_coquereli
ENSPSMP00000011041	ENSPSMG00000007967	Prolemur_simus
ENSMICP00000043616	ENSMICG00000016674	Microcebus_murinus
ENSOGAP00000012368	ENSOGAG00000013802	Otolemur_garnettii
ENSTSYP00000029333	ENSTSYG00000027588	Carlito_syrichta
ENSPPAP00000041225	ENSPPAG00000043223	Pan_paniscus
ENSPTRP00000014381	ENSPTRG00000008429	Pan_troglodytes
ENSP00000253458	ENSG00000131149	Homo_sapiens
ENSGGOP00000037233	ENSGGOG00000009055	Gorilla_gorilla
ENSPPYP00000008592	ENSPPYG00000007615	Pongo_abelii
ENSNLEP00000045478	ENSNLEG00000011377	Nomascus_leucogenys
ENSPTEP00000013056	ENSPTEG00000014635	Piliocolobus_tephrosceles
ENSCANP00000000377	ENSCANG00000001422	Colobus_angolensis_palliatus
ENSRBIP00000018282	ENSRBIG00000033119	Rhinopithecus_bieti
ENSRROP00000041792	ENSRROG00000044045	Rhinopithecus_roxellana
ENSPANP00000031689	ENSPANG00000010331	Papio_anubis
ENSCATP00000037477	ENSCATG00000041449	Cercocebus_atys
ENSMMUP00000079220	ENSMMUG00000020592	Macaca_mulatta
ENSMFAP00000040882	ENSMFAG00000041181	Macaca_fascicularis
ENSMNEP00000040172	ENSMNEG00000042961	Macaca_nemestrina
ENSMLEP00000027593	ENSMLEG00000037992	Mandrillus_leucophaeus
ENSTGEP00000023477	ENSTGEG00000019001	Theropithecus_gelada
ENSCSAP00000014892	ENSCSAG00000003150	Chlorocebus_sabaeus
ENSCJAP00000078066	ENSCJAG00000017301	Callithrix_jacchus
ENSCCAP00000012012	ENSCCAG00000023752	Cebus_capucinus_imitator
ENSSBOP00000005330	ENSSBOG00000019382	Saimiri_boliviensis_boliviensis
ENSANAP00000020663	ENSANAG00000028099	Aotus_nancymaae
ENSTBEP00000004442	ENSTBEG00000005132	Tupaia_belangeri
ENSCLAP00000001574	ENSCLAG00000001184	Chinchilla_lanigera
ENSODEP00000006495	ENSODEG00000004855	Octodon_degus
ENSHGLP00000019757	ENSHGLG00000014146	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007249	ENSHGLG00100005441	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000011242	ENSFDAG00000018856	Fukomys_damarensis
ENSCPOP00000014824	ENSCPOG00000023035	Cavia_porcellus
ENSCAPP00000006778	ENSCAPG00000008842	Cavia_aperea
ENSMMMP00000012718	ENSMMMG00000011317	Marmota_marmota_marmota
ENSSDAP00000008006	ENSSDAG00000007266	Spermophilus_dauricus
ENSUPAP00010018654	ENSUPAG00010014781	Urocitellus_parryii
ENSSTOP00000025629	ENSSTOG00000023594	Ictidomys_tridecemlineatus
ENSMUSP00000034279	ENSMUSG00000031822	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0089762	MGP_SPRETEiJ_G0032754	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000019628	ENSMSIG00000016685	Mus_spicilegus
MGP_CAROLIEiJ_P0086243	MGP_CAROLIEiJ_G0031636	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0054493	MGP_PahariEiJ_G0023234	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023607	ENSRNOG00000017489	Rattus_norvegicus
ENSMUGP00000008082	ENSMUGG00000007302	Meriones_unguiculatus
ENSCGRP00001006629	ENSCGRG00001008954	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029721	ENSCGRG00015022363	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021921	ENSCGRG00000015890	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016283	ENSMAUG00000015481	Mesocricetus_auratus
ENSMOCP00000022922	ENSMOCG00000019792	Microtus_ochrogaster
ENSPEMP00000009075	ENSPEMG00000010493	Peromyscus_maniculatus_bairdii
ENSNGAP00000011409	ENSNGAG00000013557	Nannospalax_galili
ENSJJAP00000024466	ENSJJAG00000023899	Jaculus_jaculus
ENSCCNP00000000438	ENSCCNG00000000485	Castor_canadensis
ENSDORP00000016342	ENSDORG00000001483	Dipodomys_ordii
ENSOPRP00000014996	ENSOPRG00000016415	Ochotona_princeps
ENSOGAP00000015513	ENSOGAG00000025423	Otolemur_garnettii
ENSOCUP00000009119	ENSOCUG00000010577	Oryctolagus_cuniculus
ENSPCAP00000003272	ENSPCAG00000003472	Procavia_capensis
ENSLAFP00000019671	ENSLAFG00000011011	Loxodonta_africana
ENSDNOP00000026340	ENSDNOG00000034185	Dasypus_novemcinctus
ENSOANP00000017995	ENSOANG00000011355	Ornithorhynchus_anatinus
ENSGAGP00000035365	ENSGAGG00000025133	Gopherus_agassizii
ENSCABP00000006425	ENSCABG00000004846	Chelonoidis_abingdonii
ENSCPBP00000033714	ENSCPBG00000023555	Chrysemys_picta_bellii
ENSPSIP00000015036	ENSPSIG00000013432	Pelodiscus_sinensis
ENSABRP00000008658	ENSABRG00000007759	Anser_brachyrhynchus
ENSAPLP00000028398	ENSAPLG00000020408	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005018119	ENSCJPG00005014751	Coturnix_japonica
ENSMGAP00000007657	ENSMGAG00000007516	Meleagris_gallopavo
ENSGALP00000056128	ENSGALG00000031896	Gallus_gallus
ENSNMEP00000000306	ENSNMEG00000000441	Numida_meleagris
ENSCPGP00000006278	ENSCPGG00000004510	Calidris_pygmaea
ENSCPUP00000013571	ENSCPUG00000009618	Calidris_pugnax
ENSCPUP00000013568	ENSCPUG00000009617	Calidris_pugnax
ENSMUNP00000019173	ENSMUNG00000014656	Melopsittacus_undulatus
ENSJHYP00000005604	ENSJHYG00000004534	Junco_hyemalis
ENSZALP00000017142	ENSZALG00000013902	Zonotrichia_albicollis
ENSSCAP00000008962	ENSSCAG00000006831	Serinus_canaria
ENSLSDP00000024026	ENSLSDG00000016891	Lonchura_striata_domestica
ENSTGUP00000007795	ENSTGUG00000007561	Taeniopygia_guttata
ENSPMJP00000018524	ENSPMJG00000013905	Parus_major
ENSCCEP00000006860	ENSCCEG00000007294	Cyanistes_caeruleus
ENSFALP00000006904	ENSFALG00000006615	Ficedula_albicollis
ENSMVIP00005018438	ENSMVIG00005013100	Manacus_vitellinus
ENSLCOP00000017387	ENSLCOG00000012295	Lepidothrix_coronata
ENSAOWP00000017872	ENSAOWG00000012205	Apteryx_owenii
ENSARWP00000014552	ENSARWG00000010075	Apteryx_rowi
ENSAHAP00000016597	ENSAHAG00000011832	Apteryx_haastii
ENSDNVP00000006444	ENSDNVG00000004614	Dromaius_novaehollandiae
ENSNPEP00000001468	ENSNPEG00000001124	Nothoprocta_perdicaria
ENSCPRP00005009459	ENSCPRG00005006721	Crocodylus_porosus
ENSACAP00000005459	ENSACAG00000005555	Anolis_carolinensis
ENSPVIP00000022078	ENSPVIG00000016697	Pogona_vitticeps
ENSNSUP00000026475	ENSNSUG00000019007	Notechis_scutatus
ENSSMRP00000008274	ENSSMRG00000006626	Salvator_merianae
ENSSPUP00000009970	ENSSPUG00000007720	Sphenodon_punctatus
ENSXETP00000045019	ENSXETG00000019331	Xenopus_tropicalis
ENSLACP00000005517	ENSLACG00000004903	Latimeria_chalumnae
ENSCMIP00000029932	ENSCMIG00000012919	Callorhinchus_milii
ENSAMXP00005045637	ENSAMXG00005021091	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018162	ENSAMXG00000017626	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022479	ENSPNAG00000029870	Pygocentrus_nattereri
ENSIPUP00000034528	ENSIPUG00000023178	Ictalurus_punctatus
ENSEEEP00000008647	ENSEEEG00000004489	Electrophorus_electricus
ENSDARP00000129647	ENSDARG00000062199	Danio_rerio
ENSDCDP00000055789	ENSDCDG00000032901	Denticeps_clupeoides
ENSCGOP00000032129	ENSCGOG00000014970	Cottoperca_gobio
ENSGACP00000016038	ENSGACG00000012114	Gasterosteus_aculeatus
ENSLCRP00005036355	ENSLCRG00005014165	Larimichthys_crocea
ENSSDUP00000021590	ENSSDUG00000015713	Seriola_dumerili
ENSSLDP00000031459	ENSSLDG00000024151	Seriola_lalandi_dorsalis
ENSAOCP00000008686	ENSAOCG00000012791	Amphiprion_ocellaris
ENSAPEP00000007002	ENSAPEG00000004934	Amphiprion_percula
ENSAPOP00000020758	ENSAPOG00000000733	Acanthochromis_polyacanthus
ENSSPAP00000030136	ENSSPAG00000022621	Stegastes_partitus
ENSPRNP00000017712	ENSPRNG00000009366	Parambassis_ranga
ENSXMAP00000024078	ENSXMAG00000009172	Xiphophorus_maculatus
ENSXCOP00000027354	ENSXCOG00000020425	Xiphophorus_couchianus
ENSGAFP00000009161	ENSGAFG00000006230	Gambusia_affinis
ENSPMEP00000018146	ENSPMEG00000021172	Poecilia_mexicana
ENSPLAP00000005793	ENSPLAG00000007846	Poecilia_latipinna
ENSPFOP00000017556	ENSPFOG00000017460	Poecilia_formosa
ENSPREP00000023352	ENSPREG00000015722	Poecilia_reticulata
ENSCVAP00000006437	ENSCVAG00000007987	Cyprinodon_variegatus
ENSFHEP00000018555	ENSFHEG00000020513	Fundulus_heteroclitus
ENSKMAP00000015790	ENSKMAG00000011807	Kryptolebias_marmoratus
ENSORLP00000027049	ENSORLG00000010422	Oryzias_latipes_ASM223467v1
ENSORLP00020000734	ENSORLG00020001435	Oryzias_latipes_ASM223471v1
ENSORLP00015029951	ENSORLG00015013401	Oryzias_latipes_ASM223469v1
ENSOMEP00000008177	ENSOMEG00000009370	Oryzias_melastigma
ENSHBUP00000008551	ENSHBUG00000010075	Haplochromis_burtoni
ENSACLP00000039242	ENSACLG00000026484	Astatotilapia_calliptera
ENSMZEP00005025889	ENSMZEG00005019309	Maylandia_zebra
ENSONIP00000018676	ENSONIG00000014833	Oreochromis_niloticus
ENSNBRP00000002586	ENSNBRG00000002006	Neolamprologus_brichardi
ENSPNYP00000004090	ENSPNYG00000003118	Pundamilia_nyererei
ENSACIP00000005648	ENSACIG00000004384	Amphilophus_citrinellus
ENSBSLP00000047311	ENSBSLG00000022544	Betta_splendens
ENSSMAP00000008987	ENSSMAG00000005556	Scophthalmus_maximus
ENSLCAP00010027899	ENSLCAG00010013113	Lates_calcarifer
ENSMALP00000007344	ENSMALG00000005196	Monopterus_albus
ENSMAMP00000010219	ENSMAMG00000006897	Mastacembelus_armatus
ENSATEP00000032511	ENSATEG00000022398	Anabas_testudineus
ENSLBEP00000013364	ENSLBEG00000010217	Labrus_bergylta
ENSMMOP00000017098	ENSMMOG00000013026	Mola_mola
ENSGWIP00000004715	ENSGWIG00000002511	Gouania_willdenowi
ENSCSEP00000008900	ENSCSEG00000005694	Cynoglossus_semilaevis
ENSTNIP00000015076	ENSTNIG00000012112	Tetraodon_nigroviridis
ENSPMGP00000012049	ENSPMGG00000009964	Periophthalmus_magnuspinnatus
ENSHCOP00000023302	ENSHCOG00000011785	Hippocampus_comes
ENSGMOP00000004076	ENSGMOG00000003787	Gadus_morhua
ENSHHUP00000006531	ENSHHUG00000003991	Hucho_hucho
ENSELUP00000024413	ENSELUG00000023234	Esox_lucius
ENSEBUP00000020785	ENSEBUG00000012831	Eptatretus_burgeri
