ENSPMAP00000008184	ENSPMAG00000007432	Petromyzon_marinus	ENSPMAT00000008221
ENSEBUP00000014530	ENSEBUG00000009161	Eptatretus_burgeri	ENSEBUT00000015106
ENSPCIP00000032647	ENSPCIG00000024230	Phascolarctos_cinereus
ENSEASP00005009190	ENSEASG00005006580	Equus_asinus_asinus
ENSCPOP00000023330	ENSCPOG00000036178	Cavia_porcellus
ENSCAPP00000011392	ENSCAPG00000012471	Cavia_aperea
ENSODEP00000017630	ENSODEG00000013003	Octodon_degus
ENSCLAP00000007044	ENSCLAG00000004959	Chinchilla_lanigera
ENSHGLP00000004512	ENSHGLG00000003301	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011751	ENSHGLG00100008722	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000420	ENSFDAG00000010682	Fukomys_damarensis
ENSCCNP00000014879	ENSCCNG00000015349	Castor_canadensis
ENSPCOP00000010817	ENSPCOG00000016887	Propithecus_coquereli
ENSPSMP00000002542	ENSPSMG00000002009	Prolemur_simus
ENSMICP00000031948	ENSMICG00000027617	Microcebus_murinus
ENSP00000425864	ENSG00000254901	Homo_sapiens
ENSP00000473577	ENSG00000064489	Homo_sapiens
ENSPPAP00000021019	ENSPPAG00000033735	Pan_paniscus
ENSGGOP00000017192	ENSGGOG00000044155	Gorilla_gorilla
ENSNLEP00000007517	ENSNLEG00000006195	Nomascus_leucogenys
ENSPTRP00000091358	ENSPTRG00000039907	Pan_troglodytes
ENSRROP00000045572	ENSRROG00000045680	Rhinopithecus_roxellana
ENSRBIP00000042864	ENSRBIG00000044655	Rhinopithecus_bieti
ENSCANP00000017105	ENSCANG00000032015	Colobus_angolensis_palliatus
ENSMFAP00000019531	ENSMFAG00000032755	Macaca_fascicularis
ENSMNEP00000018976	ENSMNEG00000033374	Macaca_nemestrina
ENSMLEP00000024002	ENSMLEG00000036175	Mandrillus_leucophaeus
ENSCATP00000020586	ENSCATG00000034039	Cercocebus_atys
ENSCSAP00000001531	ENSCSAG00000005214	Chlorocebus_sabaeus
ENSANAP00000032951	ENSANAG00000034161	Aotus_nancymaae
ENSCCAP00000017289	ENSCCAG00000026464	Cebus_capucinus_imitator
ENSCJAP00000062723	ENSCJAG00000046526	Callithrix_jacchus
ENSSBOP00000012267	ENSSBOG00000022945	Saimiri_boliviensis_boliviensis
ENSMFAP00000005594	ENSMFAG00000002451	Macaca_fascicularis
ENSMNEP00000009179	ENSMNEG00000029055	Macaca_nemestrina
ENSTGEP00000030756	ENSTGEG00000024666	Theropithecus_gelada
ENSPANP00000044029	ENSPANG00000034354	Papio_anubis
ENSCATP00000011647	ENSCATG00000030042	Cercocebus_atys
ENSMLEP00000027112	ENSMLEG00000037765	Mandrillus_leucophaeus
ENSRROP00000023363	ENSRROG00000035528	Rhinopithecus_roxellana
ENSRBIP00000010083	ENSRBIG00000028908	Rhinopithecus_bieti
ENSCANP00000024394	ENSCANG00000035611	Colobus_angolensis_palliatus
ENSPTEP00000018353	ENSPTEG00000019788	Piliocolobus_tephrosceles
ENSLAFP00000024414	ENSLAFG00000031264	Loxodonta_africana
ENSMGAP00000004259	ENSMGAG00000004466	Meleagris_gallopavo
ENSGALP00000023467	ENSGALG00000014581	Gallus_gallus
ENSCJPP00005013221	ENSCJPG00005011172	Coturnix_japonica
ENSABRP00000003553	ENSABRG00000003310	Anser_brachyrhynchus
ENSCPGP00000011794	ENSCPGG00000008411	Calidris_pygmaea
ENSCPUP00000022722	ENSCPUG00000015433	Calidris_pugnax
ENSARWP00000022957	ENSARWG00000015647	Apteryx_rowi
ENSDNVP00000001265	ENSDNVG00000000917	Dromaius_novaehollandiae
ENSCCEP00000002121	ENSCCEG00000002427	Cyanistes_caeruleus
ENSPMJP00000001661	ENSPMJG00000001351	Parus_major
ENSTGUP00000014416	ENSTGUG00000014022	Taeniopygia_guttata
ENSFALP00000012864	ENSFALG00000012318	Ficedula_albicollis
ENSLCOP00000003196	ENSLCOG00000002423	Lepidothrix_coronata
ENSMVIP00005018690	ENSMVIG00005013253	Manacus_vitellinus
ENSMUNP00000012776	ENSMUNG00000009998	Melopsittacus_undulatus
ENSNPEP00000002950	ENSNPEG00000002269	Nothoprocta_perdicaria
ENSCPRP00005022506	ENSCPRG00005015689	Crocodylus_porosus
ENSCABP00000006477	ENSCABG00000004894	Chelonoidis_abingdonii
ENSGAGP00000001511	ENSGAGG00000001221	Gopherus_agassizii
ENSCPBP00000016980	ENSCPBG00000012467	Chrysemys_picta_bellii
ENSPSIP00000007128	ENSPSIG00000006585	Pelodiscus_sinensis
ENSPVIP00000019817	ENSPVIG00000015091	Pogona_vitticeps
ENSNSUP00000023708	ENSNSUG00000017157	Notechis_scutatus
ENSSMRP00000000034	ENSSMRG00000000033	Salvator_merianae
ENSSPUP00000010354	ENSSPUG00000008006	Sphenodon_punctatus
ENSXETP00000028550	ENSXETG00000008288	Xenopus_tropicalis
ENSLACP00000016557	ENSLACG00000014590	Latimeria_chalumnae
ENSSFOP00015014532	ENSSFOG00015009345	Scleropages_formosus
ENSPKIP00000028319	ENSPKIG00000010007	Paramormyrops_kingsleyae
ENSBSLP00000003849	ENSBSLG00000002040	Betta_splendens
ENSGWIP00000015235	ENSGWIG00000008554	Gouania_willdenowi
ENSCSEP00000010499	ENSCSEG00000006744	Cynoglossus_semilaevis
ENSHCOP00000016288	ENSHCOG00000020036	Hippocampus_comes
ENSAPEP00000012029	ENSAPEG00000008579	Amphiprion_percula
ENSAOCP00000012182	ENSAOCG00000001976	Amphiprion_ocellaris
ENSAPOP00000011484	ENSAPOG00000014044	Acanthochromis_polyacanthus
ENSAPOP00000022313	ENSAPOG00000003430	Acanthochromis_polyacanthus
ENSAPOP00000002039	ENSAPOG00000003405	Acanthochromis_polyacanthus
ENSSPAP00000023850	ENSSPAG00000017982	Stegastes_partitus
ENSPRNP00000029043	ENSPRNG00000014490	Parambassis_ranga
ENSKMAP00000007049	ENSKMAG00000005322	Kryptolebias_marmoratus
ENSMAMP00000028123	ENSMAMG00000018903	Mastacembelus_armatus
ENSMALP00000031537	ENSMALG00000021764	Monopterus_albus
ENSTNIP00000016178	ENSTNIG00000013195	Tetraodon_nigroviridis
ENSTRUP00000050865	ENSTRUG00000020808	Takifugu_rubripes
ENSMMOP00000001201	ENSMMOG00000001018	Mola_mola
ENSLCRP00005035385	ENSLCRG00005013819	Larimichthys_crocea
ENSGACP00000017326	ENSGACG00000013097	Gasterosteus_aculeatus
ENSSDUP00000005196	ENSSDUG00000003834	Seriola_dumerili
ENSSLDP00000031179	ENSSLDG00000023949	Seriola_lalandi_dorsalis
ENSLCAP00010022003	ENSLCAG00010010369	Lates_calcarifer
ENSHBUP00000009053	ENSHBUG00000010577	Haplochromis_burtoni
ENSMZEP00005013946	ENSMZEG00005010515	Maylandia_zebra
ENSPNYP00000026727	ENSPNYG00000020144	Pundamilia_nyererei
ENSACLP00000007073	ENSACLG00000004781	Astatotilapia_calliptera
ENSNBRP00000030495	ENSNBRG00000023199	Neolamprologus_brichardi
ENSACIP00000031535	ENSACIG00000024361	Amphilophus_citrinellus
ENSORLP00020010330	ENSORLG00020011244	Oryzias_latipes_ASM223471v1
ENSORLP00000029506	ENSORLG00000030454	Oryzias_latipes_ASM223467v1
ENSORLP00015025995	ENSORLG00015007426	Oryzias_latipes_ASM223469v1
ENSOMEP00000013229	ENSOMEG00000014667	Oryzias_melastigma
ENSPMGP00000017646	ENSPMGG00000014429	Periophthalmus_magnuspinnatus
ENSSMAP00000020191	ENSSMAG00000012397	Scophthalmus_maximus
ENSATEP00000034805	ENSATEG00000023918	Anabas_testudineus
ENSLBEP00000020469	ENSLBEG00000015745	Labrus_bergylta
ENSCGOP00000024627	ENSCGOG00000011683	Cottoperca_gobio
ENSPFOP00000001794	ENSPFOG00000001921	Poecilia_formosa
ENSPLAP00000028725	ENSPLAG00000018342	Poecilia_latipinna
ENSPREP00000010199	ENSPREG00000006954	Poecilia_reticulata
ENSPMEP00000034698	ENSPMEG00000024105	Poecilia_mexicana
ENSGAFP00000006894	ENSGAFG00000004691	Gambusia_affinis
ENSXMAP00000012266	ENSXMAG00000012261	Xiphophorus_maculatus
ENSXCOP00000012186	ENSXCOG00000009222	Xiphophorus_couchianus
ENSCVAP00000024055	ENSCVAG00000007865	Cyprinodon_variegatus
ENSFHEP00000019955	ENSFHEG00000021862	Fundulus_heteroclitus
ENSGMOP00000008006	ENSGMOG00000007484	Gadus_morhua
ENSHHUP00000084202	ENSHHUG00000048833	Hucho_hucho
ENSELUP00000039814	ENSELUG00000020090	Esox_lucius
ENSAMXP00000027935	ENSAMXG00000042276	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005029362	ENSAMXG00005014514	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000032282	ENSPNAG00000020129	Pygocentrus_nattereri
ENSIPUP00000000890	ENSIPUG00000000631	Ictalurus_punctatus
ENSEEEP00000047698	ENSEEEG00000022453	Electrophorus_electricus
ENSDARP00000096205	ENSDARG00000071339	Danio_rerio
ENSCHAP00000025259	ENSCHAG00000012351	Clupea_harengus
ENSDCDP00000025305	ENSDCDG00000018961	Denticeps_clupeoides
ENSLOCP00000005732	ENSLOCG00000004779	Lepisosteus_oculatus
ENSECRP00000022155	ENSECRG00000014978	Erpetoichthys_calabaricus
ENSCMIP00000009685	ENSCMIG00000005120	Callorhinchus_milii
ENSCSAVP00000000112	ENSCSAVG00000000056	Ciona_savignyi
ENSCINP00000033783	ENSCING00000024635	Ciona_intestinalis
FBpp0073805	FBgn0052590	Drosophila_melanogaster
K11B4.2.1	WBGene00010767	Caenorhabditis_elegans_strain_N2
