ENSTTRP00000005772	ENSTTRG00000006102	Tursiops_truncatus
ENSMEUP00000009894	ENSMEUG00000010851	Notamacropus_eugenii
ENSMODP00000000752	ENSMODG00000000628	Monodelphis_domestica
ENSSHAP00000016697	ENSSHAG00000014204	Sarcophilus_harrisii
ENSPSIP00000003972	ENSPSIG00000003752	Pelodiscus_sinensis
ENSOANP00000031187	ENSOANG00000031389	Ornithorhynchus_anatinus
ENSPMGP00000024201	ENSPMGG00000019576	Periophthalmus_magnuspinnatus
ENSAPOP00000030478	ENSAPOG00000017084	Acanthochromis_polyacanthus
ENSNMEP00000014760	ENSNMEG00000013188	Numida_meleagris
ENSGALP00000003054	ENSGALG00000001968	Gallus_gallus
ENSCJPP00005021736	ENSCJPG00005017360	Coturnix_japonica
ENSMGAP00000004574	ENSMGAG00000016722	Meleagris_gallopavo
ENSNMEP00000000120	ENSNMEG00000000197	Numida_meleagris
ENSAPLP00000019054	ENSAPLG00000010742	Anas_platyrhynchos_platyrhynchos
ENSABRP00000014425	ENSABRG00000012751	Anser_brachyrhynchus
ENSCPGP00000010648	ENSCPGG00000007587	Calidris_pygmaea	ENSCPGT00000011682
ENSCPUP00000012866	ENSCPUG00000009141	Calidris_pugnax	ENSCPUT00000015381
ENSMUNP00000005953	ENSMUNG00000004834	Melopsittacus_undulatus
ENSLSDP00000002007	ENSLSDG00000001592	Lonchura_striata_domestica
ENSTGUP00000001064	ENSTGUG00000001034	Taeniopygia_guttata
ENSSCAP00000017597	ENSSCAG00000012770	Serinus_canaria
ENSZALP00000021504	ENSZALG00000016826	Zonotrichia_albicollis
ENSJHYP00000022695	ENSJHYG00000017117	Junco_hyemalis
ENSFALP00000003609	ENSFALG00000003461	Ficedula_albicollis
ENSPMJP00000015821	ENSPMJG00000011989	Parus_major
ENSCCEP00000005733	ENSCCEG00000006263	Cyanistes_caeruleus
ENSLCOP00000009371	ENSLCOG00000006832	Lepidothrix_coronata
ENSMVIP00005023489	ENSMVIG00005016486	Manacus_vitellinus
ENSDNVP00000016193	ENSDNVG00000011369	Dromaius_novaehollandiae
ENSNPEP00000020081	ENSNPEG00000014936	Nothoprocta_perdicaria
ENSAHAP00000026751	ENSAHAG00000018633	Apteryx_haastii
ENSAOWP00000011014	ENSAOWG00000007595	Apteryx_owenii
ENSAOWP00000011017	ENSAOWG00000007597	Apteryx_owenii
ENSAHAP00000026753	ENSAHAG00000018635	Apteryx_haastii
ENSARWP00000025200	ENSARWG00000017139	Apteryx_rowi
ENSCPRP00005021551	ENSCPRG00005014983	Crocodylus_porosus
ENSCABP00000007479	ENSCABG00000005657	Chelonoidis_abingdonii
ENSGAGP00000009392	ENSGAGG00000007432	Gopherus_agassizii
ENSCPBP00000021518	ENSCPBG00000015463	Chrysemys_picta_bellii
ENSPVIP00000002645	ENSPVIG00000002257	Pogona_vitticeps
ENSACAP00000002497	ENSACAG00000002524	Anolis_carolinensis
ENSNSUP00000018755	ENSNSUG00000013707	Notechis_scutatus
ENSSMRP00000005025	ENSSMRG00000004132	Salvator_merianae
ENSSPUP00000016347	ENSSPUG00000012651	Sphenodon_punctatus
ENSXETP00000026028	ENSXETG00000003359	Xenopus_tropicalis
ENSAMXP00000052829	ENSAMXG00000030081	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005021630	ENSAMXG00005011222	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000032508	ENSPNAG00000020499	Pygocentrus_nattereri
ENSEEEP00000041244	ENSEEEG00000019520	Electrophorus_electricus
ENSIPUP00000032883	ENSIPUG00000022094	Ictalurus_punctatus
ENSDARP00000100090	ENSDARG00000076730	Danio_rerio
ENSDCDP00000020681	ENSDCDG00000016383	Denticeps_clupeoides
ENSDCDP00000012949	ENSDCDG00000008463	Denticeps_clupeoides
ENSATEP00000035526	ENSATEG00000024407	Anabas_testudineus
ENSBSLP00000043956	ENSBSLG00000020859	Betta_splendens
ENSTRUP00000008874	ENSTRUG00000003775	Takifugu_rubripes
ENSTNIP00000015379	ENSTNIG00000012409	Tetraodon_nigroviridis
ENSGACP00000014807	ENSGACG00000011194	Gasterosteus_aculeatus
ENSAPEP00000000436	ENSAPEG00000000337	Amphiprion_percula
ENSAPOP00000030489	ENSAPOG00000017173	Acanthochromis_polyacanthus
ENSSPAP00000026423	ENSSPAG00000019931	Stegastes_partitus
ENSPRNP00000042844	ENSPRNG00000020931	Parambassis_ranga
ENSPLAP00000010226	ENSPLAG00000013102	Poecilia_latipinna
ENSPFOP00000007470	ENSPFOG00000007481	Poecilia_formosa
ENSPMEP00000034380	ENSPMEG00000023564	Poecilia_mexicana
ENSPREP00000031553	ENSPREG00000021360	Poecilia_reticulata
ENSXMAP00000037138	ENSXMAG00000012599	Xiphophorus_maculatus
ENSXCOP00000020566	ENSXCOG00000015407	Xiphophorus_couchianus
ENSGAFP00000029571	ENSGAFG00000019941	Gambusia_affinis
ENSFHEP00000022911	ENSFHEG00000003602	Fundulus_heteroclitus
ENSCVAP00000018931	ENSCVAG00000022264	Cyprinodon_variegatus
ENSKMAP00000003902	ENSKMAG00000002989	Kryptolebias_marmoratus
ENSORLP00000029575	ENSORLG00000016069	Oryzias_latipes_ASM223467v1
ENSORLP00015023070	ENSORLG00015002809	Oryzias_latipes_ASM223469v1
ENSORLP00020025762	ENSORLG00020007908	Oryzias_latipes_ASM223471v1
ENSOMEP00000032416	ENSOMEG00000017823	Oryzias_melastigma
ENSGWIP00000008164	ENSGWIG00000004811	Gouania_willdenowi
ENSSDUP00000005947	ENSSDUG00000004382	Seriola_dumerili
ENSSLDP00000022616	ENSSLDG00000017644	Seriola_lalandi_dorsalis
ENSLCAP00010054793	ENSLCAG00010025560	Lates_calcarifer
ENSAOCP00000011103	ENSAOCG00000015384	Amphiprion_ocellaris
ENSLCRP00005047702	ENSLCRG00005018070	Larimichthys_crocea
ENSMALP00000026363	ENSMALG00000018292	Monopterus_albus
ENSCGOP00000034291	ENSCGOG00000015910	Cottoperca_gobio
ENSLBEP00000015529	ENSLBEG00000012074	Labrus_bergylta
ENSSMAP00000031575	ENSSMAG00000019346	Scophthalmus_maximus
ENSMAMP00000007234	ENSMAMG00000004923	Mastacembelus_armatus
ENSCSEP00000027392	ENSCSEG00000017496	Cynoglossus_semilaevis
ENSHCOP00000008473	ENSHCOG00000010730	Hippocampus_comes
ENSMMOP00000019761	ENSMMOG00000015001	Mola_mola
ENSACLP00000027006	ENSACLG00000018361	Astatotilapia_calliptera
ENSHBUP00000005672	ENSHBUG00000007073	Haplochromis_burtoni
ENSPNYP00000028492	ENSPNYG00000021462	Pundamilia_nyererei
ENSMZEP00005031365	ENSMZEG00005023378	Maylandia_zebra
ENSNBRP00000002796	ENSNBRG00000002233	Neolamprologus_brichardi
ENSONIP00000020882	ENSONIG00000016581	Oreochromis_niloticus
ENSACIP00000021821	ENSACIG00000016956	Amphilophus_citrinellus
ENSGMOP00000007009	ENSGMOG00000006597	Gadus_morhua
ENSHHUP00000088726	ENSHHUG00000051253	Hucho_hucho
ENSHHUP00000050985	ENSHHUG00000030642	Hucho_hucho
ENSELUP00000004075	ENSELUG00000005251	Esox_lucius
ENSSFOP00015032638	ENSSFOG00015020861	Scleropages_formosus
ENSPKIP00000024279	ENSPKIG00000007589	Paramormyrops_kingsleyae
ENSAMXP00000014313	ENSAMXG00000013910	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031206	ENSAMXG00005015309	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000029155	ENSPNAG00000003355	Pygocentrus_nattereri
ENSEEEP00000016504	ENSEEEG00000008171	Electrophorus_electricus
ENSDARP00000154717	ENSDARG00000031463	Danio_rerio
ENSDCDP00000028434	ENSDCDG00000020492	Denticeps_clupeoides
ENSHHUP00000052957	ENSHHUG00000031816	Hucho_hucho
ENSHHUP00000075727	ENSHHUG00000044332	Hucho_hucho
ENSELUP00000041291	ENSELUG00000022087	Esox_lucius
ENSLOCP00000012863	ENSLOCG00000010494	Lepisosteus_oculatus
ENSECRP00000021677	ENSECRG00000014427	Erpetoichthys_calabaricus
ENSLACP00000020668	ENSLACG00000018159	Latimeria_chalumnae
ENSCMIP00000018607	ENSCMIG00000008747	Callorhinchus_milii
ENSPMAP00000002182	ENSPMAG00000001996	Petromyzon_marinus
ENSPMAP00000010382	ENSPMAG00000009442	Petromyzon_marinus
