ENSSSCP00000037777	ENSSSCG00000006024	Sus_scrofa_strain_reference
ENSSCAP00000008276	ENSSCAG00000006319	Serinus_canaria
ENSCLAP00000011586	ENSCLAG00000007984	Chinchilla_lanigera
ENSCPOP00000025318	ENSCPOG00000030274	Cavia_porcellus
ENSPMGP00000012901	ENSPMGG00000010633	Periophthalmus_magnuspinnatus
ENSGACP00000006958	ENSGACG00000005248	Gasterosteus_aculeatus
ENSCPUP00000010114	ENSCPUG00000007144	Calidris_pugnax
ENSSDUP00000012873	ENSSDUG00000009360	Seriola_dumerili
ENSATEP00000035831	ENSATEG00000024625	Anabas_testudineus
ENSTRUP00000054713	ENSTRUG00000003895	Takifugu_rubripes
ENSAPOP00000031221	ENSAPOG00000018307	Acanthochromis_polyacanthus
ENSJJAP00000000162	ENSJJAG00000000164	Jaculus_jaculus
ENSVURP00010025666	ENSVURG00010019658	Vombatus_ursinus
ENSMNEP00000013624	ENSMNEG00000031030	Macaca_nemestrina
ZK154.4.1	WBGene00022666	Caenorhabditis_elegans_strain_N2	ZK154.4.1
ENSOANP00000011728	ENSOANG00000007368	Ornithorhynchus_anatinus
ENSCHOP00000006949	ENSCHOG00000007848	Choloepus_hoffmanni
ENSXMAP00000007097	ENSXMAG00000007078	Xiphophorus_maculatus
ENSPCIP00000034132	ENSPCIG00000025280	Phascolarctos_cinereus
ENSPCIP00000024871	ENSPCIG00000018732	Phascolarctos_cinereus
ENSPNAP00000004945	ENSPNAG00000011300	Pygocentrus_nattereri
ENSPMAP00000003151	ENSPMAG00000002883	Petromyzon_marinus
ENSMAUP00000001676	ENSMAUG00000001236	Mesocricetus_auratus
ENSDNOP00000005780	ENSDNOG00000007465	Dasypus_novemcinctus
ENSPNYP00000006367	ENSPNYG00000004901	Pundamilia_nyererei
ENSORLP00020000788	ENSORLG00020001485	Oryzias_latipes_ASM223471v1
ENSLCRP00005019445	ENSLCRG00005007945	Larimichthys_crocea
ENSTBEP00000003299	ENSTBEG00000003818	Tupaia_belangeri
ENSUMAP00000027913	ENSUMAG00000020279	Ursus_maritimus
ENSCCNP00000020703	ENSCCNG00000020633	Castor_canadensis
ENSGWIP00000015767	ENSGWIG00000008838	Gouania_willdenowi
ENSLBEP00000004976	ENSLBEG00000003844	Labrus_bergylta
ENSCGRP00015035519	ENSCGRG00015026661	Cricetulus_griseus_CriGri-PICR
ENSCABP00000007395	ENSCABG00000005590	Chelonoidis_abingdonii
ENSPVIP00000008908	ENSPVIG00000007142	Pogona_vitticeps
ENSP00000337675	ENSG00000147654	Homo_sapiens
ENSLOCP00000003482	ENSLOCG00000002958	Lepisosteus_oculatus
ENSORLP00000025620	ENSORLG00000020684	Oryzias_latipes_ASM223467v1
ENSDNOP00000019686	ENSDNOG00000040846	Dasypus_novemcinctus
ENSCSEP00000014548	ENSCSEG00000009364	Cynoglossus_semilaevis
ENSETEP00000009752	ENSETEG00000012012	Echinops_telfairi
ENSRNOP00000005705	ENSRNOG00000004220	Rattus_norvegicus
ENSPLAP00000030231	ENSPLAG00000021122	Poecilia_latipinna
ENSNPEP00000017304	ENSNPEG00000012888	Nothoprocta_perdicaria
ENSODEP00000004686	ENSODEG00000003573	Octodon_degus
ENSAPLP00000002454	ENSAPLG00000003002	Anas_platyrhynchos_platyrhynchos
ENSTSYP00000002069	ENSTSYG00000002226	Carlito_syrichta
ENSOARP00000012961	ENSOARG00000012091	Ovis_aries
ENSABRP00000016267	ENSABRG00000014271	Anser_brachyrhynchus
ENSPTEP00000038215	ENSPTEG00000035582	Piliocolobus_tephrosceles
ENSCPRP00005009961	ENSCPRG00005007111	Crocodylus_porosus
ENSDNOP00000035143	ENSDNOG00000037809	Dasypus_novemcinctus
ENSPPAP00000020954	ENSPPAG00000033701	Pan_paniscus
ENSDNOP00000017959	ENSDNOG00000041310	Dasypus_novemcinctus
ENSPKIP00000019271	ENSPKIG00000004494	Paramormyrops_kingsleyae	ENSPKIT00000036116
ENSCCEP00000025767	ENSCCEG00000022713	Cyanistes_caeruleus
ENSSMRP00000027772	ENSSMRG00000021407	Salvator_merianae
ENSPCAP00000003785	ENSPCAG00000004040	Procavia_capensis
ENSMLUP00000012330	ENSMLUG00000013540	Myotis_lucifugus
ENSGAFP00000001655	ENSGAFG00000001159	Gambusia_affinis
ENSNGAP00000022558	ENSNGAG00000021390	Nannospalax_galili
ENSACLP00000035508	ENSACLG00000024044	Astatotilapia_calliptera
ENSPTIP00000019658	ENSPTIG00000017386	Panthera_tigris_altaica
ENSPPYP00000021120	ENSPPYG00000018824	Pongo_abelii
ENSCGRP00001007103	ENSCGRG00001009564	Cricetulus_griseus_CHOK1GS_HDv1
ENSVPAP00000005793	ENSVPAG00000006249	Vicugna_pacos
ENSPRNP00000027154	ENSPRNG00000013596	Parambassis_ranga
ENSAOCP00000019352	ENSAOCG00000024618	Amphiprion_ocellaris
ENSBIXP00000035737	ENSBIXG00000019057	Bos_indicus_x_Bos_taurus_UOA_Angus_1
MGP_SPRETEiJ_P0039948	MGP_SPRETEiJ_G0020672	Mus_spretus_strain_SPRET/EiJ
