ENSMVIP00005021581	ENSMVIG00005015175	Manacus_vitellinus	ENSMVIT00005024310
ENSLCOP00000014815	ENSLCOG00000010609	Lepidothrix_coronata	ENSLCOT00000015657
ENSJHYP00000001094	ENSJHYG00000000961	Junco_hyemalis
ENSRNOP00000030430	ENSRNOG00000005153	Rattus_norvegicus
ENSMUGP00000016590	ENSMUGG00000014215	Meriones_unguiculatus
ENSCGRP00015028582	ENSCGRG00015021636	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000023647	ENSCGRG00000017123	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001002807	ENSCGRG00001003215	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000011170	ENSMAUG00000011838	Mesocricetus_auratus
ENSMOCP00000020929	ENSMOCG00000018454	Microtus_ochrogaster
ENSPEMP00000020215	ENSPEMG00000018246	Peromyscus_maniculatus_bairdii
ENSNGAP00000002666	ENSNGAG00000002521	Nannospalax_galili
ENSJJAP00000003674	ENSJJAG00000007352	Jaculus_jaculus
ENSSTOP00000022946	ENSSTOG00000025493	Ictidomys_tridecemlineatus
ENSUPAP00010025289	ENSUPAG00010020002	Urocitellus_parryii
ENSMMMP00000006588	ENSMMMG00000005907	Marmota_marmota_marmota
ENSCLAP00000008822	ENSCLAG00000006165	Chinchilla_lanigera
ENSCPOP00000009896	ENSCPOG00000011010	Cavia_porcellus
ENSODEP00000003077	ENSODEG00000002363	Octodon_degus
ENSHGLP00000021084	ENSHGLG00000015063	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018746	ENSHGLG00100013829	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005386	ENSFDAG00000014406	Fukomys_damarensis
ENSOPRP00000007248	ENSOPRG00000007913	Ochotona_princeps
ENSECAP00000019436	ENSECAG00000021909	Equus_caballus
ENSEASP00005006300	ENSEASG00005004663	Equus_asinus_asinus
ENSPVAP00000013422	ENSPVAG00000014242	Pteropus_vampyrus
ENSUAMP00000012708	ENSUAMG00000010281	Ursus_americanus
ENSAMEP00000000068	ENSAMEG00000000069	Ailuropoda_melanoleuca
ENSNVIP00000008163	ENSNVIG00000006414	Neovison_vison
ENSMPUP00000007912	ENSMPUG00000007970	Mustela_putorius_furo
ENSCAFP00000027231	ENSCAFG00000018445	Canis_lupus_familiaris
ENSVVUP00000008376	ENSVVUG00000006290	Vulpes_vulpes
ENSFCAP00000037801	ENSFCAG00000028779	Felis_catus
ENSPPRP00000017282	ENSPPRG00000009318	Panthera_pardus
ENSTTRP00000003827	ENSTTRG00000004065	Tursiops_truncatus
ENSSSCP00000041300	ENSSSCG00000040089	Sus_scrofa_strain_reference
ENSCHIP00000000382	ENSCHIG00000000273	Capra_hircus
ENSOARP00000009384	ENSOARG00000008742	Ovis_aries
ENSBIXP00005006153	ENSBIXG00005011821	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000028609	ENSBIXG00000009895	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000036106	ENSBMUG00000026811	Bos_mutus
ENSBBBP00000027897	ENSBBBG00000024339	Bison_bison_bison
ENSEEUP00000001026	ENSEEUG00000001138	Erinaceus_europaeus
ENSDNOP00000015773	ENSDNOG00000024868	Dasypus_novemcinctus
ENSXETP00000035624	ENSXETG00000014048	Xenopus_tropicalis
ENSLACP00000022476	ENSLACG00000022655	Latimeria_chalumnae
ENSLOCP00000017404	ENSLOCG00000014129	Lepisosteus_oculatus
ENSPKIP00000033773	ENSPKIG00000013359	Paramormyrops_kingsleyae
ENSECRP00000018697	ENSECRG00000012501	Erpetoichthys_calabaricus
