ENSPKIP00000020849	ENSPKIG00000005479	Paramormyrops_kingsleyae
ENSSPAP00000007274	ENSSPAG00000005557	Stegastes_partitus
ENSPRNP00000050108	ENSPRNG00000023860	Parambassis_ranga
ENSGWIP00000048859	ENSGWIG00000023809	Gouania_willdenowi
ENSCGOP00000039447	ENSCGOG00000017876	Cottoperca_gobio
ENSGACP00000010738	ENSGACG00000008101	Gasterosteus_aculeatus
ENSLBEP00000000053	ENSLBEG00000000049	Labrus_bergylta
ENSLBEP00000025792	ENSLBEG00000019491	Labrus_bergylta
ENSLCRP00005038068	ENSLCRG00005014712	Larimichthys_crocea
ENSTRUP00000028588	ENSTRUG00000011322	Takifugu_rubripes
ENSTNIP00000011503	ENSTNIG00000008655	Tetraodon_nigroviridis
ENSMMOP00000013600	ENSMMOG00000010420	Mola_mola
ENSCSEP00000007194	ENSCSEG00000004645	Cynoglossus_semilaevis
ENSMAMP00000031818	ENSMAMG00000021414	Mastacembelus_armatus
ENSMALP00000006973	ENSMALG00000004964	Monopterus_albus
ENSATEP00000003486	ENSATEG00000002440	Anabas_testudineus
ENSBSLP00000051691	ENSBSLG00000024400	Betta_splendens
ENSPMGP00000000317	ENSPMGG00000000315	Periophthalmus_magnuspinnatus
ENSFHEP00000034641	ENSFHEG00000022507	Fundulus_heteroclitus
ENSCVAP00000027906	ENSCVAG00000014630	Cyprinodon_variegatus
ENSXCOP00000017572	ENSXCOG00000013251	Xiphophorus_couchianus
ENSXMAP00000002954	ENSXMAG00000002935	Xiphophorus_maculatus
ENSGAFP00000014077	ENSGAFG00000009522	Gambusia_affinis
ENSPMEP00000014222	ENSPMEG00000016625	Poecilia_mexicana
ENSPFOP00000005363	ENSPFOG00000005432	Poecilia_formosa
ENSPLAP00000006653	ENSPLAG00000008918	Poecilia_latipinna
ENSPREP00000026494	ENSPREG00000017899	Poecilia_reticulata
ENSKMAP00000005038	ENSKMAG00000003817	Kryptolebias_marmoratus
ENSORLP00020003885	ENSORLG00020004683	Oryzias_latipes_ASM223471v1
ENSORLP00000008924	ENSORLG00000007115	Oryzias_latipes_ASM223467v1
ENSORLP00015027673	ENSORLG00015009895	Oryzias_latipes_ASM223469v1
ENSOMEP00000003498	ENSOMEG00000004417	Oryzias_melastigma
ENSACLP00000017630	ENSACLG00000012029	Astatotilapia_calliptera
ENSPNYP00000016368	ENSPNYG00000012383	Pundamilia_nyererei
ENSMZEP00005037101	ENSMZEG00005027640	Maylandia_zebra
ENSHBUP00000019781	ENSHBUG00000022006	Haplochromis_burtoni
ENSNBRP00000026247	ENSNBRG00000019995	Neolamprologus_brichardi
ENSONIP00000023255	ENSONIG00000018472	Oreochromis_niloticus
ENSACIP00000026743	ENSACIG00000020700	Amphilophus_citrinellus
ENSHCOP00000002395	ENSHCOG00000003497	Hippocampus_comes
ENSHCOP00000002385	ENSHCOG00000003519	Hippocampus_comes
ENSGMOP00000013415	ENSGMOG00000012535	Gadus_morhua
ENSLOCP00000007102	ENSLOCG00000005878	Lepisosteus_oculatus
ENSECRP00000005427	ENSECRG00000003664	Erpetoichthys_calabaricus
