ENSSARP00000008745	ENSSARG00000009672	Sorex_araneus
ENSARWP00000007776	ENSARWG00000005427	Apteryx_rowi	ENSARWT00000008869
ENSCPRP00005004991	ENSCPRG00005003585	Crocodylus_porosus
ENSCABP00000006091	ENSCABG00000004598	Chelonoidis_abingdonii
ENSGAGP00000020953	ENSGAGG00000015402	Gopherus_agassizii
ENSCPBP00000007625	ENSCPBG00000006010	Chrysemys_picta_bellii
ENSPSIP00000011660	ENSPSIG00000010414	Pelodiscus_sinensis
ENSSPUP00000002570	ENSSPUG00000001970	Sphenodon_punctatus
ENSMGAP00000013516	ENSMGAG00000012811	Meleagris_gallopavo
ENSEEEP00000042670	ENSEEEG00000020141	Electrophorus_electricus
ENSSFOP00015032135	ENSSFOG00015020556	Scleropages_formosus
ENSPKIP00000026208	ENSPKIG00000008775	Paramormyrops_kingsleyae
ENSAMXP00000035079	ENSAMXG00000043457	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005011628	ENSAMXG00005006375	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000012806	ENSPNAG00000018681	Pygocentrus_nattereri
ENSIPUP00000005230	ENSIPUG00000003631	Ictalurus_punctatus
ENSDARP00000121985	ENSDARG00000003520	Danio_rerio
ENSDCDP00000013927	ENSDCDG00000005450	Denticeps_clupeoides
ENSLCAP00010021916	ENSLCAG00010010324	Lates_calcarifer
ENSLCAP00010007586	ENSLCAG00010003711	Lates_calcarifer
ENSBSLP00000049292	ENSBSLG00000023306	Betta_splendens
ENSHCOP00000014275	ENSHCOG00000017633	Hippocampus_comes
ENSTRUP00000007899	ENSTRUG00000003375	Takifugu_rubripes
ENSCVAP00000027784	ENSCVAG00000014428	Cyprinodon_variegatus
ENSPFOP00000028606	ENSPFOG00000010338	Poecilia_formosa
ENSPLAP00000002964	ENSPLAG00000004373	Poecilia_latipinna
ENSPMEP00000034679	ENSPMEG00000024106	Poecilia_mexicana
ENSPREP00000032301	ENSPREG00000021882	Poecilia_reticulata
ENSXMAP00000026036	ENSXMAG00000011398	Xiphophorus_maculatus
ENSXCOP00000007362	ENSXCOG00000005687	Xiphophorus_couchianus
ENSGAFP00000005276	ENSGAFG00000003582	Gambusia_affinis
ENSFHEP00000020076	ENSFHEG00000022064	Fundulus_heteroclitus
ENSKMAP00000004720	ENSKMAG00000003592	Kryptolebias_marmoratus
ENSORLP00020012981	ENSORLG00020013931	Oryzias_latipes_ASM223471v1
ENSORLP00015014417	ENSORLG00015000630	Oryzias_latipes_ASM223469v1
ENSORLP00000045593	ENSORLG00000010724	Oryzias_latipes_ASM223467v1
ENSOMEP00000002620	ENSOMEG00000003583	Oryzias_melastigma
ENSGWIP00000019377	ENSGWIG00000009683	Gouania_willdenowi
ENSCSEP00000030090	ENSCSEG00000019274	Cynoglossus_semilaevis
ENSGACP00000026512	ENSGACG00000020066	Gasterosteus_aculeatus
ENSSMAP00000022100	ENSSMAG00000013479	Scophthalmus_maximus
ENSATEP00000029283	ENSATEG00000020180	Anabas_testudineus
ENSSDUP00000023925	ENSSDUG00000017401	Seriola_dumerili
ENSSLDP00000022338	ENSSLDG00000017443	Seriola_lalandi_dorsalis
ENSMAMP00000005537	ENSMAMG00000003758	Mastacembelus_armatus
ENSCGOP00000032024	ENSCGOG00000013824	Cottoperca_gobio
ENSLCRP00005037832	ENSLCRG00005013912	Larimichthys_crocea
ENSMZEP00005033732	ENSMZEG00005025221	Maylandia_zebra
ENSACLP00000018153	ENSACLG00000012372	Astatotilapia_calliptera
ENSHBUP00000027360	ENSHBUG00000010544	Haplochromis_burtoni
ENSPNYP00000026358	ENSPNYG00000019861	Pundamilia_nyererei
ENSNBRP00000014633	ENSNBRG00000011298	Neolamprologus_brichardi
ENSONIP00000001905	ENSONIG00000001523	Oreochromis_niloticus
ENSPRNP00000055005	ENSPRNG00000025821	Parambassis_ranga
ENSAOCP00000031185	ENSAOCG00000022654	Amphiprion_ocellaris
ENSAPOP00000013630	ENSAPOG00000016428	Acanthochromis_polyacanthus
ENSMMOP00000000658	ENSMMOG00000000543	Mola_mola
ENSTRUP00000050668	ENSTRUG00000020505	Takifugu_rubripes
ENSSPAP00000016144	ENSSPAG00000012156	Stegastes_partitus
ENSAPEP00000022378	ENSAPEG00000015933	Amphiprion_percula
ENSACIP00000020347	ENSACIG00000015797	Amphilophus_citrinellus
ENSMALP00000005924	ENSMALG00000004240	Monopterus_albus
ENSTNIP00000020873	ENSTNIG00000017723	Tetraodon_nigroviridis
ENSPMGP00000018306	ENSPMGG00000014954	Periophthalmus_magnuspinnatus
ENSGMOP00000019689	ENSGMOG00000018292	Gadus_morhua
ENSHHUP00000055872	ENSHHUG00000033306	Hucho_hucho
ENSHHUP00000044261	ENSHHUG00000027018	Hucho_hucho
ENSELUP00000033051	ENSELUG00000011194	Esox_lucius
ENSEEEP00000016064	ENSEEEG00000007952	Electrophorus_electricus
ENSLOCP00000012441	ENSLOCG00000010162	Lepisosteus_oculatus
ENSECRP00000002217	ENSECRG00000001527	Erpetoichthys_calabaricus
ENSLACP00000009281	ENSLACG00000008187	Latimeria_chalumnae
ENSCMIP00000000816	ENSCMIG00000000557	Callorhinchus_milii
ENSPMAP00000009713	ENSPMAG00000008813	Petromyzon_marinus	ENSPMAT00000009754
ENSEBUP00000015045	ENSEBUG00000009469	Eptatretus_burgeri	ENSEBUT00000015621
ENSXETP00000039339	ENSXETG00000000858	Xenopus_tropicalis
ENSVURP00010028921	ENSVURG00010022152	Vombatus_ursinus
ENSPCIP00000034630	ENSPCIG00000025626	Phascolarctos_cinereus
ENSMEUP00000007592	ENSMEUG00000008308	Notamacropus_eugenii
ENSSHAP00000007086	ENSSHAG00000006157	Sarcophilus_harrisii
ENSMODP00000042057	ENSMODG00000002932	Monodelphis_domestica
