ENSHGLP00000020629	ENSHGLG00000014756	Heterocephalus_glaber_HetGla_female_1.0
ENSTBEP00000007322	ENSTBEG00000008448	Tupaia_belangeri
ENSCHAP00000022393	ENSCHAG00000011193	Clupea_harengus
ENSGMOP00000011597	ENSGMOG00000010831	Gadus_morhua
ENSEEUP00000002186	ENSEEUG00000002387	Erinaceus_europaeus	ENSEEUT00000002392
ENSSTOP00000025012	ENSSTOG00000002796	Ictidomys_tridecemlineatus
ENSTNIP00000006003	ENSTNIG00000003416	Tetraodon_nigroviridis
ENSPTEP00000034907	ENSPTEG00000033046	Piliocolobus_tephrosceles
ENSMVIP00005024959	ENSMVIG00005017413	Manacus_vitellinus
ENSOANP00000030988	ENSOANG00000030499	Ornithorhynchus_anatinus
ENSRROP00000036177	ENSRROG00000041529	Rhinopithecus_roxellana
ENSCPRP00005013051	ENSCPRG00005009255	Crocodylus_porosus
ENSCPUP00000029668	ENSCPUG00000019866	Calidris_pugnax
ENSDNVP00000014653	ENSDNVG00000010321	Dromaius_novaehollandiae
ENSLCOP00000009302	ENSLCOG00000006790	Lepidothrix_coronata
ENSOANP00000007499	ENSOANG00000004735	Ornithorhynchus_anatinus
ENSACAP00000015588	ENSACAG00000015825	Anolis_carolinensis
ENSHCOP00000010108	ENSHCOG00000012664	Hippocampus_comes
ENSLACP00000017167	ENSLACG00000015124	Latimeria_chalumnae
ENSCAFP00000056916	ENSCAFG00000014786	Canis_lupus_familiaris
ENSATEP00000032026	ENSATEG00000022058	Anabas_testudineus
ENSPFOP00000022169	ENSPFOG00000023886	Poecilia_formosa
ENSPCAP00000006832	ENSPCAG00000007281	Procavia_capensis
ENSGWIP00000043172	ENSGWIG00000021593	Gouania_willdenowi
ENSEEEP00000017753	ENSEEEG00000008771	Electrophorus_electricus
ENSKMAP00000022149	ENSKMAG00000016440	Kryptolebias_marmoratus
ENSTNIP00000006744	ENSTNIG00000004127	Tetraodon_nigroviridis
ENSORLP00020011543	ENSORLG00020012477	Oryzias_latipes_ASM223471v1
ENSLOCP00000004373	ENSLOCG00000003682	Lepisosteus_oculatus
ENSSMRP00000030849	ENSSMRG00000023654	Salvator_merianae
ENSVURP00010017283	ENSVURG00010013194	Vombatus_ursinus
ENSCGRP00000015343	ENSCGRG00000011137	Cricetulus_griseus_CriGri_1.0
ENSMMOP00000017399	ENSMMOG00000013212	Mola_mola
ENSCCAP00000017752	ENSCCAG00000026681	Cebus_capucinus_imitator
ENSOMEP00000020853	ENSOMEG00000022758	Oryzias_melastigma
ENSCABP00000012097	ENSCABG00000009059	Chelonoidis_abingdonii
ENSCPRP00005021554	ENSCPRG00005014987	Crocodylus_porosus
ENSPSMP00000034920	ENSPSMG00000024064	Prolemur_simus
ENSGAFP00000006232	ENSGAFG00000004243	Gambusia_affinis
ENSDORP00000017831	ENSDORG00000008567	Dipodomys_ordii
ENSPKIP00000041196	ENSPKIG00000017843	Paramormyrops_kingsleyae
ENSORLP00015031319	ENSORLG00015015522	Oryzias_latipes_ASM223469v1
ENSSHAP00000018022	ENSSHAG00000015302	Sarcophilus_harrisii
ENSHBUP00000017037	ENSHBUG00000019057	Haplochromis_burtoni
ENSCCEP00000006591	ENSCCEG00000007042	Cyanistes_caeruleus
ENSTNIP00000021471	ENSTNIG00000018305	Tetraodon_nigroviridis
ENSGMOP00000001268	ENSGMOG00000001221	Gadus_morhua
ENSDCDP00000021656	ENSDCDG00000016908	Denticeps_clupeoides
ENSCAFP00020000916	ENSCAFG00020000759	Canis_lupus_dingo
ENSHBUP00000028112	ENSHBUG00000011734	Haplochromis_burtoni
ENSPLAP00000015140	ENSPLAG00000019002	Poecilia_latipinna
ENSGMOP00000004255	ENSGMOG00000004011	Gadus_morhua
ENSAMXP00000055022	ENSAMXG00000016550	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCOP00000003957	ENSLCOG00000002995	Lepidothrix_coronata
ENSAPEP00000032870	ENSAPEG00000023278	Amphiprion_percula
ENSHHUP00000041234	ENSHHUG00000025479	Hucho_hucho
ENSEASP00005025298	ENSEASG00005017223	Equus_asinus_asinus
ENSARWP00000025462	ENSARWG00000017297	Apteryx_rowi
ENSHCOP00000000747	ENSHCOG00000001617	Hippocampus_comes
ENSDARP00000054361	ENSDARG00000056695	Danio_rerio
ENSNMEP00000019278	ENSNMEG00000016663	Numida_meleagris
ENSVPAP00000007431	ENSVPAG00000007988	Vicugna_pacos
ENSLAFP00000028485	ENSLAFG00000013315	Loxodonta_africana
ENSSARP00000007310	ENSSARG00000008086	Sorex_araneus	ENSSART00000008080
ENSTTRP00000001802	ENSTTRG00000001920	Tursiops_truncatus
ENSCHAP00000029521	ENSCHAG00000014000	Clupea_harengus
ENSDCDP00000063080	ENSDCDG00000035618	Denticeps_clupeoides
ENSELUP00000008168	ENSELUG00000008866	Esox_lucius
ENSPEMP00000009475	ENSPEMG00000010761	Peromyscus_maniculatus_bairdii
ENSAMXP00005019898	ENSAMXG00005010317	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLOCP00000008789	ENSLOCG00000007258	Lepisosteus_oculatus
ENSGWIP00000038337	ENSGWIG00000019631	Gouania_willdenowi
ENSCAPP00000013271	ENSCAPG00000013916	Cavia_aperea
ENSCHAP00000030548	ENSCHAG00000014635	Clupea_harengus
ENSAOCP00000010537	ENSAOCG00000014775	Amphiprion_ocellaris
ENSCVAP00000031494	ENSCVAG00000020813	Cyprinodon_variegatus
ENSECAP00000004688	ENSECAG00000006043	Equus_caballus
ENSAOCP00000002577	ENSAOCG00000002301	Amphiprion_ocellaris
ENSMOCP00000004592	ENSMOCG00000003861	Microtus_ochrogaster
ENSLCRP00005056430	ENSLCRG00005021006	Larimichthys_crocea
ENSSCAP00000013494	ENSSCAG00000010008	Serinus_canaria
ENSCGOP00000016192	ENSCGOG00000007789	Cottoperca_gobio
ENSLBEP00000020112	ENSLBEG00000015459	Labrus_bergylta
ENSCPOP00000005296	ENSCPOG00000005870	Cavia_porcellus
ENSCGRP00001005836	ENSCGRG00001007694	Cricetulus_griseus_CHOK1GS_HDv1
ENSPNYP00000006146	ENSPNYG00000004717	Pundamilia_nyererei
ENSSPUP00000018433	ENSSPUG00000014228	Sphenodon_punctatus
ENSCHIP00000012033	ENSCHIG00000013975	Capra_hircus
ENSSPAP00000027732	ENSSPAG00000020916	Stegastes_partitus
ENSSBOP00000002468	ENSSBOG00000012175	Saimiri_boliviensis_boliviensis
ENSVVUP00000001052	ENSVVUG00000000912	Vulpes_vulpes
ENSORLP00000043714	ENSORLG00000027993	Oryzias_latipes_ASM223467v1
ENSODEP00000010571	ENSODEG00000007882	Octodon_degus
ENSBSLP00000054629	ENSBSLG00000025621	Betta_splendens
ENSHHUP00000072624	ENSHHUG00000042631	Hucho_hucho
ENSPMEP00000033405	ENSPMEG00000021886	Poecilia_mexicana
ENSMUSP00000130142	ENSMUSG00000037652	Mus_musculus_strain_reference_(CL57BL6)
ENSHGLP00100016215	ENSHGLG00100011972	Heterocephalus_glaber_HetGla_1.0
ENSOGAP00000008029	ENSOGAG00000008954	Otolemur_garnettii	ENSOGAT00000008960
ENSDNOP00000035065	ENSDNOG00000042270	Dasypus_novemcinctus
ENSCSEP00000025157	ENSCSEG00000016067	Cynoglossus_semilaevis
ENSIPUP00000030653	ENSIPUG00000020698	Ictalurus_punctatus
ENSGACP00000006438	ENSGACG00000004874	Gasterosteus_aculeatus
ENSPRNP00000018308	ENSPRNG00000009650	Parambassis_ranga
ENSMZEP00005002720	ENSMZEG00005002127	Maylandia_zebra
ENSOARP00000000429	ENSOARG00000000418	Ovis_aries
ENSNSUP00000003144	ENSNSUG00000002564	Notechis_scutatus
ENSAMXP00000025490	ENSAMXG00000024784	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAHAP00000023393	ENSAHAG00000016357	Apteryx_haastii
ENSPVIP00000026837	ENSPVIG00000019970	Pogona_vitticeps
ENSMMUP00000061673	ENSMMUG00000022199	Macaca_mulatta
ENSNLEP00000006309	ENSNLEG00000005181	Nomascus_leucogenys
ENSHCOP00000011246	ENSHCOG00000000605	Hippocampus_comes
ENSORLP00000009287	ENSORLG00000007405	Oryzias_latipes_ASM223467v1
ENSDARP00000018055	ENSDARG00000013224	Danio_rerio
ENSPPAP00000007443	ENSPPAG00000026708	Pan_paniscus
ENSTRUP00000020604	ENSTRUG00000008232	Takifugu_rubripes
ENSCSEP00000006887	ENSCSEG00000004445	Cynoglossus_semilaevis
ENSPFOP00000015456	ENSPFOG00000015369	Poecilia_formosa
ENSPNAP00000003565	ENSPNAG00000009988	Pygocentrus_nattereri
ENSMEUP00000002130	ENSMEUG00000002325	Notamacropus_eugenii
ENSGAFP00000023843	ENSGAFG00000016083	Gambusia_affinis
ENSTSYP00000029535	ENSTSYG00000029602	Carlito_syrichta
ENSEBUP00000003694	ENSEBUG00000002655	Eptatretus_burgeri
ENSGAFP00000022032	ENSGAFG00000014872	Gambusia_affinis
ENSSFOP00015007573	ENSSFOG00015004915	Scleropages_formosus
ENSPPYP00000015970	ENSPPYG00000014288	Pongo_abelii
ENSCATP00000017229	ENSCATG00000032508	Cercocebus_atys
ENSONIP00000018586	ENSONIG00000014763	Oreochromis_niloticus
ENSPCIP00000035066	ENSPCIG00000025948	Phascolarctos_cinereus
ENSSPAP00000001094	ENSSPAG00000000850	Stegastes_partitus
ENSAPLP00000008027	ENSAPLG00000008376	Anas_platyrhynchos_platyrhynchos
ENSGAGP00000007925	ENSGAGG00000006312	Gopherus_agassizii
ENSPNYP00000000772	ENSPNYG00000000621	Pundamilia_nyererei
ENSAPEP00000008756	ENSAPEG00000006309	Amphiprion_percula
ENSPNAP00000013508	ENSPNAG00000019430	Pygocentrus_nattereri
ENSPANP00000038914	ENSPANG00000005608	Papio_anubis
ENSTRUP00000004342	ENSTRUG00000001888	Takifugu_rubripes
ENSPFOP00000017468	ENSPFOG00000017389	Poecilia_formosa
ENSCCNP00000029989	ENSCCNG00000028759	Castor_canadensis
ENSEBUP00000018197	ENSEBUG00000011365	Eptatretus_burgeri
ENSAMXP00005040863	ENSAMXG00005019148	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMMMP00000007851	ENSMMMG00000006935	Marmota_marmota_marmota
ENSUPAP00010026486	ENSUPAG00010020799	Urocitellus_parryii
ENSPMJP00000005549	ENSPMJG00000004823	Parus_major
ENSPMEP00000008452	ENSPMEG00000010209	Poecilia_mexicana
ENSFCAP00000050102	ENSFCAG00000025428	Felis_catus
ENSORLP00000040815	ENSORLG00000002951	Oryzias_latipes_ASM223467v1
ENSCVAP00000011808	ENSCVAG00000014188	Cyprinodon_variegatus
ENSHHUP00000036904	ENSHHUG00000023126	Hucho_hucho
ENSLCAP00010020926	ENSLCAG00010009879	Lates_calcarifer
ENSPCOP00000031350	ENSPCOG00000028442	Propithecus_coquereli
FBpp0070417	FBgn0004860	Drosophila_melanogaster
ENSLCAP00010020932	ENSLCAG00010009881	Lates_calcarifer
ENSECRP00000010221	ENSECRG00000006821	Erpetoichthys_calabaricus
ENSTGEP00000034850	ENSTGEG00000027774	Theropithecus_gelada
ENSXMAP00000017954	ENSXMAG00000017915	Xiphophorus_maculatus
ENSORLP00015026269	ENSORLG00015007838	Oryzias_latipes_ASM223469v1
ENSHHUP00000041258	ENSHHUG00000025492	Hucho_hucho
ENSSMAP00000018098	ENSSMAG00000011091	Scophthalmus_maximus
ENSCANP00000001046	ENSCANG00000003578	Colobus_angolensis_palliatus
ENSCGOP00000002696	ENSCGOG00000001402	Cottoperca_gobio
ENSMNEP00000037231	ENSMNEG00000041687	Macaca_nemestrina
ENSAMXP00005009831	ENSAMXG00005005500	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTRP00000072860	ENSPTRG00000015614	Pan_troglodytes
ENSHHUP00000076642	ENSHHUG00000044841	Hucho_hucho
ENSFALP00000008982	ENSFALG00000008610	Ficedula_albicollis
ENSHBUP00000010148	ENSHBUG00000011706	Haplochromis_burtoni
ENSMUNP00000009631	ENSMUNG00000007615	Melopsittacus_undulatus
ENSMPUP00000016998	ENSMPUG00000017107	Mustela_putorius_furo
ENSMLEP00000014428	ENSMLEG00000031365	Mandrillus_leucophaeus
ENSPVAP00000013546	ENSPVAG00000014371	Pteropus_vampyrus
ENSPMGP00000009305	ENSPMGG00000007718	Periophthalmus_magnuspinnatus
ENSHHUP00000036927	ENSHHUG00000023145	Hucho_hucho
ENSFHEP00000015011	ENSFHEG00000000841	Fundulus_heteroclitus
ENSCJAP00000004652	ENSCJAG00000002517	Callithrix_jacchus
ENSCSEP00000026207	ENSCSEG00000016708	Cynoglossus_semilaevis
ENSBSLP00000034346	ENSBSLG00000016596	Betta_splendens
ENSABRP00000011941	ENSABRG00000010727	Anser_brachyrhynchus
ENSMZEP00005017586	ENSMZEG00005013234	Maylandia_zebra
ENSPREP00000012946	ENSPREG00000008796	Poecilia_reticulata
ENSSDAP00000005158	ENSSDAG00000004685	Spermophilus_dauricus
ENSJJAP00000006388	ENSJJAG00000011053	Jaculus_jaculus
ENSPRNP00000006948	ENSPRNG00000004134	Parambassis_ranga
ENSSFOP00015025857	ENSSFOG00015016608	Scleropages_formosus
ENSFHEP00000005910	ENSFHEG00000006896	Fundulus_heteroclitus
ENSOMEP00000010539	ENSOMEG00000011817	Oryzias_melastigma
ENSXETP00000043296	ENSXETG00000002272	Xenopus_tropicalis
ENSMAMP00000021792	ENSMAMG00000014650	Mastacembelus_armatus
ENSSFOP00015012299	ENSSFOG00015007954	Scleropages_formosus
ENSXCOP00000021205	ENSXCOG00000015866	Xiphophorus_couchianus
ENSNBRP00000006463	ENSNBRG00000005096	Neolamprologus_brichardi
ENSORLP00020001365	ENSORLG00020002068	Oryzias_latipes_ASM223471v1
ENSCSAP00000008864	ENSCSAG00000012680	Chlorocebus_sabaeus
ENSAPOP00000013729	ENSAPOG00000016548	Acanthochromis_polyacanthus
ENSPTIP00000018568	ENSPTIG00000016643	Panthera_tigris_altaica
ENSGACP00000016553	ENSGACG00000012520	Gasterosteus_aculeatus
ENSMALP00000023299	ENSMALG00000016244	Monopterus_albus
ENSCVAP00000005940	ENSCVAG00000007409	Cyprinodon_variegatus
ENSSLDP00000021669	ENSSLDG00000016920	Seriola_lalandi_dorsalis
ENSPPRP00000011800	ENSPPRG00000005562	Panthera_pardus
ENSAPEP00000005657	ENSAPEG00000004071	Amphiprion_percula
ENSPNYP00000017663	ENSPNYG00000013349	Pundamilia_nyererei
ENSCGRP00015036645	ENSCGRG00015027457	Cricetulus_griseus_CriGri-PICR
ENSKMAP00000002811	ENSKMAG00000002164	Kryptolebias_marmoratus
ENSPREP00000019422	ENSPREG00000013115	Poecilia_reticulata
ENSPNYP00000006175	ENSPNYG00000004747	Pundamilia_nyererei
ENSXMAP00000004562	ENSXMAG00000004561	Xiphophorus_maculatus
ENSPSIP00000014843	ENSPSIG00000013166	Pelodiscus_sinensis
ENSPKIP00000029430	ENSPKIG00000010632	Paramormyrops_kingsleyae
ENSONIP00000022657	ENSONIG00000017983	Oreochromis_niloticus
ENSBIXP00005010243	ENSBIXG00005014971	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSLCRP00005037483	ENSLCRG00005014597	Larimichthys_crocea
ENSFHEP00000015003	ENSFHEG00000016596	Fundulus_heteroclitus
ENSTGUP00000014460	ENSTGUG00000014070	Taeniopygia_guttata
ENSMFAP00000007599	ENSMFAG00000034130	Macaca_fascicularis
ENSUAMP00000032310	ENSUAMG00000024516	Ursus_americanus
ENSTSYP00000013286	ENSTSYG00000014477	Carlito_syrichta
ENSATEP00000031475	ENSATEG00000021701	Anabas_testudineus
ENSANAP00000013502	ENSANAG00000024638	Aotus_nancymaae
ENSSDUP00000002784	ENSSDUG00000002164	Seriola_dumerili
ENSOCUP00000036884	ENSOCUG00000013120	Oryctolagus_cuniculus
ENSPMGP00000029014	ENSPMGG00000023350	Periophthalmus_magnuspinnatus
ENSNPEP00000003053	ENSNPEG00000002346	Nothoprocta_perdicaria
ENSCLAP00000018002	ENSCLAG00000012350	Chinchilla_lanigera
ENSBTAP00000067954	ENSBTAG00000013938	Bos_taurus
ENSMZEP00005002693	ENSMZEG00005002101	Maylandia_zebra
ENSBBBP00000000752	ENSBBBG00000009906	Bison_bison_bison
ENSGALP00000015251	ENSGALG00000009372	Gallus_gallus
ENSAHAP00000020226	ENSAHAG00000014189	Apteryx_haastii
ENSMGAP00000010616	ENSMGAG00000010235	Meleagris_gallopavo
ENSECRP00000010205	ENSECRG00000006806	Erpetoichthys_calabaricus
ENSGALP00000058202	ENSGALG00000043327	Gallus_gallus
ENSLSDP00000023283	ENSLSDG00000016379	Lonchura_striata_domestica
ENSLBEP00000031443	ENSLBEG00000023688	Labrus_bergylta
ENSUMAP00000015668	ENSUMAG00000011494	Ursus_maritimus
ENSMICP00000051041	ENSMICG00000049074	Microcebus_murinus
ENSACIP00000009967	ENSACIG00000007815	Amphilophus_citrinellus
MGP_CAROLIEiJ_P0057192	MGP_CAROLIEiJ_G0024908	Mus_caroli_strain_CAROLI_EIJ
ENSDCDP00000023681	ENSDCDG00000017971	Denticeps_clupeoides
ENSNVIP00000016908	ENSNVIG00000013173	Neovison_vison
ENSMALP00000001819	ENSMALG00000001319	Monopterus_albus
ENSLCRP00005029636	ENSLCRG00005011781	Larimichthys_crocea
ENSSSCP00000047757	ENSSSCG00000030467	Sus_scrofa_strain_reference
ENSBSLP00000054576	ENSBSLG00000025601	Betta_splendens
ENSOPRP00000004754	ENSOPRG00000005172	Ochotona_princeps	ENSOPRT00000005174
ENSORLP00020011528	ENSORLG00020000739	Oryzias_latipes_ASM223471v1
ENSACLP00000001277	ENSACLG00000000893	Astatotilapia_calliptera
ENSCJPP00005022508	ENSCJPG00005017907	Coturnix_japonica
MGP_PahariEiJ_P0068199	MGP_PahariEiJ_G0026353	Mus_pahari_strain_PAHARI_EIJ
ENSAPOP00000011186	ENSAPOG00000013759	Acanthochromis_polyacanthus
ENSSLDP00000011922	ENSSLDG00000009491	Seriola_lalandi_dorsalis
ENSACLP00000033850	ENSACLG00000022925	Astatotilapia_calliptera
ENSP00000420294	ENSG00000173889	Homo_sapiens
ENSMAMP00000005531	ENSMAMG00000003660	Mastacembelus_armatus
ENSSMAP00000012806	ENSSMAG00000007825	Scophthalmus_maximus
ENSPKIP00000028779	ENSPKIG00000010288	Paramormyrops_kingsleyae
ENSMSIP00000010534	ENSMSIG00000008892	Mus_spicilegus
FBpp0070416	FBgn0004861	Drosophila_melanogaster
ENSETEP00000003645	ENSETEG00000004455	Echinops_telfairi
ENSFDAP00000022958	ENSFDAG00000021221	Fukomys_damarensis
ENSOANP00000027919	ENSOANG00000021899	Ornithorhynchus_anatinus
ENSJHYP00000005890	ENSJHYG00000004792	Junco_hyemalis
ENSRBIP00000006832	ENSRBIG00000027077	Rhinopithecus_bieti
ENSLCAP00010033499	ENSLCAG00010015745	Lates_calcarifer
ENSMODP00000020085	ENSMODG00000016086	Monodelphis_domestica
ENSSLDP00000006167	ENSSLDG00000004907	Seriola_lalandi_dorsalis
ENSACIP00000014226	ENSACIG00000010948	Amphilophus_citrinellus
ENSBMUP00000000346	ENSBMUG00000000342	Bos_mutus
ENSZALP00000006284	ENSZALG00000005757	Zonotrichia_albicollis
ENSGACP00000017556	ENSGACG00000013284	Gasterosteus_aculeatus
ENSIPUP00000035170	ENSIPUG00000023603	Ictalurus_punctatus
ENSCPUP00000013474	ENSCPUG00000009540	Calidris_pugnax
ENSRNOP00000072169	ENSRNOG00000009491	Rattus_norvegicus
ENSTGUP00000011306	ENSTGUG00000010973	Taeniopygia_guttata
ENSTGUP00000011305	ENSTGUG00000010972	Taeniopygia_guttata
ENSACLP00000003776	ENSACLG00000002547	Astatotilapia_calliptera
ENSCHAP00000022383	ENSCHAG00000011160	Clupea_harengus
ENSSFOP00015013563	ENSSFOG00015008757	Scleropages_formosus
ENSEEEP00000052154	ENSEEEG00000024448	Electrophorus_electricus
ENSMLUP00000002345	ENSMLUG00000002575	Myotis_lucifugus
