ENSJHYP00000008469	ENSJHYG00000006701	Junco_hyemalis
ENSCCAP00000025297	ENSCCAG00000030439	Cebus_capucinus_imitator
ENSSBOP00000022608	ENSSBOG00000027843	Saimiri_boliviensis_boliviensis
ENSCJAP00000053728	ENSCJAG00000009509	Callithrix_jacchus
ENSCCAP00000005680	ENSCCAG00000020594	Cebus_capucinus_imitator
ENSANAP00000032587	ENSANAG00000033973	Aotus_nancymaae
ENSCCAP00000013764	ENSCCAG00000024692	Cebus_capucinus_imitator
ENSANAP00000041804	ENSANAG00000038180	Aotus_nancymaae
ENSCJAP00000060470	ENSCJAG00000023388	Callithrix_jacchus
ENSMICP00000010009	ENSMICG00000010998	Microcebus_murinus
ENSLAFP00000015305	ENSLAFG00000018271	Loxodonta_africana
ENSBMUP00000016147	ENSBMUG00000012272	Bos_mutus
ENSBIXP00005041398	ENSBIXG00005007579	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000017729	ENSOARG00000016511	Ovis_aries
ENSEASP00005013385	ENSEASG00005009332	Equus_asinus_asinus
ENSFCAP00000056250	ENSFCAG00000002633	Felis_catus
ENSBTAP00000070630	ENSBTAG00000044078	Bos_taurus
ENSBIXP00000032261	ENSBIXG00000007069	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSECAP00000044781	ENSECAG00000011177	Equus_caballus
ENSETEP00000003824	ENSETEG00000004683	Echinops_telfairi
ENSMMMP00000006391	ENSMMMG00000005721	Marmota_marmota_marmota
ENSTBEP00000007609	ENSTBEG00000008785	Tupaia_belangeri
ENSOCUP00000043071	ENSOCUG00000027997	Oryctolagus_cuniculus
ENSEEUP00000004794	ENSEEUG00000005277	Erinaceus_europaeus
ENSPCOP00000031091	ENSPCOG00000028300	Propithecus_coquereli
ENSBBBP00000005493	ENSBBBG00000001445	Bison_bison_bison
ENSCHIP00000032319	ENSCHIG00000026339	Capra_hircus
ENSSSCP00000010524	ENSSSCG00000009859	Sus_scrofa_strain_reference
ENSUAMP00000007472	ENSUAMG00000006478	Ursus_americanus
ENSUMAP00000014838	ENSUMAG00000010920	Ursus_maritimus
ENSAMEP00000013176	ENSAMEG00000012517	Ailuropoda_melanoleuca
ENSMPUP00000002767	ENSMPUG00000002796	Mustela_putorius_furo
ENSNVIP00000017969	ENSNVIG00000014050	Neovison_vison
ENSCAFP00020023162	ENSCAFG00020018288	Canis_lupus_dingo
ENSCAFP00000013672	ENSCAFG00000009300	Canis_lupus_familiaris
ENSVVUP00000017714	ENSVVUG00000013020	Vulpes_vulpes
ENSPPRP00000012347	ENSPPRG00000005904	Panthera_pardus
ENSPTIP00000022831	ENSPTIG00000019496	Panthera_tigris_altaica
ENSMLUP00000001621	ENSMLUG00000001775	Myotis_lucifugus
ENSTTRP00000010165	ENSTTRG00000010719	Tursiops_truncatus
ENSPSMP00000036942	ENSPSMG00000025415	Prolemur_simus
ENSOGAP00000011075	ENSOGAG00000012373	Otolemur_garnettii
ENSTSYP00000025160	ENSTSYG00000028015	Carlito_syrichta
ENSDORP00000010755	ENSDORG00000011444	Dipodomys_ordii
ENSDNOP00000016572	ENSDNOG00000025294	Dasypus_novemcinctus
ENSPVAP00000006934	ENSPVAG00000007349	Pteropus_vampyrus
ENSCHOP00000007842	ENSCHOG00000008867	Choloepus_hoffmanni
ENSOARP00000005356	ENSOARG00000005000	Ovis_aries
ENSPCAP00000015969	ENSPCAG00000017063	Procavia_capensis
ENSOANP00000027475	ENSOANG00000021581	Ornithorhynchus_anatinus
ENSXETP00000030543	ENSXETG00000006884	Xenopus_tropicalis
ENSLACP00000010553	ENSLACG00000009299	Latimeria_chalumnae
ENSAMXP00000027956	ENSAMXG00000033668	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005012785	ENSAMXG00005006871	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000034670	ENSPNAG00000024087	Pygocentrus_nattereri
ENSEEEP00000019602	ENSEEEG00000009603	Electrophorus_electricus
ENSIPUP00000029030	ENSIPUG00000019638	Ictalurus_punctatus
ENSDARP00000035258	ENSDARG00000028346	Danio_rerio
ENSCHAP00000010125	ENSCHAG00000005856	Clupea_harengus
ENSDCDP00000030480	ENSDCDG00000021415	Denticeps_clupeoides
ENSBSLP00000023461	ENSBSLG00000011902	Betta_splendens
ENSHCOP00000017402	ENSHCOG00000001167	Hippocampus_comes
ENSORLP00020027677	ENSORLG00020010740	Oryzias_latipes_ASM223471v1
ENSORLP00000001124	ENSORLG00000000922	Oryzias_latipes_ASM223467v1
ENSORLP00015019003	ENSORLG00015020072	Oryzias_latipes_ASM223469v1
ENSOMEP00000028460	ENSOMEG00000011554	Oryzias_melastigma
ENSTRUP00000041977	ENSTRUG00000016423	Takifugu_rubripes
ENSTNIP00000018679	ENSTNIG00000015605	Tetraodon_nigroviridis
ENSMMOP00000000181	ENSMMOG00000000151	Mola_mola
ENSGACP00000018615	ENSGACG00000014094	Gasterosteus_aculeatus
ENSSMAP00000019049	ENSSMAG00000011679	Scophthalmus_maximus
ENSCSEP00000032958	ENSCSEG00000021157	Cynoglossus_semilaevis
ENSACLP00000033835	ENSACLG00000022900	Astatotilapia_calliptera
ENSMZEP00005019315	ENSMZEG00005014485	Maylandia_zebra
ENSPNYP00000011105	ENSPNYG00000008415	Pundamilia_nyererei
ENSNBRP00000017744	ENSNBRG00000013664	Neolamprologus_brichardi
ENSHBUP00000009525	ENSHBUG00000011080	Haplochromis_burtoni
ENSONIP00000013349	ENSONIG00000010617	Oreochromis_niloticus
ENSACIP00000029259	ENSACIG00000022659	Amphilophus_citrinellus
ENSGWIP00000032668	ENSGWIG00000016816	Gouania_willdenowi
ENSPFOP00000015610	ENSPFOG00000015541	Poecilia_formosa
ENSPMEP00000005871	ENSPMEG00000007293	Poecilia_mexicana
ENSPLAP00000019822	ENSPLAG00000002150	Poecilia_latipinna
ENSPREP00000007778	ENSPREG00000005327	Poecilia_reticulata
ENSGAFP00000012194	ENSGAFG00000008242	Gambusia_affinis
ENSXMAP00000040690	ENSXMAG00000024478	Xiphophorus_maculatus
ENSXCOP00000013269	ENSXCOG00000010062	Xiphophorus_couchianus
ENSFHEP00000003534	ENSFHEG00000004423	Fundulus_heteroclitus
ENSCVAP00000018637	ENSCVAG00000021920	Cyprinodon_variegatus
ENSKMAP00000011609	ENSKMAG00000008749	Kryptolebias_marmoratus
ENSPRNP00000014874	ENSPRNG00000008031	Parambassis_ranga
ENSPRNP00000015157	ENSPRNG00000008174	Parambassis_ranga
ENSATEP00000005352	ENSATEG00000003795	Anabas_testudineus
ENSLCRP00005051976	ENSLCRG00005019547	Larimichthys_crocea
ENSLBEP00000012058	ENSLBEG00000009295	Labrus_bergylta
ENSSDUP00000023308	ENSSDUG00000016920	Seriola_dumerili
ENSSLDP00000022748	ENSSLDG00000017754	Seriola_lalandi_dorsalis
ENSSLDP00000007966	ENSSLDG00000006323	Seriola_lalandi_dorsalis
ENSLCAP00010035935	ENSLCAG00010016859	Lates_calcarifer
ENSLCAP00010002573	ENSLCAG00010001428	Lates_calcarifer
ENSCGOP00000010392	ENSCGOG00000005266	Cottoperca_gobio
ENSMALP00000008529	ENSMALG00000006067	Monopterus_albus
ENSMAMP00000007199	ENSMAMG00000004877	Mastacembelus_armatus
ENSAOCP00000005729	ENSAOCG00000009275	Amphiprion_ocellaris
ENSAPEP00000014712	ENSAPEG00000010494	Amphiprion_percula
ENSAPOP00000013858	ENSAPOG00000016761	Acanthochromis_polyacanthus
ENSSPAP00000009558	ENSSPAG00000007277	Stegastes_partitus
ENSSPAP00000021375	ENSSPAG00000016111	Stegastes_partitus
ENSPMGP00000012253	ENSPMGG00000010108	Periophthalmus_magnuspinnatus
ENSGMOP00000017909	ENSGMOG00000016683	Gadus_morhua
ENSHHUP00000028343	ENSHHUG00000018048	Hucho_hucho
ENSHHUP00000052011	ENSHHUG00000031296	Hucho_hucho
ENSELUP00000002986	ENSELUG00000004280	Esox_lucius
ENSGMOP00000006086	ENSGMOG00000005736	Gadus_morhua
ENSSFOP00015028509	ENSSFOG00015018306	Scleropages_formosus
ENSPKIP00000032514	ENSPKIG00000012583	Paramormyrops_kingsleyae
ENSAMXP00005000203	ENSAMXG00005000115	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000041912	ENSAMXG00000038484	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000023667	ENSPNAG00000005571	Pygocentrus_nattereri
ENSIPUP00000028346	ENSIPUG00000019174	Ictalurus_punctatus
ENSEEEP00000039350	ENSEEEG00000018691	Electrophorus_electricus
ENSDARP00000041503	ENSDARG00000030839	Danio_rerio
ENSDCDP00000010281	ENSDCDG00000005137	Denticeps_clupeoides
ENSHHUP00000004220	ENSHHUG00000002605	Hucho_hucho
ENSHHUP00000073108	ENSHHUG00000042912	Hucho_hucho
ENSELUP00000022577	ENSELUG00000021520	Esox_lucius
ENSORLP00015003913	ENSORLG00015004665	Oryzias_latipes_ASM223469v1
ENSORLP00000010227	ENSORLG00000008146	Oryzias_latipes_ASM223467v1
ENSORLP00020016453	ENSORLG00020017493	Oryzias_latipes_ASM223471v1
ENSOMEP00000001611	ENSOMEG00000002514	Oryzias_melastigma
ENSCSEP00000024604	ENSCSEG00000015717	Cynoglossus_semilaevis
ENSTNIP00000011927	ENSTNIG00000009068	Tetraodon_nigroviridis
ENSTRUP00000031473	ENSTRUG00000012428	Takifugu_rubripes
ENSBSLP00000007430	ENSBSLG00000003639	Betta_splendens
ENSGACP00000022383	ENSGACG00000016945	Gasterosteus_aculeatus
ENSLBEP00000023141	ENSLBEG00000017741	Labrus_bergylta
ENSMMOP00000012137	ENSMMOG00000009322	Mola_mola
ENSAPEP00000016393	ENSAPEG00000011711	Amphiprion_percula
ENSAOCP00000019534	ENSAOCG00000003019	Amphiprion_ocellaris
ENSAPOP00000011327	ENSAPOG00000013859	Acanthochromis_polyacanthus
ENSSPAP00000008404	ENSSPAG00000006406	Stegastes_partitus
ENSPRNP00000033876	ENSPRNG00000017044	Parambassis_ranga
ENSGWIP00000003329	ENSGWIG00000001823	Gouania_willdenowi
ENSXCOP00000004107	ENSXCOG00000003224	Xiphophorus_couchianus
ENSXMAP00000037692	ENSXMAG00000001381	Xiphophorus_maculatus
ENSGAFP00000013413	ENSGAFG00000009039	Gambusia_affinis
ENSPFOP00000019911	ENSPFOG00000019785	Poecilia_formosa
ENSPMEP00000025749	ENSPMEG00000008946	Poecilia_mexicana
ENSPLAP00000020639	ENSPLAG00000003698	Poecilia_latipinna
ENSPREP00000019078	ENSPREG00000012903	Poecilia_reticulata
ENSFHEP00000012194	ENSFHEG00000000324	Fundulus_heteroclitus
ENSCVAP00000018304	ENSCVAG00000021539	Cyprinodon_variegatus
ENSKMAP00000009670	ENSKMAG00000007262	Kryptolebias_marmoratus
ENSMAMP00000016954	ENSMAMG00000011485	Mastacembelus_armatus
ENSCGOP00000045838	ENSCGOG00000020560	Cottoperca_gobio
ENSLCAP00010015160	ENSLCAG00010007184	Lates_calcarifer
ENSSMAP00000002967	ENSSMAG00000001839	Scophthalmus_maximus
ENSSLDP00000015669	ENSSLDG00000012454	Seriola_lalandi_dorsalis
ENSSDUP00000025912	ENSSDUG00000018792	Seriola_dumerili
ENSMALP00000016460	ENSMALG00000011542	Monopterus_albus
ENSATEP00000029165	ENSATEG00000020129	Anabas_testudineus
ENSMZEP00005024615	ENSMZEG00005018400	Maylandia_zebra
ENSACLP00000023362	ENSACLG00000015864	Astatotilapia_calliptera
ENSHBUP00000032866	ENSHBUG00000000575	Haplochromis_burtoni
ENSPNYP00000011757	ENSPNYG00000008825	Pundamilia_nyererei
ENSNBRP00000004695	ENSNBRG00000003647	Neolamprologus_brichardi
ENSONIP00000017544	ENSONIG00000013959	Oreochromis_niloticus
ENSACIP00000020479	ENSACIG00000015880	Amphilophus_citrinellus
ENSLCRP00005007285	ENSLCRG00005003590	Larimichthys_crocea
ENSHCOP00000017736	ENSHCOG00000001741	Hippocampus_comes
ENSPMGP00000023352	ENSPMGG00000018874	Periophthalmus_magnuspinnatus
ENSSFOP00015026791	ENSSFOG00015017213	Scleropages_formosus
ENSPKIP00000007910	ENSPKIG00000023600	Paramormyrops_kingsleyae
ENSLOCP00000004243	ENSLOCG00000003578	Lepisosteus_oculatus
ENSECRP00000030989	ENSECRG00000021023	Erpetoichthys_calabaricus
ENSCMIP00000018359	ENSCMIG00000008648	Callorhinchus_milii
