ENSPKIP00000005090	ENSPKIG00000021910	Paramormyrops_kingsleyae
ENSCPGP00000017982	ENSCPGG00000012566	Calidris_pygmaea
ENSCPUP00000023696	ENSCPUG00000016088	Calidris_pugnax
ENSAOWP00000004155	ENSAOWG00000002906	Apteryx_owenii
ENSAHAP00000018339	ENSAHAG00000012991	Apteryx_haastii
ENSARWP00000015124	ENSARWG00000010451	Apteryx_rowi
ENSDNVP00000019368	ENSDNVG00000013567	Dromaius_novaehollandiae
ENSNPEP00000017538	ENSNPEG00000012985	Nothoprocta_perdicaria
ENSCPRP00005015116	ENSCPRG00005010607	Crocodylus_porosus
ENSCABP00000002064	ENSCABG00000001633	Chelonoidis_abingdonii
ENSGAGP00000025022	ENSGAGG00000018295	Gopherus_agassizii
ENSCPBP00000013140	ENSCPBG00000009811	Chrysemys_picta_bellii
ENSPSIP00000005812	ENSPSIG00000005393	Pelodiscus_sinensis
ENSVURP00010011726	ENSVURG00010009073	Vombatus_ursinus
ENSVURP00010022309	ENSVURG00010017076	Vombatus_ursinus
ENSPCIP00000034527	ENSPCIG00000025559	Phascolarctos_cinereus
ENSMEUP00000001207	ENSMEUG00000001299	Notamacropus_eugenii
ENSSHAP00000008654	ENSSHAG00000007498	Sarcophilus_harrisii
ENSMODP00000024621	ENSMODG00000019725	Monodelphis_domestica
ENSCHIP00000020775	ENSCHIG00000019319	Capra_hircus
ENSOARP00000014994	ENSOARG00000013965	Ovis_aries
ENSBIXP00005037216	ENSBIXG00005019119	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000037136	ENSBIXG00000020667	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000032718	ENSBTAG00000023867	Bos_taurus
ENSBMUP00000020158	ENSBMUG00000015185	Bos_mutus
ENSBBBP00000007176	ENSBBBG00000001251	Bison_bison_bison
ENSTTRP00000016072	ENSTTRG00000016954	Tursiops_truncatus
ENSSSCP00000057225	ENSSSCG00000005575	Sus_scrofa_strain_reference
ENSVPAP00000005564	ENSVPAG00000005994	Vicugna_pacos
ENSMLUP00000012739	ENSMLUG00000013992	Myotis_lucifugus
ENSPVAP00000016592	ENSPVAG00000017592	Pteropus_vampyrus
ENSECAP00000036958	ENSECAG00000022176	Equus_caballus
ENSEASP00005030790	ENSEASG00005020897	Equus_asinus_asinus
ENSSARP00000011123	ENSSARG00000012329	Sorex_araneus
ENSUAMP00000019426	ENSUAMG00000015355	Ursus_americanus
ENSUMAP00000004038	ENSUMAG00000003161	Ursus_maritimus
ENSAMEP00000006882	ENSAMEG00000006498	Ailuropoda_melanoleuca
ENSMPUP00000014034	ENSMPUG00000014141	Mustela_putorius_furo
ENSNVIP00000004179	ENSNVIG00000003205	Neovison_vison
ENSCAFP00000064860	ENSCAFG00000032522	Canis_lupus_familiaris
ENSCAFP00020019282	ENSCAFG00020015288	Canis_lupus_dingo
ENSVVUP00000013006	ENSVVUG00000009519	Vulpes_vulpes
ENSPTIP00000015117	ENSPTIG00000014257	Panthera_tigris_altaica
ENSPPRP00000016309	ENSPPRG00000008698	Panthera_pardus
ENSFCAP00000046593	ENSFCAG00000007375	Felis_catus
ENSPPAP00000025788	ENSPPAG00000036013	Pan_paniscus
ENSPTRP00000036461	ENSPTRG00000021339	Pan_troglodytes
ENSP00000362774	ENSG00000056586	Homo_sapiens
ENSGGOP00000016655	ENSGGOG00000017062	Gorilla_gorilla
ENSPPYP00000021944	ENSPPYG00000019583	Pongo_abelii
ENSNLEP00000020901	ENSNLEG00000017204	Nomascus_leucogenys
ENSTGEP00000031445	ENSTGEG00000025143	Theropithecus_gelada
ENSPANP00000018905	ENSPANG00000025840	Papio_anubis
ENSCATP00000026548	ENSCATG00000036655	Cercocebus_atys
ENSMLEP00000019293	ENSMLEG00000033809	Mandrillus_leucophaeus
ENSMNEP00000015224	ENSMNEG00000031599	Macaca_nemestrina
ENSMFAP00000021801	ENSMFAG00000035621	Macaca_fascicularis
ENSMMUP00000058843	ENSMMUG00000021134	Macaca_mulatta
ENSCSAP00000009574	ENSCSAG00000013416	Chlorocebus_sabaeus
ENSCANP00000038938	ENSCANG00000043140	Colobus_angolensis_palliatus
ENSPTEP00000016052	ENSPTEG00000017655	Piliocolobus_tephrosceles
ENSRROP00000041189	ENSRROG00000043784	Rhinopithecus_roxellana
ENSRBIP00000017155	ENSRBIG00000032579	Rhinopithecus_bieti
ENSSBOP00000025283	ENSSBOG00000029100	Saimiri_boliviensis_boliviensis
ENSCJAP00000037305	ENSCJAG00000020050	Callithrix_jacchus
ENSCCAP00000000326	ENSCCAG00000001404	Cebus_capucinus_imitator
ENSANAP00000026586	ENSANAG00000030862	Aotus_nancymaae
ENSTSYP00000000896	ENSTSYG00000000961	Carlito_syrichta
ENSPSMP00000033300	ENSPSMG00000022961	Prolemur_simus
ENSMICP00000030057	ENSMICG00000003227	Microcebus_murinus
ENSPCOP00000032064	ENSPCOG00000028817	Propithecus_coquereli
ENSOGAP00000009556	ENSOGAG00000010678	Otolemur_garnettii
ENSTBEP00000008335	ENSTBEG00000009622	Tupaia_belangeri
ENSCPOP00000032518	ENSCPOG00000008511	Cavia_porcellus
ENSCAPP00000017425	ENSCAPG00000017086	Cavia_aperea
ENSCLAP00000019348	ENSCLAG00000013261	Chinchilla_lanigera
ENSHGLP00000005836	ENSHGLG00000004260	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005734	ENSHGLG00100004344	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100024534	ENSHGLG00100018015	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002901	ENSFDAG00000012477	Fukomys_damarensis
ENSUPAP00010016053	ENSUPAG00010012762	Urocitellus_parryii
ENSSDAP00000015486	ENSSDAG00000013875	Spermophilus_dauricus
ENSSTOP00000009573	ENSSTOG00000010655	Ictidomys_tridecemlineatus
ENSMMMP00000020964	ENSMMMG00000018470	Marmota_marmota_marmota
ENSCCNP00000003825	ENSCCNG00000004014	Castor_canadensis
ENSDORP00000005991	ENSDORG00000006398	Dipodomys_ordii
MGP_SPRETEiJ_P0053553	MGP_SPRETEiJ_G0024436	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000001144	ENSMSIG00000001099	Mus_spicilegus
ENSMUSP00000097721	ENSMUSG00000075376	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0051504	MGP_CAROLIEiJ_G0023516	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0062512	MGP_PahariEiJ_G0024969	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012354	ENSRNOG00000009196	Rattus_norvegicus
ENSMUGP00000007715	ENSMUGG00000007020	Meriones_unguiculatus
ENSMUGP00000008120	ENSMUGG00000007341	Meriones_unguiculatus
ENSCGRP00001007634	ENSCGRG00001010006	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015033250	ENSCGRG00015025010	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000012731	ENSCGRG00000009255	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003065	ENSMAUG00000003117	Mesocricetus_auratus
ENSMOCP00000009436	ENSMOCG00000009592	Microtus_ochrogaster
ENSPEMP00000027711	ENSPEMG00000023441	Peromyscus_maniculatus_bairdii
ENSJJAP00000022286	ENSJJAG00000022376	Jaculus_jaculus
ENSHGLP00000016800	ENSHGLG00000012014	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000005235	ENSHGLG00000003832	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000007942	ENSODEG00000005918	Octodon_degus
ENSNGAP00000006557	ENSNGAG00000009763	Nannospalax_galili
ENSOCUP00000007607	ENSOCUG00000008804	Oryctolagus_cuniculus
ENSOPRP00000000121	ENSOPRG00000000135	Ochotona_princeps
ENSCHOP00000012184	ENSCHOG00000013758	Choloepus_hoffmanni
ENSDNOP00000011292	ENSDNOG00000014557	Dasypus_novemcinctus
ENSLAFP00000002936	ENSLAFG00000003521	Loxodonta_africana
ENSPCAP00000009530	ENSPCAG00000010154	Procavia_capensis
ENSETEP00000005068	ENSETEG00000006247	Echinops_telfairi
ENSOANP00000013020	ENSOANG00000008194	Ornithorhynchus_anatinus
ENSLACP00000021596	ENSLACG00000018975	Latimeria_chalumnae	ENSLACT00000021737
ENSHHUP00000013381	ENSHHUG00000008247	Hucho_hucho	ENSHHUT00000013818
ENSTGUP00000014350	ENSTGUG00000013944	Taeniopygia_guttata
ENSSPUP00000001982	ENSSPUG00000001457	Sphenodon_punctatus
ENSPVIP00000035143	ENSPVIG00000025700	Pogona_vitticeps
ENSNSUP00000003607	ENSNSUG00000002918	Notechis_scutatus
ENSSMRP00000014753	ENSSMRG00000011484	Salvator_merianae
ENSLACP00000000453	ENSLACG00000000406	Latimeria_chalumnae
ENSCMIP00000034734	ENSCMIG00000014722	Callorhinchus_milii
ENSCMIP00000034741	ENSCMIG00000014728	Callorhinchus_milii	ENSCMIT00000035261
