ENSARWP00000016471	ENSARWG00000010730	Apteryx_rowi
ENSPANP00000027334	ENSPANG00000006014	Papio_anubis
ENSSBOP00000017425	ENSSBOG00000025244	Saimiri_boliviensis_boliviensis
ENSCCAP00000005688	ENSCCAG00000020439	Cebus_capucinus_imitator
ENSCJAP00000037003	ENSCJAG00000019871	Callithrix_jacchus
ENSANAP00000034051	ENSANAG00000034506	Aotus_nancymaae
ENSTSYP00000027991	ENSTSYG00000010927	Carlito_syrichta
ENSPCOP00000000940	ENSPCOG00000002153	Propithecus_coquereli
ENSPSMP00000032844	ENSPSMG00000022635	Prolemur_simus
ENSMICP00000029477	ENSMICG00000013367	Microcebus_murinus
ENSOGAP00000015879	ENSOGAG00000032914	Otolemur_garnettii
ENSMLUP00000007372	ENSMLUG00000008030	Myotis_lucifugus
ENSSARP00000010952	ENSSARG00000012128	Sorex_araneus
ENSCPOP00000027828	ENSCPOG00000027044	Cavia_porcellus
ENSCAPP00000018497	ENSCAPG00000017873	Cavia_aperea
ENSODEP00000007774	ENSODEG00000005798	Octodon_degus
ENSCLAP00000008692	ENSCLAG00000006086	Chinchilla_lanigera
ENSHGLP00000005550	ENSHGLG00000004066	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013774	ENSHGLG00100010186	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021556	ENSFDAG00000007627	Fukomys_damarensis
ENSCCNP00000003332	ENSCCNG00000003065	Castor_canadensis
ENSCGRP00001027141	ENSCGRG00001024198	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000021855	ENSCGRG00000015851	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015037939	ENSCGRG00015028312	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000026908	ENSMOCG00000022562	Microtus_ochrogaster
ENSPEMP00000029518	ENSPEMG00000016271	Peromyscus_maniculatus_bairdii
ENSMSIP00000032564	ENSMSIG00000026772	Mus_spicilegus
ENSMUSP00000117816	ENSMUSG00000021870	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0037587	MGP_SPRETEiJ_G0019912	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0035884	MGP_CAROLIEiJ_G0019028	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083999	MGP_PahariEiJ_G0030046	Mus_pahari_strain_PAHARI_EIJ
ENSUPAP00010018174	ENSUPAG00010014147	Urocitellus_parryii
ENSSTOP00000028179	ENSSTOG00000025675	Ictidomys_tridecemlineatus
ENSSDAP00000024989	ENSSDAG00000022554	Spermophilus_dauricus
ENSMMMP00000011060	ENSMMMG00000009479	Marmota_marmota_marmota
ENSOCUP00000047213	ENSOCUG00000000827	Oryctolagus_cuniculus
ENSEEUP00000009883	ENSEEUG00000010818	Erinaceus_europaeus
ENSDORP00000017745	ENSDORG00000006527	Dipodomys_ordii
ENSLAFP00000000202	ENSLAFG00000000245	Loxodonta_africana
ENSPCAP00000001974	ENSPCAG00000002059	Procavia_capensis
ENSETEP00000000914	ENSETEG00000001130	Echinops_telfairi
ENSCHOP00000000639	ENSCHOG00000000718	Choloepus_hoffmanni
ENSOGAP00000016833	ENSOGAG00000025233	Otolemur_garnettii
ENSNGAP00000013484	ENSNGAG00000015046	Nannospalax_galili
ENSPCIP00000037071	ENSPCIG00000027327	Phascolarctos_cinereus
ENSVURP00010004903	ENSVURG00010003817	Vombatus_ursinus
ENSMEUP00000006620	ENSMEUG00000007243	Notamacropus_eugenii
ENSSHAP00000020865	ENSSHAG00000017695	Sarcophilus_harrisii
ENSMODP00000052604	ENSMODG00000000227	Monodelphis_domestica
ENSOANP00000021834	ENSOANG00000013848	Ornithorhynchus_anatinus
ENSXETP00000049563	ENSXETG00000021075	Xenopus_tropicalis
ENSLACP00000016686	ENSLACG00000014699	Latimeria_chalumnae
ENSCMIP00000044681	ENSCMIG00000018472	Callorhinchus_milii
ENSDCDP00000048533	ENSDCDG00000027335	Denticeps_clupeoides
ENSCHAP00000053076	ENSCHAG00000023774	Clupea_harengus
ENSAMXP00005021560	ENSAMXG00005010904	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000028733	ENSAMXG00000003982	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000021451	ENSPNAG00000028730	Pygocentrus_nattereri
ENSIPUP00000009872	ENSIPUG00000006752	Ictalurus_punctatus
ENSEEEP00000026505	ENSEEEG00000012362	Electrophorus_electricus
ENSDARP00000138370	ENSDARG00000054458	Danio_rerio
ENSAPEP00000004185	ENSAPEG00000003007	Amphiprion_percula
ENSAOCP00000025670	ENSAOCG00000000836	Amphiprion_ocellaris
ENSAPOP00000021977	ENSAPOG00000002863	Acanthochromis_polyacanthus
ENSSPAP00000010063	ENSSPAG00000007664	Stegastes_partitus
ENSPRNP00000050914	ENSPRNG00000023654	Parambassis_ranga
ENSKMAP00000023974	ENSKMAG00000017645	Kryptolebias_marmoratus
ENSOMEP00000030210	ENSOMEG00000014376	Oryzias_melastigma
ENSSDUP00000029046	ENSSDUG00000020898	Seriola_dumerili
ENSSMAP00000004508	ENSSMAG00000002633	Scophthalmus_maximus
ENSLCAP00010054838	ENSLCAG00010025408	Lates_calcarifer
ENSBSLP00000006822	ENSBSLG00000003367	Betta_splendens
ENSLCRP00005018896	ENSLCRG00005007704	Larimichthys_crocea
ENSCGOP00000022849	ENSCGOG00000010894	Cottoperca_gobio
ENSMMOP00000018002	ENSMMOG00000013654	Mola_mola
ENSSLDP00000006248	ENSSLDG00000004951	Seriola_lalandi_dorsalis
ENSACLP00000013627	ENSACLG00000009299	Astatotilapia_calliptera
ENSPNYP00000016091	ENSPNYG00000012129	Pundamilia_nyererei
ENSHBUP00000000112	ENSHBUG00000001266	Haplochromis_burtoni
ENSNBRP00000019947	ENSNBRG00000015328	Neolamprologus_brichardi
ENSMZEP00005021800	ENSMZEG00005016312	Maylandia_zebra
ENSONIP00000005479	ENSONIG00000004347	Oreochromis_niloticus
ENSACIP00000011983	ENSACIG00000009122	Amphilophus_citrinellus
ENSMALP00000032910	ENSMALG00000022636	Monopterus_albus
ENSMAMP00000020543	ENSMAMG00000013765	Mastacembelus_armatus
ENSLBEP00000030033	ENSLBEG00000022714	Labrus_bergylta
ENSORLP00015003856	ENSORLG00015000128	Oryzias_latipes_ASM223469v1
ENSORLP00000021683	ENSORLG00000017336	Oryzias_latipes_ASM223467v1
ENSORLP00020010153	ENSORLG00020011148	Oryzias_latipes_ASM223471v1
ENSGWIP00000014065	ENSGWIG00000007471	Gouania_willdenowi
ENSPFOP00000009945	ENSPFOG00000009824	Poecilia_formosa
ENSPLAP00000001964	ENSPLAG00000003186	Poecilia_latipinna
ENSPMEP00000016061	ENSPMEG00000018823	Poecilia_mexicana
ENSPREP00000000941	ENSPREG00000000609	Poecilia_reticulata
ENSGAFP00000003898	ENSGAFG00000002556	Gambusia_affinis
ENSXMAP00000007707	ENSXMAG00000007676	Xiphophorus_maculatus
ENSXCOP00000023418	ENSXCOG00000017469	Xiphophorus_couchianus
ENSFHEP00000032818	ENSFHEG00000019570	Fundulus_heteroclitus
ENSATEP00000005712	ENSATEG00000003964	Anabas_testudineus
ENSTRUP00000016080	ENSTRUG00000006549	Takifugu_rubripes
ENSPMGP00000019970	ENSPMGG00000016176	Periophthalmus_magnuspinnatus
ENSGACP00000004993	ENSGACG00000003793	Gasterosteus_aculeatus
ENSTNIP00000000439	ENSTNIG00000006558	Tetraodon_nigroviridis
ENSHCOP00000011916	ENSHCOG00000014955	Hippocampus_comes
ENSCSEP00000031959	ENSCSEG00000020484	Cynoglossus_semilaevis
ENSGMOP00000003660	ENSGMOG00000003435	Gadus_morhua
ENSELUP00000014522	ENSELUG00000014623	Esox_lucius
ENSHHUP00000089798	ENSHHUG00000051856	Hucho_hucho
ENSHHUP00000065757	ENSHHUG00000038632	Hucho_hucho
ENSCVAP00000030900	ENSCVAG00000019765	Cyprinodon_variegatus
ENSOMEP00000012876	ENSOMEG00000014315	Oryzias_melastigma
ENSSFOP00015004999	ENSSFOG00015003190	Scleropages_formosus
ENSPKIP00000010725	ENSPKIG00000025332	Paramormyrops_kingsleyae
ENSSFOP00015020763	ENSSFOG00015013304	Scleropages_formosus
ENSPKIP00000021194	ENSPKIG00000005625	Paramormyrops_kingsleyae
ENSLOCP00000016334	ENSLOCG00000013251	Lepisosteus_oculatus
ENSECRP00000027613	ENSECRG00000018695	Erpetoichthys_calabaricus
ENSHHUP00000012520	ENSHHUG00000007650	Hucho_hucho
ENSEBUP00000015727	ENSEBUG00000009900	Eptatretus_burgeri
ENSCSAVP00000003717	ENSCSAVG00000002203	Ciona_savignyi
