ENSCHIP00000003984	ENSCHIG00000008200	Capra_hircus
ENSMUGP00000030430	ENSMUGG00000025276	Meriones_unguiculatus
ENSCGRP00001003913	ENSCGRG00001004854	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000020012	ENSCGRG00000014573	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015018740	ENSCGRG00015014421	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006411	ENSMAUG00000008364	Mesocricetus_auratus
ENSPEMP00000004841	ENSPEMG00000007225	Peromyscus_maniculatus_bairdii
ENSMOCP00000007180	ENSMOCG00000006944	Microtus_ochrogaster
ENSNGAP00000017456	ENSNGAG00000017881	Nannospalax_galili
ENSJJAP00000015104	ENSJJAG00000017368	Jaculus_jaculus
ENSCCNP00000008376	ENSCCNG00000008877	Castor_canadensis
ENSOCUP00000021776	ENSOCUG00000016654	Oryctolagus_cuniculus
ENSOPRP00000006876	ENSOPRG00000007512	Ochotona_princeps
ENSLAFP00000000138	ENSLAFG00000000170	Loxodonta_africana	ENSLAFT00000000170
ENSPCAP00000008529	ENSPCAG00000009136	Procavia_capensis	ENSPCAT00000009137
ENSETEP00000011715	ENSETEG00000014444	Echinops_telfairi	ENSETET00000014443
ENSDNOP00000011377	ENSDNOG00000014682	Dasypus_novemcinctus	ENSDNOT00000014679
ENSCHOP00000008790	ENSCHOG00000009925	Choloepus_hoffmanni	ENSCHOT00000009950
ENSVURP00010013708	ENSVURG00010010542	Vombatus_ursinus
ENSPCIP00000054569	ENSPCIG00000035951	Phascolarctos_cinereus
ENSMEUP00000008065	ENSMEUG00000008838	Notamacropus_eugenii
ENSMODP00000023426	ENSMODG00000018785	Monodelphis_domestica
ENSOANP00000011912	ENSOANG00000007485	Ornithorhynchus_anatinus
ENSCCEP00000001139	ENSCCEG00000001414	Cyanistes_caeruleus
ENSPMJP00000011511	ENSPMJG00000008914	Parus_major
ENSFALP00000001902	ENSFALG00000001829	Ficedula_albicollis
ENSTGUP00000013220	ENSTGUG00000012837	Taeniopygia_guttata
ENSLSDP00000000161	ENSLSDG00000000164	Lonchura_striata_domestica
ENSSCAP00000015032	ENSSCAG00000011022	Serinus_canaria
ENSJHYP00000019400	ENSJHYG00000014740	Junco_hyemalis
ENSZALP00000022277	ENSZALG00000017319	Zonotrichia_albicollis
ENSMVIP00005016856	ENSMVIG00005012076	Manacus_vitellinus
ENSLCOP00000001707	ENSLCOG00000001363	Lepidothrix_coronata
ENSMUNP00000017838	ENSMUNG00000013659	Melopsittacus_undulatus
ENSCPGP00000006756	ENSCPGG00000004838	Calidris_pygmaea
ENSAPLP00000014967	ENSAPLG00000015121	Anas_platyrhynchos_platyrhynchos
ENSABRP00000023944	ENSABRG00000020119	Anser_brachyrhynchus
ENSMGAP00000014717	ENSMGAG00000013911	Meleagris_gallopavo
ENSCJPP00005008780	ENSCJPG00005007801	Coturnix_japonica
ENSNMEP00000024997	ENSNMEG00000021183	Numida_meleagris
ENSGALP00000036182	ENSGALG00000016296	Gallus_gallus
ENSCPUP00000020887	ENSCPUG00000014299	Calidris_pugnax
ENSDNVP00000024140	ENSDNVG00000016757	Dromaius_novaehollandiae
ENSAOWP00000025670	ENSAOWG00000017348	Apteryx_owenii
ENSAHAP00000020860	ENSAHAG00000014675	Apteryx_haastii
ENSARWP00000012543	ENSARWG00000008675	Apteryx_rowi
ENSNPEP00000006374	ENSNPEG00000004810	Nothoprocta_perdicaria
ENSCPRP00005015344	ENSCPRG00005010766	Crocodylus_porosus
ENSCABP00000010301	ENSCABG00000007730	Chelonoidis_abingdonii
ENSGAGP00000031665	ENSGAGG00000022748	Gopherus_agassizii
ENSCPBP00000031449	ENSCPBG00000022069	Chrysemys_picta_bellii
ENSPSIP00000013968	ENSPSIG00000012509	Pelodiscus_sinensis
ENSPVIP00000006124	ENSPVIG00000005091	Pogona_vitticeps
ENSACAP00000021672	ENSACAG00000016788	Anolis_carolinensis
ENSNSUP00000008922	ENSNSUG00000006854	Notechis_scutatus
ENSSMRP00000014859	ENSSMRG00000011565	Salvator_merianae
ENSXETP00000027963	ENSXETG00000008688	Xenopus_tropicalis
ENSLACP00000005823	ENSLACG00000005170	Latimeria_chalumnae
ENSAMXP00000034618	ENSAMXG00000031885	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005003920	ENSAMXG00005002441	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017649	ENSPNAG00000006247	Pygocentrus_nattereri
ENSIPUP00000023630	ENSIPUG00000015995	Ictalurus_punctatus
ENSDARP00000107837	ENSDARG00000089709	Danio_rerio
ENSCHAP00000036391	ENSCHAG00000017196	Clupea_harengus
ENSHHUP00000065967	ENSHHUG00000038916	Hucho_hucho
ENSELUP00000021051	ENSELUG00000020182	Esox_lucius
ENSBSLP00000052259	ENSBSLG00000024675	Betta_splendens
ENSPMGP00000029049	ENSPMGG00000023386	Periophthalmus_magnuspinnatus
ENSHCOP00000012565	ENSHCOG00000015594	Hippocampus_comes
ENSAPEP00000024878	ENSAPEG00000017679	Amphiprion_percula
ENSAOCP00000000969	ENSAOCG00000003889	Amphiprion_ocellaris
ENSSPAP00000008144	ENSSPAG00000006219	Stegastes_partitus
ENSPRNP00000005953	ENSPRNG00000003582	Parambassis_ranga
ENSPNYP00000027339	ENSPNYG00000020602	Pundamilia_nyererei
ENSACLP00000005359	ENSACLG00000003609	Astatotilapia_calliptera
ENSMZEP00005006300	ENSMZEG00005004888	Maylandia_zebra
ENSHBUP00000005472	ENSHBUG00000006889	Haplochromis_burtoni
ENSNBRP00000015991	ENSNBRG00000012368	Neolamprologus_brichardi
ENSONIP00000012213	ENSONIG00000009723	Oreochromis_niloticus
ENSACIP00000025274	ENSACIG00000019580	Amphilophus_citrinellus
ENSGWIP00000044470	ENSGWIG00000022128	Gouania_willdenowi
ENSPMEP00000015410	ENSPMEG00000017914	Poecilia_mexicana
ENSPFOP00000026921	ENSPFOG00000023068	Poecilia_formosa
ENSPREP00000032783	ENSPREG00000022226	Poecilia_reticulata
ENSGAFP00000011510	ENSGAFG00000007814	Gambusia_affinis
ENSCVAP00000016825	ENSCVAG00000019849	Cyprinodon_variegatus
ENSKMAP00000026465	ENSKMAG00000019634	Kryptolebias_marmoratus
ENSAPOP00000032861	ENSAPOG00000021020	Acanthochromis_polyacanthus
ENSSLDP00000001061	ENSSLDG00000000927	Seriola_lalandi_dorsalis
ENSSDUP00000032422	ENSSDUG00000023291	Seriola_dumerili
ENSCSEP00000016001	ENSCSEG00000010281	Cynoglossus_semilaevis
ENSTNIP00000001527	ENSTNIG00000000508	Tetraodon_nigroviridis
ENSMAMP00000013604	ENSMAMG00000009219	Mastacembelus_armatus
ENSLCAP00010059692	ENSLCAG00010027799	Lates_calcarifer
ENSSMAP00000009492	ENSSMAG00000005837	Scophthalmus_maximus
ENSMALP00000001196	ENSMALG00000000927	Monopterus_albus
ENSLCRP00005034249	ENSLCRG00005013436	Larimichthys_crocea
ENSGACP00000008329	ENSGACG00000006299	Gasterosteus_aculeatus
ENSSFOP00015020427	ENSSFOG00015013148	Scleropages_formosus
ENSLOCP00000020905	ENSLOCG00000016909	Lepisosteus_oculatus
ENSECRP00000029043	ENSECRG00000019672	Erpetoichthys_calabaricus
ENSCMIP00000039926	ENSCMIG00000016699	Callorhinchus_milii
