ENSEEEP00000010449	ENSEEEG00000005283	Electrophorus_electricus
ENSPVAP00000001828	ENSPVAG00000001935	Pteropus_vampyrus
ENSPPAP00000008917	ENSPPAG00000027687	Pan_paniscus
ENSCCEP00000018454	ENSCCEG00000016911	Cyanistes_caeruleus
ENSCGOP00000055146	ENSCGOG00000024073	Cottoperca_gobio
ENSHHUP00000087066	ENSHHUG00000050365	Hucho_hucho
ENSPCIP00000025714	ENSPCIG00000019319	Phascolarctos_cinereus
ENSGMOP00000000408	ENSGMOG00000000414	Gadus_morhua
ENSNGAP00000017643	ENSNGAG00000018007	Nannospalax_galili
ENSCSAVP00000016657	ENSCSAVG00000009786	Ciona_savignyi
ENSRROP00000023591	ENSRROG00000035634	Rhinopithecus_roxellana
ENSPMAP00000010192	ENSPMAG00000009271	Petromyzon_marinus
ENSTBEP00000001306	ENSTBEG00000001480	Tupaia_belangeri
ENSGAGP00000028690	ENSGAGG00000020787	Gopherus_agassizii
ENSFALP00000002423	ENSFALG00000002329	Ficedula_albicollis
ENSHBUP00000013040	ENSHBUG00000014767	Haplochromis_burtoni
ENSGALP00000005592	ENSGALG00000003540	Gallus_gallus
ENSSTOP00000025122	ENSSTOG00000029590	Ictidomys_tridecemlineatus
ENSCSAVP00000016656	ENSCSAVG00000009785	Ciona_savignyi
ENSGGOP00000015062	ENSGGOG00000015429	Gorilla_gorilla
ENSAHAP00000019168	ENSAHAG00000013547	Apteryx_haastii
ENSOMEP00000008118	ENSOMEG00000009271	Oryzias_melastigma
ENSPANP00000016486	ENSPANG00000020618	Papio_anubis
ENSEEUP00000007541	ENSEEUG00000008246	Erinaceus_europaeus
ENSMSIP00000028629	ENSMSIG00000023997	Mus_spicilegus
ENSHCOP00000027403	ENSHCOG00000019198	Hippocampus_comes
ENSPKIP00000022857	ENSPKIG00000006708	Paramormyrops_kingsleyae
ENSCABP00000006052	ENSCABG00000004558	Chelonoidis_abingdonii
ENSNVIP00000004897	ENSNVIG00000003929	Neovison_vison
ENSHHUP00000078453	ENSHHUG00000045779	Hucho_hucho
ENSNBRP00000004345	ENSNBRG00000003428	Neolamprologus_brichardi
ENSAPOP00000022863	ENSAPOG00000004320	Acanthochromis_polyacanthus
MGP_SPRETEiJ_P0032048	MGP_SPRETEiJ_G0018174	Mus_spretus_strain_SPRET/EiJ
ENSGWIP00000034906	ENSGWIG00000018104	Gouania_willdenowi
ENSPSIP00000011733	ENSPSIG00000010598	Pelodiscus_sinensis
ENSPCAP00000006757	ENSPCAG00000007182	Procavia_capensis
ENSAMXP00000047823	ENSAMXG00000015514	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000049956
ENSEASP00005023040	ENSEASG00005015672	Equus_asinus_asinus
ENSBIXP00000009379	ENSBIXG00000015109	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLBEP00000025325	ENSLBEG00000019344	Labrus_bergylta
ENSOGAP00000013756	ENSOGAG00000015360	Otolemur_garnettii
ENSCANP00000012353	ENSCANG00000029525	Colobus_angolensis_palliatus
ENSCCNP00000027321	ENSCCNG00000026443	Castor_canadensis
ENSCATP00000023674	ENSCATG00000035381	Cercocebus_atys
ENSVVUP00000008360	ENSVVUG00000006275	Vulpes_vulpes
ENSTRUP00000056110	ENSTRUG00000021715	Takifugu_rubripes
ENSACIP00000007692	ENSACIG00000006009	Amphilophus_citrinellus
ENSBMUP00000011358	ENSBMUG00000008738	Bos_mutus
ENSTTRP00000008384	ENSTTRG00000008836	Tursiops_truncatus
ENSMUSP00000018516	ENSMUSG00000018372	Mus_musculus_strain_reference_(CL57BL6)
ENSNMEP00000005132	ENSNMEG00000005374	Numida_meleagris
ENSPCOP00000023962	ENSPCOG00000024132	Propithecus_coquereli
ENSFCAP00000058820	ENSFCAG00000003513	Felis_catus
ENSBBBP00000005878	ENSBBBG00000003405	Bison_bison_bison
ENSMICP00000008462	ENSMICG00000009285	Microcebus_murinus
ENSSMAP00000029397	ENSSMAG00000018019	Scophthalmus_maximus
ENSDNOP00000031230	ENSDNOG00000042222	Dasypus_novemcinctus
ENSCPOP00000006445	ENSCPOG00000007148	Cavia_porcellus
ENSACAP00000000726	ENSACAG00000000734	Anolis_carolinensis
ENSJJAP00000017943	ENSJJAG00000019343	Jaculus_jaculus
ENSTGUP00000004748	ENSTGUG00000004601	Taeniopygia_guttata
ENSPVIP00000023189	ENSPVIG00000017519	Pogona_vitticeps
ENSAMEP00000002808	ENSAMEG00000002636	Ailuropoda_melanoleuca
ENSXMAP00000001594	ENSXMAG00000001597	Xiphophorus_maculatus
ENSLACP00000016859	ENSLACG00000014850	Latimeria_chalumnae
ENSMNEP00000014561	ENSMNEG00000031411	Macaca_nemestrina
ENSPMAP00000005648	ENSPMAG00000005125	Petromyzon_marinus
ENSAPEP00000004428	ENSAPEG00000003201	Amphiprion_percula
ENSCPGP00000021990	ENSCPGG00000015290	Calidris_pygmaea
ENSMGAP00000017747	ENSMGAG00000007638	Meleagris_gallopavo
ENSBIXP00005014514	ENSBIXG00005018487	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMUP00000047256	ENSMMUG00000009459	Macaca_mulatta
ENSCGRP00000013617	ENSCGRG00000009878	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018246	ENSCGRG00001018047	Cricetulus_griseus_CHOK1GS_HDv1
ENSSHAP00000014666	ENSSHAG00000012518	Sarcophilus_harrisii
ENSORLP00020020612	ENSORLG00020021601	Oryzias_latipes_ASM223471v1
ENSRNOP00000062563	ENSRNOG00000014354	Rattus_norvegicus
ENSACLP00000004084	ENSACLG00000002766	Astatotilapia_calliptera
ENSAMXP00005030090	ENSAMXG00005014790	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
