ENSXETP00000026920	ENSXETG00000009530	Xenopus_tropicalis
ENSRROP00000016294	ENSRROG00000032296	Rhinopithecus_roxellana
ENSORLP00015011889	ENSORLG00015012739	Oryzias_latipes_ASM223469v1
ENSCJAP00000037810	ENSCJAG00000014560	Callithrix_jacchus
ENSONIP00000001441	ENSONIG00000001138	Oreochromis_niloticus
ENSMUGP00000026060	ENSMUGG00000021741	Meriones_unguiculatus
ENSSPAP00000009500	ENSSPAG00000007230	Stegastes_partitus
MGP_SPRETEiJ_P0024840	MGP_SPRETEiJ_G0016344	Mus_spretus_strain_SPRET/EiJ
ENSCCAP00000038965	ENSCCAG00000037319	Cebus_capucinus_imitator
ENSMVIP00005022195	ENSMVIG00005015584	Manacus_vitellinus
ENSGGOP00000040375	ENSGGOG00000014856	Gorilla_gorilla
ENSCPUP00000010488	ENSCPUG00000007447	Calidris_pugnax
ENSPMJP00000014497	ENSPMJG00000011001	Parus_major
ENSCCAP00000016104	ENSCCAG00000025847	Cebus_capucinus_imitator
ENSMUSP00000069670	ENSMUSG00000052151	Mus_musculus_strain_reference_(CL57BL6)
ENSECRP00000023926	ENSECRG00000016162	Erpetoichthys_calabaricus
ENSCPGP00000017836	ENSCPGG00000012491	Calidris_pygmaea
ENSMEUP00000005546	ENSMEUG00000006082	Notamacropus_eugenii
ENSPLAP00000021692	ENSPLAG00000005637	Poecilia_latipinna
ENSOCUP00000021846	ENSOCUG00000025039	Oryctolagus_cuniculus
ENSPCOP00000005152	ENSPCOG00000013407	Propithecus_coquereli
ENSLSDP00000011824	ENSLSDG00000008680	Lonchura_striata_domestica
ENSSPAP00000009533	ENSSPAG00000007257	Stegastes_partitus
ENSCCNP00000020557	ENSCCNG00000020473	Castor_canadensis
ENSCGOP00000002867	ENSCGOG00000001497	Cottoperca_gobio
ENSCCAP00000011298	ENSCCAG00000023399	Cebus_capucinus_imitator
ENSCJPP00005011310	ENSCJPG00005009717	Coturnix_japonica
ENSDORP00000022230	ENSDORG00000028750	Dipodomys_ordii
ENSCPOP00000017639	ENSCPOG00000026420	Cavia_porcellus
ENSDARP00000026878	ENSDARG00000002231	Danio_rerio
ENSACLP00000014593	ENSACLG00000009950	Astatotilapia_calliptera
ENSMICP00000003409	ENSMICG00000003741	Microcebus_murinus
ENSMMOP00000011378	ENSMMOG00000008753	Mola_mola
ENSAHAP00000004332	ENSAHAG00000003376	Apteryx_haastii
ENSAPOP00000000339	ENSAPOG00000001535	Acanthochromis_polyacanthus
ENSSDUP00000017557	ENSSDUG00000012838	Seriola_dumerili
ENSGACP00000015238	ENSGACG00000011516	Gasterosteus_aculeatus
ENSNLEP00000000887	ENSNLEG00000000767	Nomascus_leucogenys
ENSCCEP00000000091	ENSCCEG00000000137	Cyanistes_caeruleus
ENSPVAP00000008210	ENSPVAG00000008699	Pteropus_vampyrus
ENSNBRP00000001316	ENSNBRG00000001095	Neolamprologus_brichardi
ENSTNIP00000020328	ENSTNIG00000017191	Tetraodon_nigroviridis
ENSGAFP00000028314	ENSGAFG00000019153	Gambusia_affinis
ENSAOCP00000006113	ENSAOCG00000009684	Amphiprion_ocellaris
ENSLCAP00010058272	ENSLCAG00010027171	Lates_calcarifer
ENSPPAP00000039954	ENSPPAG00000042640	Pan_paniscus
ENSEEUP00000009331	ENSEEUG00000010252	Erinaceus_europaeus
ENSABRP00000004985	ENSABRG00000004596	Anser_brachyrhynchus
ENSMNEP00000025655	ENSMNEG00000036300	Macaca_nemestrina
ENSMZEP00005011551	ENSMZEG00005008652	Maylandia_zebra
ENSORLP00020013206	ENSORLG00020014151	Oryzias_latipes_ASM223471v1
ENSHCOP00000015989	ENSHCOG00000019704	Hippocampus_comes
ENSGAFP00000024269	ENSGAFG00000016376	Gambusia_affinis
ENSFALP00000014499	ENSFALG00000013897	Ficedula_albicollis
ENSOPRP00000005774	ENSOPRG00000006300	Ochotona_princeps
ENSHHUP00000088290	ENSHHUG00000051024	Hucho_hucho
ENSPLAP00000005892	ENSPLAG00000007920	Poecilia_latipinna
ENSECAP00000040988	ENSECAG00000028640	Equus_caballus
ENSMLEP00000037466	ENSMLEG00000042822	Mandrillus_leucophaeus
ENSGAGP00000026836	ENSGAGG00000019537	Gopherus_agassizii
ENSSCAP00000007267	ENSSCAG00000005614	Serinus_canaria
ENSATEP00000006707	ENSATEG00000004718	Anabas_testudineus
ENSPSMP00000000212	ENSPSMG00000000190	Prolemur_simus
ENSOANP00000015462	ENSOANG00000009746	Ornithorhynchus_anatinus
ENSEEEP00000005427	ENSEEEG00000002849	Electrophorus_electricus
ENSPFOP00000014453	ENSPFOG00000014394	Poecilia_formosa
ENSXMAP00000013402	ENSXMAG00000013369	Xiphophorus_maculatus
ENSCAFP00020021219	ENSCAFG00020016759	Canis_lupus_dingo
ENSCANP00000021269	ENSCANG00000034065	Colobus_angolensis_palliatus
ENSHCOP00000026515	ENSHCOG00000017532	Hippocampus_comes
ENSEEEP00000016364	ENSEEEG00000008103	Electrophorus_electricus
ENSUMAP00000006555	ENSUMAG00000005133	Ursus_maritimus
ENSPKIP00000039934	ENSPKIG00000017075	Paramormyrops_kingsleyae
ENSORLP00000037455	ENSORLG00000016852	Oryzias_latipes_ASM223467v1
ENSDNOP00000024711	ENSDNOG00000032299	Dasypus_novemcinctus
ENSPREP00000017478	ENSPREG00000011817	Poecilia_reticulata
ENSZALP00000021743	ENSZALG00000016973	Zonotrichia_albicollis
ENSSDUP00000012451	ENSSDUG00000009053	Seriola_dumerili
ENSVVUP00000030754	ENSVVUG00000022451	Vulpes_vulpes
ENSTNIP00000018527	ENSTNIG00000015456	Tetraodon_nigroviridis
ENSPRNP00000047262	ENSPRNG00000022732	Parambassis_ranga
ENSAMEP00000020276	ENSAMEG00000019230	Ailuropoda_melanoleuca
ENSTTRP00000003529	ENSTTRG00000003761	Tursiops_truncatus
ENSELUP00000008020	ENSELUG00000008728	Esox_lucius
ENSEASP00005031475	ENSEASG00005021431	Equus_asinus_asinus
ENSCJAP00000055946	ENSCJAG00000045368	Callithrix_jacchus
ENSAMXP00000052820	ENSAMXG00000033432	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSSCP00000064443	ENSSSCG00000014004	Sus_scrofa_strain_reference
ENSFCAP00000023242	ENSFCAG00000024319	Felis_catus
ENSHHUP00000075775	ENSHHUG00000044372	Hucho_hucho
ENSNVIP00000002404	ENSNVIG00000001939	Neovison_vison
ENSLBEP00000029339	ENSLBEG00000022221	Labrus_bergylta
ENSSFOP00015017693	ENSSFOG00015011376	Scleropages_formosus
ENSARWP00000015696	ENSARWG00000010832	Apteryx_rowi
ENSVURP00010000973	ENSVURG00010000847	Vombatus_ursinus	ENSVURT00010001124
MGP_CAROLIEiJ_P0023692	MGP_CAROLIEiJ_G0015526	Mus_caroli_strain_CAROLI_EIJ
ENSNMEP00000008012	ENSNMEG00000007919	Numida_meleagris
ENSHGLP00000022217	ENSHGLG00000015840	Heterocephalus_glaber_HetGla_female_1.0
ENSACIP00000016863	ENSACIG00000013141	Amphilophus_citrinellus
ENSLAFP00000006357	ENSLAFG00000007571	Loxodonta_africana
ENSPRNP00000002793	ENSPRNG00000001739	Parambassis_ranga
ENSPNYP00000017742	ENSPNYG00000013415	Pundamilia_nyererei
ENSCAFP00000029206	ENSCAFG00000019734	Canis_lupus_familiaris
ENSJJAP00000022773	ENSJJAG00000022738	Jaculus_jaculus
ENSAOCP00000004586	ENSAOCG00000000457	Amphiprion_ocellaris
ENSATEP00000011947	ENSATEG00000008342	Anabas_testudineus
ENSMGAP00000010429	ENSMGAG00000010080	Meleagris_gallopavo
ENSSDAP00000003771	ENSSDAG00000003511	Spermophilus_dauricus
ENSLCRP00005044616	ENSLCRG00005017095	Larimichthys_crocea
ENSPFOP00000018785	ENSPFOG00000018680	Poecilia_formosa
ENSAMXP00005015972	ENSAMXG00005008381	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMUNP00000010144	ENSMUNG00000008018	Melopsittacus_undulatus
ENSLCAP00010031026	ENSLCAG00010014541	Lates_calcarifer
ENSLCRP00005034058	ENSLCRG00005013370	Larimichthys_crocea
ENSSPAP00000027389	ENSSPAG00000020647	Stegastes_partitus
ENSCSEP00000008110	ENSCSEG00000005198	Cynoglossus_semilaevis
ENSUAMP00000020186	ENSUAMG00000015934	Ursus_americanus
ENSORLP00020014348	ENSORLG00020015366	Oryzias_latipes_ASM223471v1
ENSAPLP00000001855	ENSAPLG00000002405	Anas_platyrhynchos_platyrhynchos
ENSHBUP00000026018	ENSHBUG00000008365	Haplochromis_burtoni
ENSHGLP00100011668	ENSHGLG00100008655	Heterocephalus_glaber_HetGla_1.0
ENSAMEP00000002715	ENSAMEG00000002579	Ailuropoda_melanoleuca
ENSHBUP00000025933	ENSHBUG00000008282	Haplochromis_burtoni
ENSONIP00000002790	ENSONIG00000002238	Oreochromis_niloticus
ENSNSUP00000001881	ENSNSUG00000001594	Notechis_scutatus
ENSFHEP00000026890	ENSFHEG00000009996	Fundulus_heteroclitus
ENSSMRP00000022787	ENSSMRG00000017674	Salvator_merianae
ENSCATP00000041891	ENSCATG00000043596	Cercocebus_atys
ENSMPUP00000010061	ENSMPUG00000010138	Mustela_putorius_furo
ENSMMOP00000026988	ENSMMOG00000020420	Mola_mola
ENSJHYP00000007613	ENSJHYG00000006069	Junco_hyemalis
ENSMAMP00000004169	ENSMAMG00000002813	Mastacembelus_armatus
ENSPSIP00000003692	ENSPSIG00000003509	Pelodiscus_sinensis
ENSRBIP00000039907	ENSRBIG00000043400	Rhinopithecus_bieti
ENSCLAP00000015949	ENSCLAG00000010976	Chinchilla_lanigera
ENSCCNP00000024215	ENSCCNG00000023718	Castor_canadensis
ENSLAFP00000022177	ENSLAFG00000031305	Loxodonta_africana
ENSSLDP00000003700	ENSSLDG00000002913	Seriola_lalandi_dorsalis
ENSANAP00000013353	ENSANAG00000024572	Aotus_nancymaae
ENSBSLP00000007777	ENSBSLG00000003885	Betta_splendens
ENSFHEP00000023097	ENSFHEG00000003891	Fundulus_heteroclitus
ENSRNOP00000000193	ENSRNOG00000000177	Rattus_norvegicus
ENSXCOP00000000214	ENSXCOG00000000208	Xiphophorus_couchianus
ENSCHAP00000004062	ENSCHAG00000002687	Clupea_harengus
ENSLCAP00010026947	ENSLCAG00010012633	Lates_calcarifer
ENSGWIP00000029738	ENSGWIG00000015534	Gouania_willdenowi
ENSGMOP00000015806	ENSGMOG00000014769	Gadus_morhua
ENSCCAP00000019674	ENSCCAG00000027671	Cebus_capucinus_imitator
ENSGMOP00000012896	ENSGMOG00000012061	Gadus_morhua
ENSBIXP00005044035	ENSBIXG00005027849	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMSIP00000000783	ENSMSIG00000000794	Mus_spicilegus
ENSDCDP00000059113	ENSDCDG00000034189	Denticeps_clupeoides
ENSGWIP00000027371	ENSGWIG00000014320	Gouania_willdenowi
ENSOMEP00000010277	ENSOMEG00000011563	Oryzias_melastigma
ENSPMGP00000019664	ENSPMGG00000015952	Periophthalmus_magnuspinnatus
ENSPNYP00000029662	ENSPNYG00000022351	Pundamilia_nyererei
ENSGALP00000072192	ENSGALG00000026834	Gallus_gallus
ENSMOCP00000008180	ENSMOCG00000008121	Microtus_ochrogaster
MGP_PahariEiJ_P0086843	MGP_PahariEiJ_G0030939	Mus_pahari_strain_PAHARI_EIJ
ENSPCIP00000029859	ENSPCIG00000022219	Phascolarctos_cinereus	ENSPCIT00000036746
ENSCMIP00000014209	ENSCMIG00000007066	Callorhinchus_milii
ENSELUP00000017313	ENSELUG00000017042	Esox_lucius
ENSMLUP00000017448	ENSMLUG00000028979	Myotis_lucifugus
ENSPMGP00000009936	ENSPMGG00000008237	Periophthalmus_magnuspinnatus
ENSTGEP00000010254	ENSTGEG00000008419	Theropithecus_gelada
ENSACIP00000022977	ENSACIG00000017875	Amphilophus_citrinellus
ENSAPOP00000027285	ENSAPOG00000011709	Acanthochromis_polyacanthus
ENSPKIP00000026211	ENSPKIG00000008764	Paramormyrops_kingsleyae
ENSPTRP00000017230	ENSPTRG00000010141	Pan_troglodytes
ENSCCNP00000024221	ENSCCNG00000023725	Castor_canadensis
ENSPMEP00000024856	ENSPMEG00000007468	Poecilia_mexicana
ENSDNVP00000018415	ENSDNVG00000012859	Dromaius_novaehollandiae
ENSSMAP00000027741	ENSSMAG00000016952	Scophthalmus_maximus
ENSPTIP00000012436	ENSPTIG00000012507	Panthera_tigris_altaica
ENSCGRP00015010306	ENSCGRG00015007948	Cricetulus_griseus_CriGri-PICR
ENSP00000329697	ENSG00000141934	Homo_sapiens
ENSSLDP00000029376	ENSSLDG00000022674	Seriola_lalandi_dorsalis
ENSLCOP00000018669	ENSLCOG00000013205	Lepidothrix_coronata
ENSBBBP00000008644	ENSBBBG00000016647	Bison_bison_bison
ENSNSUP00000001880	ENSNSUG00000001592	Notechis_scutatus
ENSXMAP00000009433	ENSXMAG00000009408	Xiphophorus_maculatus
ENSAOWP00000019687	ENSAOWG00000013351	Apteryx_owenii
ENSAPEP00000033467	ENSAPEG00000023766	Amphiprion_percula
ENSCCNP00000014939	ENSCCNG00000015389	Castor_canadensis
ENSCABP00000004331	ENSCABG00000003266	Chelonoidis_abingdonii
ENSBMUP00000004544	ENSBMUG00000003569	Bos_mutus
ENSMFAP00000025715	ENSMFAG00000044337	Macaca_fascicularis
