ENSVURP00010031795	ENSVURG00010024290	Vombatus_ursinus	ENSVURT00010036207
ENSPCIP00000016072	ENSPCIG00000012446	Phascolarctos_cinereus	ENSPCIT00000019866
ENSMEUP00000015314	ENSMEUG00000016753	Notamacropus_eugenii	ENSMEUT00000016808
ENSMODP00000013547	ENSMODG00000010814	Monodelphis_domestica	ENSMODT00000013796
ENSMODP00000059217	ENSMODG00000047596	Monodelphis_domestica	ENSMODT00000086627
ENSPCAP00000004081	ENSPCAG00000004317	Procavia_capensis	ENSPCAT00000004351
ENSETEP00000008018	ENSETEG00000009870	Echinops_telfairi	ENSETET00000009873
ENSLAFP00000029047	ENSLAFG00000032518	Loxodonta_africana	ENSLAFT00000034123
ENSMSIP00000021712	ENSMSIG00000018423	Mus_spicilegus
ENSPFOP00000015856	ENSPFOG00000015803	Poecilia_formosa
ENSPFOP00000015846	ENSPFOG00000015678	Poecilia_formosa
ENSPLAP00000005056	ENSPLAG00000006896	Poecilia_latipinna
ENSPREP00000009788	ENSPREG00000006657	Poecilia_reticulata
ENSGAFP00000027779	ENSGAFG00000018774	Gambusia_affinis
ENSXCOP00000017742	ENSXCOG00000013369	Xiphophorus_couchianus
ENSFHEP00000035191	ENSFHEG00000023240	Fundulus_heteroclitus
ENSCVAP00000006886	ENSCVAG00000008519	Cyprinodon_variegatus
ENSORLP00020002772	ENSORLG00020003545	Oryzias_latipes_ASM223471v1
ENSORLP00000043677	ENSORLG00000027028	Oryzias_latipes_ASM223467v1
ENSORLP00015002090	ENSORLG00015002730	Oryzias_latipes_ASM223469v1
ENSAPEP00000034688	ENSAPEG00000024632	Amphiprion_percula
ENSAOCP00000013913	ENSAOCG00000018510	Amphiprion_ocellaris
ENSAPOP00000020213	ENSAPOG00000023760	Acanthochromis_polyacanthus
ENSSPAP00000026050	ENSSPAG00000019643	Stegastes_partitus
ENSPRNP00000041660	ENSPRNG00000020411	Parambassis_ranga
ENSLBEP00000020257	ENSLBEG00000015577	Labrus_bergylta
ENSGACP00000000731	ENSGACG00000000565	Gasterosteus_aculeatus
ENSMMOP00000007724	ENSMMOG00000006005	Mola_mola
ENSLCRP00005033530	ENSLCRG00005013192	Larimichthys_crocea
ENSBSLP00000003100	ENSBSLG00000001743	Betta_splendens
ENSMAMP00000030587	ENSMAMG00000020623	Mastacembelus_armatus
ENSMALP00000011204	ENSMALG00000007937	Monopterus_albus
ENSATEP00000000695	ENSATEG00000000525	Anabas_testudineus
ENSSDUP00000017513	ENSSDUG00000012800	Seriola_dumerili
ENSSLDP00000000278	ENSSLDG00000000256	Seriola_lalandi_dorsalis
ENSLCAP00010029412	ENSLCAG00010013810	Lates_calcarifer
ENSSMAP00000007936	ENSSMAG00000004908	Scophthalmus_maximus
ENSCSEP00000006250	ENSCSEG00000004032	Cynoglossus_semilaevis
ENSCGOP00000023985	ENSCGOG00000011434	Cottoperca_gobio
ENSPMGP00000020567	ENSPMGG00000016643	Periophthalmus_magnuspinnatus
ENSPKIP00000008548	ENSPKIG00000023988	Paramormyrops_kingsleyae
ENSLOCP00000020426	ENSLOCG00000016538	Lepisosteus_oculatus
ENSCMIP00000032847	ENSCMIG00000014039	Callorhinchus_milii
ENSPMAP00000006096	ENSPMAG00000005526	Petromyzon_marinus
ENSEBUP00000011875	ENSEBUG00000007594	Eptatretus_burgeri
