ENSETEP00000009483	ENSETEG00000011689	Echinops_telfairi
ENSBIXP00005030740	ENSBIXG00005000971	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000709	ENSBIXG00000029466	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000055359	ENSBTAG00000047266	Bos_taurus
ENSBMUP00000009510	ENSBMUG00000007395	Bos_mutus
ENSBBBP00000002082	ENSBBBG00000011199	Bison_bison_bison
ENSBMUP00000025749	ENSBMUG00000019311	Bos_mutus
ENSOARP00000003638	ENSOARG00000003413	Ovis_aries
ENSCHIP00000002388	ENSCHIG00000005557	Capra_hircus
ENSTTRP00000002486	ENSTTRG00000002654	Tursiops_truncatus
ENSEASP00005003150	ENSEASG00005002433	Equus_asinus_asinus
ENSECAP00000012062	ENSECAG00000014373	Equus_caballus
ENSNVIP00000022750	ENSNVIG00000017733	Neovison_vison
ENSMPUP00000019910	ENSMPUG00000020041	Mustela_putorius_furo
ENSMPUP00000005525	ENSMPUG00000005567	Mustela_putorius_furo
ENSUMAP00000027200	ENSUMAG00000019740	Ursus_maritimus
ENSUAMP00000016923	ENSUAMG00000013431	Ursus_americanus
ENSAMEP00000002692	ENSAMEG00000002576	Ailuropoda_melanoleuca
ENSCAFP00000026957	ENSCAFG00000018247	Canis_lupus_familiaris
ENSVVUP00000005104	ENSVVUG00000004009	Vulpes_vulpes
ENSPPRP00000007174	ENSPPRG00000002399	Panthera_pardus
ENSPPRP00000011036	ENSPPRG00000005009	Panthera_pardus
ENSPTIP00000013471	ENSPTIG00000013206	Panthera_tigris_altaica
ENSFCAP00000029097	ENSFCAG00000012352	Felis_catus
ENSPVAP00000005215	ENSPVAG00000005511	Pteropus_vampyrus
ENSPPAP00000039836	ENSPPAG00000042593	Pan_paniscus
ENSPTRP00000072008	ENSPTRG00000050159	Pan_troglodytes
ENSGGOP00000032132	ENSGGOG00000041053	Gorilla_gorilla
ENSP00000300413	ENSG00000167088	Homo_sapiens
ENSPPYP00000023503	ENSPPYG00000025874	Pongo_abelii
ENSNLEP00000024937	ENSNLEG00000031430	Nomascus_leucogenys
ENSMNEP00000036334	ENSMNEG00000041296	Macaca_nemestrina
ENSMFAP00000029678	ENSMFAG00000042080	Macaca_fascicularis
ENSPANP00000002702	ENSPANG00000023478	Papio_anubis
ENSCATP00000034080	ENSCATG00000039978	Cercocebus_atys
ENSTGEP00000019292	ENSTGEG00000015521	Theropithecus_gelada
ENSPTEP00000037947	ENSPTEG00000035407	Piliocolobus_tephrosceles
ENSCSAP00000013678	ENSCSAG00000017654	Chlorocebus_sabaeus
ENSCCAP00000029228	ENSCCAG00000032658	Cebus_capucinus_imitator
ENSCCAP00000002870	ENSCCAG00000016652	Cebus_capucinus_imitator
ENSCCAP00000005720	ENSCCAG00000020611	Cebus_capucinus_imitator
ENSCCAP00000000833	ENSCCAG00000005390	Cebus_capucinus_imitator
ENSSBOP00000008159	ENSSBOG00000020998	Saimiri_boliviensis_boliviensis
ENSANAP00000015523	ENSANAG00000025641	Aotus_nancymaae
ENSCJAP00000068431	ENSCJAG00000063007	Callithrix_jacchus
ENSTSYP00000018649	ENSTSYG00000030028	Carlito_syrichta
ENSPSMP00000034559	ENSPSMG00000023812	Prolemur_simus
ENSMICP00000030252	ENSMICG00000044066	Microcebus_murinus
ENSPCOP00000005021	ENSPCOG00000013327	Propithecus_coquereli
ENSGGOP00000028972	ENSGGOG00000026706	Gorilla_gorilla
ENSPTRP00000091530	ENSPTRG00000009909	Pan_troglodytes
ENSEEUP00000004528	ENSEEUG00000004987	Erinaceus_europaeus
ENSSARP00000003844	ENSSARG00000004271	Sorex_araneus
ENSCAFP00020020045	ENSCAFG00020015914	Canis_lupus_dingo
ENSMAUP00000005024	ENSMAUG00000006829	Mesocricetus_auratus
ENSMLEP00000008948	ENSMLEG00000028659	Mandrillus_leucophaeus
ENSMMUP00000067855	ENSMMUG00000051922	Macaca_mulatta
ENSRBIP00000005099	ENSRBIG00000022996	Rhinopithecus_bieti
ENSRROP00000007526	ENSRROG00000027640	Rhinopithecus_roxellana
ENSOGAP00000007013	ENSOGAG00000007833	Otolemur_garnettii
ENSNGAP00000026243	ENSNGAG00000023946	Nannospalax_galili
ENSMOCP00000019345	ENSMOCG00000017367	Microtus_ochrogaster
ENSCCNP00000028667	ENSCCNG00000027581	Castor_canadensis
ENSMLUP00000008302	ENSMLUG00000009124	Myotis_lucifugus
ENSLAFP00000004876	ENSLAFG00000005819	Loxodonta_africana
ENSDNOP00000024062	ENSDNOG00000040310	Dasypus_novemcinctus
ENSVURP00010013220	ENSVURG00010010171	Vombatus_ursinus
ENSVURP00010030385	ENSVURG00010023238	Vombatus_ursinus
ENSPCIP00000027202	ENSPCIG00000020320	Phascolarctos_cinereus
ENSSHAP00000013790	ENSSHAG00000011791	Sarcophilus_harrisii
ENSMODP00000026847	ENSMODG00000021487	Monodelphis_domestica
ENSCPRP00005024115	ENSCPRG00005016751	Crocodylus_porosus
ENSSMRP00000007960	ENSSMRG00000006382	Salvator_merianae
ENSCCEP00000013789	ENSCCEG00000013206	Cyanistes_caeruleus
ENSXETP00000004050	ENSXETG00000004267	Xenopus_tropicalis
ENSPTEP00000008905	ENSPTEG00000010099	Piliocolobus_tephrosceles
ENSVURP00010013210	ENSVURG00010010158	Vombatus_ursinus
ENSCABP00000015966	ENSCABG00000011908	Chelonoidis_abingdonii
ENSGAGP00000014778	ENSGAGG00000011197	Gopherus_agassizii
ENSCPBP00000033017	ENSCPBG00000023143	Chrysemys_picta_bellii
ENSDNVP00000002207	ENSDNVG00000001608	Dromaius_novaehollandiae
ENSARWP00000009150	ENSARWG00000006397	Apteryx_rowi
ENSSCAP00000002699	ENSSCAG00000002346	Serinus_canaria
ENSLSDP00000003938	ENSLSDG00000003069	Lonchura_striata_domestica
ENSTGUP00000005245	ENSTGUG00000005095	Taeniopygia_guttata
ENSFALP00000002754	ENSFALG00000002646	Ficedula_albicollis
ENSJHYP00000003181	ENSJHYG00000002625	Junco_hyemalis
ENSZALP00000009478	ENSZALG00000008149	Zonotrichia_albicollis
ENSPMJP00000014115	ENSPMJG00000010704	Parus_major
ENSLCOP00000007969	ENSLCOG00000005854	Lepidothrix_coronata
ENSMUNP00000020696	ENSMUNG00000015728	Melopsittacus_undulatus
ENSCPGP00000019141	ENSCPGG00000013386	Calidris_pygmaea
ENSCPUP00000006030	ENSCPUG00000004409	Calidris_pugnax
ENSGALP00000051821	ENSGALG00000041334	Gallus_gallus
ENSCJPP00005004379	ENSCJPG00005004332	Coturnix_japonica
ENSMGAP00000012142	ENSMGAG00000011598	Meleagris_gallopavo
ENSNMEP00000011433	ENSNMEG00000010745	Numida_meleagris
ENSABRP00000010559	ENSABRG00000009503	Anser_brachyrhynchus
ENSAPLP00000012020	ENSAPLG00000012256	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000003527	ENSNPEG00000002694	Nothoprocta_perdicaria
ENSCPRP00005011500	ENSCPRG00005008192	Crocodylus_porosus
ENSPVIP00000002359	ENSPVIG00000002025	Pogona_vitticeps
ENSACAP00000006209	ENSACAG00000006364	Anolis_carolinensis
ENSNSUP00000009487	ENSNSUG00000007257	Notechis_scutatus
ENSNSUP00000008701	ENSNSUG00000006701	Notechis_scutatus
ENSSMRP00000013011	ENSSMRG00000010137	Salvator_merianae
ENSSMRP00000012058	ENSSMRG00000009438	Salvator_merianae
ENSSPUP00000003695	ENSSPUG00000002824	Sphenodon_punctatus
ENSLACP00000002188	ENSLACG00000001955	Latimeria_chalumnae
ENSCMIP00000024695	ENSCMIG00000010926	Callorhinchus_milii
ENSEEEP00000028150	ENSEEEG00000013549	Electrophorus_electricus
ENSIPUP00000005121	ENSIPUG00000003576	Ictalurus_punctatus
ENSAMXP00005037513	ENSAMXG00005017827	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000043984	ENSAMXG00000004589	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000012098	ENSPNAG00000017824	Pygocentrus_nattereri
ENSDARP00000027770	ENSDARG00000011648	Danio_rerio
ENSCHAP00000034993	ENSCHAG00000016617	Clupea_harengus
ENSTRUP00000022569	ENSTRUG00000008977	Takifugu_rubripes
ENSTNIP00000004089	ENSTNIG00000001224	Tetraodon_nigroviridis	ENSTNIT00000002655
ENSLCAP00010028906	ENSLCAG00010013546	Lates_calcarifer
ENSFHEP00000012172	ENSFHEG00000000642	Fundulus_heteroclitus
ENSCGOP00000054741	ENSCGOG00000023934	Cottoperca_gobio
ENSCSEP00000028362	ENSCSEG00000018141	Cynoglossus_semilaevis
ENSSLDP00000014851	ENSSLDG00000011858	Seriola_lalandi_dorsalis
ENSSDUP00000014434	ENSSDUG00000010521	Seriola_dumerili
ENSSMAP00000014281	ENSSMAG00000008765	Scophthalmus_maximus
ENSXCOP00000026925	ENSXCOG00000020108	Xiphophorus_couchianus
ENSXMAP00000003379	ENSXMAG00000003368	Xiphophorus_maculatus
ENSGAFP00000016553	ENSGAFG00000011171	Gambusia_affinis
ENSPFOP00000012449	ENSPFOG00000012448	Poecilia_formosa
ENSPLAP00000004927	ENSPLAG00000006738	Poecilia_latipinna
ENSPMEP00000033441	ENSPMEG00000021942	Poecilia_mexicana
ENSPREP00000010388	ENSPREG00000007094	Poecilia_reticulata
ENSCVAP00000017679	ENSCVAG00000000534	Cyprinodon_variegatus
ENSKMAP00000007960	ENSKMAG00000005987	Kryptolebias_marmoratus
ENSORLP00015029965	ENSORLG00015013402	Oryzias_latipes_ASM223469v1
ENSORLP00000015671	ENSORLG00000012516	Oryzias_latipes_ASM223467v1
ENSORLP00020024377	ENSORLG00020005743	Oryzias_latipes_ASM223471v1
ENSOMEP00000028469	ENSOMEG00000011571	Oryzias_melastigma
ENSMZEP00005006050	ENSMZEG00005004685	Maylandia_zebra
ENSACLP00000025572	ENSACLG00000017406	Astatotilapia_calliptera
ENSHBUP00000022776	ENSHBUG00000003236	Haplochromis_burtoni
ENSPNYP00000014413	ENSPNYG00000010941	Pundamilia_nyererei
ENSNBRP00000015640	ENSNBRG00000012119	Neolamprologus_brichardi
ENSONIP00000003114	ENSONIG00000002486	Oreochromis_niloticus
ENSACIP00000014479	ENSACIG00000011263	Amphilophus_citrinellus
ENSGWIP00000008733	ENSGWIG00000005220	Gouania_willdenowi
ENSPRNP00000050402	ENSPRNG00000023964	Parambassis_ranga
ENSGACP00000006899	ENSGACG00000005201	Gasterosteus_aculeatus
ENSLBEP00000004338	ENSLBEG00000003327	Labrus_bergylta
ENSMALP00000020673	ENSMALG00000014459	Monopterus_albus
ENSMAMP00000019276	ENSMAMG00000012971	Mastacembelus_armatus
ENSATEP00000020648	ENSATEG00000014399	Anabas_testudineus
ENSBSLP00000024332	ENSBSLG00000012386	Betta_splendens
ENSLCRP00005049697	ENSLCRG00005018742	Larimichthys_crocea
ENSMMOP00000025134	ENSMMOG00000019089	Mola_mola
ENSAPEP00000017530	ENSAPEG00000012539	Amphiprion_percula
ENSAPEP00000020949	ENSAPEG00000014961	Amphiprion_percula
ENSAOCP00000004035	ENSAOCG00000007406	Amphiprion_ocellaris
ENSAPOP00000031903	ENSAPOG00000019446	Acanthochromis_polyacanthus
ENSSPAP00000020181	ENSSPAG00000015229	Stegastes_partitus
ENSPMGP00000002087	ENSPMGG00000001862	Periophthalmus_magnuspinnatus
ENSGMOP00000016727	ENSGMOG00000015607	Gadus_morhua
ENSHHUP00000014190	ENSHHUG00000008773	Hucho_hucho
ENSHHUP00000020580	ENSHHUG00000012876	Hucho_hucho
ENSELUP00000001361	ENSELUG00000000088	Esox_lucius
ENSPKIP00000018410	ENSPKIG00000003985	Paramormyrops_kingsleyae
ENSSFOP00015034945	ENSSFOG00015022253	Scleropages_formosus
ENSSFOP00015013648	ENSSFOG00015008809	Scleropages_formosus
ENSPKIP00000004543	ENSPKIG00000021610	Paramormyrops_kingsleyae
ENSDCDP00000053658	ENSDCDG00000032128	Denticeps_clupeoides
ENSLOCP00000002311	ENSLOCG00000002003	Lepisosteus_oculatus
ENSCHAP00000035871	ENSCHAG00000016992	Clupea_harengus
ENSDCDP00000045274	ENSDCDG00000028575	Denticeps_clupeoides
ENSOANP00000007349	ENSOANG00000004638	Ornithorhynchus_anatinus
ENSCSAVP00000007658	ENSCSAVG00000004578	Ciona_savignyi
ENSCINP00000035102	ENSCING00000024100	Ciona_intestinalis
ENSPMAP00000004289	ENSPMAG00000003938	Petromyzon_marinus
FBpp0075684	FBgn0261933	Drosophila_melanogaster
T28D9.10a.1	WBGene00004916	Caenorhabditis_elegans_strain_N2
ENSEBUP00000004487	ENSEBUG00000003170	Eptatretus_burgeri
ENSECRP00000020711	ENSECRG00000013923	Erpetoichthys_calabaricus
