ENSCGOP00000020859	ENSCGOG00000010069	Cottoperca_gobio
ENSFDAP00000011500	ENSFDAG00000019040	Fukomys_damarensis
ENSGWIP00000032135	ENSGWIG00000016429	Gouania_willdenowi
ENSPEMP00000021735	ENSPEMG00000019287	Peromyscus_maniculatus_bairdii
ENSHHUP00000063381	ENSHHUG00000037467	Hucho_hucho
ENSAPOP00000028250	ENSAPOG00000013443	Acanthochromis_polyacanthus
ENSTRUP00000057134	ENSTRUG00000025883	Takifugu_rubripes
ENSPANP00000042345	ENSPANG00000006438	Papio_anubis
ENSLAFP00000001888	ENSLAFG00000002255	Loxodonta_africana
ENSSMRP00000003292	ENSSMRG00000002166	Salvator_merianae
ENSAHAP00000022672	ENSAHAG00000015755	Apteryx_haastii
ENSPTIP00000016596	ENSPTIG00000015289	Panthera_tigris_altaica
ENSETEP00000015753	ENSETEG00000019388	Echinops_telfairi
ENSCJAP00000011664	ENSCJAG00000006285	Callithrix_jacchus
ENSOARP00000015133	ENSOARG00000014095	Ovis_aries	ENSOART00000015353
ENSLBEP00000022132	ENSLBEG00000016941	Labrus_bergylta
ENSSARP00000005637	ENSSARG00000006198	Sorex_araneus
ENSPPAP00000022065	ENSPPAG00000034210	Pan_paniscus
ENSABRP00000021308	ENSABRG00000018098	Anser_brachyrhynchus
ENSMGAP00000001495	ENSMGAG00000001859	Meleagris_gallopavo
ENSSPAP00000030533	ENSSPAG00000022907	Stegastes_partitus
ENSCABP00000011929	ENSCABG00000008909	Chelonoidis_abingdonii
ENSBTAP00000074171	ENSBTAG00000021855	Bos_taurus
ENSAPLP00000017340	ENSAPLG00000003833	Anas_platyrhynchos_platyrhynchos
ENSORLP00015023461	ENSORLG00015003454	Oryzias_latipes_ASM223469v1
ENSFCAP00000047872	ENSFCAG00000029302	Felis_catus
ENSMMOP00000017011	ENSMMOG00000012963	Mola_mola
ENSPKIP00000016401	ENSPKIG00000002710	Paramormyrops_kingsleyae
ENSNLEP00000021672	ENSNLEG00000017842	Nomascus_leucogenys
ENSPSMP00000007962	ENSPSMG00000005882	Prolemur_simus
ENSHGLP00100018798	ENSHGLG00100013867	Heterocephalus_glaber_HetGla_1.0
ENSNBRP00000016978	ENSNBRG00000013066	Neolamprologus_brichardi
ENSIPUP00000033319	ENSIPUG00000022398	Ictalurus_punctatus
ENSORLP00020009635	ENSORLG00020010534	Oryzias_latipes_ASM223471v1
ENSPMAP00000001057	ENSPMAG00000000944	Petromyzon_marinus	ENSPMAT00000001061
ENSLCRP00005064776	ENSLCRG00005023668	Larimichthys_crocea
ENSUAMP00000009890	ENSUAMG00000008183	Ursus_americanus
ENSSMAP00000020254	ENSSMAG00000012377	Scophthalmus_maximus
ENSMUNP00000005387	ENSMUNG00000004438	Melopsittacus_undulatus
ENSAMXP00000018378	ENSAMXG00000017808	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPMEP00000034350	ENSPMEG00000023496	Poecilia_mexicana
ENSHHUP00000009463	ENSHHUG00000005779	Hucho_hucho
ENSPTRP00000078367	ENSPTRG00000003449	Pan_troglodytes
ENSMALP00000008267	ENSMALG00000005887	Monopterus_albus
ENSMZEP00005002905	ENSMZEG00005002248	Maylandia_zebra
ENSSFOP00015014487	ENSSFOG00015009301	Scleropages_formosus
ENSTTRP00000006106	ENSTTRG00000006451	Tursiops_truncatus
ENSAMEP00000004745	ENSAMEG00000004410	Ailuropoda_melanoleuca
ENSEEEP00000003311	ENSEEEG00000001862	Electrophorus_electricus
ENSZALP00000014224	ENSZALG00000011790	Zonotrichia_albicollis
ENSNVIP00000021378	ENSNVIG00000016670	Neovison_vison
ENSCGRP00015010370	ENSCGRG00015007966	Cricetulus_griseus_CriGri-PICR
ENSMAMP00000004708	ENSMAMG00000003145	Mastacembelus_armatus
ENSBBBP00000004071	ENSBBBG00000013063	Bison_bison_bison
ENSMEUP00000009889	ENSMEUG00000010812	Notamacropus_eugenii	ENSMEUT00000010868
ENSPMJP00000003467	ENSPMJG00000003029	Parus_major
ENSOGAP00000010968	ENSOGAG00000012256	Otolemur_garnettii
ENSTNIP00000004509	ENSTNIG00000002078	Tetraodon_nigroviridis
ENSHHUP00000010562	ENSHHUG00000006463	Hucho_hucho
ENSNSUP00000015827	ENSNSUG00000011705	Notechis_scutatus
ENSCSAP00000001512	ENSCSAG00000005191	Chlorocebus_sabaeus
ENSCPGP00000016282	ENSCPGG00000011457	Calidris_pygmaea
ENSPSIP00000004077	ENSPSIG00000003839	Pelodiscus_sinensis
ENSHGLP00000006497	ENSHGLG00000004752	Heterocephalus_glaber_HetGla_female_1.0
ENSTNIP00000006334	ENSTNIG00000003734	Tetraodon_nigroviridis
ENSARWP00000009430	ENSARWG00000006585	Apteryx_rowi
ENSCCEP00000017650	ENSCCEG00000016262	Cyanistes_caeruleus
ENSTNIP00000006399	ENSTNIG00000003799	Tetraodon_nigroviridis
ENSMALP00000009215	ENSMALG00000006539	Monopterus_albus
ENSCPBP00000040801	ENSCPBG00000028019	Chrysemys_picta_bellii
ENSCANP00000003927	ENSCANG00000013953	Colobus_angolensis_palliatus
ENSCANP00000003460	ENSCANG00000012383	Colobus_angolensis_palliatus
ENSPNAP00000000841	ENSPNAG00000000451	Pygocentrus_nattereri
ENSOANP00000020747	ENSOANG00000013130	Ornithorhynchus_anatinus
ENSTNIP00000001496	ENSTNIG00000000161	Tetraodon_nigroviridis
ENSVPAP00000004813	ENSVPAG00000005188	Vicugna_pacos
ENSAPEP00000032985	ENSAPEG00000023376	Amphiprion_percula
ENSCPUP00000026406	ENSCPUG00000017777	Calidris_pugnax
ENSGGOP00000010887	ENSGGOG00000011156	Gorilla_gorilla
ENSCPRP00005010781	ENSCPRG00005007586	Crocodylus_porosus
ENSCAFP00000014915	ENSCAFG00000010152	Canis_lupus_familiaris
ENSEBUP00000019012	ENSEBUG00000011839	Eptatretus_burgeri	ENSEBUT00000019588
ENSCATP00000009642	ENSCATG00000028776	Cercocebus_atys
ENSGACP00000007843	ENSGACG00000005915	Gasterosteus_aculeatus
ENSPCIP00000052526	ENSPCIG00000012439	Phascolarctos_cinereus	ENSPCIT00000058181
ENSSDAP00000022592	ENSSDAG00000020530	Spermophilus_dauricus
ENSNPEP00000011640	ENSNPEG00000008734	Nothoprocta_perdicaria
ENSPVAP00000008155	ENSPVAG00000008638	Pteropus_vampyrus
