ENSSMRP00000000427	ENSSMRG00000000369	Salvator_merianae
ENSUMAP00000027609	ENSUMAG00000020041	Ursus_maritimus
ENSUAMP00000033441	ENSUAMG00000025480	Ursus_americanus
ENSAMEP00000005461	ENSAMEG00000005173	Ailuropoda_melanoleuca
ENSNVIP00000003292	ENSNVIG00000002561	Neovison_vison
ENSMPUP00000001907	ENSMPUG00000001923	Mustela_putorius_furo
ENSCAFP00000000358	ENSCAFG00000000250	Canis_lupus_familiaris
ENSCAFP00020029435	ENSCAFG00020022944	Canis_lupus_dingo
ENSVVUP00000023331	ENSVVUG00000017093	Vulpes_vulpes
ENSPPRP00000010362	ENSPPRG00000004548	Panthera_pardus
ENSPTIP00000000241	ENSPTIG00000000381	Panthera_tigris_altaica
ENSFCAP00000027382	ENSFCAG00000002089	Felis_catus
ENSEASP00005010156	ENSEASG00005007226	Equus_asinus_asinus
ENSECAP00000045586	ENSECAG00000017139	Equus_caballus
ENSPVAP00000011427	ENSPVAG00000012125	Pteropus_vampyrus
ENSMLUP00000001022	ENSMLUG00000001115	Myotis_lucifugus
ENSOPRP00000006031	ENSOPRG00000006581	Ochotona_princeps
ENSSARP00000012245	ENSSARG00000013559	Sorex_araneus
ENSMAUP00000017938	ENSMAUG00000016660	Mesocricetus_auratus
ENSDNOP00000009338	ENSDNOG00000012033	Dasypus_novemcinctus
ENSLAFP00000011346	ENSLAFG00000013560	Loxodonta_africana
ENSPCAP00000015771	ENSPCAG00000016847	Procavia_capensis
ENSETEP00000002783	ENSETEG00000003398	Echinops_telfairi
ENSPCIP00000031941	ENSPCIG00000023702	Phascolarctos_cinereus
ENSVURP00010030125	ENSVURG00010023020	Vombatus_ursinus
ENSMEUP00000008997	ENSMEUG00000009855	Notamacropus_eugenii
ENSSHAP00000009458	ENSSHAG00000008185	Sarcophilus_harrisii
ENSOANP00000020283	ENSOANG00000012822	Ornithorhynchus_anatinus
ENSLACP00000021038	ENSLACG00000018484	Latimeria_chalumnae
ENSSFOP00015022846	ENSSFOG00015014702	Scleropages_formosus
ENSPKIP00000025061	ENSPKIG00000008025	Paramormyrops_kingsleyae
ENSSFOP00015006732	ENSSFOG00015004444	Scleropages_formosus
ENSPNAP00000017680	ENSPNAG00000023964	Pygocentrus_nattereri
ENSIPUP00000012426	ENSIPUG00000008445	Ictalurus_punctatus
ENSAMXP00000054692	ENSAMXG00000038757	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005006543	ENSAMXG00005003896	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000130917	ENSDARG00000100606	Danio_rerio
ENSDCDP00000053550	ENSDCDG00000032082	Denticeps_clupeoides
ENSLCAP00010047499	ENSLCAG00010022054	Lates_calcarifer
ENSSMAP00000004120	ENSSMAG00000002556	Scophthalmus_maximus
ENSMALP00000021949	ENSMALG00000015329	Monopterus_albus
ENSATEP00000032009	ENSATEG00000022054	Anabas_testudineus
ENSFHEP00000000071	ENSFHEG00000023408	Fundulus_heteroclitus
ENSCVAP00000032154	ENSCVAG00000021981	Cyprinodon_variegatus
ENSGAFP00000015075	ENSGAFG00000010184	Gambusia_affinis
ENSXMAP00000010181	ENSXMAG00000010164	Xiphophorus_maculatus
ENSPFOP00000008118	ENSPFOG00000008106	Poecilia_formosa
ENSPREP00000031428	ENSPREG00000021284	Poecilia_reticulata
ENSPLAP00000003616	ENSPLAG00000005155	Poecilia_latipinna
ENSKMAP00000000429	ENSKMAG00000000382	Kryptolebias_marmoratus
ENSORLP00000045314	ENSORLG00000026249	Oryzias_latipes_ASM223467v1
ENSORLP00015000398	ENSORLG00015001006	Oryzias_latipes_ASM223469v1
ENSORLP00020007054	ENSORLG00020007943	Oryzias_latipes_ASM223471v1
ENSOMEP00000032277	ENSOMEG00000017624	Oryzias_melastigma
ENSGWIP00000035958	ENSGWIG00000018573	Gouania_willdenowi
ENSLBEP00000016196	ENSLBEG00000012543	Labrus_bergylta
ENSPRNP00000012691	ENSPRNG00000006991	Parambassis_ranga
ENSAPOP00000023092	ENSAPOG00000000119	Acanthochromis_polyacanthus
ENSMZEP00005036462	ENSMZEG00005027213	Maylandia_zebra
ENSACLP00000008467	ENSACLG00000005765	Astatotilapia_calliptera
ENSPNYP00000026529	ENSPNYG00000019974	Pundamilia_nyererei
ENSHBUP00000002915	ENSHBUG00000004141	Haplochromis_burtoni
ENSNBRP00000021484	ENSNBRG00000016489	Neolamprologus_brichardi
ENSONIP00000015256	ENSONIG00000012118	Oreochromis_niloticus
ENSCSEP00000010932	ENSCSEG00000007003	Cynoglossus_semilaevis
ENSLCRP00005004209	ENSLCRG00005002150	Larimichthys_crocea
ENSMMOP00000008797	ENSMMOG00000006804	Mola_mola
ENSMAMP00000009574	ENSMAMG00000006439	Mastacembelus_armatus
ENSAPEP00000003159	ENSAPEG00000002258	Amphiprion_percula
ENSAOCP00000029422	ENSAOCG00000019929	Amphiprion_ocellaris
ENSSPAP00000021304	ENSSPAG00000016046	Stegastes_partitus
ENSTNIP00000002479	ENSTNIG00000015073	Tetraodon_nigroviridis
ENSTRUP00000032332	ENSTRUG00000012772	Takifugu_rubripes
ENSGACP00000011882	ENSGACG00000008996	Gasterosteus_aculeatus
ENSGMOP00000004687	ENSGMOG00000004408	Gadus_morhua
ENSBSLP00000036690	ENSBSLG00000017903	Betta_splendens
ENSELUP00000008241	ENSELUG00000008929	Esox_lucius
ENSHHUP00000085917	ENSHHUG00000049711	Hucho_hucho
ENSHHUP00000081137	ENSHHUG00000047208	Hucho_hucho
ENSHHUP00000051058	ENSHHUG00000030768	Hucho_hucho
ENSCGOP00000008410	ENSCGOG00000004033	Cottoperca_gobio
ENSLBEP00000025313	ENSLBEG00000019340	Labrus_bergylta
ENSATEP00000002394	ENSATEG00000001714	Anabas_testudineus
ENSMAMP00000002620	ENSMAMG00000001844	Mastacembelus_armatus
ENSSLDP00000032901	ENSSLDG00000025213	Seriola_lalandi_dorsalis
ENSAPEP00000022571	ENSAPEG00000016087	Amphiprion_percula
ENSAOCP00000003991	ENSAOCG00000007361	Amphiprion_ocellaris
ENSPRNP00000057123	ENSPRNG00000026625	Parambassis_ranga
ENSHBUP00000025754	ENSHBUG00000007953	Haplochromis_burtoni
ENSMZEP00005011231	ENSMZEG00005008426	Maylandia_zebra
ENSONIP00000024021	ENSONIG00000019080	Oreochromis_niloticus
ENSACIP00000000247	ENSACIG00000000219	Amphilophus_citrinellus
ENSPMEP00000009312	ENSPMEG00000011151	Poecilia_mexicana
ENSPFOP00000000901	ENSPFOG00000000930	Poecilia_formosa
ENSPREP00000019032	ENSPREG00000012878	Poecilia_reticulata
ENSCVAP00000000389	ENSCVAG00000001291	Cyprinodon_variegatus
ENSKMAP00000025922	ENSKMAG00000019208	Kryptolebias_marmoratus
ENSTNIP00000017616	ENSTNIG00000014588	Tetraodon_nigroviridis
ENSGMOP00000008071	ENSGMOG00000007540	Gadus_morhua
ENSLOCP00000009210	ENSLOCG00000007588	Lepisosteus_oculatus
ENSECRP00000016827	ENSECRG00000011176	Erpetoichthys_calabaricus
