ENSPCIP00000009587	ENSPCIG00000006359	Phascolarctos_cinereus
ENSSPUP00000019073	ENSSPUG00000014472	Sphenodon_punctatus
ENSXETP00000009825	ENSXETG00000016415	Xenopus_tropicalis
ENSLACP00000018773	ENSLACG00000016525	Latimeria_chalumnae
ENSAMXP00000008971	ENSAMXG00000008726	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005033184	ENSAMXG00005014875	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000036307	ENSPNAG00000027047	Pygocentrus_nattereri
ENSIPUP00000021546	ENSIPUG00000014567	Ictalurus_punctatus
ENSEEEP00000039285	ENSEEEG00000018517	Electrophorus_electricus
ENSDARP00000077974	ENSDARG00000079716	Danio_rerio
ENSDCDP00000060311	ENSDCDG00000034515	Denticeps_clupeoides
ENSPFOP00000014421	ENSPFOG00000014269	Poecilia_formosa
ENSPLAP00000019835	ENSPLAG00000002277	Poecilia_latipinna
ENSPMEP00000004513	ENSPMEG00000005768	Poecilia_mexicana
ENSPREP00000018848	ENSPREG00000012750	Poecilia_reticulata
ENSXMAP00000002224	ENSXMAG00000002219	Xiphophorus_maculatus
ENSXCOP00000027965	ENSXCOG00000020862	Xiphophorus_couchianus
ENSGAFP00000007467	ENSGAFG00000005048	Gambusia_affinis
ENSFHEP00000016016	ENSFHEG00000017736	Fundulus_heteroclitus
ENSCVAP00000008738	ENSCVAG00000010628	Cyprinodon_variegatus
ENSKMAP00000010871	ENSKMAG00000008119	Kryptolebias_marmoratus
ENSORLP00000027270	ENSORLG00000001872	Oryzias_latipes_ASM223467v1
ENSORLP00020020052	ENSORLG00020021057	Oryzias_latipes_ASM223471v1
ENSORLP00015030466	ENSORLG00015014209	Oryzias_latipes_ASM223469v1
ENSOMEP00000024376	ENSOMEG00000000108	Oryzias_melastigma
ENSGWIP00000028873	ENSGWIG00000014638	Gouania_willdenowi
ENSTNIP00000003399	ENSTNIG00000008454	Tetraodon_nigroviridis
ENSTRUP00000040897	ENSTRUG00000015995	Takifugu_rubripes
ENSCSEP00000004832	ENSCSEG00000003126	Cynoglossus_semilaevis
ENSCGOP00000002059	ENSCGOG00000001102	Cottoperca_gobio
ENSGACP00000009850	ENSGACG00000007425	Gasterosteus_aculeatus
ENSLBEP00000027055	ENSLBEG00000020524	Labrus_bergylta
ENSLCRP00005018530	ENSLCRG00005007627	Larimichthys_crocea
ENSLCAP00010013907	ENSLCAG00010006234	Lates_calcarifer
ENSSMAP00000009036	ENSSMAG00000005565	Scophthalmus_maximus
ENSSLDP00000001887	ENSSLDG00000001568	Seriola_lalandi_dorsalis
ENSSDUP00000032657	ENSSDUG00000023467	Seriola_dumerili
ENSMALP00000021717	ENSMALG00000015187	Monopterus_albus
ENSMAMP00000034382	ENSMAMG00000023103	Mastacembelus_armatus
ENSATEP00000030509	ENSATEG00000021070	Anabas_testudineus
ENSBSLP00000029059	ENSBSLG00000014533	Betta_splendens
ENSAPEP00000012603	ENSAPEG00000008918	Amphiprion_percula
ENSAOCP00000003959	ENSAOCG00000002162	Amphiprion_ocellaris
ENSAPOP00000013968	ENSAPOG00000016873	Acanthochromis_polyacanthus
ENSSPAP00000001428	ENSSPAG00000001017	Stegastes_partitus
ENSPRNP00000038758	ENSPRNG00000018588	Parambassis_ranga
ENSPNYP00000011708	ENSPNYG00000008836	Pundamilia_nyererei
ENSHBUP00000005622	ENSHBUG00000007074	Haplochromis_burtoni
ENSMZEP00005014453	ENSMZEG00005010839	Maylandia_zebra
ENSACLP00000036999	ENSACLG00000025048	Astatotilapia_calliptera
ENSNBRP00000023348	ENSNBRG00000017838	Neolamprologus_brichardi
ENSONIP00000016171	ENSONIG00000012851	Oreochromis_niloticus
ENSACIP00000016074	ENSACIG00000012467	Amphilophus_citrinellus
ENSPMGP00000029637	ENSPMGG00000023848	Periophthalmus_magnuspinnatus
ENSMMOP00000001620	ENSMMOG00000001354	Mola_mola
ENSHCOP00000020871	ENSHCOG00000007332	Hippocampus_comes
ENSGMOP00000009882	ENSGMOG00000009232	Gadus_morhua
ENSHHUP00000068875	ENSHHUG00000040513	Hucho_hucho
ENSELUP00000024747	ENSELUG00000023525	Esox_lucius
ENSDCDP00000063691	ENSDCDG00000035833	Denticeps_clupeoides	ENSDCDT00000076019
ENSCHAP00000061580	ENSCHAG00000027465	Clupea_harengus	ENSCHAT00000066287
ENSAMXP00000004876	ENSAMXG00000004608	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000004876
ENSAMXP00005020275	ENSAMXG00005010502	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000030077	ENSPNAG00000016643	Pygocentrus_nattereri
ENSIPUP00000031475	ENSIPUG00000021061	Ictalurus_punctatus	ENSIPUT00000032733
ENSEEEP00000045007	ENSEEEG00000021083	Electrophorus_electricus	ENSEEET00000045511
ENSDARP00000149185	ENSDARG00000059812	Danio_rerio
ENSGACP00000022767	ENSGACG00000017236	Gasterosteus_aculeatus
ENSGWIP00000047524	ENSGWIG00000023328	Gouania_willdenowi
ENSCGOP00000008441	ENSCGOG00000003528	Cottoperca_gobio
ENSLBEP00000022382	ENSLBEG00000017155	Labrus_bergylta
ENSTRUP00000042579	ENSTRUG00000016648	Takifugu_rubripes
ENSTNIP00000007105	ENSTNIG00000009568	Tetraodon_nigroviridis
ENSMMOP00000002761	ENSMMOG00000002224	Mola_mola
ENSLCRP00005036487	ENSLCRG00005014157	Larimichthys_crocea
ENSSPAP00000002444	ENSSPAG00000001831	Stegastes_partitus
ENSPRNP00000006489	ENSPRNG00000003875	Parambassis_ranga
ENSMZEP00005018324	ENSMZEG00005013751	Maylandia_zebra
ENSACLP00000018602	ENSACLG00000012642	Astatotilapia_calliptera
ENSHBUP00000026355	ENSHBUG00000009041	Haplochromis_burtoni
ENSPNYP00000014034	ENSPNYG00000010620	Pundamilia_nyererei
ENSNBRP00000025848	ENSNBRG00000019755	Neolamprologus_brichardi
ENSONIP00000007294	ENSONIG00000005791	Oreochromis_niloticus
ENSACIP00000026571	ENSACIG00000020559	Amphilophus_citrinellus
ENSXMAP00000000025	ENSXMAG00000000025	Xiphophorus_maculatus
ENSXCOP00000018538	ENSXCOG00000013953	Xiphophorus_couchianus
ENSGAFP00000019395	ENSGAFG00000013080	Gambusia_affinis
ENSPFOP00000002372	ENSPFOG00000002244	Poecilia_formosa
ENSPMEP00000007918	ENSPMEG00000009647	Poecilia_mexicana
ENSPLAP00000020233	ENSPLAG00000002993	Poecilia_latipinna
ENSPREP00000006807	ENSPREG00000004675	Poecilia_reticulata
ENSFHEP00000020257	ENSFHEG00000000548	Fundulus_heteroclitus
ENSCVAP00000016383	ENSCVAG00000019386	Cyprinodon_variegatus
ENSKMAP00000002876	ENSKMAG00000002138	Kryptolebias_marmoratus
ENSORLP00020021423	ENSORLG00020001194	Oryzias_latipes_ASM223471v1
ENSORLP00000039938	ENSORLG00000001460	Oryzias_latipes_ASM223467v1
ENSORLP00015001228	ENSORLG00015001860	Oryzias_latipes_ASM223469v1
ENSOMEP00000005342	ENSOMEG00000006358	Oryzias_melastigma
ENSSDUP00000006164	ENSSDUG00000004515	Seriola_dumerili
ENSSLDP00000020421	ENSSLDG00000015953	Seriola_lalandi_dorsalis
ENSLCAP00010040886	ENSLCAG00010019044	Lates_calcarifer
ENSSMAP00000015743	ENSSMAG00000009638	Scophthalmus_maximus
ENSMAMP00000021246	ENSMAMG00000014243	Mastacembelus_armatus
ENSMALP00000019916	ENSMALG00000013881	Monopterus_albus
ENSATEP00000029627	ENSATEG00000020409	Anabas_testudineus
ENSHCOP00000014995	ENSHCOG00000000491	Hippocampus_comes
ENSCSEP00000019744	ENSCSEG00000012581	Cynoglossus_semilaevis
ENSBSLP00000025579	ENSBSLG00000012740	Betta_splendens
ENSAPEP00000002183	ENSAPEG00000001549	Amphiprion_percula
ENSAOCP00000020034	ENSAOCG00000003876	Amphiprion_ocellaris
ENSAPOP00000026325	ENSAPOG00000010067	Acanthochromis_polyacanthus
ENSPMGP00000026235	ENSPMGG00000021167	Periophthalmus_magnuspinnatus
ENSGMOP00000009117	ENSGMOG00000008509	Gadus_morhua
ENSHHUP00000023869	ENSHHUG00000014982	Hucho_hucho
ENSHHUP00000029957	ENSHHUG00000019085	Hucho_hucho
ENSHHUP00000057811	ENSHHUG00000034423	Hucho_hucho
ENSELUP00000041841	ENSELUG00000022896	Esox_lucius
ENSPKIP00000032931	ENSPKIG00000012808	Paramormyrops_kingsleyae	ENSPKIT00000013813
ENSSFOP00015016587	ENSSFOG00015010655	Scleropages_formosus	ENSSFOT00015016775
ENSSFOP00015034821	ENSSFOG00015022162	Scleropages_formosus	ENSSFOT00015035203
ENSPKIP00000032467	ENSPKIG00000012521	Paramormyrops_kingsleyae	ENSPKIT00000013333
ENSLOCP00000018528	ENSLOCG00000015051	Lepisosteus_oculatus
ENSECRP00000032562	ENSECRG00000022057	Erpetoichthys_calabaricus
ENSSLDP00000003570	ENSSLDG00000002834	Seriola_lalandi_dorsalis
ENSCMIP00000010947	ENSCMIG00000005707	Callorhinchus_milii
ENSEBUP00000020215	ENSEBUG00000012544	Eptatretus_burgeri	ENSEBUT00000020791
ENSHHUP00000031292	ENSHHUG00000019893	Hucho_hucho
ENSMMUP00000063398	ENSMMUG00000039572	Macaca_mulatta
ENSEBUP00000000281	ENSEBUG00000000456	Eptatretus_burgeri	ENSEBUT00000000573
ENSEBUP00000001328	ENSEBUG00000001143	Eptatretus_burgeri	ENSEBUT00000001651
ENSEBUP00000003507	ENSEBUG00000002519	Eptatretus_burgeri	ENSEBUT00000003879
ENSEBUP00000027536	ENSEBUG00000016859	Eptatretus_burgeri	ENSEBUT00000028112
ENSPMAP00000001540	ENSPMAG00000001390	Petromyzon_marinus	ENSPMAT00000001547
ENSCSAVP00000010807	ENSCSAVG00000006340	Ciona_savignyi
