ENSPMAP00000005069	ENSPMAG00000004603	Petromyzon_marinus	ENSPMAT00000005088
ENSEBUP00000009700	ENSEBUG00000006207	Eptatretus_burgeri	ENSEBUT00000010229
ENSEBUP00000021134	ENSEBUG00000013060	Eptatretus_burgeri	ENSEBUT00000021711
ENSPMAP00000007935	ENSPMAG00000007157	Petromyzon_marinus	ENSPMAT00000007970
ENSPCIP00000008558	ENSPCIG00000006165	Phascolarctos_cinereus
ENSBBBP00000022134	ENSBBBG00000004017	Bison_bison_bison
ENSTTRP00000000897	ENSTTRG00000000952	Tursiops_truncatus
ENSSSCP00000031182	ENSSSCG00000009834	Sus_scrofa_strain_reference
ENSVPAP00000005514	ENSVPAG00000005940	Vicugna_pacos
ENSECAP00000012442	ENSECAG00000014347	Equus_caballus
ENSEASP00005017564	ENSEASG00005012077	Equus_asinus_asinus
ENSPVAP00000012432	ENSPVAG00000013179	Pteropus_vampyrus
ENSMLUP00000014193	ENSMLUG00000015559	Myotis_lucifugus
ENSUAMP00000033180	ENSUAMG00000025295	Ursus_americanus
ENSUMAP00000009679	ENSUMAG00000007315	Ursus_maritimus
ENSAMEP00000014512	ENSAMEG00000013747	Ailuropoda_melanoleuca
ENSNVIP00000021236	ENSNVIG00000016551	Neovison_vison
ENSMPUP00000002190	ENSMPUG00000002212	Mustela_putorius_furo
ENSCAFP00020021558	ENSCAFG00020017041	Canis_lupus_dingo
ENSCAFP00000012622	ENSCAFG00000008606	Canis_lupus_familiaris
ENSVVUP00000021925	ENSVVUG00000016107	Vulpes_vulpes
ENSPPRP00000008702	ENSPPRG00000003573	Panthera_pardus
ENSPTIP00000025360	ENSPTIG00000021122	Panthera_tigris_altaica
ENSFCAP00000040517	ENSFCAG00000003178	Felis_catus
ENSNGAP00000018682	ENSNGAG00000018744	Nannospalax_galili
ENSJJAP00000022880	ENSJJAG00000022812	Jaculus_jaculus
ENSEEUP00000013384	ENSEEUG00000014635	Erinaceus_europaeus
ENSDNOP00000012175	ENSDNOG00000015696	Dasypus_novemcinctus
ENSCHOP00000003797	ENSCHOG00000004284	Choloepus_hoffmanni
ENSSARP00000005747	ENSSARG00000006291	Sorex_araneus
ENSPCAP00000004041	ENSPCAG00000004216	Procavia_capensis
ENSETEP00000004251	ENSETEG00000005224	Echinops_telfairi
ENSLAFP00000006248	ENSLAFG00000007416	Loxodonta_africana
ENSOANP00000007589	ENSOANG00000004796	Ornithorhynchus_anatinus
ENSPSIP00000018104	ENSPSIG00000016105	Pelodiscus_sinensis
ENSDNVP00000021731	ENSDNVG00000015166	Dromaius_novaehollandiae
ENSNPEP00000006905	ENSNPEG00000005020	Nothoprocta_perdicaria
ENSAHAP00000026063	ENSAHAG00000018093	Apteryx_haastii
ENSAOWP00000028094	ENSAOWG00000018816	Apteryx_owenii
ENSARWP00000017927	ENSARWG00000011746	Apteryx_rowi
ENSABRP00000021230	ENSABRG00000017643	Anser_brachyrhynchus
ENSAPLP00000008456	ENSAPLG00000008724	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000005201	ENSMGAG00000005288	Meleagris_gallopavo
ENSGALP00000069972	ENSGALG00000004625	Gallus_gallus
ENSCJPP00005000112	ENSCJPG00005000186	Coturnix_japonica
ENSNMEP00000023731	ENSNMEG00000019933	Numida_meleagris
ENSLCOP00000014856	ENSLCOG00000010637	Lepidothrix_coronata
ENSMVIP00005024737	ENSMVIG00005017335	Manacus_vitellinus
ENSPMJP00000005285	ENSPMJG00000004592	Parus_major
ENSCCEP00000006570	ENSCCEG00000002507	Cyanistes_caeruleus
ENSLSDP00000006459	ENSLSDG00000004918	Lonchura_striata_domestica
ENSTGUP00000006694	ENSTGUG00000006497	Taeniopygia_guttata
ENSSCAP00000011664	ENSSCAG00000008742	Serinus_canaria
ENSJHYP00000013587	ENSJHYG00000010530	Junco_hyemalis
ENSZALP00000002630	ENSZALG00000002788	Zonotrichia_albicollis
ENSFALP00000009401	ENSFALG00000009001	Ficedula_albicollis
ENSMUNP00000021078	ENSMUNG00000015874	Melopsittacus_undulatus
ENSCPUP00000009678	ENSCPUG00000006869	Calidris_pugnax
ENSCPGP00000027082	ENSCPGG00000018658	Calidris_pygmaea
ENSCPRP00005019202	ENSCPRG00005013260	Crocodylus_porosus
ENSPSIP00000002385	ENSPSIG00000002353	Pelodiscus_sinensis
ENSPSIP00000015334	ENSPSIG00000013717	Pelodiscus_sinensis
ENSCABP00000020740	ENSCABG00000013996	Chelonoidis_abingdonii
ENSGAGP00000006230	ENSGAGG00000005014	Gopherus_agassizii
ENSCPBP00000004269	ENSCPBG00000003465	Chrysemys_picta_bellii
ENSPVIP00000013809	ENSPVIG00000010554	Pogona_vitticeps
ENSACAP00000002433	ENSACAG00000002419	Anolis_carolinensis
ENSNSUP00000017163	ENSNSUG00000012626	Notechis_scutatus
ENSSMRP00000011660	ENSSMRG00000009156	Salvator_merianae
ENSSPUP00000013535	ENSSPUG00000010317	Sphenodon_punctatus
ENSPSIP00000008920	ENSPSIG00000008144	Pelodiscus_sinensis
ENSOANP00000031037	ENSOANG00000029728	Ornithorhynchus_anatinus
ENSXETP00000035406	ENSXETG00000014042	Xenopus_tropicalis
ENSLACP00000014229	ENSLACG00000012531	Latimeria_chalumnae
ENSCHAP00000016768	ENSCHAG00000008763	Clupea_harengus	ENSCHAT00000018460
ENSDCDP00000007628	ENSDCDG00000003546	Denticeps_clupeoides	ENSDCDT00000008480
ENSAMXP00000029938	ENSAMXG00000002342	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000032381
ENSAMXP00005021618	ENSAMXG00005011001	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025690	ENSPNAG00000010889	Pygocentrus_nattereri
ENSEEEP00000046913	ENSEEEG00000022082	Electrophorus_electricus
ENSIPUP00000024615	ENSIPUG00000016649	Ictalurus_punctatus
ENSDARP00000078091	ENSDARG00000052897	Danio_rerio
ENSHHUP00000034886	ENSHHUG00000021800	Hucho_hucho
ENSHHUP00000007864	ENSHHUG00000004837	Hucho_hucho
ENSELUP00000020311	ENSELUG00000019632	Esox_lucius
ENSFHEP00000032845	ENSFHEG00000019561	Fundulus_heteroclitus
ENSCVAP00000031004	ENSCVAG00000020160	Cyprinodon_variegatus
ENSPMEP00000014312	ENSPMEG00000016681	Poecilia_mexicana
ENSPLAP00000012023	ENSPLAG00000015241	Poecilia_latipinna
ENSPFOP00000006246	ENSPFOG00000005857	Poecilia_formosa
ENSPREP00000022113	ENSPREG00000014825	Poecilia_reticulata
ENSXMAP00000027533	ENSXMAG00000003481	Xiphophorus_maculatus
ENSXCOP00000013212	ENSXCOG00000010001	Xiphophorus_couchianus
ENSGAFP00000004986	ENSGAFG00000003302	Gambusia_affinis
ENSKMAP00000001223	ENSKMAG00000000980	Kryptolebias_marmoratus
ENSORLP00015011503	ENSORLG00015012345	Oryzias_latipes_ASM223469v1
ENSORLP00020002471	ENSORLG00020000785	Oryzias_latipes_ASM223471v1
ENSORLP00000030523	ENSORLG00000003606	Oryzias_latipes_ASM223467v1
ENSOMEP00000018381	ENSOMEG00000020080	Oryzias_melastigma
ENSTNIP00000008681	ENSTNIG00000005946	Tetraodon_nigroviridis
ENSLBEP00000022895	ENSLBEG00000017537	Labrus_bergylta
ENSCSEP00000028689	ENSCSEG00000018366	Cynoglossus_semilaevis
ENSCSEP00000014095	ENSCSEG00000009072	Cynoglossus_semilaevis
ENSAPEP00000028524	ENSAPEG00000020250	Amphiprion_percula
ENSAOCP00000027300	ENSAOCG00000001107	Amphiprion_ocellaris
ENSAPOP00000029039	ENSAPOG00000014663	Acanthochromis_polyacanthus
ENSSPAP00000000557	ENSSPAG00000000377	Stegastes_partitus
ENSPRNP00000040753	ENSPRNG00000020020	Parambassis_ranga
ENSATEP00000026969	ENSATEG00000018587	Anabas_testudineus
ENSBSLP00000005699	ENSBSLG00000002491	Betta_splendens
ENSPNYP00000022542	ENSPNYG00000016981	Pundamilia_nyererei
ENSPNYP00000022458	ENSPNYG00000016952	Pundamilia_nyererei
ENSMZEP00005011268	ENSMZEG00005008476	Maylandia_zebra
ENSHBUP00000001763	ENSHBUG00000002921	Haplochromis_burtoni
ENSACLP00000019696	ENSACLG00000013359	Astatotilapia_calliptera
ENSNBRP00000020634	ENSNBRG00000015794	Neolamprologus_brichardi
ENSONIP00000018273	ENSONIG00000014521	Oreochromis_niloticus
ENSACIP00000006359	ENSACIG00000004928	Amphilophus_citrinellus
ENSMMOP00000017326	ENSMMOG00000013189	Mola_mola
ENSTRUP00000043040	ENSTRUG00000016801	Takifugu_rubripes
ENSCGOP00000000382	ENSCGOG00000000299	Cottoperca_gobio
ENSGACP00000008330	ENSGACG00000006295	Gasterosteus_aculeatus
ENSLBEP00000022837	ENSLBEG00000017484	Labrus_bergylta
ENSTNIP00000004905	ENSTNIG00000002396	Tetraodon_nigroviridis
ENSLCRP00005007220	ENSLCRG00005003561	Larimichthys_crocea
ENSMALP00000026688	ENSMALG00000018529	Monopterus_albus
ENSMAMP00000028450	ENSMAMG00000019160	Mastacembelus_armatus
ENSSDUP00000001538	ENSSDUG00000001223	Seriola_dumerili
ENSSLDP00000025587	ENSSLDG00000019837	Seriola_lalandi_dorsalis
ENSSMAP00000007531	ENSSMAG00000004627	Scophthalmus_maximus
ENSLCAP00010010818	ENSLCAG00010005130	Lates_calcarifer
ENSGWIP00000038963	ENSGWIG00000019819	Gouania_willdenowi
ENSHCOP00000019736	ENSHCOG00000005278	Hippocampus_comes
ENSPMGP00000006038	ENSPMGG00000005074	Periophthalmus_magnuspinnatus
ENSGMOP00000007938	ENSGMOG00000007412	Gadus_morhua
ENSPKIP00000007141	ENSPKIG00000023134	Paramormyrops_kingsleyae
ENSSFOP00015026951	ENSSFOG00015017229	Scleropages_formosus
ENSLOCP00000009572	ENSLOCG00000007880	Lepisosteus_oculatus
ENSECRP00000031581	ENSECRG00000021390	Erpetoichthys_calabaricus
ENSCMIP00000014583	ENSCMIG00000007159	Callorhinchus_milii
