ENSCABP00000002071	ENSCABG00000001628	Chelonoidis_abingdonii
ENSCGRP00001009041	ENSCGRG00001011201	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000009560	ENSMAUG00000010686	Mesocricetus_auratus
ENSMOCP00000008580	ENSMOCG00000008588	Microtus_ochrogaster
ENSPEMP00000017500	ENSPEMG00000016402	Peromyscus_maniculatus_bairdii
ENSNGAP00000015131	ENSNGAG00000016243	Nannospalax_galili
ENSJJAP00000000467	ENSJJAG00000000398	Jaculus_jaculus
ENSJJAP00000001973	ENSJJAG00000003056	Jaculus_jaculus
ENSUPAP00010004928	ENSUPAG00010004004	Urocitellus_parryii
ENSMMMP00000022998	ENSMMMG00000020161	Marmota_marmota_marmota
ENSSDAP00000017631	ENSSDAG00000016052	Spermophilus_dauricus
ENSSTOP00000026396	ENSSTOG00000011877	Ictidomys_tridecemlineatus
ENSOCUP00000001860	ENSOCUG00000002160	Oryctolagus_cuniculus
ENSOPRP00000001702	ENSOPRG00000001855	Ochotona_princeps
ENSTBEP00000013526	ENSTBEG00000015587	Tupaia_belangeri
ENSGGOP00000018439	ENSGGOG00000011334	Gorilla_gorilla
ENSP00000293604	ENSG00000204564	Homo_sapiens
ENSPPAP00000017070	ENSPPAG00000031612	Pan_paniscus
ENSPTRP00000030598	ENSPTRG00000017934	Pan_troglodytes
ENSPPYP00000018351	ENSPPYG00000016414	Pongo_abelii
ENSNLEP00000001569	ENSNLEG00000001344	Nomascus_leucogenys
ENSNLEP00000006364	ENSNLEG00000005264	Nomascus_leucogenys
ENSMFAP00000014596	ENSMFAG00000030434	Macaca_fascicularis
ENSMNEP00000038147	ENSMNEG00000042094	Macaca_nemestrina
ENSTGEP00000014508	ENSTGEG00000011785	Theropithecus_gelada
ENSPANP00000032159	ENSPANG00000017650	Papio_anubis
ENSMLEP00000028480	ENSMLEG00000038460	Mandrillus_leucophaeus
ENSTGEP00000011799	ENSTGEG00000009616	Theropithecus_gelada
ENSMMUP00000026246	ENSMMUG00000051407	Macaca_mulatta
ENSCATP00000002447	ENSCATG00000010530	Cercocebus_atys
ENSCSAP00000004502	ENSCSAG00000008243	Chlorocebus_sabaeus
ENSRROP00000044070	ENSRROG00000045032	Rhinopithecus_roxellana
ENSRBIP00000038187	ENSRBIG00000042620	Rhinopithecus_bieti
ENSPTEP00000030749	ENSPTEG00000029887	Piliocolobus_tephrosceles
ENSCANP00000040155	ENSCANG00000043753	Colobus_angolensis_palliatus
ENSSBOP00000030764	ENSSBOG00000031647	Saimiri_boliviensis_boliviensis
ENSCCAP00000002985	ENSCCAG00000017044	Cebus_capucinus_imitator
ENSCJAP00000064459	ENSCJAG00000019930	Callithrix_jacchus
ENSANAP00000011781	ENSANAG00000023823	Aotus_nancymaae
ENSTSYP00000015981	ENSTSYG00000003336	Carlito_syrichta
ENSPSMP00000000934	ENSPSMG00000000685	Prolemur_simus
ENSPCOP00000004587	ENSPCOG00000012959	Propithecus_coquereli
ENSMICP00000020439	ENSMICG00000014805	Microcebus_murinus
ENSOGAP00000006088	ENSOGAG00000006805	Otolemur_garnettii
ENSEEUP00000008222	ENSEEUG00000009049	Erinaceus_europaeus
ENSSARP00000001247	ENSSARG00000001370	Sorex_araneus
ENSECAP00000000152	ENSECAG00000000226	Equus_caballus
ENSEASP00005028024	ENSEASG00005019046	Equus_asinus_asinus
ENSPVAP00000003769	ENSPVAG00000003983	Pteropus_vampyrus
ENSMLUP00000008121	ENSMLUG00000008912	Myotis_lucifugus
ENSMPUP00000011637	ENSMPUG00000011731	Mustela_putorius_furo
ENSNVIP00000023709	ENSNVIG00000018408	Neovison_vison
ENSUAMP00000034986	ENSUAMG00000026582	Ursus_americanus
ENSUMAP00000027053	ENSUMAG00000019659	Ursus_maritimus
ENSAMEP00000013961	ENSAMEG00000013255	Ailuropoda_melanoleuca
ENSCAFP00000034471	ENSCAFG00000000416	Canis_lupus_familiaris
ENSCAFP00020022239	ENSCAFG00020017583	Canis_lupus_dingo
ENSVVUP00000013347	ENSVVUG00000009818	Vulpes_vulpes
ENSPPRP00000004638	ENSPPRG00000000668	Panthera_pardus
ENSPTIP00000011303	ENSPTIG00000011765	Panthera_tigris_altaica
ENSFCAP00000007122	ENSFCAG00000007692	Felis_catus
ENSBIXP00000006920	ENSBIXG00000012976	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000035760	ENSBTAG00000006958	Bos_taurus
ENSBMUP00000009889	ENSBMUG00000007670	Bos_mutus
ENSBBBP00000002057	ENSBBBG00000011176	Bison_bison_bison
ENSOARP00000013149	ENSOARG00000012271	Ovis_aries
ENSCHIP00000021196	ENSCHIG00000019595	Capra_hircus
ENSTTRP00000007881	ENSTTRG00000008320	Tursiops_truncatus
ENSSSCP00000024075	ENSSSCG00000025943	Sus_scrofa_strain_reference
ENSVPAP00000001091	ENSVPAG00000001182	Vicugna_pacos
ENSLAFP00000005748	ENSLAFG00000006841	Loxodonta_africana
ENSPCAP00000015938	ENSPCAG00000017032	Procavia_capensis
ENSETEP00000002555	ENSETEG00000003117	Echinops_telfairi
ENSETEP00000011619	ENSETEG00000014322	Echinops_telfairi
ENSCHOP00000001080	ENSCHOG00000001221	Choloepus_hoffmanni
ENSVURP00010001709	ENSVURG00010001420	Vombatus_ursinus
ENSMEUP00000011398	ENSMEUG00000012508	Notamacropus_eugenii
ENSSHAP00000008105	ENSSHAG00000007031	Sarcophilus_harrisii
ENSDNOP00000026836	ENSDNOG00000045176	Dasypus_novemcinctus
ENSOANP00000025927	ENSOANG00000020397	Ornithorhynchus_anatinus
ENSCJPP00005006296	ENSCJPG00005005909	Coturnix_japonica
ENSCPUP00000010487	ENSCPUG00000007445	Calidris_pugnax
ENSXETP00000027936	ENSXETG00000008719	Xenopus_tropicalis
ENSLACP00000006221	ENSLACG00000005517	Latimeria_chalumnae
ENSAMXP00000012128	ENSAMXG00000011798	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005038496	ENSAMXG00005018257	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000037826	ENSPNAG00000029882	Pygocentrus_nattereri
ENSEEEP00000037831	ENSEEEG00000017977	Electrophorus_electricus
ENSIPUP00000020302	ENSIPUG00000013767	Ictalurus_punctatus
ENSDARP00000068194	ENSDARG00000056165	Danio_rerio
ENSCHAP00000041038	ENSCHAG00000019215	Clupea_harengus
ENSDCDP00000045735	ENSDCDG00000028803	Denticeps_clupeoides
ENSORLP00020017295	ENSORLG00020018312	Oryzias_latipes_ASM223471v1
ENSORLP00015009226	ENSORLG00015000315	Oryzias_latipes_ASM223469v1
ENSORLP00000013160	ENSORLG00000010502	Oryzias_latipes_ASM223467v1
ENSOMEP00000026329	ENSOMEG00000008089	Oryzias_melastigma
ENSXCOP00000003813	ENSXCOG00000002995	Xiphophorus_couchianus
ENSACIP00000028689	ENSACIG00000022220	Amphilophus_citrinellus
ENSAPOP00000033032	ENSAPOG00000021355	Acanthochromis_polyacanthus
ENSAPOP00000033031	ENSAPOG00000021343	Acanthochromis_polyacanthus
ENSAPOP00000022448	ENSAPOG00000003653	Acanthochromis_polyacanthus
ENSGWIP00000004777	ENSGWIG00000002543	Gouania_willdenowi
ENSMMOP00000015842	ENSMMOG00000012088	Mola_mola
ENSTRUP00000054976	ENSTRUG00000024955	Takifugu_rubripes
ENSGACP00000000635	ENSGACG00000000495	Gasterosteus_aculeatus
ENSCGOP00000035790	ENSCGOG00000016561	Cottoperca_gobio
ENSLCRP00005005514	ENSLCRG00005002827	Larimichthys_crocea
ENSSDUP00000015216	ENSSDUG00000011108	Seriola_dumerili
ENSSLDP00000020696	ENSSLDG00000016178	Seriola_lalandi_dorsalis
ENSSMAP00000033991	ENSSMAG00000020787	Scophthalmus_maximus
ENSLCAP00010018039	ENSLCAG00010008568	Lates_calcarifer
ENSMAMP00000030027	ENSMAMG00000020252	Mastacembelus_armatus
ENSATEP00000018380	ENSATEG00000012800	Anabas_testudineus
ENSBSLP00000028110	ENSBSLG00000014012	Betta_splendens
ENSMALP00000028013	ENSMALG00000019434	Monopterus_albus
ENSLBEP00000016668	ENSLBEG00000012838	Labrus_bergylta
ENSAPEP00000011632	ENSAPEG00000008295	Amphiprion_percula
ENSAOCP00000005036	ENSAOCG00000008495	Amphiprion_ocellaris
ENSSPAP00000005846	ENSSPAG00000004523	Stegastes_partitus
ENSPRNP00000030477	ENSPRNG00000015199	Parambassis_ranga
ENSCVAP00000003661	ENSCVAG00000004864	Cyprinodon_variegatus
ENSFHEP00000031748	ENSFHEG00000017840	Fundulus_heteroclitus
ENSPFOP00000016376	ENSPFOG00000016316	Poecilia_formosa
ENSPLAP00000003221	ENSPLAG00000000083	Poecilia_latipinna
ENSPMEP00000009176	ENSPMEG00000011005	Poecilia_mexicana
ENSPREP00000017930	ENSPREG00000012107	Poecilia_reticulata
ENSXMAP00000016664	ENSXMAG00000016630	Xiphophorus_maculatus
ENSGAFP00000006666	ENSGAFG00000004553	Gambusia_affinis
ENSKMAP00000004315	ENSKMAG00000003294	Kryptolebias_marmoratus
ENSHBUP00000026065	ENSHBUG00000008484	Haplochromis_burtoni
ENSPNYP00000015111	ENSPNYG00000011446	Pundamilia_nyererei
ENSACLP00000022607	ENSACLG00000015313	Astatotilapia_calliptera
ENSMZEP00005023972	ENSMZEG00005017932	Maylandia_zebra
ENSONIP00000020092	ENSONIG00000015952	Oreochromis_niloticus
ENSHCOP00000005393	ENSHCOG00000007037	Hippocampus_comes
ENSPMGP00000025501	ENSPMGG00000020573	Periophthalmus_magnuspinnatus
ENSGMOP00000014279	ENSGMOG00000013308	Gadus_morhua
ENSHHUP00000052264	ENSHHUG00000031439	Hucho_hucho
ENSHHUP00000067316	ENSHHUG00000039680	Hucho_hucho
ENSELUP00000025057	ENSELUG00000023771	Esox_lucius
ENSSFOP00015024476	ENSSFOG00015015745	Scleropages_formosus
ENSPKIP00000029985	ENSPKIG00000011022	Paramormyrops_kingsleyae
ENSECRP00000004907	ENSECRG00000003326	Erpetoichthys_calabaricus
ENSCMIP00000004893	ENSCMIG00000002909	Callorhinchus_milii
ENSEBUP00000010785	ENSEBUG00000006930	Eptatretus_burgeri
ENSCINP00000020264	ENSCING00000010144	Ciona_intestinalis
FBpp0072116	FBgn0034940	Drosophila_melanogaster
C27B7.2.1	WBGene00007760	Caenorhabditis_elegans_strain_N2
