ENSPMJP00000007752	ENSPMJG00000006370	Parus_major
ENSLBEP00000004356	ENSLBEG00000003325	Labrus_bergylta
ENSSTOP00000011092	ENSSTOG00000012376	Ictidomys_tridecemlineatus
ENSRROP00000013281	ENSRROG00000030900	Rhinopithecus_roxellana
ENSEEEP00000003256	ENSEEEG00000001830	Electrophorus_electricus
ENSATEP00000000831	ENSATEG00000000619	Anabas_testudineus
ENSPVIP00000004385	ENSPVIG00000003561	Pogona_vitticeps
ENSAHAP00000018054	ENSAHAG00000012798	Apteryx_haastii
ENSEASP00005008354	ENSEASG00005006018	Equus_asinus_asinus
ENSCHAP00000056936	ENSCHAG00000025694	Clupea_harengus
ENSMMUP00000036995	ENSMMUG00000020246	Macaca_mulatta
ENSPTRP00000048231	ENSPTRG00000003391	Pan_troglodytes
ENSSDAP00000015377	ENSSDAG00000013831	Spermophilus_dauricus
ENSCHIP00000002921	ENSCHIG00000006694	Capra_hircus
ENSTNIP00000016748	ENSTNIG00000013746	Tetraodon_nigroviridis
ENSTSYP00000029715	ENSTSYG00000010938	Carlito_syrichta
ENSMGAP00000006822	ENSMGAG00000006776	Meleagris_gallopavo
ENSNMEP00000011263	ENSNMEG00000010610	Numida_meleagris
ENSLOCP00000003658	ENSLOCG00000003105	Lepisosteus_oculatus
ENSMALP00000016911	ENSMALG00000011825	Monopterus_albus
ENSACAP00000012516	ENSACAG00000012740	Anolis_carolinensis
ENSOANP00000028515	ENSOANG00000022342	Ornithorhynchus_anatinus
ENSAOWP00000019363	ENSAOWG00000013152	Apteryx_owenii
ENSMLEP00000022904	ENSMLEG00000035631	Mandrillus_leucophaeus
ENSDCDP00000059535	ENSDCDG00000034348	Denticeps_clupeoides
ENSCAFP00020021901	ENSCAFG00020017307	Canis_lupus_dingo
ENSSCAP00000006780	ENSSCAG00000005272	Serinus_canaria
ENSTGUP00000008771	ENSTGUG00000008514	Taeniopygia_guttata
ENSBMUP00000022319	ENSBMUG00000016750	Bos_mutus
ENSPMGP00000011946	ENSPMGG00000009888	Periophthalmus_magnuspinnatus
ENSBBBP00000006237	ENSBBBG00000001200	Bison_bison_bison
ENSPNAP00000027482	ENSPNAG00000012994	Pygocentrus_nattereri
ENSVVUP00000033488	ENSVVUG00000024215	Vulpes_vulpes
ENSRNOP00000031361	ENSRNOG00000024712	Rattus_norvegicus
ENSORLP00020022788	ENSORLG00020003266	Oryzias_latipes_ASM223471v1
ENSACAP00000018324	ENSACAG00000027252	Anolis_carolinensis
ENSCPGP00000004473	ENSCPGG00000003266	Calidris_pygmaea
ENSSMRP00000019212	ENSSMRG00000014967	Salvator_merianae
ENSACIP00000000534	ENSACIG00000000468	Amphilophus_citrinellus
ENSMAMP00000034205	ENSMAMG00000022982	Mastacembelus_armatus
ENSCATP00000024788	ENSCATG00000035904	Cercocebus_atys
FBpp0071490	FBgn0011674	Drosophila_melanogaster	FBtr0071562
ENSNVIP00000026619	ENSNVIG00000020515	Neovison_vison
ENSVURP00010007538	ENSVURG00010005781	Vombatus_ursinus
ENSXCOP00000000295	ENSXCOG00000000267	Xiphophorus_couchianus
ENSMNEP00000037260	ENSMNEG00000041648	Macaca_nemestrina
ENSDNOP00000009620	ENSDNOG00000012392	Dasypus_novemcinctus
ENSOGAP00000000565	ENSOGAG00000000628	Otolemur_garnettii
ENSCGRP00000024730	ENSCGRG00000017915	Cricetulus_griseus_CriGri_1.0
