ENSPTRP00000024023	ENSPTRG00000013957	Pan_troglodytes
ENSUPAP00010003977	ENSUPAG00010003260	Urocitellus_parryii	ENSUPAT00010004584
ENSSDAP00000017273	ENSSDAG00000015624	Spermophilus_dauricus	ENSSDAT00000019652
ENSMMMP00000012516	ENSMMMG00000011193	Marmota_marmota_marmota
ENSCCNP00000021165	ENSCCNG00000021016	Castor_canadensis
ENSDORP00000027761	ENSDORG00000005493	Dipodomys_ordii
MGP_SPRETEiJ_P0045780	MGP_SPRETEiJ_G0022289	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000014116	ENSMSIG00000012149	Mus_spicilegus
ENSMUSP00000157466	ENSMUSG00000002076	Mus_musculus_strain_reference_(CL57BL6)
ENSRNOP00000001580	ENSRNOG00000001193	Rattus_norvegicus
ENSMUGP00000008716	ENSMUGG00000007837	Meriones_unguiculatus
ENSPEMP00000025118	ENSPEMG00000021638	Peromyscus_maniculatus_bairdii
ENSMOCP00000006501	ENSMOCG00000006152	Microtus_ochrogaster
ENSCGRP00001003313	ENSCGRG00001003985	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00001023249	ENSCGRG00001021534	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000008257	ENSCGRG00000006024	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020636	ENSMAUG00000018607	Mesocricetus_auratus
ENSNGAP00000002756	ENSNGAG00000002647	Nannospalax_galili
ENSEASP00005002169	ENSEASG00005001700	Equus_asinus_asinus
ENSECAP00000028432	ENSECAG00000017282	Equus_caballus
ENSMLUP00000007048	ENSMLUG00000007722	Myotis_lucifugus
ENSUMAP00000035491	ENSUMAG00000025511	Ursus_maritimus
ENSAMEP00000011987	ENSAMEG00000011388	Ailuropoda_melanoleuca
ENSCAFP00000015614	ENSCAFG00000010614	Canis_lupus_familiaris
ENSCAFP00020024009	ENSCAFG00020018893	Canis_lupus_dingo
ENSVVUP00000033914	ENSVVUG00000024511	Vulpes_vulpes
ENSPPRP00000018732	ENSPPRG00000010297	Panthera_pardus
ENSPTIP00000018380	ENSPTIG00000016528	Panthera_tigris_altaica
ENSFCAP00000051155	ENSFCAG00000043141	Felis_catus
ENSPVAP00000009392	ENSPVAG00000009965	Pteropus_vampyrus
ENSCHIP00000002348	ENSCHIG00000005444	Capra_hircus
ENSOARP00000012082	ENSOARG00000011274	Ovis_aries
ENSBIXP00005017111	ENSBIXG00005020613	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000043346	ENSBIXG00000027418	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000023149	ENSBTAG00000017407	Bos_taurus
ENSBBBP00000006093	ENSBBBG00000014691	Bison_bison_bison
ENSTTRP00000000680	ENSTTRG00000000722	Tursiops_truncatus
ENSOCUP00000008291	ENSOCUG00000009621	Oryctolagus_cuniculus
ENSJJAP00000007064	ENSJJAG00000011558	Jaculus_jaculus
ENSMPUP00000009697	ENSMPUG00000009772	Mustela_putorius_furo
ENSNVIP00000008731	ENSNVIG00000006866	Neovison_vison
ENSSARP00000010935	ENSSARG00000012105	Sorex_araneus
MGP_CAROLIEiJ_P0043868	MGP_CAROLIEiJ_G0021375	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0056165	MGP_PahariEiJ_G0023694	Mus_pahari_strain_PAHARI_EIJ
ENSCGRP00015029988	ENSCGRG00015022565	Cricetulus_griseus_CriGri-PICR
ENSOPRP00000015710	ENSOPRG00000017215	Ochotona_princeps
ENSSSCP00000033334	ENSSSCG00000022164	Sus_scrofa_strain_reference
ENSSSCP00000056242	ENSSSCG00000032445	Sus_scrofa_strain_reference
ENSBMUP00000016891	ENSBMUG00000012808	Bos_mutus
ENSLAFP00000000645	ENSLAFG00000000763	Loxodonta_africana
ENSETEP00000013339	ENSETEG00000016443	Echinops_telfairi
ENSDNOP00000003033	ENSDNOG00000003944	Dasypus_novemcinctus
ENSCHOP00000002144	ENSCHOG00000002419	Choloepus_hoffmanni
ENSVURP00010030416	ENSVURG00010023259	Vombatus_ursinus
ENSPCIP00000020369	ENSPCIG00000015503	Phascolarctos_cinereus
ENSMEUP00000010898	ENSMEUG00000011957	Notamacropus_eugenii
ENSSHAP00000020791	ENSSHAG00000017635	Sarcophilus_harrisii
ENSMODP00000026301	ENSMODG00000021032	Monodelphis_domestica
ENSOANP00000010330	ENSOANG00000006469	Ornithorhynchus_anatinus
ENSAHAP00000003935	ENSAHAG00000003062	Apteryx_haastii
ENSAOWP00000021620	ENSAOWG00000014615	Apteryx_owenii
ENSARWP00000026189	ENSARWG00000017771	Apteryx_rowi
ENSDNVP00000009224	ENSDNVG00000006526	Dromaius_novaehollandiae
ENSNPEP00000012775	ENSNPEG00000009543	Nothoprocta_perdicaria
ENSCPGP00000014458	ENSCPGG00000010218	Calidris_pygmaea
ENSCPUP00000017770	ENSCPUG00000012238	Calidris_pugnax
ENSMUNP00000011578	ENSMUNG00000009111	Melopsittacus_undulatus
ENSLCOP00000002986	ENSLCOG00000002287	Lepidothrix_coronata
ENSMVIP00005009255	ENSMVIG00005006829	Manacus_vitellinus
ENSTGUP00000006085	ENSTGUG00000005915	Taeniopygia_guttata
ENSTGUP00000015398	ENSTGUG00000015051	Taeniopygia_guttata
ENSLSDP00000011344	ENSLSDG00000008314	Lonchura_striata_domestica
ENSSCAP00000015316	ENSSCAG00000011206	Serinus_canaria
ENSJHYP00000017704	ENSJHYG00000013524	Junco_hyemalis
ENSZALP00000002189	ENSZALG00000002455	Zonotrichia_albicollis
ENSFALP00000002102	ENSFALG00000002019	Ficedula_albicollis
ENSPMJP00000014199	ENSPMJG00000010768	Parus_major
ENSCCEP00000018733	ENSCCEG00000017132	Cyanistes_caeruleus
ENSMGAP00000015454	ENSMGAG00000014590	Meleagris_gallopavo
ENSGALP00000026071	ENSGALG00000016202	Gallus_gallus
ENSNMEP00000014616	ENSNMEG00000013090	Numida_meleagris
ENSCJPP00005009998	ENSCJPG00005008756	Coturnix_japonica
ENSABRP00000017191	ENSABRG00000015002	Anser_brachyrhynchus
ENSAPLP00000003727	ENSAPLG00000004231	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005023694	ENSCPRG00005016440	Crocodylus_porosus
ENSCABP00000014577	ENSCABG00000010885	Chelonoidis_abingdonii
ENSGAGP00000000454	ENSGAGG00000000386	Gopherus_agassizii
ENSCPBP00000017720	ENSCPBG00000012970	Chrysemys_picta_bellii
ENSPSIP00000008390	ENSPSIG00000007635	Pelodiscus_sinensis
ENSPVIP00000026890	ENSPVIG00000020010	Pogona_vitticeps
ENSACAP00000017574	ENSACAG00000017849	Anolis_carolinensis
ENSNSUP00000009799	ENSNSUG00000007482	Notechis_scutatus
ENSSMRP00000029796	ENSSMRG00000022908	Salvator_merianae
ENSSPUP00000023120	ENSSPUG00000017741	Sphenodon_punctatus
ENSLACP00000006144	ENSLACG00000005449	Latimeria_chalumnae
ENSCHAP00000000583	ENSCHAG00000000421	Clupea_harengus
ENSDCDP00000028687	ENSDCDG00000020621	Denticeps_clupeoides
ENSIPUP00000020465	ENSIPUG00000013890	Ictalurus_punctatus
ENSEEEP00000024604	ENSEEEG00000011927	Electrophorus_electricus
ENSAMXP00000038633	ENSAMXG00000032880	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000008349	ENSAMXG00000008124	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005023676	ENSAMXG00005012149	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000012466	ENSPNAG00000003514	Pygocentrus_nattereri
ENSDARP00000114662	ENSDARG00000035080	Danio_rerio
ENSLBEP00000008576	ENSLBEG00000006628	Labrus_bergylta
ENSLBEP00000014173	ENSLBEG00000010974	Labrus_bergylta
ENSGACP00000020225	ENSGACG00000015333	Gasterosteus_aculeatus
ENSSMAP00000016094	ENSSMAG00000009868	Scophthalmus_maximus
ENSTRUP00000056211	ENSTRUG00000025902	Takifugu_rubripes
ENSTNIP00000017492	ENSTNIG00000014472	Tetraodon_nigroviridis
ENSATEP00000017112	ENSATEG00000011867	Anabas_testudineus
ENSBSLP00000013271	ENSBSLG00000007039	Betta_splendens
ENSMAMP00000005262	ENSMAMG00000003496	Mastacembelus_armatus
ENSSDUP00000030608	ENSSDUG00000022047	Seriola_dumerili
ENSSLDP00000019834	ENSSLDG00000015518	Seriola_lalandi_dorsalis
ENSLCAP00010015134	ENSLCAG00010007164	Lates_calcarifer
ENSMALP00000017207	ENSMALG00000012037	Monopterus_albus
ENSCGOP00000002370	ENSCGOG00000001231	Cottoperca_gobio
ENSLCRP00005033625	ENSLCRG00005013211	Larimichthys_crocea
ENSMMOP00000005954	ENSMMOG00000004668	Mola_mola
ENSXMAP00000030843	ENSXMAG00000029937	Xiphophorus_maculatus
ENSXCOP00000027267	ENSXCOG00000020363	Xiphophorus_couchianus
ENSGAFP00000024427	ENSGAFG00000016489	Gambusia_affinis
ENSPFOP00000000434	ENSPFOG00000000497	Poecilia_formosa
ENSPMEP00000022553	ENSPMEG00000003536	Poecilia_mexicana
ENSPLAP00000024128	ENSPLAG00000010080	Poecilia_latipinna
ENSPREP00000026460	ENSPREG00000017886	Poecilia_reticulata
ENSFHEP00000033032	ENSFHEG00000019893	Fundulus_heteroclitus
ENSCVAP00000003098	ENSCVAG00000004282	Cyprinodon_variegatus
ENSKMAP00000016215	ENSKMAG00000012076	Kryptolebias_marmoratus
ENSORLP00000025611	ENSORLG00000020677	Oryzias_latipes_ASM223467v1
ENSORLP00020013137	ENSORLG00020014080	Oryzias_latipes_ASM223471v1
ENSORLP00015015570	ENSORLG00015016494	Oryzias_latipes_ASM223469v1
ENSOMEP00000009520	ENSOMEG00000010748	Oryzias_melastigma
ENSGWIP00000005420	ENSGWIG00000002954	Gouania_willdenowi
ENSACLP00000010749	ENSACLG00000007352	Astatotilapia_calliptera
ENSMZEP00005025586	ENSMZEG00005019095	Maylandia_zebra
ENSHBUP00000021919	ENSHBUG00000001917	Haplochromis_burtoni
ENSPNYP00000029528	ENSPNYG00000022241	Pundamilia_nyererei
ENSONIP00000004723	ENSONIG00000003755	Oreochromis_niloticus
ENSNBRP00000019301	ENSNBRG00000014851	Neolamprologus_brichardi
ENSACIP00000022763	ENSACIG00000017715	Amphilophus_citrinellus
ENSAOCP00000007621	ENSAOCG00000011504	Amphiprion_ocellaris
ENSAPEP00000012225	ENSAPEG00000008701	Amphiprion_percula
ENSAPOP00000016808	ENSAPOG00000019930	Acanthochromis_polyacanthus
ENSSPAP00000019130	ENSSPAG00000014413	Stegastes_partitus
ENSHCOP00000014782	ENSHCOG00000018269	Hippocampus_comes
ENSCSEP00000009624	ENSCSEG00000006174	Cynoglossus_semilaevis
ENSPMGP00000019233	ENSPMGG00000015626	Periophthalmus_magnuspinnatus
ENSGMOP00000002425	ENSGMOG00000002281	Gadus_morhua
ENSELUP00000033600	ENSELUG00000011905	Esox_lucius
ENSHHUP00000083900	ENSHHUG00000048667	Hucho_hucho
ENSSFOP00015035919	ENSSFOG00015022865	Scleropages_formosus
ENSPKIP00000027491	ENSPKIG00000009536	Paramormyrops_kingsleyae
ENSLOCP00000001492	ENSLOCG00000001309	Lepisosteus_oculatus
ENSXETP00000025892	ENSXETG00000003434	Xenopus_tropicalis
ENSCMIP00000015925	ENSCMIG00000007718	Callorhinchus_milii
ENSPMAP00000009832	ENSPMAG00000008929	Petromyzon_marinus
ENSEBUP00000012007	ENSEBUG00000007663	Eptatretus_burgeri
