ENSCCEP00000009651	ENSCCEG00000009770	Cyanistes_caeruleus
ENSPVIP00000029880	ENSPVIG00000022008	Pogona_vitticeps
ENSACAP00000001461	ENSACAG00000001491	Anolis_carolinensis
ENSNSUP00000018923	ENSNSUG00000013805	Notechis_scutatus
ENSSMRP00000024949	ENSSMRG00000019292	Salvator_merianae
ENSSPUP00000022335	ENSSPUG00000017121	Sphenodon_punctatus
ENSLAFP00000021057	ENSLAFG00000028784	Loxodonta_africana
ENSMGAP00000006699	ENSMGAG00000006661	Meleagris_gallopavo
ENSPTRP00000029429	ENSPTRG00000017203	Pan_troglodytes
ENSPPAP00000012881	ENSPPAG00000029610	Pan_paniscus
ENSP00000274487	ENSG00000145808	Homo_sapiens
ENSGGOP00000019805	ENSGGOG00000025019	Gorilla_gorilla
ENSPPYP00000017604	ENSPPYG00000015743	Pongo_abelii
ENSNLEP00000015081	ENSNLEG00000012404	Nomascus_leucogenys
ENSRROP00000041125	ENSRROG00000043770	Rhinopithecus_roxellana
ENSRBIP00000033893	ENSRBIG00000040676	Rhinopithecus_bieti
ENSPTEP00000005983	ENSPTEG00000006879	Piliocolobus_tephrosceles
ENSCANP00000001037	ENSCANG00000003648	Colobus_angolensis_palliatus
ENSMLEP00000034598	ENSMLEG00000041442	Mandrillus_leucophaeus
ENSCATP00000030763	ENSCATG00000038533	Cercocebus_atys
ENSMFAP00000023926	ENSMFAG00000043585	Macaca_fascicularis
ENSMNEP00000025935	ENSMNEG00000036425	Macaca_nemestrina
ENSMMUP00000067518	ENSMMUG00000057304	Macaca_mulatta
ENSPANP00000002465	ENSPANG00000020423	Papio_anubis
ENSTGEP00000020262	ENSTGEG00000016288	Theropithecus_gelada
ENSCSAP00000010149	ENSCSAG00000014053	Chlorocebus_sabaeus
ENSCCAP00000028859	ENSCCAG00000032438	Cebus_capucinus_imitator
ENSSBOP00000034321	ENSSBOG00000033328	Saimiri_boliviensis_boliviensis
ENSCJAP00000035876	ENSCJAG00000019311	Callithrix_jacchus
ENSANAP00000010128	ENSANAG00000023032	Aotus_nancymaae
ENSTSYP00000005772	ENSTSYG00000006306	Carlito_syrichta
ENSPCOP00000026835	ENSPCOG00000025835	Propithecus_coquereli
ENSPSMP00000037682	ENSPSMG00000025876	Prolemur_simus
ENSOGAP00000005716	ENSOGAG00000006393	Otolemur_garnettii
ENSTBEP00000014152	ENSTBEG00000016251	Tupaia_belangeri
ENSUPAP00010006404	ENSUPAG00010005141	Urocitellus_parryii
ENSSDAP00000018067	ENSSDAG00000016467	Spermophilus_dauricus
ENSSTOP00000022818	ENSSTOG00000027482	Ictidomys_tridecemlineatus
ENSMMMP00000022510	ENSMMMG00000019725	Marmota_marmota_marmota
ENSDORP00000012062	ENSDORG00000012822	Dipodomys_ordii
ENSPEMP00000016871	ENSPEMG00000015969	Peromyscus_maniculatus_bairdii
ENSMOCP00000009238	ENSMOCG00000009346	Microtus_ochrogaster
ENSCGRP00015011126	ENSCGRG00015008547	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001005271	ENSCGRG00001006886	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002975	ENSCGRG00000002179	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000014313	ENSMAUG00000014098	Mesocricetus_auratus
ENSMSIP00000013620	ENSMSIG00000011735	Mus_spicilegus
MGP_SPRETEiJ_P0048737	MGP_SPRETEiJ_G0023212	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000050535	ENSMUSG00000053441	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0046792	MGP_CAROLIEiJ_G0022299	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0039380	MGP_PahariEiJ_G0019032	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026543	ENSRNOG00000019577	Rattus_norvegicus
ENSMUGP00000016546	ENSMUGG00000014155	Meriones_unguiculatus
ENSNGAP00000011661	ENSNGAG00000013733	Nannospalax_galili
ENSCLAP00000017680	ENSCLAG00000012123	Chinchilla_lanigera
ENSODEP00000008624	ENSODEG00000006447	Octodon_degus
ENSCPOP00000004293	ENSCPOG00000004770	Cavia_porcellus
ENSCAPP00000014818	ENSCAPG00000015098	Cavia_aperea
ENSHGLP00000021572	ENSHGLG00000015411	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003622	ENSHGLG00100002762	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002533	ENSFDAG00000012222	Fukomys_damarensis
ENSDNOP00000002990	ENSDNOG00000003880	Dasypus_novemcinctus
ENSCHOP00000005129	ENSCHOG00000005791	Choloepus_hoffmanni
ENSLAFP00000008364	ENSLAFG00000009984	Loxodonta_africana
ENSPCAP00000004379	ENSPCAG00000004595	Procavia_capensis
ENSETEP00000000454	ENSETEG00000000566	Echinops_telfairi
ENSOARP00000018073	ENSOARG00000016825	Ovis_aries
ENSCHIP00000020065	ENSCHIG00000018817	Capra_hircus
ENSBIXP00000020448	ENSBIXG00000023764	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015722	ENSBIXG00005019701	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000021492	ENSBTAG00000016145	Bos_taurus
ENSBMUP00000007702	ENSBMUG00000006039	Bos_mutus
ENSBBBP00000010623	ENSBBBG00000018742	Bison_bison_bison
ENSTTRP00000000183	ENSTTRG00000000197	Tursiops_truncatus
ENSSSCP00000015168	ENSSSCG00000014259	Sus_scrofa_strain_reference
ENSVPAP00000010373	ENSVPAG00000011139	Vicugna_pacos
ENSCAFP00020016822	ENSCAFG00020013402	Canis_lupus_dingo
ENSCAFP00000034585	ENSCAFG00000000722	Canis_lupus_familiaris
ENSVVUP00000041002	ENSVVUG00000029194	Vulpes_vulpes
ENSAMEP00000005094	ENSAMEG00000004804	Ailuropoda_melanoleuca
ENSUAMP00000033796	ENSUAMG00000025741	Ursus_americanus
ENSMPUP00000011590	ENSMPUG00000011684	Mustela_putorius_furo
ENSNVIP00000024747	ENSNVIG00000019136	Neovison_vison
ENSPPRP00000028752	ENSPPRG00000021027	Panthera_pardus
ENSPTIP00000016437	ENSPTIG00000015195	Panthera_tigris_altaica
ENSFCAP00000028645	ENSFCAG00000032620	Felis_catus
ENSPVAP00000008428	ENSPVAG00000008930	Pteropus_vampyrus
ENSMLUP00000016040	ENSMLUG00000017587	Myotis_lucifugus
ENSECAP00000021223	ENSECAG00000023694	Equus_caballus
ENSEASP00005022816	ENSEASG00005015540	Equus_asinus_asinus
ENSEEUP00000013550	ENSEEUG00000014809	Erinaceus_europaeus
ENSSARP00000007806	ENSSARG00000008623	Sorex_araneus
ENSOCUP00000007203	ENSOCUG00000008329	Oryctolagus_cuniculus
ENSJJAP00000020930	ENSJJAG00000021431	Jaculus_jaculus
ENSMICP00000008808	ENSMICG00000009660	Microcebus_murinus
ENSXETP00000014498	ENSXETG00000000603	Xenopus_tropicalis
ENSLACP00000009568	ENSLACG00000008438	Latimeria_chalumnae
ENSCHAP00000025801	ENSCHAG00000012426	Clupea_harengus
ENSDCDP00000006740	ENSDCDG00000003562	Denticeps_clupeoides
ENSHHUP00000019681	ENSHHUG00000012302	Hucho_hucho
ENSHHUP00000003024	ENSHHUG00000001925	Hucho_hucho
ENSHHUP00000019834	ENSHHUG00000012413	Hucho_hucho
ENSELUP00000016627	ENSELUG00000016422	Esox_lucius
ENSHHUP00000048473	ENSHHUG00000029376	Hucho_hucho
ENSSFOP00015012131	ENSSFOG00015007842	Scleropages_formosus
ENSPKIP00000003928	ENSPKIG00000021185	Paramormyrops_kingsleyae
ENSLOCP00000010108	ENSLOCG00000008319	Lepisosteus_oculatus
ENSECRP00000023029	ENSECRG00000015529	Erpetoichthys_calabaricus
ENSCMIP00000011822	ENSCMIG00000006081	Callorhinchus_milii
ENSHHUP00000021368	ENSHHUG00000013381	Hucho_hucho
ENSHHUP00000076689	ENSHHUG00000044848	Hucho_hucho
ENSEBUP00000019803	ENSEBUG00000012287	Eptatretus_burgeri
