ENSLSDP00000003935	ENSLSDG00000003067	Lonchura_striata_domestica
ENSOANP00000006191	ENSOANG00000003910	Ornithorhynchus_anatinus
ENSACAP00000007838	ENSACAG00000007923	Anolis_carolinensis
ENSPVIP00000006252	ENSPVIG00000005196	Pogona_vitticeps
ENSSMRP00000022362	ENSSMRG00000017370	Salvator_merianae
ENSXETP00000034695	ENSXETG00000014639	Xenopus_tropicalis
ENSCABP00000006056	ENSCABG00000004561	Chelonoidis_abingdonii
ENSGAGP00000012141	ENSGAGG00000009346	Gopherus_agassizii
ENSCPBP00000029936	ENSCPBG00000021079	Chrysemys_picta_bellii
ENSPSIP00000013390	ENSPSIG00000011977	Pelodiscus_sinensis
ENSCPRP00005010738	ENSCPRG00005007680	Crocodylus_porosus
ENSSPUP00000022944	ENSSPUG00000017608	Sphenodon_punctatus
ENSLACP00000021356	ENSLACG00000018765	Latimeria_chalumnae
ENSMMUP00000047169	ENSMMUG00000008183	Macaca_mulatta
ENSMNEP00000009963	ENSMNEG00000029343	Macaca_nemestrina
ENSMFAP00000026319	ENSMFAG00000044609	Macaca_fascicularis
ENSMLEP00000009755	ENSMLEG00000029010	Mandrillus_leucophaeus
ENSPANP00000032125	ENSPANG00000026102	Papio_anubis
ENSTGEP00000012381	ENSTGEG00000010102	Theropithecus_gelada
ENSCATP00000020510	ENSCATG00000033878	Cercocebus_atys
ENSCSAP00000011675	ENSCSAG00000015590	Chlorocebus_sabaeus
ENSRROP00000039231	ENSRROG00000042937	Rhinopithecus_roxellana
ENSRBIP00000038762	ENSRBIG00000042866	Rhinopithecus_bieti
ENSCANP00000007181	ENSCANG00000023283	Colobus_angolensis_palliatus
ENSPPAP00000038892	ENSPPAG00000042125	Pan_paniscus
ENSPTRP00000045122	ENSPTRG00000021527	Pan_troglodytes
ENSP00000419692	ENSG00000186350	Homo_sapiens
ENSGGOP00000041308	ENSGGOG00000009752	Gorilla_gorilla
ENSPPYP00000022147	ENSPPYG00000019748	Pongo_abelii
ENSCCAP00000028362	ENSCCAG00000032024	Cebus_capucinus_imitator
ENSSBOP00000035515	ENSSBOG00000033840	Saimiri_boliviensis_boliviensis
ENSCJAP00000053089	ENSCJAG00000010148	Callithrix_jacchus
ENSANAP00000009132	ENSANAG00000022572	Aotus_nancymaae
ENSTSYP00000028270	ENSTSYG00000027074	Carlito_syrichta
ENSPSMP00000025562	ENSPSMG00000017946	Prolemur_simus
ENSPCOP00000006575	ENSPCOG00000014455	Propithecus_coquereli
ENSMICP00000024347	ENSMICG00000010833	Microcebus_murinus
ENSOGAP00000009821	ENSOGAG00000010970	Otolemur_garnettii
ENSMLUP00000009549	ENSMLUG00000010476	Myotis_lucifugus
ENSPVAP00000006716	ENSPVAG00000007118	Pteropus_vampyrus
ENSBIXP00000003406	ENSBIXG00000007303	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005027730	ENSBIXG00005030173	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000023729	ENSBTAG00000017851	Bos_taurus
ENSBMUP00000001123	ENSBMUG00000000903	Bos_mutus
ENSBBBP00000006024	ENSBBBG00000003525	Bison_bison_bison
ENSCHIP00000028697	ENSCHIG00000024110	Capra_hircus
ENSOARP00000002511	ENSOARG00000002366	Ovis_aries
ENSSSCP00000070850	ENSSSCG00000038220	Sus_scrofa_strain_reference
ENSTTRP00000008998	ENSTTRG00000009492	Tursiops_truncatus
ENSUAMP00000026794	ENSUAMG00000020722	Ursus_americanus
ENSUMAP00000032798	ENSUMAG00000023627	Ursus_maritimus
ENSAMEP00000011750	ENSAMEG00000011124	Ailuropoda_melanoleuca
ENSNVIP00000023865	ENSNVIG00000018508	Neovison_vison
ENSMPUP00000012080	ENSMPUG00000012176	Mustela_putorius_furo
ENSCAFP00000058322	ENSCAFG00000019838	Canis_lupus_familiaris
ENSCAFP00020031868	ENSCAFG00020024843	Canis_lupus_dingo
ENSVVUP00000038604	ENSVVUG00000027520	Vulpes_vulpes
ENSFCAP00000049471	ENSFCAG00000002431	Felis_catus
ENSPPRP00000006341	ENSPPRG00000001805	Panthera_pardus
ENSEASP00005015294	ENSEASG00005010676	Equus_asinus_asinus
ENSECAP00000041233	ENSECAG00000019365	Equus_caballus
ENSDNOP00000030939	ENSDNOG00000044228	Dasypus_novemcinctus
ENSCHOP00000008412	ENSCHOG00000009502	Choloepus_hoffmanni
ENSPCAP00000014285	ENSPCAG00000015288	Procavia_capensis
ENSOPRP00000003568	ENSOPRG00000003883	Ochotona_princeps
ENSPTEP00000030712	ENSPTEG00000029856	Piliocolobus_tephrosceles
ENSEEUP00000000790	ENSEEUG00000000887	Erinaceus_europaeus
ENSLAFP00000020688	ENSLAFG00000012239	Loxodonta_africana
ENSNSUP00000000997	ENSNSUG00000000929	Notechis_scutatus
ENSDORP00000009196	ENSDORG00000009780	Dipodomys_ordii
ENSCCNP00000014175	ENSCCNG00000014659	Castor_canadensis
ENSMSIP00000023565	ENSMSIG00000019950	Mus_spicilegus
MGP_SPRETEiJ_P0052556	MGP_SPRETEiJ_G0024261	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000076491	ENSMUSG00000015846	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0050528	MGP_CAROLIEiJ_G0023344	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0061551	MGP_PahariEiJ_G0024801	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012892	ENSRNOG00000009446	Rattus_norvegicus
ENSMUGP00000005511	ENSMUGG00000005050	Meriones_unguiculatus
ENSCGRP00000005047	ENSCGRG00000003691	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001016688	ENSCGRG00001016924	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015015617	ENSCGRG00015011984	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000018148	ENSMAUG00000016806	Mesocricetus_auratus
ENSMOCP00000008009	ENSMOCG00000007921	Microtus_ochrogaster
ENSPEMP00000016601	ENSPEMG00000015777	Peromyscus_maniculatus_bairdii
ENSNGAP00000020932	ENSNGAG00000020257	Nannospalax_galili
ENSJJAP00000022771	ENSJJAG00000022734	Jaculus_jaculus
ENSUPAP00010010585	ENSUPAG00010008551	Urocitellus_parryii
ENSSTOP00000016521	ENSSTOG00000028427	Ictidomys_tridecemlineatus
ENSMMMP00000014508	ENSMMMG00000012890	Marmota_marmota_marmota
ENSSDAP00000010282	ENSSDAG00000009324	Spermophilus_dauricus
ENSCLAP00000006093	ENSCLAG00000004314	Chinchilla_lanigera
ENSODEP00000022486	ENSODEG00000016500	Octodon_degus
ENSCPOP00000000147	ENSCPOG00000000168	Cavia_porcellus
ENSCAPP00000008577	ENSCAPG00000010238	Cavia_aperea
ENSHGLP00000017176	ENSHGLG00000012303	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015690	ENSHGLG00100011588	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006966	ENSFDAG00000015606	Fukomys_damarensis
ENSNLEP00000036994	ENSNLEG00000008722	Nomascus_leucogenys
ENSEEEP00000007902	ENSEEEG00000004123	Electrophorus_electricus
ENSCHAP00000005979	ENSCHAG00000003649	Clupea_harengus
ENSCHAP00000058122	ENSCHAG00000026104	Clupea_harengus
ENSAMXP00000007964	ENSAMXG00000007750	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005009562	ENSAMXG00005005418	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019205	ENSPNAG00000005154	Pygocentrus_nattereri
ENSIPUP00000026078	ENSIPUG00000017652	Ictalurus_punctatus
ENSEEEP00000051454	ENSEEEG00000024157	Electrophorus_electricus
ENSDARP00000004918	ENSDARG00000035127	Danio_rerio
ENSDCDP00000008126	ENSDCDG00000003462	Denticeps_clupeoides
ENSHHUP00000015750	ENSHHUG00000009734	Hucho_hucho
ENSELUP00000016570	ENSELUG00000016364	Esox_lucius
ENSPKIP00000026042	ENSPKIG00000008675	Paramormyrops_kingsleyae
ENSSFOP00015017254	ENSSFOG00015011107	Scleropages_formosus
ENSAMXP00000007042	ENSAMXG00000006849	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005054636	ENSAMXG00005024424	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017775	ENSPNAG00000024079	Pygocentrus_nattereri
ENSIPUP00000018535	ENSIPUG00000012586	Ictalurus_punctatus
ENSDARP00000074930	ENSDARG00000057737	Danio_rerio
ENSDCDP00000001494	ENSDCDG00000000802	Denticeps_clupeoides
ENSHHUP00000009792	ENSHHUG00000005631	Hucho_hucho
ENSHHUP00000047285	ENSHHUG00000028672	Hucho_hucho
ENSELUP00000037523	ENSELUG00000000650	Esox_lucius
ENSPKIP00000011312	ENSPKIG00000018422	Paramormyrops_kingsleyae
ENSSFOP00015023168	ENSSFOG00015014907	Scleropages_formosus
ENSCGOP00000055543	ENSCGOG00000024177	Cottoperca_gobio
ENSGACP00000024043	ENSGACG00000018189	Gasterosteus_aculeatus
ENSLBEP00000029518	ENSLBEG00000021956	Labrus_bergylta
ENSMMOP00000015201	ENSMMOG00000011603	Mola_mola
ENSTRUP00000015497	ENSTRUG00000006349	Takifugu_rubripes
ENSSMAP00000025711	ENSSMAG00000015755	Scophthalmus_maximus
ENSHCOP00000010626	ENSHCOG00000013280	Hippocampus_comes
ENSCSEP00000008003	ENSCSEG00000005139	Cynoglossus_semilaevis
ENSPMGP00000029109	ENSPMGG00000023146	Periophthalmus_magnuspinnatus
ENSORLP00000036590	ENSORLG00000012155	Oryzias_latipes_ASM223467v1
ENSORLP00015021170	ENSORLG00015022397	Oryzias_latipes_ASM223469v1
ENSORLP00020007394	ENSORLG00020008246	Oryzias_latipes_ASM223471v1
ENSOMEP00000033416	ENSOMEG00000000512	Oryzias_melastigma
ENSACIP00000001719	ENSACIG00000001394	Amphilophus_citrinellus
ENSMALP00000007672	ENSMALG00000005445	Monopterus_albus
ENSMAMP00000005717	ENSMAMG00000003873	Mastacembelus_armatus
ENSSLDP00000027420	ENSSLDG00000021267	Seriola_lalandi_dorsalis
ENSSDUP00000027789	ENSSDUG00000020066	Seriola_dumerili
ENSLCAP00010005352	ENSLCAG00010002676	Lates_calcarifer
ENSLCRP00005019367	ENSLCRG00005007042	Larimichthys_crocea
ENSATEP00000002669	ENSATEG00000001877	Anabas_testudineus
ENSBSLP00000046587	ENSBSLG00000021802	Betta_splendens
ENSAPEP00000021495	ENSAPEG00000015360	Amphiprion_percula
ENSAOCP00000005162	ENSAOCG00000008638	Amphiprion_ocellaris
ENSAPOP00000030673	ENSAPOG00000017373	Acanthochromis_polyacanthus
ENSSPAP00000011517	ENSSPAG00000008742	Stegastes_partitus
ENSFHEP00000029776	ENSFHEG00000014693	Fundulus_heteroclitus
ENSCVAP00000013730	ENSCVAG00000016296	Cyprinodon_variegatus
ENSXCOP00000006943	ENSXCOG00000005369	Xiphophorus_couchianus
ENSXMAP00000001744	ENSXMAG00000001735	Xiphophorus_maculatus
ENSGAFP00000005391	ENSGAFG00000003675	Gambusia_affinis
ENSPFOP00000011607	ENSPFOG00000011556	Poecilia_formosa
ENSPLAP00000003093	ENSPLAG00000004499	Poecilia_latipinna
ENSACLP00000039118	ENSACLG00000026392	Astatotilapia_calliptera
ENSMZEP00005021220	ENSMZEG00005015929	Maylandia_zebra
ENSHBUP00000028654	ENSHBUG00000012589	Haplochromis_burtoni
ENSPNYP00000025377	ENSPNYG00000019132	Pundamilia_nyererei
ENSNBRP00000015106	ENSNBRG00000011679	Neolamprologus_brichardi
ENSONIP00000016445	ENSONIG00000013076	Oreochromis_niloticus
ENSKMAP00000022576	ENSKMAG00000016751	Kryptolebias_marmoratus
ENSPRNP00000010459	ENSPRNG00000004887	Parambassis_ranga
ENSPMEP00000027852	ENSPMEG00000012557	Poecilia_mexicana
ENSPREP00000032811	ENSPREG00000022246	Poecilia_reticulata
ENSGWIP00000019080	ENSGWIG00000010473	Gouania_willdenowi
ENSTNIP00000009111	ENSTNIG00000006350	Tetraodon_nigroviridis
ENSNSUP00000001114	ENSNSUG00000001018	Notechis_scutatus
ENSGMOP00000015513	ENSGMOG00000014502	Gadus_morhua
ENSLOCP00000005489	ENSLOCG00000004579	Lepisosteus_oculatus
ENSECRP00000022709	ENSECRG00000015186	Erpetoichthys_calabaricus
ENSCMIP00000001921	ENSCMIG00000001157	Callorhinchus_milii
ENSEBUP00000006937	ENSEBUG00000004555	Eptatretus_burgeri
