ENSBIXP00000006649	ENSBIXG00000012741	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGALP00000053045	ENSGALG00000032893	Gallus_gallus
ENSCGRP00015032747	ENSCGRG00015024692	Cricetulus_griseus_CriGri-PICR
ENSFALP00000002490	ENSFALG00000002391	Ficedula_albicollis
ENSUMAP00000005207	ENSUMAG00000004142	Ursus_maritimus
ENSAPOP00000032764	ENSAPOG00000000594	Acanthochromis_polyacanthus
ENSXCOP00000018451	ENSXCOG00000013890	Xiphophorus_couchianus
ENSXETP00000004653	ENSXETG00000003712	Xenopus_tropicalis
ENSCCNP00000033329	ENSCCNG00000031552	Castor_canadensis
ENSELUP00000041340	ENSELUG00000022170	Esox_lucius
ENSCHAP00000000333	ENSCHAG00000000208	Clupea_harengus
ENSPTRP00000051334	ENSPTRG00000001839	Pan_troglodytes
ENSETEP00000002276	ENSETEG00000002783	Echinops_telfairi
ENSPFOP00000025997	ENSPFOG00000022821	Poecilia_formosa
ENSAMXP00005049663	ENSAMXG00005022605	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSECAP00000018725	ENSECAG00000021280	Equus_caballus
ENSPCOP00000029957	ENSPCOG00000027691	Propithecus_coquereli
ENSLCAP00010007022	ENSLCAG00010003456	Lates_calcarifer
ENSMNEP00000036263	ENSMNEG00000041267	Macaca_nemestrina
ENSTNIP00000009843	ENSTNIG00000007043	Tetraodon_nigroviridis
ENSNLEP00000021971	ENSNLEG00000018087	Nomascus_leucogenys
ENSEEEP00000019551	ENSEEEG00000009584	Electrophorus_electricus
ENSMOCP00000026404	ENSMOCG00000022223	Microtus_ochrogaster
ENSONIP00000014471	ENSONIG00000011497	Oreochromis_niloticus
ENSCPOP00000000683	ENSCPOG00000000765	Cavia_porcellus
ENSOARP00000000089	ENSOARG00000000111	Ovis_aries
ENSEASP00005029269	ENSEASG00005019906	Equus_asinus_asinus
ENSSFOP00015028829	ENSSFOG00015018521	Scleropages_formosus
ENSMZEP00005007273	ENSMZEG00005005601	Maylandia_zebra
ENSMAUP00000016960	ENSMAUG00000015952	Mesocricetus_auratus
ENSPPRP00000010931	ENSPPRG00000004936	Panthera_pardus
ENSOCUP00000006477	ENSOCUG00000007489	Oryctolagus_cuniculus
ENSCAFP00020020449	ENSCAFG00020016204	Canis_lupus_dingo
ENSMMMP00000014202	ENSMMMG00000012653	Marmota_marmota_marmota
ENSACLP00000029319	ENSACLG00000019869	Astatotilapia_calliptera
ENSCMIP00000024987	ENSCMIG00000011016	Callorhinchus_milii
ENSFHEP00000014961	ENSFHEG00000016553	Fundulus_heteroclitus
ENSMEUP00000005931	ENSMEUG00000006500	Notamacropus_eugenii
ENSSPAP00000020051	ENSSPAG00000015128	Stegastes_partitus
ENSNVIP00000018482	ENSNVIG00000014476	Neovison_vison
ENSCSAP00000010177	ENSCSAG00000014044	Chlorocebus_sabaeus
ENSMALP00000015350	ENSMALG00000010785	Monopterus_albus
ENSNMEP00000009290	ENSNMEG00000009028	Numida_meleagris
ENSHCOP00000017018	ENSHCOG00000020829	Hippocampus_comes
ENSHHUP00000062940	ENSHHUG00000037191	Hucho_hucho
ENSCATP00000031596	ENSCATG00000038919	Cercocebus_atys
ENSANAP00000030684	ENSANAG00000033085	Aotus_nancymaae
ENSPSIP00000007535	ENSPSIG00000006913	Pelodiscus_sinensis
ENSCVAP00000024544	ENSCVAG00000008722	Cyprinodon_variegatus
ENSSTOP00000015194	ENSSTOG00000024090	Ictidomys_tridecemlineatus
ENSCGRP00001009774	ENSCGRG00001011813	Cricetulus_griseus_CHOK1GS_HDv1
ENSRROP00000006065	ENSRROG00000024414	Rhinopithecus_roxellana
ENSFCAP00000000412	ENSFCAG00000000445	Felis_catus
ENSPTIP00000012267	ENSPTIG00000012401	Panthera_tigris_altaica
ENSDORP00000012661	ENSDORG00000013464	Dipodomys_ordii
ENSPANP00000014991	ENSPANG00000009053	Papio_anubis
ENSCCAP00000001606	ENSCCAG00000010420	Cebus_capucinus_imitator
ENSCAPP00000005125	ENSCAPG00000007516	Cavia_aperea
ENSPRNP00000001023	ENSPRNG00000000730	Parambassis_ranga
ENSPTEP00000027589	ENSPTEG00000027409	Piliocolobus_tephrosceles
ENSVVUP00000008409	ENSVVUG00000006311	Vulpes_vulpes
ENSECRP00000008888	ENSECRG00000005976	Erpetoichthys_calabaricus
ENSGMOP00000008426	ENSGMOG00000007879	Gadus_morhua
ENSGACP00000008238	ENSGACG00000006225	Gasterosteus_aculeatus
ENSUAMP00000025874	ENSUAMG00000020096	Ursus_americanus
ENSACAP00000004896	ENSACAG00000005028	Anolis_carolinensis
ENSTRUP00000054750	ENSTRUG00000022506	Takifugu_rubripes
ENSNPEP00000000780	ENSNPEG00000000621	Nothoprocta_perdicaria
ENSPMJP00000005263	ENSPMJG00000004574	Parus_major
ENSOGAP00000005506	ENSOGAG00000006169	Otolemur_garnettii
ENSAMXP00000025436	ENSAMXG00000024730	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSOMEP00000015882	ENSOMEG00000017517	Oryzias_melastigma
ENSPMGP00000010311	ENSPMGG00000008547	Periophthalmus_magnuspinnatus
ENSGGOP00000021242	ENSGGOG00000006801	Gorilla_gorilla
ENSCJPP00005010414	ENSCJPG00005009067	Coturnix_japonica
ENSMSIP00000019723	ENSMSIG00000016765	Mus_spicilegus
ENSCJAP00000055470	ENSCJAG00000040532	Callithrix_jacchus
MGP_CAROLIEiJ_P0020034	MGP_CAROLIEiJ_G0014638	Mus_caroli_strain_CAROLI_EIJ
ENSMMUP00000002570	ENSMMUG00000001921	Macaca_mulatta
ENSSDAP00000005316	ENSSDAG00000004967	Spermophilus_dauricus
ENSFDAP00000016493	ENSFDAG00000005053	Fukomys_damarensis
ENSJJAP00000012404	ENSJJAG00000015452	Jaculus_jaculus
ENSCSEP00000029546	ENSCSEG00000018934	Cynoglossus_semilaevis
ENSMLEP00000020881	ENSMLEG00000034649	Mandrillus_leucophaeus
ENSMMOP00000007973	ENSMMOG00000006197	Mola_mola
ENSHGLP00100021735	ENSHGLG00100015995	Heterocephalus_glaber_HetGla_1.0
ENSTBEP00000009325	ENSTBEG00000010792	Tupaia_belangeri
ENSSSCP00000049947	ENSSSCG00000031981	Sus_scrofa_strain_reference
ENSBTAP00000072526	ENSBTAG00000050933	Bos_taurus
ENSTSYP00000027629	ENSTSYG00000033087	Carlito_syrichta
ENSPMEP00000018507	ENSPMEG00000021463	Poecilia_mexicana
ENSTTRP00000005645	ENSTTRG00000005970	Tursiops_truncatus
ENSVURP00010004335	ENSVURG00010003461	Vombatus_ursinus
ENSDCDP00000021418	ENSDCDG00000016779	Denticeps_clupeoides
ENSMUGP00000009046	ENSMUGG00000008108	Meriones_unguiculatus
ENSSBOP00000025895	ENSSBOG00000029406	Saimiri_boliviensis_boliviensis
ENSPSMP00000000617	ENSPSMG00000000489	Prolemur_simus
ENSAPEP00000013723	ENSAPEG00000009790	Amphiprion_percula
MGP_SPRETEiJ_P0021086	MGP_SPRETEiJ_G0015445	Mus_spretus_strain_SPRET/EiJ
ENSLACP00000014858	ENSLACG00000013077	Latimeria_chalumnae
ENSORLP00000007254	ENSORLG00000005773	Oryzias_latipes_ASM223467v1
ENSRBIP00000028934	ENSRBIG00000038365	Rhinopithecus_bieti
ENSSMRP00000003986	ENSSMRG00000003322	Salvator_merianae
ENSSLDP00000021954	ENSSLDG00000017145	Seriola_lalandi_dorsalis
ENSORLP00015011372	ENSORLG00015012170	Oryzias_latipes_ASM223469v1
ENSNGAP00000012726	ENSNGAG00000014499	Nannospalax_galili
ENSMUSP00000046033	ENSMUSG00000041889	Mus_musculus_strain_reference_(CL57BL6)
ENSIPUP00000021950	ENSIPUG00000014876	Ictalurus_punctatus
ENSGAFP00000020916	ENSGAFG00000014101	Gambusia_affinis
ENSLCRP00005057314	ENSLCRG00005021290	Larimichthys_crocea
ENSOPRP00000007121	ENSOPRG00000007785	Ochotona_princeps
ENSDARP00000010985	ENSDARG00000006307	Danio_rerio
ENSCHAP00000040300	ENSCHAG00000018848	Clupea_harengus
ENSPNYP00000017359	ENSPNYG00000013155	Pundamilia_nyererei
ENSEBUP00000011866	ENSEBUG00000007603	Eptatretus_burgeri
ENSPCAP00000008184	ENSPCAG00000008800	Procavia_capensis
ENSCABP00000028177	ENSCABG00000020707	Chelonoidis_abingdonii	ENSCABT00000030875
ENSPLAP00000025682	ENSPLAG00000012876	Poecilia_latipinna
ENSSMAP00000019031	ENSSMAG00000011653	Scophthalmus_maximus
ENSCLAP00000021737	ENSCLAG00000014882	Chinchilla_lanigera
ENSLCOP00000021048	ENSLCOG00000014899	Lepidothrix_coronata
ENSTGUP00000015199	ENSTGUG00000014845	Taeniopygia_guttata
ENSMODP00000048969	ENSMODG00000000492	Monodelphis_domestica
ENSSARP00000004727	ENSSARG00000005239	Sorex_araneus
ENSMFAP00000028365	ENSMFAG00000045544	Macaca_fascicularis
ENSPREP00000013362	ENSPREG00000009085	Poecilia_reticulata
ENSRNOP00000009712	ENSRNOG00000007369	Rattus_norvegicus
ENSPPAP00000036803	ENSPPAG00000041154	Pan_paniscus
ENSBMUP00000024392	ENSBMUG00000018322	Bos_mutus
ENSPPYP00000000400	ENSPPYG00000000358	Pongo_abelii
ENSODEP00000015237	ENSODEG00000011253	Octodon_degus
ENSP00000355064	ENSG00000198892	Homo_sapiens
ENSCGRP00000017066	ENSCGRG00000012414	Cricetulus_griseus_CriGri_1.0
ENSAMEP00000012679	ENSAMEG00000012048	Ailuropoda_melanoleuca
ENSCGOP00000033077	ENSCGOG00000015365	Cottoperca_gobio
ENSNSUP00000003513	ENSNSUG00000002846	Notechis_scutatus
ENSSDUP00000027251	ENSSDUG00000019733	Seriola_dumerili
ENSTGEP00000025085	ENSTGEG00000020237	Theropithecus_gelada
ENSHHUP00000055534	ENSHHUG00000033210	Hucho_hucho
ENSBBBP00000000086	ENSBBBG00000009260	Bison_bison_bison
ENSEEUP00000007448	ENSEEUG00000008187	Erinaceus_europaeus
ENSPVIP00000009324	ENSPVIG00000007427	Pogona_vitticeps
ENSLSDP00000015102	ENSLSDG00000010886	Lonchura_striata_domestica
ENSSPUP00000010030	ENSSPUG00000007725	Sphenodon_punctatus
ENSACIP00000020377	ENSACIG00000015840	Amphilophus_citrinellus
ENSORLP00020031416	ENSORLG00020016426	Oryzias_latipes_ASM223471v1
ENSGWIP00000053081	ENSGWIG00000025558	Gouania_willdenowi
ENSLAFP00000010506	ENSLAFG00000012568	Loxodonta_africana
ENSSCAP00000009412	ENSSCAG00000007168	Serinus_canaria
ENSBSLP00000055225	ENSBSLG00000025850	Betta_splendens
ENSCANP00000035598	ENSCANG00000041499	Colobus_angolensis_palliatus
ENSPKIP00000040175	ENSPKIG00000017242	Paramormyrops_kingsleyae
